Claart,Fecncre,Cant,Clacli,Clatipcli
01ARM1543,19/12/17,20.0,GCU9603,0
01CEMCAZ50,19/12/17,40.0,GCU9603,0
06AERORM,19/12/17,3.0,GCU9603,0
06CINP50,19/12/17,1.0,GCU9603,0
06MANPJARML,19/12/17,300.0,GCU9603,0
04HDCM14,22/12/17,4.0,MRS2043,0
01ALAM,23/12/17,25.0,MRSZI0056,0
01CAL,23/12/17,65.0,MRSZI0056,0
01VAR38,23/12/17,80.0,MRSZI0056,0
01CEMCAZ50,27/12/17,5.0,GACP82,0
01CEMCAZ50,28/12/17,70.0,MRSZI011,0
01VAR112,28/12/17,10.0,TAC1503,0
06MARTUÑ7,28/12/17,1.0,TAC1503,0
0612815,28/12/17,1.0,MRS2043,0
01CEMCAZ50,29/12/17,120.0,GCU9603,0
01CEMBC,29/12/17,1.0,TOGA74,1
01YEM,29/12/17,1.0,TOGA74,1
03TAB3x10A,29/12/17,102.0,TOGA74,1
01CEMCAZ50,03/01/18,120.0,MRSZI012,0
06CINPR,03/01/18,2.0,MRSZI012,0
06CLAC212,03/01/18,20.0,MRSZI012,0
03VRED58,03/01/18,864.0,MRSZI012,0
04HPPB1434,03/01/18,1000.0,MRSZI012,0
04TMOS120,03/01/18,2.0,MRSZI012,0
0643336,03/01/18,1.0,MRSZI012,0
06CINAR,03/01/18,1.0,MRSZI012,0
01ALAM,03/01/18,80.0,MRSZI012,0
01ALAM,04/01/18,200.0,TAC1503,0
06SERS22,04/01/18,1.0,TAC1503,0
01ALAM,04/01/18,100.0,TAC1503,0
06CLA4,04/01/18,25.0,TAC1503,0
01ALREC,04/01/18,15.0,TAC1503,0
06PALT,04/01/18,3.0,TAC1503,0
01VAR112,04/01/18,10.0,TAC1503,0
06MRT16,04/01/18,1.0,TAC1503,0
0623240,06/01/18,50.0,MRSZI0050,0
06BRF116,06/01/18,15.0,MRSZI0050,0
06BRF14,06/01/18,15.0,MRSZI0050,0
06BRF18,06/01/18,15.0,MRSZI0050,0
06BRF316,06/01/18,15.0,MRSZI0050,0
06BRF332,06/01/18,15.0,MRSZI0050,0
06BRF532,06/01/18,15.0,MRSZI0050,0
06BRF564,06/01/18,15.0,MRSZI0050,0
06BRF732,06/01/18,15.0,MRSZI0050,0
06BRF764,06/01/18,15.0,MRSZI0050,0
06BRF964,06/01/18,15.0,MRSZI0050,0
06TC411,06/01/18,15.0,MRSZI0050,0
06AEROB,06/01/18,4.0,AOMJ980,0
05TEEPVC3,08/01/18,1.0,MRS2043,0
01CAL,03/02/18,50.0,DESP85,7
01CEMCAZ50,03/02/18,200.0,DESP85,7
01EC25,03/02/18,50.0,DESP85,7
05TUEUNCR1/2,05/02/18,10.0,DCA040,0
06AC4012,05/02/18,20.0,DCA040,0
06C4012,05/02/18,30.0,DCA040,0
03ANG182,06/02/18,15.4,HEAC51,1
03PTR214,06/02/18,18.2,HEAC51,1
01CAL,08/02/18,50.0,DESP85,7
01CEMCAZ50,08/02/18,200.0,DESP85,7
01ESTUCCL,08/02/18,50.0,DESP85,7
03ANG18112,19/02/18,11.4,MRS2043,0
01CEMBC,21/02/18,18.0,UCR,0
01PBC25,21/02/18,50.0,UCR,0
06BRF116,02/03/18,15.0,DCA040,0
06BRF14,02/03/18,15.0,DCA040,0
06BRF18,02/03/18,15.0,DCA040,0
06BRF316,02/03/18,15.0,DCA040,0
06BRF332,02/03/18,15.0,DCA040,0
06BRF532,02/03/18,15.0,DCA040,0
06BRF564,02/03/18,15.0,DCA040,0
06BRF732,02/03/18,15.0,DCA040,0
06BRF764,02/03/18,15.0,DCA040,0
06BRF964,02/03/18,15.0,DCA040,0
06TC411,02/03/18,15.0,DCA040,0
01ALREC,05/03/18,20.0,TAC1503,0
01CEMCAZ50,05/03/18,4.0,TAC1503,0
01VAR38,05/03/18,20.0,TAC1503,0
0610759,05/03/18,2.0,TAC1503,0
01ALAM,05/03/18,100.0,TAC1503,0
01ALREC,05/03/18,20.0,TAC1503,0
06AEROAMM,05/03/18,2.0,TAC1503,0
06CLA212,05/03/18,20.0,TAC1503,0
06CLA4,05/03/18,20.0,TAC1503,0
06AERORM,05/03/18,5.0,TAC1503,0
06CABZ54,21/03/18,1.0,MRS2043,0
06MAAF4150,28/03/18,1.0,MRS2043,0
04HTAQ516,05/04/18,140.0,CGR05,1
05ABRZFG,05/04/18,2.0,CGR05,1
05NIPPVCIN34,05/04/18,1.0,CGR05,1
06NIVTOR,05/04/18,1.0,CGR05,1
06PJ812,05/04/18,140.0,CGR05,1
08POL1234,05/04/18,100.0,CGR05,1
05CODIN12,05/04/18,10.0,MRS2043,0
05TEEPVCIN12,05/04/18,2.0,MRS2043,0
06CLAC212,10/04/18,135.0,PSP14,0
04HSI2110,11/04/18,5.0,MRS2043,0
04HSI2178,02/05/18,1.0,MRS2043,0
08CENC2,04/05/18,1.0,DCMR0602,0
01EST1530,05/05/18,55.6,MRS2043,0
03TM18112,11/05/18,6.6,MRS2043,0
02TORP114,11/05/18,15000.0,MRS7094,0
03PTR11414,15/05/18,5.7,MRS2043,0
03PTR34,15/05/18,6.3,MRS2043,0
06TUBPEAD10,26/05/18,1.0,GCU9603,0
01MALSOL10,29/05/18,300.0,JURF73,0
01EST1525,01/06/18,246.8,MRS2043,0
05NIPPVCIN12,02/06/18,1.0,MRS2043,0
0545046,05/06/18,1.0,MRS2043,0
01EST1525,06/06/18,19.8,AAL06,0
01CEMCAZ50,07/06/18,10.0,MRS2043,0
04HBISTU34,09/06/18,6.0,MRS2043,0
04HCEP,14/06/18,1.0,MRS2043,0
08CONSEN,25/06/18,4.0,MRS2043,0
01EST1515,28/06/18,18.8,MRS2043,0
01CEMBIG,04/07/18,2.0,SALF90,1
01ARM12204,05/07/18,2.0,MRS1899,0
01CAL,05/07/18,1.0,MRS2043,0
04HPAL,05/07/18,1.0,MRS2043,0
0612645,05/07/18,1.0,MRS2043,0
04HPPB14112,09/07/18,100.0,MRS2043,0
01CEMCAZ50,11/07/18,3.0,MRS2043,0
03PC10018,11/07/18,48.6,MRS2043,0
03PR17518,11/07/18,14.4,MRS2043,0
03R250C18,11/07/18,24.4,MRS2043,0
03VCAR12,11/07/18,42.0,MRS2043,0
03VCUA12,11/07/18,42.0,MRS2043,0
04HTEJ112,11/07/18,1.0,MRS2043,0
0649365,11/07/18,1.0,MRS2043,0
GTRAS,11/07/18,1.0,MRS2043,0
03SOL1812,14/07/18,48.0,MRSZI0063,0
01CEMCAZ50,16/07/18,7.0,MRS2043,0
03PC12520,18/07/18,28.0,MRS2043,0
03PERC050,18/07/18,11.2,MRS2043,0
01CEMCAZ50,20/07/18,100.0,RAMA55,3
03PTR11414,25/07/18,39.6,MRS2043,0
01CEMCAZ50,25/07/18,15.0,MRS2043,0
01VAR38,25/07/18,3.0,MRS2043,0
03LA10126500,25/07/18,8.0,MRS2043,0
03SOL1834,25/07/18,7.2,MRS2043,0
06MACI1015,25/07/18,60.0,MRS2043,0
GTRAS,25/07/18,1.0,MRS2043,0
06CLAC212,27/07/18,2.0,MRS2043,0
01CEMBIG,31/07/18,2.0,MRS1193,9
01CEMBIG,02/08/18,4.0,MRS409,9
01CEMCAZ50,06/08/18,80.0,RAMA55,3
06PALT,16/08/18,3.0,ETE050,0
01ALREC,16/08/18,60.0,OCP100,3
01EST1515,16/08/18,1.0,OCP100,3
01EST1520,16/08/18,1.0,OCP100,3
01VAR38,16/08/18,100.0,OCP100,3
06CABMZT,18/08/18,2.0,MRS2043,0
06DC551,18/08/18,1.0,MRS2043,0
01CEMCAZ50,21/08/18,80.0,RAMA55,3
01YEM,22/08/18,250.0,UCR,0
05TUBCPVC34,28/08/18,12.2,MRS2043,0
01ALREC,30/08/18,8.0,MRSZI00056,0
01BLO15,30/08/18,300.0,MRSZI00056,0
01CEMCAZ50,30/08/18,25.0,MRSZI00056,0
01COMB34,30/08/18,4.0,MRSZI00056,0
01EST1520,30/08/18,35.0,MRSZI00056,0
01VAR38,30/08/18,30.0,MRSZI00056,0
05MFC12,30/08/18,100.0,MRSZI00056,0
06CLA212,30/08/18,5.0,MRSZI00056,0
08CAJCHR,30/08/18,7.0,MRS2043,0
05TUBPVCN2,01/09/18,36.0,MRS2043,0
01CEMCAZ50,03/09/18,100.0,UCR,0
01CEMMCA50,03/09/18,100.0,UCR,0
01MAS44,03/09/18,100.0,UCR,0
01VAR38,03/09/18,20.0,UCR,0
01VART6014,03/09/18,50.0,UCR,0
03PR20018,03/09/18,44.0,MEGA89,0
01ARM12204,03/09/18,9.0,MRS2043,0
01CEMBIG,05/09/18,4.0,TOC73,1
05PEGC1LT,06/09/18,4.0,PSP14,0
05ADAPMC12,06/09/18,63.0,PSP14,0
05CEG2,08/09/18,4.0,JCA061,0
05NG26,08/09/18,4.0,JCA061,0
05TGR2,08/09/18,1.0,JCA061,0
05VALER2,08/09/18,3.0,JCA061,0
06VALVCH2,08/09/18,1.0,JCA061,0
01CEMBIG,12/09/18,2.0,MRS2043,0
05CODPVC390,13/09/18,3.0,MRS2043,0
05TEEPVC3,13/09/18,2.0,MRS2043,0
06ALAG125,13/09/18,200.0,GCI09,0
01TAR,13/09/18,2.0,MRS2043,0
06MACRI6,13/09/18,1.0,MRS2043,0
01ARM124,14/09/18,6.0,MEVJ54,0
05COFLEXC,18/09/18,2.0,PPL1507,0
05COFLEXWCC,18/09/18,1.0,PPL1507,0
05PCSL2,22/09/18,1.0,MRS2043,0
01CEMBIG,28/09/18,2.0,MRS2043,0
01ARM204,25/07/19,2.0,MRS2043,0
01BLO15,25/07/19,350.0,MRS2043,0
01CEMCAZ50,25/07/19,14.0,MRS2043,0
05JUEGHH,29/09/18,1.0,MRS2043,0
06REDG140,04/10/18,1.0,MRS2043,0
SRV2,08/10/18,1.0,MRS7094,0
05VFB,10/10/18,1.0,MRS2043,0
REVCON1,11/10/18,1.0,PED02,0
04HSI2110,11/10/18,2.0,MRS2043,0
05CODPL1,17/10/18,10.0,MRSZI0021,0
05COFLEXC,17/10/18,7.0,MRSZI0021,0
05COFLEXWCC,17/10/18,6.0,MRSZI0021,0
05CONPL12,17/10/18,10.0,MRSZI0021,0
05CUECER,17/10/18,6.0,MRSZI0021,0
05LLAAST,17/10/18,10.0,MRSZI0021,0
05MEZCL,17/10/18,2.0,MRSZI0021,0
05REDPL134,17/10/18,10.0,MRSZI0021,0
05TEEPL1,17/10/18,10.0,MRSZI0021,0
05TUBPL1,17/10/18,3.0,MRSZI0021,0
05TUEUNPLUS34,17/10/18,5.0,MRSZI0021,0
0649365,17/10/18,7.0,MRSZI0021,0
06PES300A,17/10/18,10.0,MRSZI0021,0
08PVAL34,17/10/18,8.0,MRSZI0021,0
01ARM204,19/10/18,100.0,GPE14,0
04PE300,20/10/18,1.0,MRS2043,0
01CEMBIG,22/10/18,2.0,MRS1193,9
01BLO15,22/10/18,1000.0,MRSZI0021,0
01CEMCAZ50,22/10/18,60.0,MRSZI0021,0
01ALREC,23/10/18,8.0,VIVIENDA,0
01ARM204,23/10/18,16.0,VIVIENDA,0
01BLO15,23/10/18,800.0,VIVIENDA,0
01CEMCAZ50,23/10/18,50.0,VIVIENDA,0
01MALSOL10,23/10/18,32.0,VIVIENDA,0
01VAR38,23/10/18,34.0,VIVIENDA,0
067593,23/10/18,2.0,VIVIENDA,0
06CLA212,23/10/18,4.0,VIVIENDA,0
08CAB12,23/10/18,40.0,VIVIENDA,0
08CAJCHR,23/10/18,2.0,VIVIENDA,0
08CAJO4R,23/10/18,2.0,VIVIENDA,0
08CONPDAB,23/10/18,2.0,VIVIENDA,0
08POL12,23/10/18,14.0,VIVIENDA,0
GTRAS,23/10/18,1.0,VIVIENDA,0
01ALREC,23/10/18,8.0,VIVIENDA,0
01ARM204,23/10/18,16.0,VIVIENDA,0
01BLO15,23/10/18,800.0,VIVIENDA,0
01CEMCAZ50,23/10/18,50.0,VIVIENDA,0
01MALSOL10,23/10/18,32.0,VIVIENDA,0
01VAR38,23/10/18,34.0,VIVIENDA,0
067593,23/10/18,2.0,VIVIENDA,0
06CLA212,23/10/18,4.0,VIVIENDA,0
08CAB12,23/10/18,40.0,VIVIENDA,0
08CAJCHR,23/10/18,2.0,VIVIENDA,0
08CAJO4R,23/10/18,2.0,VIVIENDA,0
08CONPDAB,23/10/18,2.0,VIVIENDA,0
08POL12,23/10/18,14.0,VIVIENDA,0
GTRAS,23/10/18,1.0,VIVIENDA,0
01ALREC,23/10/18,8.0,VIVIENDA,0
01ARM204,23/10/18,16.0,VIVIENDA,0
01BLO15,23/10/18,800.0,VIVIENDA,0
01CEMCAZ50,23/10/18,50.0,VIVIENDA,0
01MALSOL10,23/10/18,32.0,VIVIENDA,0
01VAR38,23/10/18,34.0,VIVIENDA,0
067593,23/10/18,2.0,VIVIENDA,0
06CLA212,23/10/18,4.0,VIVIENDA,0
08CAB12,23/10/18,40.0,VIVIENDA,0
08CAJCHR,23/10/18,2.0,VIVIENDA,0
08CAJO4R,23/10/18,2.0,VIVIENDA,0
08CONPDAB,23/10/18,2.0,VIVIENDA,0
08POL12,23/10/18,14.0,VIVIENDA,0
GTRAS,23/10/18,1.0,VIVIENDA,0
01ALREC,23/10/18,8.0,VIVIENDA,0
01ARM204,23/10/18,16.0,VIVIENDA,0
01BLO15,23/10/18,800.0,VIVIENDA,0
01CEMCAZ50,23/10/18,50.0,VIVIENDA,0
01MALSOL10,23/10/18,32.0,VIVIENDA,0
01VAR38,23/10/18,34.0,VIVIENDA,0
067593,23/10/18,2.0,VIVIENDA,0
06CLA212,23/10/18,4.0,VIVIENDA,0
08CAB12,23/10/18,40.0,VIVIENDA,0
08CAJCHR,23/10/18,2.0,VIVIENDA,0
08CAJO4R,23/10/18,2.0,VIVIENDA,0
08CONPDAB,23/10/18,2.0,VIVIENDA,0
08POL12,23/10/18,14.0,VIVIENDA,0
GTRAS,23/10/18,1.0,VIVIENDA,0
01ALREC,23/10/18,8.0,VIVIENDA,0
01ARM204,23/10/18,16.0,VIVIENDA,0
01BLO15,23/10/18,800.0,VIVIENDA,0
01CEMCAZ50,23/10/18,50.0,VIVIENDA,0
01MALSOL10,23/10/18,32.0,VIVIENDA,0
01VAR38,23/10/18,34.0,VIVIENDA,0
067593,23/10/18,2.0,VIVIENDA,0
06CLA212,23/10/18,4.0,VIVIENDA,0
08CAB12,23/10/18,40.0,VIVIENDA,0
08CAJCHR,23/10/18,2.0,VIVIENDA,0
08CAJO4R,23/10/18,2.0,VIVIENDA,0
08CONPDAB,23/10/18,2.0,VIVIENDA,0
08POL12,23/10/18,14.0,VIVIENDA,0
GTRAS,23/10/18,1.0,VIVIENDA,0
01ALREC,23/10/18,4.0,VIVIENDA,0
01ARM204,23/10/18,8.0,VIVIENDA,0
01BLO15,23/10/18,400.0,VIVIENDA,0
01CEMCAZ50,23/10/18,25.0,VIVIENDA,0
01MALSOL10,23/10/18,16.0,VIVIENDA,0
01VAR38,23/10/18,17.0,VIVIENDA,0
067593,23/10/18,1.0,VIVIENDA,0
06CLA212,23/10/18,2.0,VIVIENDA,0
08CAB12,23/10/18,20.0,VIVIENDA,0
08CAJCHR,23/10/18,1.0,VIVIENDA,0
08CAJO4R,23/10/18,1.0,VIVIENDA,0
08CONPDAB,23/10/18,1.0,VIVIENDA,0
08POL12,23/10/18,7.0,VIVIENDA,0
GTRAS,23/10/18,1.0,VIVIENDA,0
01ALREC,23/10/18,4.0,VIVIENDA,0
01ARM204,23/10/18,8.0,VIVIENDA,0
01BLO15,23/10/18,400.0,VIVIENDA,0
01CEMCAZ50,23/10/18,25.0,VIVIENDA,0
01MALSOL10,23/10/18,16.0,VIVIENDA,0
01VAR38,23/10/18,17.0,VIVIENDA,0
067593,23/10/18,1.0,VIVIENDA,0
06CLA212,23/10/18,2.0,VIVIENDA,0
08CAB12,23/10/18,20.0,VIVIENDA,0
08CAJCHR,23/10/18,1.0,VIVIENDA,0
08CAJO,23/10/18,1.0,VIVIENDA,0
08CONPDAB,23/10/18,1.0,VIVIENDA,0
08POL12,23/10/18,7.0,VIVIENDA,0
GTRAS,23/10/18,1.0,VIVIENDA,0
01ALREC,23/10/18,4.0,VIVIENDA,0
01ARM204,23/10/18,8.0,VIVIENDA,0
01BLO15,23/10/18,400.0,VIVIENDA,0
01CEMCAZ50,23/10/18,25.0,VIVIENDA,0
01MALSOL10,23/10/18,16.0,VIVIENDA,0
01VAR38,23/10/18,17.0,VIVIENDA,0
067593,23/10/18,1.0,VIVIENDA,0
06CLA212,23/10/18,2.0,VIVIENDA,0
08CAB12,23/10/18,20.0,VIVIENDA,0
08CAJCHR,23/10/18,1.0,VIVIENDA,0
08CAJO4R,23/10/18,1.0,VIVIENDA,0
08CONPDAB,23/10/18,1.0,VIVIENDA,0
08POL12,23/10/18,7.0,VIVIENDA,0
GTRAS,23/10/18,1.0,VIVIENDA,0
06ALAPUVAQ,23/10/18,2.0,VIVIENDA,0
01ACC,23/10/18,60.0,VIVIENDA,0
06BRF14,24/10/18,1.0,MRS2043,0
01CEMCAZ50,26/10/18,70.0,OIOA63,9
04HCR162,26/10/18,2.0,MRS2043,0
01CEMBIG,01/11/18,2.0,MRS5012,0
01MALSOL10,01/11/18,100.0,MRS5012,0
01CEMBIG,01/11/18,2.0,MRS5012,0
01CEMCAZ50,02/11/18,2.0,MRS1193,9
01EST1520,06/11/18,10.8,MRS2043,0
01EST1520,09/11/18,53.6,VAEH82,0
01BLO15,17/11/18,1000.0,SPL96,1
05TAZB,21/11/18,1.0,MRS2043,0
05TPH34R,21/11/18,48.0,MRS2043,0
02CINJ,22/11/18,1.0,COC1411,0
02COMST21,22/11/18,1.0,COC1411,0
02ECAG6305,22/11/18,1.0,COC1411,0
02EPP6305,22/11/18,10.0,COC1411,0
02TOR812,22/11/18,100.0,COC1411,0
02TORS118,22/11/18,200.0,COC1411,0
01ARM204,22/11/18,22.0,COC1411,0
01CEMBIG,22/11/18,2.0,COC1411,0
01BLO15,22/11/18,300.0,COC1411,0
01VAR112,22/11/18,10.0,COC1411,0
01VAR38,22/11/18,5.0,COC1411,0
01ALREC,22/11/18,10.0,COC1411,0
01CEMCAZ50,22/11/18,10.0,COC1411,0
06CLA212,22/11/18,3.0,COC1411,0
01BAB1030,22/11/18,1200.0,COC1411,0
01CEMCAZ50,22/11/18,10.0,COC1411,0
01CEMBIG,22/11/18,2.0,COC1411,0
06AERORT,22/11/18,1.0,COC1411,0
01CEMBIG,22/11/18,2.0,COC1411,0
01CEMBIG,22/11/18,2.0,COC1411,0
01CEMBIG,24/11/18,2.0,MRSZECA66,0
03PTR4411,26/11/18,774.8,MRSZI0021,0
05CODPL1,26/11/18,6.0,MRSZI0021,0
05CPM1,26/11/18,4.0,MRSZI0021,0
05TEEPL1,26/11/18,2.0,MRSZI0021,0
05TUEP1,26/11/18,4.0,MRSZI0021,0
08PVAL12,26/11/18,4.0,MRSZI0021,0
05COPPVC4,28/11/18,40.0,UCR,0
05COPRP12,28/11/18,20.0,UCR,0
05TAPMPVC4,28/11/18,40.0,UCR,0
01ARM123,28/11/18,16.0,UCR,0
01CEMCAZ50,28/11/18,70.0,UCR,0
01CEMMCA50,28/11/18,50.0,UCR,0
01MALSOL6,28/11/18,100.0,UCR,0
01VAR38,28/11/18,15.0,UCR,0
01VART6014,28/11/18,30.0,UCR,0
01CEMCAZ50,29/11/18,3.0,MRS2043,0
01TAR,11/12/18,10.0,MRS2043,0
02ECAG4305,27/12/18,8.0,MRS2043,0
02EPG4305,27/12/18,15.0,MRS2043,0
05COPB12,27/12/18,2.0,COAH89,0
01VAR112,27/12/18,8.0,CSM86,0
05TINRT450,29/12/18,1.0,MRS2043,0
01TAR,04/01/19,1.0,MRS2043,0
05CODIN12,05/01/19,7.0,MRS2043,0
04HPPB141,05/01/19,100.0,RODH66,6
0623209,12/01/19,4.0,MEVJ54,0
03ANG14112,16/01/19,22.0,DTR18,0
04HSI2110,16/01/19,3.0,DTR18,0
0612974,19/01/19,400.0,GALZ83,0
01CEMBIG,23/01/19,2.0,MRS7000,9
03k30018,25/01/19,32.0,MRS2043,0
01CEMCAZ50,31/01/19,50.0,FCO830,0
01CEMBIG,06/02/19,2.0,MRS2043,0
05COPRP12,08/02/19,2.0,MRS2043,0
05CODPL4512,08/02/19,7.0,MEVJ54,0
03121CH18,09/02/19,8.2,MRS2043,0
01CEMBIG,11/02/19,4.0,COP1403,0
01MALSOL6,14/02/19,100.0,RCC,0
01ALREC,14/02/19,10.0,RCC,0
01EST1515,14/02/19,12.6,RCC,0
01VAR38,14/02/19,15.0,RCC,0
01ALREC,14/02/19,15.0,RCC,0
01EST1515,14/02/19,30.0,RCC,0
01VAR38,14/02/19,20.0,RCC,0
01CAL,14/02/19,5.0,RCC,0
01CEMCAZ50,14/02/19,10.0,RCC,0
01EST1515,14/02/19,18.75,RCC,0
01CAL,14/02/19,10.0,RCC,0
01CEMCAZ50,14/02/19,10.0,RCC,0
01ALREC,14/02/19,30.0,RCC,0
01CAL,14/02/19,5.0,RCC,0
01CEMCAZ50,14/02/19,15.0,RCC,0
06CLA212,14/02/19,25.0,RCC,0
01CEMCAZ50,14/02/19,10.0,RCC,0
01ARM124,14/02/19,1.0,RCC,0
01CAL,14/02/19,40.0,RCC,0
01CEMCAZ50,14/02/19,20.0,RCC,0
01ALREC,14/02/19,50.0,RCC,0
01EST1520,14/02/19,77.0,RCC,0
01VAR38,14/02/19,50.0,RCC,0
01VAR112,14/02/19,30.0,RCC,0
06CLA1,14/02/19,0.2,RCC,0
01BLO15202,14/02/19,800.0,OCP100,3
01CEMBIG,18/02/19,2.0,HETC670,0
01CEMCAZ50,19/02/19,20.0,OIOA63,9
01VAR38,19/02/19,20.0,OIOA63,9
03TAB38Z,20/02/19,16.27,MRS2043,0
01CEMBIG,21/02/19,4.0,MRS481,9
03PTR11214,21/02/19,198.0,MRS2043,0
01CEMBIG,22/02/19,4.0,OCC17,0
01CEMCAZ50,22/02/19,200.0,LOLG72,0
01CEMMCA50,22/02/19,10.0,MRS2043,0
03POL66,26/02/19,75.0,RODH66,6
01MALSOL10,26/02/19,100.0,MRS2043,0
03LA101285,27/02/19,19.0,RODH66,6
01ALREC,01/03/19,1.0,HETC670,0
01ARM124,01/03/19,12.0,HETC670,0
01BLO15,01/03/19,500.0,HETC670,0
02ECAG4305,01/03/19,180.0,GALZ83,0
02EPG4305,01/03/19,480.0,GALZ83,0
04HPPB141,01/03/19,200.0,GALZ83,0
01CEMBIG,04/03/19,2.0,MRSROES,0
01CEMBIG,04/03/19,2.0,MRSROES,0
05VALERO12,05/03/19,1.0,MRS2043,0
05VALEROS34,05/03/19,1.0,MRS2043,0
04CHPAV,06/03/19,1.0,MRS2043,0
01CEMBIG,09/03/19,2.0,OIOA63,9
01CEMBIG,13/03/19,2.0,MRS2043,0
01VAR38,13/03/19,10.0,HETC670,0
0549365,18/03/19,1.0,MRS2043,0
05CHU1122,18/03/19,1.0,MRS2043,0
05CODPVC290,18/03/19,3.0,MRS2043,0
05COPPVC23,18/03/19,1.0,MRS2043,0
05EMPEPT,18/03/19,1.0,MRS2043,0
05JUEGHH,18/03/19,1.0,MRS2043,0
05PEGADO50,18/03/19,1.0,MRS2043,0
05TUBPVCN2,18/03/19,6.0,MRS2043,0
01ARM124,20/03/19,2.0,MRS2043,0
03PR20018,22/03/19,32.8,MRS2043,0
01CEMBIG,22/03/19,2.0,MRS1193,9
04HPALCN,23/03/19,1.0,MRS2043,0
01CEMBIG,26/03/19,8.0,COC1411,0
01MALSOL10,26/03/19,300.0,COC1411,0
01CEMBIG,26/03/19,8.0,COC1411,0
01EST1520,27/03/19,11.2,MRS2043,0
02ECAG6305,02/04/19,38.0,MEGA89,0
02EPP6305,02/04/19,11.0,MEGA89,0
01ALREC,04/04/19,30.0,HEMF74,0
01BLO15,04/04/19,150.0,HEMF74,0
01CEMCAZ50,04/04/19,480.0,HEMF74,0
01MALSOL10,04/04/19,900.0,HEMF74,0
01VAR38,04/04/19,110.0,HEMF74,0
06CLA212,04/04/19,10.0,HEMF74,0
06CLAC2,04/04/19,6.0,HEMF74,0
03SOL31634,04/04/19,15.0,HEMF74,0
05TUBGALV5138,04/04/19,38.0,HEMF74,0
05TUBGALV522,04/04/19,18.0,HEMF74,0
06AEROSPL,04/04/19,2.0,HEMF74,0
06COP1138,04/04/19,8.0,HEMF74,0
06ESPC,04/04/19,30.0,HEMF74,0
06MACI122,04/04/19,270.0,HEMF74,0
01CEMCAZ50,04/04/19,195.0,HEMF74,0
01ALAM,08/04/19,1500.0,PCO9411,0
01CEMCAZ50,08/04/19,300.0,PCO9411,0
06CLA212,08/04/19,150.0,PCO9411,0
06CLA212,10/04/19,22.0,PSP14,0
01VAR112R,15/04/19,67.0,RALF56,1
01CON,15/04/19,13.5,MRS2043,0
01CON3,15/04/19,2.5,MRS2043,0
01CONPRE250,15/04/19,86.5,MRS2043,0
01CEMCAZ50,15/04/19,505.0,JURF73,0
06PL4,15/04/19,158.68,JURF73,0
01YEM,15/04/19,7.0,JURF73,0
01ALAM,15/04/19,5.0,JURF73,0
06CONTMON,15/04/19,7.0,JURF73,0
06PLAMON1,15/04/19,7.0,JURF73,0
08CENC2,15/04/19,2.0,JURF73,0
08PASQ30,15/04/19,10.0,JURF73,0
01PBC25,15/04/19,15.0,JURF73,0
01CEMCAZ50,15/04/19,32.0,JURF73,0
03PTR3214,15/04/19,240.0,JURF73,0
04HSO1818,15/04/19,20.0,JURF73,0
01CEMCAZ50,15/04/19,300.0,JURF73,0
01MALSOL10,15/04/19,400.0,JURF73,0
01CEMCAZ50,15/04/19,300.0,JURF73,0
03LAP10126,15/04/19,12.0,JURF73,0
01CEMBC,15/04/19,2.0,JURF73,0
01CEMCAZ50,15/04/19,30.0,JURF73,0
01ES,15/04/19,4.0,JURF73,0
03103TS20,15/04/19,19.2,JURF73,0
03121CH20,15/04/19,24.0,JURF73,0
03122ES20,15/04/19,11.6,JURF73,0
03123AR20,15/04/19,6.4,JURF73,0
03124GVC18,15/04/19,8.4,JURF73,0
03M22520,15/04/19,17.4,JURF73,0
03P10018,15/04/19,16.0,JURF73,0
03PP10020,15/04/19,18.6,JURF73,0
03TAB33,15/04/19,12.4,JURF73,0
0549365,16/04/19,1.0,HETC670,0
05ADAPMC12,16/04/19,1.0,HETC670,0
05CHUH1142,16/04/19,1.0,HETC670,0
05CODPVC390,16/04/19,1.0,HETC670,0
05LLAAST,16/04/19,1.0,HETC670,0
05REDPVC32,16/04/19,3.0,HETC670,0
05TEEPVC3,16/04/19,5.0,HETC670,0
01CEMBIG,17/04/19,4.0,TIFJ47,1
01ALREC,17/04/19,3.0,RALF56,1
01EST1515,17/04/19,40.6,RALF56,1
03PC15020,22/04/19,19.8,MRS2043,0
03ANG3161,23/04/19,66.0,DCA040,0
03PTR11214,23/04/19,52.8,DCA040,0
03PTR11414,23/04/19,68.4,DCA040,0
03TC3012,23/04/19,4.0,DCA040,0
03TC30L,23/04/19,2.0,DCA040,0
04HPPB141,23/04/19,1000.0,DCA040,0
04HPPB14112,23/04/19,1000.0,DCA040,0
04HPPB1434,23/04/19,1000.0,DCA040,0
0644412,23/04/19,1000.0,DCA040,0
06PIJ834,23/04/19,1000.0,DCA040,0
06TC,23/04/19,2.0,DCA040,0
01ARM1543,03/05/19,20.0,MRS2043,0
01CEMCAZ50,03/05/19,10.0,MRS2043,0
03POL36,03/05/19,91.2,MRS2043,0
0545046,03/05/19,1.0,MRS2043,0
01TAR,03/05/19,2.0,LOAF59,0
01CEMBIG,06/05/19,2.0,VACR83,0
02COMPP,08/05/19,2.0,SCF0001,0
02PERM,08/05/19,6.0,SCF0001,0
02PWRFR58,08/05/19,6.0,SCF0001,0
01BOV13,14/05/19,12.0,DCMR0602,0
