Claart,Fecfac,Cant,Clacli,Clatipcli
01BLO12,19/03/21,60.0,GIFE88,1
01CAL,19/03/21,2.0,GIFE88,1
01CEMCAZ50,19/03/21,7.0,GIFE88,1
01MALSOL6,19/03/21,6.25,GIFE88,1
01VAR38,19/03/21,2.0,GIFE88,1
04HTAQ516,19/03/21,2.0,GIFE88,1
05ADAPMC12,19/03/21,3.0,GIFE88,1
05CODCP4512,19/03/21,2.0,GIFE88,1
05CODCP9012,19/03/21,10.0,GIFE88,1
05CODPVC245,19/03/21,2.0,GIFE88,1
05CODPVC290,19/03/21,2.0,GIFE88,1
05CODPVC345,19/03/21,2.0,GIFE88,1
05CODPVC390,19/03/21,1.0,GIFE88,1
05COFLAV121226,19/03/21,2.0,GIFE88,1
05COFLEXWCC49,19/03/21,1.0,GIFE88,1
05COPCP12,19/03/21,2.0,GIFE88,1
05CUECERCG,19/03/21,1.0,GIFE88,1
05LLAAST,19/03/21,3.0,GIFE88,1
05PEGAD240,19/03/21,1.0,GIFE88,1
05PEGF150,19/03/21,1.0,GIFE88,1
05REDPVC32,19/03/21,1.0,GIFE88,1
05TEECPVCC12,19/03/21,3.0,GIFE88,1
05TEEPVC3,19/03/21,1.0,GIFE88,1
05TUBCPV12,19/03/21,12.2,GIFE88,1
05TUBPVCN2,19/03/21,6.0,GIFE88,1
05TUBPVCN3,19/03/21,6.0,GIFE88,1
0649330,19/03/21,1.0,GIFE88,1
01CEMCAZ50,19/03/21,20.0,GVR99,0
01MALSOL6,19/03/21,15.0,GVR99,0
01CEMBIG,19/03/21,2.0,MRS409,9
01CEMCAZ50,19/03/21,50.0,MRS409,9
05PEGAD500,19/03/21,1.0,OTC09,1
05TAPMPVC2,19/03/21,30.0,OTC09,1
05TUBPVCN2,19/03/21,36.0,OTC09,1
06ARE,19/03/21,1.0,OTC09,1
08BICCH8,19/03/21,12.0,OTC09,1
08CAJCHR,19/03/21,12.0,OTC09,1
01CEMBIG,19/03/21,4.0,MRSZI0106,0
01ARM1543,19/03/21,9.0,OTC09,1
01BLO15,19/03/21,50.0,OTC09,1
01VAR38,19/03/21,10.0,OTC09,1
06CLA212,19/03/21,2.0,OTC09,1
01CEMCAZ50,19/03/21,10.0,EAPJ90,0
01CEMCAZ50,19/03/21,50.0,GOLD01,0
01ALREC,20/03/21,21.0,PSP14,0
01MALSOL10,20/03/21,100.0,PSP14,0
01VART6014,20/03/21,105.0,PSP14,0
01ALREC,20/03/21,42.0,PSP14,0
01VART6014,20/03/21,70.0,PSP14,0
01CEMCAZ50,20/03/21,80.0,SATN78,3
01CEMCAZ50,20/03/21,80.0,ROLP73,0
03LAMPOLFVB,20/03/21,2.0,MRS318,3
01ALREC,22/03/21,5.0,GIFE88,1
01VAR38,22/03/21,5.0,GIFE88,1
01CEMCAZ50,22/03/21,10.0,GIFE88,1
01VAR38,22/03/21,5.0,GIFE88,1
01EST1525,22/03/21,7.6,GIFE88,1
01CEMCAZ50,22/03/21,30.0,EAPJ90,0
01CEMCAZ50,23/03/21,50.0,GOLD01,0
01CAL,23/03/21,20.0,GVR99,0
04HCDAD,24/03/21,6.0,ZBI85,0
04HPPB141,24/03/21,2500.0,ZBI85,0
0617831,24/03/21,6.0,ZBI85,0
06PES300T,24/03/21,6.0,ZBI85,0
02TOR812,24/03/21,1000.0,ZBI85,0
03LG31026,24/03/21,11.0,ZBI85,0
01CEMCAZ50,24/03/21,40.0,SATN78,3
01CEMCAZ50,24/03/21,40.0,SATN78,3
04HBISTU1,24/03/21,4.0,OTC09,1
04HSI2178,24/03/21,4.0,OTC09,1
01ARM204,06/04/21,20.0,MRS2043,0
01VAR38,06/04/21,30.0,MRS2043,0
01FACHBOST,24/03/21,5.0,MRS338,1
01FACHBOST,24/03/21,5.0,MRS338,1
01PAB,24/03/21,3.0,MRS338,1
01CEMBIG,25/03/21,1.93,CARA65,0
01CEMCAZ50,25/03/21,80.0,ROLP73,0
01ARM123,25/03/21,24.0,PSP14,0
01ARM123,25/03/21,16.0,PSP14,0
05TUBPVCALS20,25/03/21,27.0,PSP14,0
05TUBPVCN4,25/03/21,264.0,PSP14,0
06ESTOP,25/03/21,1.0,PSP14,0
05COPPVC4,25/03/21,37.0,PSP14,0
05LPV500,25/03/21,15.0,PSP14,0
05LUPVC,25/03/21,1.0,PSP14,0
05PEGAD500,25/03/21,13.0,PSP14,0
05SILL104,25/03/21,10.0,PSP14,0
05TAPMPVC4,25/03/21,74.0,PSP14,0
05TUBPVCN4,25/03/21,72.0,PSP14,0
04ROS618,25/03/21,2.0,SAG56,1
01VAR38,25/03/21,10.0,MRS2920,0
01CEMBIG,26/03/21,2.0,AACP71,9
01CEMBIG,26/03/21,2.0,MRSZI0025,0
01CEMBIG,26/03/21,4.0,CAGF47,1
01CEMBIG,26/03/21,2.0,MRS231,3
01ARM1538,27/03/21,2.0,OTC09,1
01CAL,27/03/21,3.0,OTC09,1
01CEMCAZ50,27/03/21,10.0,OTC09,1
01SON20,27/03/21,4.0,OTC09,1
05COPPVC23,27/03/21,30.0,OTC09,1
01CEMCAZ50,29/03/21,80.0,ROLP73,0
05SILL104,29/03/21,27.0,PSP14,0
01CEMCAZ50,29/03/21,40.0,SATN78,3
01CEMCAZ50,29/03/21,40.0,MRS409,9
01BLO15,29/03/21,1200.0,MRSZI0101,0
01CAL,29/03/21,10.0,GVR99,0
01CEMCAZ50,29/03/21,10.0,GVR99,0
01VAR38,29/03/21,15.0,MRS2920,0
01VAR38K,30/03/21,150.0,MRSZI0105,0
03PTR21211,30/03/21,499.8,EAPJ90,0
03PTR214,30/03/21,180.0,EAPJ90,0
03PTR11214,30/03/21,52.0,EAPJ90,0
03PTR114,30/03/21,33.6,EAPJ90,0
03PTR214,30/03/21,180.0,EAPJ90,0
01CEMCAZ50,30/03/21,50.0,EAPJ90,0
01CEMCAZ50,30/03/21,1.0,GVR99,0
01CEMCAZ50,30/03/21,4.0,GVR99,0
01ALAM,30/03/21,10.0,GVR99,0
01ARM204,30/03/21,2.0,GVR99,0
01CEMCAZ50,30/03/21,5.0,GVR99,0
06CLA4,30/03/21,1.0,GVR99,0
01EST1525,30/03/21,14.4,GIFE88,1
01EST1530,30/03/21,2.4,GIFE88,1
01VAR38,30/03/21,10.0,GIFE88,1
06CLA212,31/03/21,2.0,OTC09,1
06CLAC2,31/03/21,1.0,OTC09,1
01CEMBIG,31/03/21,2.0,MRSZI0090,0
01CEMBIG,31/03/21,4.0,MRS379,9
01CEMBIG,31/03/21,2.0,LOGA55,0
01CEMBIG,31/03/21,4.0,MRSZI046,0
01ALREC,31/03/21,25.0,EAPJ90,0
01VAR112,05/04/21,2.0,MRSZI00171,0
01VAR38,05/04/21,35.0,MRSZI00171,0
06CLA212,05/04/21,8.0,MRSZI00171,0
06CLAC212,05/04/21,1.0,MRSZI00171,0
GTRAS,05/04/21,1.0,MRSZI00171,0
01ALREC,05/04/21,10.0,MRSZI00171,0
01ARM204,05/04/21,8.0,MRSZI00171,0
01CEMCAZ50,05/04/21,30.0,MRSZI00171,0
0618574,05/04/21,1.0,MRS2043,0
GTRAS,05/04/21,1.0,MRS2043,0
01ARE,05/04/21,1.5,MRS2043,0
01BLO15,05/04/21,800.0,MRS2043,0
01CEMCAZ50,05/04/21,20.0,MRS2043,0
01CEMCAZ50,05/04/21,40.0,SATN78,3
01CEMCAZ50,05/04/21,30.0,MRSZI090,0
01CEMCAZ50,05/04/21,80.0,ROLP73,0
03VIPS4,05/04/21,108.9,TSF1304,0
01YEM,05/04/21,25.0,MRSZI00167,0
01ALREC,05/04/21,120.0,OCP100,3
01VAR112,05/04/21,145.0,OCP100,3
01VAR34,05/04/21,54.0,OCP100,3
01VAR38,05/04/21,65.0,OCP100,3
01ALAM,05/04/21,20.0,GVR99,0
01CAL,05/04/21,10.0,GVR99,0
01CEMCAZ50,05/04/21,15.0,GVR99,0
01VAR112,06/04/21,4.0,OCP100,3
01VAR112,06/04/21,50.0,OCP100,3
01CEMBIG,06/04/21,2.0,MRS5012,0
03POL88,06/04/21,591.8,EAPJ90,0
03POL88,06/04/21,1136.2,EEC18,0
03SOL316112,06/04/21,36.0,EEC18,0
01CAL,06/04/21,5.0,GIFE88,1
01CEMCAZ50,06/04/21,10.0,GIFE88,1
01EST1525,06/04/21,25.6,GIFE88,1
01VAR38,06/04/21,10.0,GIFE88,1
01BLO15,06/04/21,50.0,SAGJ740,0
01CAL,06/04/21,1.0,SAGJ740,0
01CEMCAZ50,06/04/21,1.0,SAGJ740,0
01YEM,06/04/21,5.0,SAGJ740,0
01CEMCAZ50,07/04/21,60.0,MRS409,9
01BAB1030,07/04/21,150.0,MRSZI046,0
01CAL,07/04/21,10.0,OTC09,1
01CEMCAZ50,07/04/21,10.0,OTC09,1
01MALSOL6,07/04/21,2.0,PSP14,0
01MALSOL6,07/04/21,33.0,PSP14,0
01MALSOL6,07/04/21,37.0,PSP14,0
01MALSOL6,07/04/21,21.0,PSP14,0
01MALSOL6,07/04/21,107.0,PSP14,0
03PTR3112,07/04/21,300.0,EEC18,0
01BAB1030,08/04/21,500.0,MRS2043,0
01BAB1030,08/04/21,1450.0,MRS2043,0
01BAB1030,08/04/21,1400.0,MRSZI00175,0
01CEMCAZ50,08/04/21,10.0,EAPJ90,0
01CEMCAZ50,08/04/21,80.0,ROLP73,0
03PC20018,08/04/21,150.8,MRSZI00174,0
03PR17518,08/04/21,108.0,MRSZI00174,0
01YEM,08/04/21,25.0,MRSZI00167,0
01ALREC,09/04/21,5.0,MRSZA00170,0
01EST1520,09/04/21,23.2,MRSZA00170,0
01VAR38,09/04/21,20.0,MRSZA00170,0
06CLA212,09/04/21,1.0,MRSZA00170,0
01CEMCAZ50,09/04/21,40.0,SATN78,3
01CEMCAZ50,09/04/21,10.0,MRS2043,0
01CEMCAZ50,09/04/21,100.0,MRS2043,0
01CEMCAZ50,09/04/21,120.0,ROLP73,0
01ALREC,09/04/21,30.0,CUCI98,0
01ARM12204,09/04/21,5.0,CUCI98,0
01ARM124,09/04/21,6.0,CUCI98,0
01CEMCAZ50,09/04/21,10.0,CUCI98,0
0613498,10/04/21,1.0,OTC09,1
01CEMCAZ50,10/04/21,10.0,EAPJ90,0
01ALREC,10/04/21,5.0,MRSZA00170,0
01EST1520,10/04/21,23.0,MRSZA00170,0
01CEMCAZ50,12/04/21,20.0,MRSZA00170,0
01ALREC,12/04/21,20.0,MRS541,1
01VAR38,12/04/21,70.0,MRS541,1
01PIED,12/04/21,14.0,MRSZA00170,0
01CEMCAZ50,12/04/21,10.0,GVR99,0
01ALAM,12/04/21,50.0,ROCM72,0
01ALREC,12/04/21,50.0,ROCM72,0
01ARM204,12/04/21,16.0,MRSZI112,0
0662800,12/04/21,1.0,MRSZI112,0
06CLA212,12/04/21,3.0,MRSZI112,0
06CLAC2,12/04/21,2.0,MRSZI112,0
01ALAM,12/04/21,45.0,GVR99,0
01MALSOL6,12/04/21,55.0,GVR99,0
01VAR38,12/04/21,40.0,GVR99,0
06CLA212,12/04/21,2.0,GVR99,0
01CEMCAZ50,12/04/21,10.0,MRS480,3
01VAR38,12/04/21,20.0,MRS480,3
01CEMCAZ50,12/04/21,40.0,MRSZI090,0
06CLA212,04/05/21,25.0,MRSZI0105,0
01ARM204,13/04/21,5.0,OTC09,1
01BLO15,13/04/21,70.0,OTC09,1
01CEMCAZ50,13/04/21,10.0,OTC09,1
06BRIC3,13/04/21,1.0,MRSZI112,0
08POL1234,13/04/21,100.0,MRSZI112,0
01CEMCAZ50,13/04/21,40.0,SATN78,3
01CEMCAZ50,13/04/21,10.0,EAPJ90,0
01CEMCAZ50,14/04/21,30.0,MRS541,1
01YEM,14/04/21,2.0,SAGJ740,0
01CEMCAZ50,14/04/21,11.0,MRSZI00172,0
01PAB,14/04/21,1.0,MRSZI00172,0
01CAL,14/04/21,6.0,MRSZI00172,0
01CEMCAZ50,14/04/21,4.0,MRSZI00172,0
01MALSOL6,14/04/21,5.0,MRSZI00172,0
06PIJ8112,14/04/21,6.0,MRSZI00172,0
08CAJCHR,14/04/21,5.0,MRSZI00172,0
08ROS4,14/04/21,3.0,MRSZI00172,0
01VAR38,14/04/21,15.0,MRS2920,0
01BLO20,14/04/21,600.0,GVR99,0
01CEMBIG,15/04/21,0.8,MRS2043,0
01CEMBIG,15/04/21,1.2,MRSZI00127,0
01CEMCAZ50,15/04/21,80.0,ROLP73,0
01VAR38,15/04/21,15.0,MRSZI00125,0
01CEMCAZ50,15/04/21,80.0,SATN78,3
03LAMGT427,15/04/21,1.0,MRSZI00173,0
03PC15018,15/04/21,17.2,MRSZI00173,0
04HPPB141,15/04/21,60.0,MRSZI00173,0
01BAB15,15/04/21,105.0,MRSZI007175,0
01CEMAGR,16/04/21,20.14,MAAG76,1
01CEMCAZ50,16/04/21,6.0,MRS2920,0
01YEM,16/04/21,25.0,MRSZI00167,0
05TUBCPVC34,16/04/21,18.3,GVR99,0
05TUBPVCN2,16/04/21,6.0,GVR99,0
05TUBPVCN4,16/04/21,6.0,GVR99,0
05COD4S2,16/04/21,2.0,GVR99,0
05CODCP9012,16/04/21,8.0,GVR99,0
05CODCP9034,16/04/21,15.0,GVR99,0
05CODPVC245,16/04/21,3.0,GVR99,0
05CODPVC290,16/04/21,8.0,GVR99,0
05CODPVC445,16/04/21,2.0,GVR99,0
05CODPVC490,16/04/21,1.0,GVR99,0
05PEGAD240,16/04/21,1.0,GVR99,0
05PEGF250,16/04/21,1.0,GVR99,0
05REDBCPVC3412,16/04/21,8.0,GVR99,0
05TEECPVC34,16/04/21,8.0,GVR99,0
05TEEPVC42,16/04/21,1.0,GVR99,0
05TUBCPV12,16/04/21,3.05,GVR99,0
01YEM,16/04/21,3.0,SAGJ740,0
01CEMAGR,17/04/21,50.18,MAAG76,1
01CEMCAZ50,19/04/21,10.0,EAPJ90,0
01CAL,17/04/21,2.0,MRSZI112,0
01CEMCAZ50,17/04/21,10.0,MRSZI112,0
01CEMCAZ50,19/04/21,20.0,MRS480,3
03121CH18,19/04/21,8.0,MRS1618,0
03PTR11414,19/04/21,43.2,MRS1618,0
03SOL1812,19/04/21,6.0,MRS1618,0
03TAB38,19/04/21,81.5,MRS1618,0
03VCUA12,19/04/21,14.0,MRS1618,0
04HSI2176,19/04/21,2.0,MRS1618,0
04HTEJ114,19/04/21,4.0,MRS1618,0
05ADAPHC34,19/04/21,4.0,MRS2157,0
05ADAPMH34,19/04/21,4.0,MRS2157,0
05CODPVC445,19/04/21,2.0,MRS2157,0
05CODPVC490,19/04/21,2.0,MRS2157,0
05CODPVCH3490,19/04/21,12.0,MRS2157,0
05COPPVC4,19/04/21,4.0,MRS2157,0
05COPPVCH34,19/04/21,6.0,MRS2157,0
05FLOPTIN,19/04/21,1.0,MRS2157,0
05PEGG14,19/04/21,1.0,MRS2157,0
05TEEPVCH34,19/04/21,4.0,MRS2157,0
05TUBPVCN4,19/04/21,15.0,MRS2157,0
05VALPVCER34,19/04/21,4.0,MRS2157,0
05VFB,19/04/21,1.0,MRS2157,0
0610234,19/04/21,1.0,MRS2157,0
01CEMAGR,20/04/21,25.21,MAAG76,1
01ARM1543,20/04/21,20.0,MRSZI090,0
01ARM204,20/04/21,80.0,MRSZI090,0
01CEMCAZ50,20/04/21,20.0,GVR99,0
01CEMCAZ50,20/04/21,20.0,MRSZA00170,0
01CEMCAZ50,20/04/21,50.0,SATN78,3
01ALREC,20/04/21,10.0,MRSZA00170,0
01EST1520,20/04/21,40.0,MRSZA00170,0
01VAR38,20/04/21,20.0,MRSZA00170,0
01CEMCAZ50,20/04/21,10.0,EAPJ90,0
01PIED,20/04/21,14.0,MRSZA00170,0
01BLO15,20/04/21,1200.0,OCP100,3
03LPC671,21/04/21,1.0,MRSZI00176,0
01ALREC,21/04/21,3.0,MRSZI112,0
06CLA212,21/04/21,2.0,MRSZI112,0
0615906,21/04/21,1.0,MRSZI112,0
0618647,21/04/21,1.0,MRSZI112,0
01BLO15T,21/04/21,600.0,MRSZI00169,0
01CEMCAZ50,21/04/21,10.0,EAPJ90,0
01CEMAGR,21/04/21,19.13,MAAG76,1
01CEMCAZ50,21/04/21,20.0,MRS480,3
01ARM12204,22/04/21,10.0,CUCI98,0
01ARM124,22/04/21,2.0,CUCI98,0
01VAR38,22/04/21,5.0,CUCI98,0
05TUBPL12,22/04/21,1.0,MRSZI112,0
02ECAG6305,23/04/21,30.0,SAGJ740,0
02EPP6305,23/04/21,30.0,SAGJ740,0
02TOR812,23/04/21,1000.0,SAGJ740,0
02TORS118PF,23/04/21,3000.0,SAGJ740,0
01CEMCAZ50,23/04/21,10.0,EAPJ90,0
01CEMCAZ50,23/04/21,10.0,GVR99,0
01VAR38,23/04/21,2.0,GVR99,0
05CESPC,23/04/21,3.0,GVR99,0
01CEMCAZ50,23/04/21,1.3,MRSZA00170,0
01CEMCAZ50,23/04/21,3.7,MRSZA00170,0
01CEMAGR,23/04/21,10.34,MAAG76,1
01BLO15T,23/04/21,150.0,MRSZI00169,0
01ALAM,23/04/21,50.0,CAYF82,1
01VAR38,23/04/21,15.0,CAYF82,1
01ARM204,24/04/21,5.0,MRSZA00170,0
01CEMCAZ50,24/04/21,23.0,MRSZA00170,0
01CAL,26/04/21,10.0,GVR99,0
01CEMCAZ50,26/04/21,10.0,GVR99,0
01ALREC,26/04/21,69.6,MRSZI0105,0
01CEMCAZ50,26/04/21,10.0,EAPJ90,0
01ARM204,26/04/21,1.0,MRSZI112,0
01CEMCAZ50,26/04/21,10.0,MRSZI112,0
05TUBPL12,26/04/21,2.0,MRSZI112,0
01CEMCAZ50,26/04/21,100.0,SATN78,3
02PANN2,27/04/21,5.0,SAGJ740,0
01ALAM,27/04/21,100.0,CAYF82,1
01VAR58,27/04/21,15.0,CAYF82,1
03LAP10126550,27/04/21,47.0,EEC18,0
03LAP10126550,27/04/21,13.0,EAPJ90,0
01CEMCAZ50,27/04/21,80.0,ROLP73,0
01CEMAGR,27/04/21,20.04,MAAG76,1
01CEMAGR,27/04/21,50.3,MAAG76,1
01VAR38,27/04/21,50.0,CAYF82,1
01CEMCAZ50,28/04/21,10.0,OTC09,1
03PR20020,28/04/21,12.8,OTC09,1
05ADAPHH12,28/04/21,2.0,OTC09,1
05CODPVC290,28/04/21,9.0,OTC09,1
05CODPVC390,28/04/21,4.0,OTC09,1
05CODPVC445,28/04/21,1.0,OTC09,1
05CODPVCH12,28/04/21,20.0,OTC09,1
05COPH1,28/04/21,3.0,OTC09,1
05COPPVCH12,28/04/21,3.0,OTC09,1
05CPH1,28/04/21,6.0,OTC09,1
05FLOPTIN,28/04/21,1.0,OTC09,1
05MULCVETU,28/04/21,1.0,OTC09,1
05PEGAD500,28/04/21,1.0,OTC09,1
05REDPVC32,28/04/21,3.0,OTC09,1
05TEEPVC2,28/04/21,1.0,OTC09,1
05TEEPVC3,28/04/21,1.0,OTC09,1
05TEEPVCH12,28/04/21,4.0,OTC09,1
05TUBPVCH1,28/04/21,2.0,OTC09,1
05TUBPVCHA12,28/04/21,4.5,OTC09,1
05TUBPVCN2,28/04/21,9.0,OTC09,1
05TUBPVCN3,28/04/21,6.0,OTC09,1
05TUBPVCN4,28/04/21,12.0,OTC09,1
05VAL12,28/04/21,1.0,OTC09,1
05YEEPVC3,28/04/21,2.0,OTC09,1
02PANN2,28/04/21,6.0,SAGJ740,0
06MACI12125,28/04/21,50.0,MRSZI00116,0
01ALREC,28/04/21,50.0,CAYF82,1
01VAR58,28/04/21,10.0,CAYF82,1
01ARM12204,29/04/21,2.0,CUCI98,0
01CEMCAZ50,29/04/21,40.0,CUCI98,0
01MALSOL6,29/04/21,100.0,CUCI98,0
01CEMCAZ50,29/04/21,120.0,ROLP73,0
05CODPVC345,30/04/21,2.0,OTC09,1
05CODPVC390,30/04/21,2.0,OTC09,1
05COPPVC3,30/04/21,3.0,OTC09,1
05REDPVC32,30/04/21,4.0,OTC09,1
05TEEPVC3,30/04/21,2.0,OTC09,1
05YEEPVC3,30/04/21,2.0,OTC09,1
0618101,30/04/21,1.0,OTC09,1
01BLO15,30/04/21,1000.0,OCP100,3
01CAL,30/04/21,10.0,MRSZI00526,0
01CEMBIG,30/04/21,2.0,MRSZI00526,0
01EST1520,30/04/21,32.6,MRSZI00526,0
GTRAS,30/04/21,1.0,MRSZI00526,0
01CEMAGR,30/04/21,17.41,MAAG76,1
01CEMCAZ50,30/04/21,103.0,MAAG76,1
01CEMBIG,03/05/21,2.0,MRSZI00117,0
01CEMCAZ50,03/05/21,5.0,EAPJ90,0
01ALAM,03/05/21,100.0,CAYF82,1
01BLO15,03/05/21,300.0,OTC09,1
01CEMCAZ50,03/05/21,10.0,OTC09,1
01VAR38,04/05/21,40.0,GVR99,0
01ALREC,04/05/21,50.0,GVR99,0
01ARM1543,04/05/21,13.0,GVR99,0
01ARM204,04/05/21,8.0,GVR99,0
01CEMCAZ50,04/05/21,10.0,GVR99,0
01MALSOL6,04/05/21,13.0,GVR99,0
01CEMAGR,04/05/21,14.71,MAAG76,1
01CAL,04/05/21,2.0,HESC73,0
01CEMBIG,04/05/21,2.0,HESC73,0
01CEMCAZ50,05/05/21,40.0,ROLP73,0
01CEMCAZ50,05/05/21,80.0,MAAG76,1
01CEMAGR,05/05/21,50.36,MAAG76,1
01ALAM,05/05/21,100.0,CAYF82,1
01ALAM,06/05/21,15.0,GVR99,0
06CLA2,06/05/21,1.0,GVR99,0
06CLA212,06/05/21,2.0,GVR99,0
01CEMCAZ50,06/05/21,80.0,MAAG76,1
01ARM1543,06/05/21,4.0,OTC09,1
05RBPVC112,06/05/21,4.0,OTC09,1
05TUBPVCHA12,06/05/21,3.0,OTC09,1
06CABZ54,06/05/21,1.0,OTC09,1
06CLA212,06/05/21,2.0,OTC09,1
06CLAC212,06/05/21,1.0,OTC09,1
01ALAM,06/05/21,50.0,CAYF82,1
01VAR38,06/05/21,60.0,CAYF82,1
01VAR38K,06/05/21,150.0,MRSZI0105,0
01ALREC,06/05/21,5.0,OTC09,1
01VAR38,06/05/21,10.0,MRSZI01452,0
01BAB1030,06/05/21,600.0,ROCM72,0
01VAR34,07/05/21,35.0,CAYF82,1
01VAR38,07/05/21,100.0,CAYF82,1
01VAR38,07/05/21,50.0,ROCM72,0
01CEMCAZ50,07/05/21,10.0,CUCI98,0
03PTR214,07/05/21,295.0,ZBI85,0
01CEMAGR,08/05/21,37.85,MAAG76,1
01CEMBIG,10/05/21,2.0,MRS541,1
01CEMCAZ50,10/05/21,0.2,MRSZI112,0
01CEMCAZ50,10/05/21,0.2,GIFE88,1
01CEMCAZ50,10/05/21,0.6,GIFE88,1
01CEMCAZ50,10/05/21,3.0,GIFE88,1
01CEMCAZ50,10/05/21,10.0,GVR99,0
01PAB,10/05/21,40.0,GVR99,0
05TUBPVCN3,10/05/21,3.0,GVR99,0
06CUBREBOK,10/05/21,1.0,GVR99,0
01CEMCAZ50,10/05/21,80.0,ROLP73,0
01CEMCAZ50,10/05/21,60.0,ROCM72,0
01CEMCAZ50,10/05/21,100.0,MAAG76,1
01VAR38,11/05/21,20.0,MRSZI01452,0
01BLO15,11/05/21,400.0,OCP100,3
01CEMBIG,11/05/21,2.0,BECL90,0
01VAR38,11/05/21,90.0,BECL90,0
01CAL,11/05/21,5.0,OTC09,1
01CEMCAZ50,11/05/21,10.0,OTC09,1
06ESPON,11/05/21,2.0,OTC09,1
01CEMCAZ50,11/05/21,40.0,MRSZI00177,0
01ALREC,11/05/21,10.0,CAYF82,1
01VAR34R,12/05/21,6.0,CAYF82,1
01CEMBIG,12/05/21,2.0,BECL90,0
01CEMBIG,12/05/21,2.0,MRSZI115,0
03PC20018,13/05/21,150.8,MRSZI00174,0
03PR17518,13/05/21,108.0,MRSZI00174,0
01CEMCAZ50,13/05/21,120.0,ROLP73,0
04HPALCN,13/05/21,1.0,OTC09,1
0615418,13/05/21,1.0,OTC09,1
06LLANFB,13/05/21,1.0,OTC09,1
01ALREC,13/05/21,10.0,MRSZI112,0
01ARM204,13/05/21,6.0,MRSZI112,0
06CLA212,13/05/21,3.0,MRSZI112,0
06CLAC212,13/05/21,1.0,MRSZI112,0
01BAB1030,13/05/21,820.0,MRSZI00155,0
01CEMCAZ50,13/05/21,10.0,GVR99,0
01BLO15,13/05/21,400.0,OCP100,3
01CEMCAZ50,13/05/21,40.0,EAPJ90,0
01BLO15,14/05/21,850.0,OCP100,3
01VAR112,14/05/21,13.0,OCP100,3
01VAR38,14/05/21,6.0,OCP100,3
05PEGAD500,14/05/21,8.0,PSP14,0
05PVCCH345,14/05/21,2.0,PSP14,0
05PVCCOH322,14/05/21,2.0,PSP14,0
05TAPHGAL12,14/05/21,40.0,PSP14,0
05TC3,14/05/21,3.0,PSP14,0
05TEEPVCH33,14/05/21,2.0,PSP14,0
05TUBKIT,14/05/21,250.0,PSP14,0
05VCB3,14/05/21,1.0,PSP14,0
06CINT12,14/05/21,18.0,PSP14,0
05ABRPVC312,14/05/21,37.0,PSP14,0
05ADAPMPK12,14/05/21,80.0,PSP14,0
05CR076,14/05/21,2.0,PSP14,0
05EPNE03,14/05/21,2.0,PSP14,0
05EXE3,14/05/21,1.0,PSP14,0
03ANG1834,14/05/21,5.6,OTC09,1
03LG31020,14/05/21,1.0,OTC09,1
03PTR114,14/05/21,4.2,OTC09,1
03PTR2114,14/05/21,6.6,OTC09,1
04DISCAU778,14/05/21,4.0,OTC09,1
04HDD412,14/05/21,3.0,OTC09,1
04HSI2176,14/05/21,1.0,OTC09,1
0611688,14/05/21,1.0,OTC09,1
06CINAIS6018,14/05/21,1.0,OTC09,1
05PERTX115,14/05/21,7.0,PSP14,0
01ARM12204,14/05/21,5.0,CUCI98,0
01CEMCAZ50,14/05/21,5.0,CUCI98,0
06CLA212,14/05/21,10.0,CUCI98,0
01CAL,14/05/21,40.0,ROCM72,0
01CEMCAZ50,14/05/21,20.0,ROCM72,0
01CEMCAZ50,15/05/21,5.0,MRS2311,0
01CEMCAZ50,15/05/21,100.0,ROLP73,0
01CEMCAZ50,17/05/21,5.0,OTC09,1
02PANN2,17/05/21,45.0,SAGJ740,0
05EEPVC3,17/05/21,1.0,PSP14,0
05TRD263,17/05/21,26.0,PSP14,0
01CAL,17/05/21,5.0,OTC09,1
0615408,17/05/21,2.0,MRS1618,0
01ALREC,18/05/21,15.0,OTC09,1
06CLA212,18/05/21,5.0,OTC09,1
06CLAC2,18/05/21,2.0,OTC09,1
04HPASR05,18/05/21,2.0,OCP100,3
06CLAC212,18/05/21,20.0,CAYF82,1
01CEMCAZ50,18/05/21,10.0,ROLP73,0
03LA7226518,18/05/21,28.0,EAPJ90,0
01CEMCAZ50,18/05/21,20.0,MRS1698,0
01CEMCAZ50,18/05/21,10.0,GVR99,0
01PAB,19/05/21,6.0,GVR99,0
01VAR34,19/05/21,4.0,CAYF82,1
01PAB,19/05/21,3.0,GVR99,0
01PAB,19/05/21,1.0,GVR99,0
01ALREC,19/05/21,70.0,MRSZI0105,0
01BOQA,19/05/21,6.0,GVR99,0
01BLO15T,19/05/21,864.0,MRSZI00169,0
01BLO15T,19/05/21,300.0,MRSZI00169,0
01VAR38,19/05/21,20.0,MRSZI01452,0
03LGP31024,19/05/21,9.0,CARR8,0
05COPPVC4,20/05/21,20.0,PSP14,0
05LPV500,20/05/21,10.0,PSP14,0
05PEGAD500,20/05/21,10.0,PSP14,0
05TUBPVCALS20,20/05/21,11.0,PSP14,0
05TUBPVCN4,20/05/21,186.0,PSP14,0
06ESTOP,20/05/21,1.0,PSP14,0
01CAL,20/05/21,2.0,MRSZI112,0
01CEMCAZ50,20/05/21,5.0,MRSZI112,0
02PERM,20/05/21,5.0,SAGJ740,0
02PERM,20/05/21,1.0,SAGJ740,0
