Claart,Fecfac,Cant,Clacli,Clatipcli
02EPP6305,07/02/23,30.0,MRSZI151,0
02TOR812,07/02/23,100.0,MRSZI151,0
02TORFOSF,07/02/23,400.0,MRSZI151,0
04CHPAV,07/02/23,3.0,MRSZI151,0
05TUBPL12,07/02/23,3.0,MRSZI151,0
GTRAS,07/02/23,1.0,MRSZI151,0
01ALREC,07/02/23,200.0,DMP1,0
01CAS122,07/02/23,12.0,DMP1,0
01CEMCAZ50,07/02/23,20.0,DMP1,0
01CEMMCA50,07/02/23,60.0,DMP1,0
01VAR38,07/02/23,150.0,DMP1,0
05CODPVC245,07/02/23,6.0,DMP1,0
05CODPVC290,07/02/23,6.0,DMP1,0
05CODPVC490,07/02/23,6.0,DMP1,0
05CPOPVC6,07/02/23,4.0,DMP1,0
05TUBPVCN2,07/02/23,30.0,DMP1,0
05TUBPVCN4,07/02/23,12.0,DMP1,0
05TUBPVCN6,07/02/23,24.0,DMP1,0
01BLO20,07/02/23,300.0,DMP1,0
01BLO20,08/02/23,300.0,DMP1,0
01BLO20,08/02/23,300.0,DMP1,0
01YEM,08/02/23,15.0,MRS1313,0
01CEMBIG,09/02/23,2.0,MRS409,9
01ALAM,09/02/23,30.0,AAVO65,1
01ALREC,09/02/23,10.0,AAVO65,1
01VAR38,09/02/23,30.0,AAVO65,1
01VAR38,09/02/23,30.0,MRS480,3
01ALREC,09/02/23,50.0,DMP1,0
01BLO20,09/02/23,600.0,DMP1,0
01CEMCAZ50,09/02/23,100.0,DMP1,0
01CEMMCA50,09/02/23,40.0,DMP1,0
01VAR1,09/02/23,6.0,DMP1,0
01VAR34,09/02/23,30.0,DMP1,0
01CEMAGR,10/02/23,23.84,MAAG76,1
01CEMCAZ50,10/02/23,25.0,MRS480,3
01ALAM,11/02/23,50.0,AAVO65,1
01CEMCAZ50,11/02/23,5.0,AAVO65,1
01YEM,11/02/23,15.0,MRS533,3
01BLO15,11/02/23,300.0,MRSZI116,0
03VIPRr634,11/02/23,315.46,MRS655,1
01ALREC,13/02/23,2.0,OIHR93,0
01ARM12204,13/02/23,3.0,OIHR93,0
01COMB34,13/02/23,2.0,MRSZI0655,0
01BLO20,14/02/23,300.0,DMP1,0
01ALREC,14/02/23,10.0,AAVO65,1
01VAR38,14/02/23,45.0,AAVO65,1
01CEMBIG,14/02/23,2.0,AACP71,9
01CEMBIG,14/02/23,4.0,MRS4093,0
01ARECOS,14/02/23,1.0,MRSZI152,0
01BLO15,14/02/23,100.0,MRSZI152,0
GTRAS,14/02/23,1.0,MRSZI152,0
01CEMBIG,15/02/23,2.0,MRS409,9
01YEM,14/02/23,10.0,MRS533,3
01CEMCAZ50,15/02/23,20.0,AAVO65,1
01BLO20,15/02/23,200.0,DMP1,0
01ARM1538,15/02/23,4.0,MRS4093,0
01CEMBIG,15/02/23,2.0,MRS4093,0
01VAR38,15/02/23,8.0,OIHR93,0
01ALREC,15/02/23,1.0,MRSZI151,0
01CAS122,15/02/23,20.0,MRSZI151,0
05CODPL12,15/02/23,8.0,MRSZI151,0
05CODPLH,15/02/23,1.0,MRSZI151,0
05PLJLR20,15/02/23,1.0,MRSZI151,0
05TEEPL12,15/02/23,2.0,MRSZI151,0
01BLO15,15/02/23,1000.0,DMP1,0
06CLAC212,15/02/23,5.0,DMP1,0
01CEMCAZ50,16/02/23,6.0,AAVO65,1
06CLA212,16/02/23,2.0,AAVO65,1
01CEMCAZ50,16/02/23,50.0,MRS409,9
01CEMCAZ50,16/02/23,6.0,MRS0550,0
01ALREC,17/02/23,10.0,AAVO65,1
06CLA212,17/02/23,2.0,MRSZI103,0
06CODP3,17/02/23,4.0,MRSZI103,0
08CAJO4R,17/02/23,2.0,MRSZI103,0
01ALREC,17/02/23,4.0,MRSZI103,0
01BLO12,17/02/23,200.0,OIHR93,0
01CEMCAZ50,17/02/23,10.0,AAVO65,1
03LAMINOX24,17/02/23,1.0,ROCM72,0
01BLO10,18/02/23,150.0,AAGF75,1
01BLO15,18/02/23,200.0,AAGF75,1
GTRAS,18/02/23,1.0,AAGF75,1
01CEMCAZ50,18/02/23,15.0,MRSZI103,0
01VAR112,18/02/23,2.0,MRSZI103,0
01VAR38,18/02/23,8.0,MRSZI103,0
01BLO15,18/02/23,350.0,AAGF75,1
GTRAS,18/02/23,1.0,AAGF75,1
01ALREC,20/02/23,10.0,MRSZI150,0
06CLA212,20/02/23,5.0,MRSZI150,0
06CLAC212,20/02/23,2.0,MRSZI150,0
01BLO20,20/02/23,350.0,DMP1,0
01BLO20,20/02/23,400.0,DMP1,0
01CEMBIG,20/02/23,2.0,MRS409,9
01CEMBIG,20/02/23,6.0,MRS4093,0
01ARM12204,20/02/23,3.0,OIHR93,0
01CEMCAZ50,20/02/23,10.0,OIHR93,0
01BAB1030,20/02/23,1250.0,MRSZI39,0
01CEMCAZ50,21/02/23,5.0,MRS0550,0
01VAR38,21/02/23,25.0,CORE69,1
01CEMBIG,21/02/23,2.0,MRSZI1517,0
03103TS18,21/02/23,58.8,MRSZI0655,0
03154JUN18,21/02/23,13.5,MRSZI0655,0
03k30018,21/02/23,24.0,MRSZI0655,0
03LN31018,21/02/23,9.0,MRSZI0655,0
03M22518,21/02/23,76.0,MRSZI0655,0
03P10018,21/02/23,96.0,MRSZI0655,0
03PC7518,21/02/23,8.4,MRSZI0655,0
03VCUA12,21/02/23,42.0,MRSZI0655,0
04CHPFANL,21/02/23,9.0,MRSZI0655,0
04HPIM,21/02/23,200.0,MRSZI0655,0
04HSI2178,21/02/23,5.0,MRSZI0655,0
01ARM204,22/02/23,8.0,MRSZI1008,0
01BLO15,22/02/23,580.0,MRSZI1008,0
01CEMCAZ50,22/02/23,10.0,MRSZI1008,0
01CEMCAZ50,22/02/23,35.0,MRSZI150,0
01VAR38,22/02/23,70.0,MRSZI150,0
06CDTP019,22/02/23,15.0,MRSZI150,0
08CCPTP34,22/02/23,10.0,MRSZI150,0
01CAL,22/02/23,40.0,MRS4093,0
01CEMBIG,22/02/23,2.0,MRS4093,0
01CEMCAZ50,23/02/23,300.0,ASM17,0
01CEMCAZ50,23/02/23,15.0,AAVO65,1
01CAL,23/02/23,40.0,MRS4093,0
01ALAM,23/02/23,200.0,MRS7062,0
01ALREC,23/02/23,71.0,MRS7062,0
01VAR112,23/02/23,2.0,MRS7062,0
05TINRTT1100,24/02/23,1.0,MRSZI151,0
01BLO15,25/02/23,470.0,EEC18,0
01ALREC,25/02/23,10.0,MRSZI0605,0
01ARM204,25/02/23,6.0,MRSZI0605,0
01BLO12,25/02/23,95.0,OIHR93,0
01BLO15,25/02/23,100.0,MRSZI151,0
01CEMCAZ50,25/02/23,15.0,MRSZI151,0
02EPP6305,25/02/23,37.0,MRSZI151,0
02TOR812,25/02/23,200.0,MRSZI151,0
04HPPB141,25/02/23,100.0,MRSZI151,0
06CIL30,25/02/23,1.0,MRSZI151,0
08CAB12,25/02/23,72.0,MRSZI151,0
01BLO15,25/02/23,500.0,EEC18,0
01ALREC,25/02/23,5.0,AAVO65,1
01VAR38,25/02/23,20.0,AAVO65,1
06CLA212,25/02/23,2.0,AAVO65,1
05CALENC60,25/02/23,1.0,MRSZI151,0
06CIL30,25/02/23,1.0,MRSZI151,0
01CEMBIG,27/02/23,2.0,MRS409,9
01ALREC,27/02/23,7.0,MRSZI150,0
01ARE,27/02/23,1.0,MRSZI150,0
01CAL,27/02/23,2.0,MRSZI150,0
01CEMCAZ50,27/02/23,15.0,MRSZI150,0
01COMB34,27/02/23,3.0,MRSZI150,0
01EST1520,27/02/23,11.2,MRSZI150,0
01PIED,27/02/23,3.0,MRSZI150,0
01VAR38,27/02/23,10.0,MRSZI150,0
06CLA212,27/02/23,2.0,MRSZI150,0
01ALREC,27/02/23,3.0,OIHR93,0
01CEMCAZ50,27/02/23,10.0,OIHR93,0
01VAR38,27/02/23,8.0,OIHR93,0
01CEMCAZ50,27/02/23,10.0,AAVO65,1
01ALAM,27/02/23,30.0,AAVO65,1
01CEMBIG,27/02/23,2.0,MRSZI1517,0
01ROB15,27/02/23,180.0,MRSZI146,0
01ARM124,27/02/23,10.0,OIHR93,0
01CEMBIG,28/02/23,2.0,AACP71,9
01BLO12,28/02/23,300.0,OIHR93,0
01MALSOL10,28/02/23,500.0,DMP1,0
01ALREC,01/03/23,3.0,OIHR93,0
01ARM124,01/03/23,2.0,OIHR93,0
01CEMCAZ50,01/03/23,10.0,OIHR93,0
01CEMCAZ50,01/03/23,1.0,MRS0550,0
01BLO20,01/03/23,600.0,DMP1,0
01BLO15,01/03/23,300.0,MRSZI0655,0
01CEMBIG,02/03/23,2.0,MRS409,9
01ALREC,02/03/23,10.0,AAVO65,1
01VAR38,02/03/23,30.0,AAVO65,1
01ARM12204,02/03/23,3.0,OIHR93,0
01ALREC,02/03/23,5.0,OIHR93,0
01ARM12204,02/03/23,8.0,OIHR93,0
06CLA212,02/03/23,2.0,OIHR93,0
01BLO12,02/03/23,300.0,OIHR93,0
01CEMCAZ50,03/03/23,10.0,AAVO65,1
03LAPOC2173,06/03/23,3.0,CAGV61,0
01ALAM,06/03/23,30.0,AAVO65,1
0612356,06/03/23,3.0,CMO17,0
04HBL3R,07/03/23,27.0,MRSZI0655,0
01BLO15,07/03/23,100.0,MRSZI0655,0
01CEMBIG,07/03/23,2.0,MRS409,9
01BLO15,07/03/23,50.0,MRSZI0655,0
01ROB15,07/03/23,150.0,MRSZI150,0
01BLO15,07/03/23,500.0,MRSZI119,0
01CEMCAZ50,07/03/23,10.0,MRSZI119,0
01VAR38,07/03/23,10.0,MRSZI119,0
01BLO20,07/03/23,300.0,DMP1,0
01ALREC,07/03/23,10.0,OIHR93,0
01ARM1543,07/03/23,13.0,OIHR93,0
01VAR112,07/03/23,10.0,OIHR93,0
01VAR38,07/03/23,10.0,OIHR93,0
01CEMCAZ50,08/03/23,14.0,AAVO65,1
01ARM12204,08/03/23,3.0,OIHR93,0
01CEMBIG,08/03/23,6.0,MRS4093,0
01CEMCAZ50,08/03/23,21.0,MRS1313,0
01BLO20,08/03/23,250.0,DMP1,0
01BLO20,08/03/23,300.0,DMP1,0
01BLO20,08/03/23,300.0,DMP1,0
01VAR34,08/03/23,15.0,DMP1,0
01VAR38,09/03/23,10.0,MRS7062,0
01CEMCAZ50,09/03/23,2.0,MRS0621,0
01CEMCAZ50,09/03/23,4.0,MRS0621,0
01ALREC,05/10/23,1.7,MRSZI0142,0
01CEMCAZ50,05/10/23,36.0,MRSZI0142,0
01CAL,09/03/23,5.0,OIHR93,0
01CEMCAZ50,09/03/23,5.0,OIHR93,0
01CEMBIG,09/03/23,6.0,MRS4093,0
01CAL,10/03/23,5.0,OIHR93,0
01CEMCAZ50,10/03/23,10.0,OIHR93,0
01VAR38,10/03/23,20.0,AAVO65,1
01CEMBIG,10/03/23,6.0,MRS4093,0
01BLO12,10/03/23,100.0,OIHR93,0
01CEMBIG,11/03/23,2.0,MRS4093,0
01CEMCAZ50,11/03/23,10.0,MRS480,3
01ALREC,22/03/23,20.0,GOMF64,3
01CEMCAZ50,13/03/23,13.0,GOMF64,3
01EST1530,13/03/23,115.0,GOMF64,3
01VAR38,13/03/23,95.0,GOMF64,3
01CEMCAZ50,13/03/23,37.0,GOMF64,3
01EST1530,13/03/23,13.5,GOMF64,3
01MALSOL6,13/03/23,85.0,GOMF64,3
01EST1530,13/03/23,12.1,GOMF64,3
01ALREC,14/03/23,20.0,GOMF64,3
01ARM12204,14/03/23,5.0,OIHR93,0
06CLA212,14/03/23,2.0,OIHR93,0
01CEMCAZ50,14/03/23,10.0,AAVO65,1
01BLO12,14/03/23,875.0,OIHR93,0
01CEMBIG,14/03/23,2.0,MRS409,9
01CEMCAZ50,14/03/23,50.0,MRS409,9
01ALAM,15/03/23,30.0,AAVO65,1
01ALREC,15/03/23,5.0,AAVO65,1
01VAR38,15/03/23,20.0,MRS7062,0
01BLO20,15/03/23,375.0,DMP1,0
01CEMBIG,17/03/23,2.0,MRS4093,0
01CEMCAZ50,17/03/23,10.0,AAVO65,1
01CEMCAZ50,17/03/23,6.0,OIHR93,0
01CEMCAZ50,17/03/23,50.0,GOMF64,3
01BLO15,17/03/23,1000.0,GOMF64,3
01CEMCAZ50,17/03/23,6.0,OIHR93,0
01ALREC,17/03/23,3.2,MRSZI1124,0
01VAR112,17/03/23,17.0,MRSZI1124,0
01VAR34,17/03/23,8.0,MRSZI1124,0
01VAR38,17/03/23,108.0,MRSZI1124,0
01VAR58,17/03/23,30.0,MRSZI1124,0
05TUBPVCH1,17/03/23,40.0,GAHK77,0
01CAL,17/03/23,40.0,MRS4093,0
01CEMBIG,18/03/23,2.0,MRS409,9
01BLO12,18/03/23,200.0,OIHR93,0
01BLO12,18/03/23,200.0,OIHR93,0
01CEMAGR,18/03/23,10.15,MAAG76,1
01VAR38,20/03/23,20.0,MRS7062,0
01ARE4,20/03/23,7.0,MRS7062,0
06CLA212,21/03/23,5.0,AAVO65,1
01CEMAGR,21/03/23,25.08,MAAG76,1
01CEMCAZ50,21/03/23,10.0,OIHR93,0
01ARM12204,21/03/23,10.0,OIHR93,0
01VAR38,21/03/23,10.0,AAVO65,1
01BAB1030,21/03/23,1250.0,MRSZI0655,0
01VAR38,21/03/23,40.0,GOMF64,3
01EST1525,21/03/23,84.0,GOMF64,3
01CEMCAZ50,22/03/23,10.0,AAVO65,1
06ESM,22/03/23,1.0,OCP100,3
01CEMBIG,22/03/23,2.0,MRSZI138,0
01CEMCAZ50,22/03/23,40.0,MRSZI0655,0
01COMB34,22/03/23,11.0,MRSZI0655,0
06CORTR,22/03/23,1.0,OCP100,3
01BLO20,22/03/23,300.0,DMP1,0
06SKT121,22/03/23,1.0,ETE050,0
01CEMCAZ50,22/03/23,10.0,OIHR93,0
01ARM12204,22/03/23,5.0,OIHR93,0
06CLA212,22/03/23,2.0,OIHR93,0
01ALREC,22/03/23,3.0,OIHR93,0
01BLO12,23/03/23,300.0,OIHR93,0
01CEMCAZ50,23/03/23,40.0,MRS824,0
01CEMAGR,23/03/23,18.16,MAAG76,1
01CAL,23/03/23,5.0,OIHR93,0
01CEMCAZ50,23/03/23,5.0,OIHR93,0
01CEMBIG,23/03/23,2.0,JEVR86,0
01CAL,23/03/23,2.0,MRSZI0628,0
01CEMCAZ50,23/03/23,10.0,MRSZI0628,0
08CAJCHR,23/03/23,25.0,MRSZI0628,0
01CEMCAZ50,23/03/23,30.0,GOMF64,3
01ARE,24/03/23,0.5,MRS0537,0
01ARM1543,24/03/23,2.0,MRS0537,0
01CEMCAZ50,24/03/23,5.0,MRS0537,0
01COMB34,24/03/23,0.5,MRS0537,0
01CAL,24/03/23,2.0,MRS0537,0
01CEMBIG,24/03/23,2.0,MRS409,9
01BLO20,24/03/23,300.0,DMP1,0
01CEMAGR,24/03/23,50.16,MAAG76,1
01CEMBIG,25/03/23,2.0,MRS174,3
03LAMGT244,27/03/23,17.0,MRSZI119,0
01CAL,27/03/23,15.0,MRS7062,0
01VAR38,27/03/23,20.0,MRS7062,0
01BLO15,28/03/23,250.0,GOMF64,3
01CEMCAZ50,28/03/23,180.0,GOME50,0
01BLO12,01/04/23,1000.0,MRSZI142,0
01BLO20,29/03/23,300.0,DMP1,0
01BLO15,29/03/23,400.0,GOMF64,3
01BLO15,29/03/23,500.0,GOMF64,3
01CAL,29/03/23,5.0,OIHR93,0
01CEMCAZ50,29/03/23,10.0,OIHR93,0
01BLO12,29/03/23,180.0,OIHR93,0
01CAL,29/03/23,40.0,MRS4093,0
01BLO20,29/03/23,300.0,DMP1,0
01ARM124,30/03/23,4.0,OIHR93,0
01MALSOL6,30/03/23,50.0,OIHR93,0
01VAR38,30/03/23,4.0,OIHR93,0
01CEMAGR,30/03/23,25.01,MAAG76,1
01CEMCAZ50,30/03/23,18.0,GOMF64,3
01CEMCAZ50,30/03/23,2.0,GOMF64,3
01VAR38,30/03/23,20.0,CORE69,1
01CAS662,30/03/23,74.0,MRSZI0141,0
01BLO20,31/03/23,300.0,DMP1,0
01BLO20,31/03/23,25.0,DMP1,0
01ALREC,31/03/23,10.0,MRSZI116,0
01ARM1538,31/03/23,28.0,MRSZI116,0
01VAR38,31/03/23,20.0,MRSZI116,0
01MALSOL6,31/03/23,10.0,OIHR93,0
06CLA212,31/03/23,2.0,OIHR93,0
01BLO15,31/03/23,600.0,MRSZI116,0
01CEMCAZ50,31/03/23,10.0,MRSZI116,0
01BLO20,31/03/23,250.0,DMP1,0
06CLAC212,31/03/23,5.0,DMP1,0
06CLA4,31/03/23,2.0,MRSZI0655,0
06CLAC212,31/03/23,1.0,MRSZI0655,0
08CAJCHR,31/03/23,6.0,MRSZI0655,0
08CAJO4R,31/03/23,4.0,MRSZI0655,0
08POL1234,31/03/23,35.0,MRSZI0655,0
01ALAM,31/03/23,80.0,MRSZI0655,0
01ALREC,31/03/23,20.0,MRSZI0655,0
01ARCRI,31/03/23,5.0,MRSZI0655,0
01ARE,31/03/23,1.5,MRSZI0655,0
01BLO15,31/03/23,50.0,MRSZI0655,0
01CAL,31/03/23,5.0,MRSZI0655,0
01CEMCAZ50,31/03/23,10.0,MRSZI0655,0
01COMB34,31/03/23,2.0,MRSZI0655,0
01VAR112,31/03/23,3.0,MRSZI0655,0
01VAR38,31/03/23,50.0,MRSZI0655,0
06CLA212,31/03/23,6.0,MRSZI0655,0
01CEMBIG,01/04/23,2.0,MRS409,9
01CEMCAZ50,01/04/23,5.0,OIHR93,0
01CEMCAZ50,03/04/23,2.0,MRSZI30,0
01ES,03/04/23,17.0,MRSZI30,0
01PAB,03/04/23,30.0,MRSZI30,0
06BRIC4,03/04/23,2.0,MRSZI30,0
01CEMBIG,03/04/23,1.0,ZERM90,0
01BLO15,03/04/23,300.0,GOMF64,3
01CAL,03/04/23,7.0,OIHR93,0
01CEMCAZ50,03/04/23,10.0,OIHR93,0
01CEMAGR,03/04/23,18.21,MAAG76,1
01VAR38,03/04/23,20.0,MRS7062,0
01BLO12,03/04/23,300.0,OIHR93,0
01BLO12,03/04/23,200.0,OIHR93,0
01CEMCAZ50,04/04/23,50.0,MRS409,9
01CEMAGR,04/04/23,49.32,MAAG76,1
03101AL18,04/04/23,18.5,EALS741,0
03103TS18,04/04/23,8.4,EALS741,0
03121CH18,04/04/23,24.0,EALS741,0
03122ES20,04/04/23,11.4,EALS741,0
03123AR18,04/04/23,4.3,EALS741,0
03124GVC18,04/04/23,4.2,EALS741,0
03K30020,04/04/23,12.0,EALS741,0
03M22520,04/04/23,17.4,EALS741,0
03PP10020,04/04/23,18.6,EALS741,0
04CHPAV,04/04/23,3.0,EALS741,0
04DISCAU778,04/04/23,10.0,EALS741,0
04HCR,04/04/23,10.0,EALS741,0
04HPER,04/04/23,5.0,EALS741,0
04HSO1318,04/04/23,0.5,EALS741,0
04HSO13332,04/04/23,0.5,EALS741,0
01CAL,05/04/23,5.0,OIHR93,0
01BLO15,05/04/23,150.0,GOMF64,3
01EST1530,06/04/23,37.7,GOMF64,3
06SKT121,10/04/23,2.0,ETE050,0
01BLS15,12/04/23,300.0,MRS7062,0
01VAR38,10/04/23,30.0,AAVO65,1
01VAR38,10/04/23,10.0,MRS7062,0
01BAB1030,10/04/23,400.0,MRSZI0655,0
01ECOMSR,10/04/23,364.0,MRSZI0031,0
01BLS15,10/04/23,300.0,MRS7062,0
01CEMBIG,11/04/23,2.0,MRS409,9
01ARE,11/04/23,3.0,MRSZI116,0
01CAL,11/04/23,5.0,MRSZI116,0
01CEMBIG,11/04/23,2.0,MRS174,3
01CEMCAZ50,11/04/23,25.0,MRSZI110,0
GTRAS,11/04/23,1.0,MRSZI110,0
01COMB34,11/04/23,3.0,MRSZI116,0
08TAZTAN1,12/04/23,8.0,MRSZI482,0
0549365,12/04/23,3.0,MRSZI482,0
05CHU1122,12/04/23,3.0,MRSZI482,0
05CODC1290,12/04/23,25.0,MRSZI482,0
05COFLEXC,12/04/23,3.0,MRSZI482,0
05COFLEXWCC,12/04/23,10.0,MRSZI482,0
05CONEXT12,12/04/23,10.0,MRSZI482,0
05CONEXT34,12/04/23,1.0,MRSZI482,0
05CONIN34,12/04/23,1.0,MRSZI482,0
05COPCOB12,12/04/23,10.0,MRSZI482,0
05CUECERCG,12/04/23,10.0,MRSZI482,0
05EMPEPT,12/04/23,2.0,MRSZI482,0
05FLOPTIN,12/04/23,1.0,MRSZI482,0
05LLAAST,12/04/23,13.0,MRSZI482,0
05PICH3,12/04/23,1.0,MRSZI482,0
05TUBCOM12,12/04/23,5.0,MRSZI482,0
05VFB,12/04/23,1.0,MRSZI482,0
0649330,12/04/23,8.0,MRSZI482,0
06CINT12,12/04/23,10.0,MRSZI482,0
06PES300T,12/04/23,5.0,MRSZI482,0
0649278,12/04/23,3.0,MRSZI482,0
06SOLD5050,12/04/23,1.0,MRSZI482,0
01CEMCAZ50,13/04/23,5.0,MRSZI116,0
01COMB34,13/04/23,3.0,MRSZI116,0
01BLO15,13/04/23,50.0,MRSZI0655,0
01CAL,13/04/23,15.0,MRS7062,0
01BLS15,13/04/23,300.0,MRS7062,0
01CAL,13/04/23,25.0,MRS4093,0
01CEMCAZ50,14/04/23,10.0,MRSZI116,0
06CLA212,14/04/23,2.0,MRSZI116,0
01CEMBIG,14/04/23,4.0,MRSZI155,0
GTRAS,14/04/23,1.0,MRSZI155,0
01ECOMSR,14/04/23,162.0,MRSZI132,0
01CEMAGR,15/04/23,45.29,MAAG76,1
01CEMAGR,15/04/23,5.1,MAAG76,1
01CEMCAZ50,17/04/23,3.0,MRS0550,0
01CEMBIG,17/04/23,2.0,MRS409,9
01BLO10,17/04/23,410.0,DMP1,0
01ALREC,17/04/23,10.0,TOR2008,0
01BLO15,18/04/23,600.0,MRSZI116,0
01BLO15,18/04/23,600.0,MRSZI116,0
01CEMCAZ50,18/04/23,10.0,MRSZI116,0
01ALREC,18/04/23,10.0,TOR2008,0
01ARM1538,18/04/23,25.0,TOR2008,0
01VAR38,18/04/23,30.0,TOR2008,0
01VAR38,18/04/23,20.0,MRS7062,0
06CLA4,18/04/23,0.64,MRS7062,0
01ALREC,18/04/23,29.0,MRS7062,0
01CEMCAZ50,18/04/23,20.0,MRS7062,0
06CLA212,18/04/23,25.0,MRS7062,0
01BLS15,18/04/23,300.0,MRS7062,0
03PC20018,19/04/23,11.6,DMP1,0
03PTR113,19/04/23,80.0,DMP1,0
03PTR211,19/04/23,392.0,DMP1,0
03VRED38,19/04/23,30.4,DMP1,0
04HBISTU12,19/04/23,6.0,DMP1,0
04HBISTU58,19/04/23,16.0,DMP1,0
03ANG142,19/04/23,90.6,DMP1,0
03ANG181,19/04/23,14.8,DMP1,0
03ANG18114,19/04/23,19.2,DMP1,0
03ANG182,19/04/23,15.4,DMP1,0
03ANG316112,19/04/23,85.0,DMP1,0
03ANG316114,19/04/23,70.0,DMP1,0
03LN310163,19/04/23,1.0,DMP1,0
03MDFE26,19/04/23,4.0,DMP1,0
04PAS7,19/04/23,1.0,DMP1,0
01ALREC,19/04/23,20.0,TOR2008,0
01BLO15,19/04/23,600.0,TOR2008,0
01CEMCAZ50,19/04/23,50.0,TOR2008,0
06CLA212,19/04/23,14.06,TOR2008,0
06PL4,19/04/23,51.0,TOR2008,0
01CEMAGR,19/04/23,12.14,MAAG76,1
01CEMAGR,19/04/23,8.18,MAAG76,1
01ARE,19/04/23,3.0,MRS7062,0
01BLO20,20/04/23,100.0,DMP1,0
01BLO15,21/04/23,500.0,MRSZI116,0
01CAL,21/04/23,4.0,MRSZI116,0
01CEMAGR,21/04/23,16.65,MAAG76,1
01CEMAGR,21/04/23,33.8,MAAG76,1
01CEMCAZ50,22/04/23,100.0,MRSZI36,0
GTRAS,22/04/23,1.0,MRSZI36,0
01VAR38,22/04/23,115.0,AAVO65,1
01ALREC,24/04/23,4.0,MRS0537,0
01BLO15,24/04/23,100.0,MRS0537,0
01CEMCAZ50,24/04/23,8.0,MRS0537,0
01CEMCAZ50,24/04/23,1.0,MRS0537,0
01COMB34,24/04/23,1.0,MRS0537,0
01VAR38,24/04/23,14.0,MRS0537,0
03LAMPOLBR,24/04/23,2.0,MRS4657,0
01ARE,24/04/23,1.0,MRSZI0655,0
01COMB34,24/04/23,1.0,MRSZI0655,0
01ARE,24/04/23,0.5,MRSZI0655,0
01MALSOL10,24/04/23,300.0,DMP1,0
03TAB38,24/04/23,32.6,EALS741,0
04HBISTU58,24/04/23,12.0,EALS741,0
03PTR11211,24/04/23,21.0,DMP1,0
03PTR11212,24/04/23,19.0,DMP1,0
03PTR21210,24/04/23,200.0,DMP1,0
03PTR4210,24/04/23,150.0,DMP1,0
03LAPO0810,24/04/23,1.0,ASU04,1
01CEMCAZ50,25/04/23,20.0,MRS7062,0
01CAL,25/04/23,10.0,MRS7062,0
01ALREC,26/04/23,5.0,MRSZI116,0
01BLO15,26/04/23,700.0,MRSZI116,0
01CEMCAZ50,26/04/23,17.0,MRSZI116,0
03LAMPOLBA,26/04/23,2.0,MRS1313,0
03PU63B,26/04/23,2.0,MRS1313,0
06PIJ141PLAM,26/04/23,50.0,MRS1313,0
06SSOU,26/04/23,1.0,MRS1313,0
CORT,26/04/23,2.0,MRS1313,0
08BICCH8,26/04/23,36.0,MRS7062,0
08CAJO4R,26/04/23,2.0,MRS7062,0
08POL1234,26/04/23,200.0,MRS7062,0
03TAB38,26/04/23,16.3,EALS741,0
01CEMAGR,26/04/23,50.1,MAAG76,1
01CEMBIG,27/04/23,2.0,MRS409,9
01VAR112,27/04/23,10.0,MRS7062,0
01VAR38,27/04/23,20.0,MRS7062,0
01ES,28/04/23,20.0,DMP1,0
01ES,28/04/23,25.0,DMP1,0
01VAR34,28/04/23,27.0,DMP1,0
03LAT41018,28/04/23,1.0,DMP1,0
01CEMBIG,28/04/23,2.0,MRS4093,0
01CEMBIG,28/04/23,2.0,GSV1103,0
01BLO15,28/04/23,500.0,DMP1,0
05VALC6,28/04/23,1.0,DMP1,0
01CEMAGR,28/04/23,17.9,MAAG76,1
01VAR38,29/04/23,30.0,GOMF64,3
06CLA4,29/04/23,3.0,GOMF64,3
01ALREC,29/04/23,20.0,GOMF64,3
01BLO15,29/04/23,800.0,GOMF64,3
01CEMCAZ50,29/04/23,25.0,GOMF64,3
01EST1530,29/04/23,30.0,GOMF64,3
01CEMCAZ50,02/05/23,20.0,MRS7062,0
01CAL,02/05/23,10.0,MRS7062,0
01ALAM,02/05/23,30.0,MRS7062,0
01BLS15,02/05/23,200.0,MRS7062,0
01ALREC,03/05/23,10.0,TOR2008,0
01VAR38,03/05/23,10.0,TOR2008,0
03LAMGT610,03/05/23,1.0,MRSZI1232,0
06LAV60,04/05/23,10.0,SUM22,0
01CEMBIG,04/05/23,2.0,MRS174,3
01ECOMSR,04/05/23,606.0,MRSZI0031,0
01CEMBIG,04/05/23,2.0,MRS409,9
01CEMCAZ50,04/05/23,20.0,MRS4066,0
01ALREC,04/05/23,10.0,TOR2008,0
01ARM1538,04/05/23,15.0,TOR2008,0
01CEMCAZ50,04/05/23,30.0,TOR2008,0
01VAR38,04/05/23,30.0,TOR2008,0
01BLO15,05/05/23,300.0,DMP1,0
03LN41018,05/05/23,2.0,MRSZI133,0
03PTR11214,05/05/23,78.0,MRSZI133,0
03SOL1812,05/05/23,4.0,MRSZI133,0
04HSI2110,05/05/23,0.3,MRSZI133,0
01CEMAGR,05/05/23,50.04,MAAG76,1
01CEMBIG,06/05/23,6.0,MRS4093,0
05BALTEN,08/05/23,625.0,MEVJ54,0
01BLO20,08/05/23,225.0,CARR91,0
GTRAS,08/05/23,1.0,CARR91,0
01CEMAGR,09/05/23,17.12,MAAG76,1
01CEMBIG,09/05/23,2.0,JEVR86,0
01ARM1543,10/05/23,4.0,MRS4066,0
