Claart,Fecrem,Cant
06CLAC212,16/08/17,1.0
01BAB1030,16/08/17,300.0
01VAR38,16/08/17,4.0
01MALSOL10,16/08/17,100.0
08TAPV2,16/08/17,1.0
08CONSEN,16/08/17,1.0
067593,16/08/17,1.0
06GUANH,16/08/17,1.0
06CLA212,17/08/17,4.0
01VAR38,17/08/17,1.0
06LLANCARS,17/08/17,1.0
01BAB1030,17/08/17,550.0
01CAL,17/08/17,4.0
01CEMCAZ50,17/08/17,8.0
01UBA,17/08/17,1.0
01CEMBC,17/08/17,1.0
06PALTML,18/08/17,1.0
01ARM15516,18/08/17,12.0
01VAR38,18/08/17,5.0
06NIV36,18/08/17,1.0
0617194,18/08/17,1.0
06CODP12,18/08/17,10.0
05PEGF150,18/08/17,1.0
01CEMCAZ50,18/08/17,1.0
01MALSOL10,18/08/17,700.0
0619285,18/08/17,1.0
01CEMCAZ50,18/08/17,2.0
01CEMCAZ50,18/08/17,2.0
01VAR38,18/08/17,10.0
01CAL,19/08/17,1.0
06CLA212,19/08/17,0.5
01ALREC,19/08/17,3.0
06CODP12,19/08/17,8.0
06CLA212,19/08/17,2.0
01CEMCAZ50,19/08/17,3.0
01ALREC,19/08/17,3.0
04HSEL,19/08/17,2.0
05LLAPJ12,19/08/17,1.0
05ABRASF6,19/08/17,1.0
01CEMCAZ50,19/08/17,8.0
01CEMCAZ50,19/08/17,1.0
05COLPVC4,19/08/17,1.0
01CEMCAZ50,19/08/17,2.0
03POL36,19/08/17,76.0
05ATCPVC12,19/08/17,61.0
0621026,21/08/17,4.0
0614223,21/08/17,1.0
0620401,21/08/17,1.0
0620402,21/08/17,1.0
0646202,21/08/17,1.0
01CAL,21/08/17,1.0
01CEMCAZ50,21/08/17,4.0
05COPPVC4,21/08/17,3.0
06CINT12,21/08/17,5.0
01CEMCAZ50,21/08/17,1.0
01CAL,21/08/17,1.0
01CEMCAZ50,21/08/17,1.0
01CEMCAZ50,21/08/17,10.0
01BLO15,21/08/17,500.0
01CEMCAZ50,21/08/17,3.0
GTRAS,21/08/17,1.0
01CEMCAZ50,22/08/17,1.0
03VP,22/08/17,32.0
01ALREC,22/08/17,5.0
01CEMCAZ50,22/08/17,6.0
06MASC,22/08/17,3.0
06MASC,22/08/17,2.0
06GUANH,22/08/17,1.0
01CEMCAZ50,22/08/17,5.0
01CEMCAZ50,22/08/17,6.0
01CEMCAZ50,23/08/17,10.0
01CAL,23/08/17,2.0
01ALREC,23/08/17,209.6
06PALT,23/08/17,1.0
01SON40,23/08/17,2.0
01BAB1030,23/08/17,192.0
01CEMCAZ50,23/08/17,1.0
04HDDC412,24/08/17,8.0
01CEMCAZ50,24/08/17,6.0
05CODPVC290,24/08/17,2.0
05CODPVC490,24/08/17,2.0
05TEEPVC42,24/08/17,1.0
05ATPVC2,24/08/17,3.0
05TEEPVC4,24/08/17,1.0
05PEGAD240,24/08/17,1.0
05TUBCOM12,24/08/17,2.0
05CONEXT12,24/08/17,1.0
05CODC1290,24/08/17,1.0
05ATPVC2,24/08/17,12.0
05CODPVC290,24/08/17,2.0
01SM,24/08/17,5.0
05COPPVC23,24/08/17,2.0
04HSI2178,24/08/17,2.0
05COL42,24/08/17,1.0
01LAD,24/08/17,40.0
01CEMCAZ50,24/08/17,1.0
0616977,24/08/17,1.0
06CLA212,24/08/17,100.0
01ALREC,24/08/17,2.0
01ALAM,24/08/17,2.0
02COMST21,24/08/17,1.0
01CEMCAZ50,24/08/17,1.0
01MALSOL10,24/08/17,100.0
06GRAPG,24/08/17,1.0
05TEECPVCC12,24/08/17,1.0
06MACI102,24/08/17,20.0
01CAL,25/08/17,2.0
01CEMCAZ50,25/08/17,4.0
0612977,25/08/17,1.0
04HSI2176,25/08/17,0.5
06CLA4,25/08/17,4.0
06CLAC212,25/08/17,2.0
01ALREC,25/08/17,10.0
01CEMMCA50,30/08/17,1.0
06CLA2,25/08/17,1.0
03POL36,25/08/17,15.2
06CLA212,25/08/17,1.0
06CLA212,25/08/17,25.0
06CLAC212,25/08/17,20.0
0614216,26/08/17,1.0
04HSI2110,28/08/17,1.0
01CEMCAZ50,28/08/17,2.0
01CAL,28/08/17,2.0
01ARE,28/08/17,2.0
05ATPVC4,28/08/17,3.0
01CEMCAZ50,28/08/17,1.0
0623521,28/08/17,1.0
04HSI2176,28/08/17,1.0
04HSEL,28/08/17,2.0
0619680,28/08/17,1.0
01ALREC,28/08/17,2.0
04HSI2178,28/08/17,1.0
06VOLTAL,28/08/17,1.0
04HMK83593,28/08/17,1.0
01EST1525,29/08/17,21.4
05REDPVC42,29/08/17,1.0
05REDPVC42,29/08/17,1.0
05ATPVC4,29/08/17,9.0
05COPPVC4,29/08/17,2.0
01BLO10,29/08/17,100.0
01EST1520,29/08/17,15.2
SRVBASIND,29/08/17,1.0
03TAB3Z,29/08/17,12.0
03121CH20Z,29/08/17,8.0
03103TS20Z,29/08/17,4.2
03154JUN20Z,29/08/17,3.6
03101AL20Z,29/08/17,7.4
03PZ12418,29/08/17,4.2
03122ES20Z,29/08/17,3.8
03M22520Z,29/08/17,7.6
03PP10020Z,29/08/17,8.0
03VCUA38,29/08/17,30.8
04HSI2110,29/08/17,1.0
01CAL,30/08/17,3.0
01CEMCAZ50,30/08/17,10.0
03PZ12418,30/08/17,4.2
03101AL20Z,30/08/17,5.6
03103TS20Z,30/08/17,3.2
03122ES20Z,30/08/17,2.9
03154JUN20Z,30/08/17,2.4
03M22520Z,30/08/17,5.8
03PP10020Z,30/08/17,6.2
03TAB3Z,30/08/17,12.0
03VCUA38,30/08/17,30.8
03121CH20Z,30/08/17,6.0
01CEMCAZ50,30/08/17,4.0
04HPPB141,30/08/17,50.0
03101AL20Z,30/08/17,5.6
03154JUN20Z,30/08/17,1.2
04TMOS60,30/08/17,3.0
01CAL,30/08/17,2.0
01CEMCAZ50,30/08/17,1.0
06BRF316,04/01/19,2.0
03TM183,31/08/17,8.6
01LAD,31/08/17,150.0
01CEMCAZ50,31/08/17,1.0
06CLAC2,01/09/17,0.55
01CEMCAZ50,01/09/17,6.0
01MALSOL10,01/09/17,100.0
05TUBCPVC34,01/09/17,6.1
05PEGF250,01/09/17,1.0
05CODCP9034,01/09/17,7.0
05REDCPVC134,01/09/17,1.0
05FLOPTIN,01/09/17,1.0
06CINT12,01/09/17,1.0
0611582,01/09/17,1.0
05COCP1,01/09/17,1.0
01CAL,01/09/17,1.0
0619658,01/09/17,2.0
05VAL12,01/09/17,1.0
05ADAPMCP34,01/09/17,1.0
01CEMBIG,02/09/17,4.0
01CAL,02/09/17,2.0
01CEMCAZ50,02/09/17,6.0
01MALSOL10,02/09/17,200.0
01CAL,02/09/17,2.0
01CEMCAZ50,02/09/17,1.0
01CEMCAZ50,02/09/17,2.0
01CEMCAZ50,04/09/17,2.0
01CAL,04/09/17,1.0
01EST1520,04/09/17,20.0
01ALREC,04/09/17,23.0
06GRAPG,04/09/17,1.0
01EST1520,04/09/17,1.6
01CEMCAZ50,04/09/17,1.0
01CAL,04/09/17,1.0
01CEMCAZ50,04/09/17,2.0
01CAL,04/09/17,1.0
01MALSOL10,04/09/17,37.5
01BLO15,05/09/17,100.0
01CEMCAZ50,05/09/17,3.0
01MALSOL10,05/09/17,22.5
05PEGAD240,05/09/17,1.0
05REDPVC43,05/09/17,1.0
05TUBCPV12,05/09/17,6.1
05TEECPVCC12,05/09/17,2.0
05CODCP9012,05/09/17,5.0
05ATPVC4,05/09/17,3.0
05CODPVC490,05/09/17,2.0
05TEEPVC4,05/09/17,1.0
05PEGF150,05/09/17,1.0
01CAL,05/09/17,3.0
01CEMCAZ50,05/09/17,1.0
03VCUA12,05/09/17,28.0
05ATPVC4,05/09/17,6.0
0611584,05/09/17,1.0
05TUBCPV12,05/09/17,3.05
05TUBPVCN3,05/09/17,6.0
05CODPVC390,05/09/17,5.0
05CODPVC490,05/09/17,1.0
05CODPVC290,05/09/17,2.0
01CAL,05/09/17,4.0
01CEMCAZ50,05/09/17,1.0
01CEMBC,05/09/17,1.0
01EST1520,05/09/17,54.2
01ARM204,06/09/17,4.0
01CEMCAZ50,06/09/17,2.0
01ALREC,06/09/17,3.0
06CLA212,06/09/17,1.0
08BICPALG,18/09/17,1.0
04HPPB141,20/09/17,3.0
04HCDAD,20/09/17,1.0
03K30020,18/09/17,6.0
04HSI2178,18/09/17,1.0
03TAB33,18/09/17,6.0
01SON20,18/09/17,2.0
067593,15/09/17,6.0
08ROS4,15/09/17,6.0
08CAB12,15/09/17,100.0
08CONSEN,15/09/17,6.0
06PIJ8112,15/09/17,12.0
01VAR38,15/09/17,70.0
01SON25,15/09/17,1.0
01CEMCAZ50,15/09/17,3.0
04HPPB141,15/09/17,100.0
01CEMCAZ50,18/09/17,5.0
01MALSOL10,07/09/17,100.0
067593,07/09/17,1.0
08CONSEN,07/09/17,3.0
08TAPV2,07/09/17,1.0
01CEMCAZ50,07/09/17,1.0
01EST1520,07/09/17,3.1
08CAJCHR,07/09/17,1.0
01ARM204,07/09/17,1.0
01CEMCAZ50,07/09/17,2.0
08BOT8,19/09/17,5.0
05CODPVC245,19/09/17,2.0
01CEMCAZ50,19/09/17,180.0
08POL12,07/09/17,5.0
04HBISTU12,07/09/17,2.0
06ESPON,07/09/17,1.0
01ALREC,08/09/17,3.0
01CEMCAZ50,08/09/17,3.0
01CEMCAZ50,08/09/17,1.0
01CEMCAZ50,08/09/17,1.0
05TUBPVCN3,08/09/17,3.0
05COPPVC3,08/09/17,1.0
01CEMCAZ50,08/09/17,7.0
01VAR38,08/09/17,5.0
01COMB34,08/09/17,2.0
01BLO15,08/09/17,200.0
05TEEPVC3,08/09/17,1.0
06LIJAJ7380,08/09/17,5.0
06LIJAESM,08/09/17,10.0
0614448,08/09/17,1.0
0620402,08/09/17,2.0
0614867,08/09/17,1.0
SRVBASIND,08/09/17,2.0
01CEMCAZ50,08/09/17,1.0
01CEMCAZ50,08/09/17,3.0
06MAC22,08/09/17,1.0
01EC25,08/09/17,1.0
01ARM204,09/09/17,4.0
01CEMCAZ50,09/09/17,4.0
05PEGAD120,09/09/17,1.0
05CODPVC490,09/09/17,1.0
05PEGAD120,09/09/17,1.0
06CR212,09/09/17,0.5
01CEMCAZ50,09/09/17,4.0
01CEMCAZ50,09/09/17,1.0
04HPER,09/09/17,1.0
03PERC050,09/09/17,2.8
01CAL,09/09/17,8.0
06CLA212,09/09/17,1.0
01EST1525,09/09/17,10.4
01CEMCAZ50,09/09/17,7.0
01COMB34,09/09/17,3.0
08CAJO4R,09/09/17,10.0
08POL12,09/09/17,50.0
06CODP12,09/09/17,10.0
01BAB1030,09/09/17,36.0
01CEMCAZ50,09/09/17,7.0
01CAL,09/09/17,2.0
01ARM1538,09/09/17,1.0
01MALSOL10,09/09/17,8.0
01VAR38,09/09/17,2.0
01CEMCAZ50,09/09/17,2.0
01BLO15,09/09/17,50.0
SRVBASIND,09/09/17,1.0
01EST1520,09/09/17,10.6
01ALREC,09/09/17,15.0
06PL4,11/09/17,1.0
08CAJO4R,11/09/17,2.0
01CEMCAZ50,11/09/17,2.0
01CAL,11/09/17,1.0
01CEMCAZ50,11/09/17,6.0
06DL740,11/09/17,2.0
01CEMCAZ50,11/09/17,70.0
0649330,11/09/17,2.0
03POL56,11/09/17,220.0
01CEMCAZ50,11/09/17,40.0
01CEMBC,11/09/17,10.0
01CEMCAZ50,11/09/17,6.0
01CEMCAZ50,11/09/17,2.0
01CAL,11/09/17,1.0
01BLO15,12/09/17,30.0
01CEMCAZ50,12/09/17,3.0
01CAL,12/09/17,1.0
01CEMCAZ50,12/09/17,20.0
01CEMBC,12/09/17,1.0
05TUBPVCHA12,12/09/17,4.0
05TEEPVCH12,12/09/17,2.0
05CODPVCH12,12/09/17,2.0
01BLO15,12/09/17,500.0
01VAR112,12/09/17,32.0
01CEMCAZ50,12/09/17,10.0
01EST1520,12/09/17,24.0
GTRAS,12/09/17,1.0
03SOL18112,12/09/17,3.0
03M22520,12/09/17,6.0
04HBISL3,12/09/17,2.0
04HBISL3,12/09/17,1.0
05TEECPVC34,12/09/17,1.0
05TUBGALV51126,12/09/17,1.0
08POL1234,12/09/17,25.0
01CEMCAZ50,12/09/17,8.0
06CODP3,12/09/17,2.0
08ROS4,12/09/17,4.0
05ADAPHC12,12/09/17,2.0
08POL1234,13/09/17,100.0
06CLA212,13/09/17,1.0
01SON25,13/09/17,1.0
06R09521,13/09/17,1.0
06CLA212,13/09/17,3.0
08BICPALG,13/09/17,3.0
04HDDC412,13/09/17,1.0
0611582,13/09/17,1.0
06CINT12,13/09/17,4.0
01YEM,13/09/17,1.0
01SON25,13/09/17,6.0
04HSO13332,13/09/17,1.0
03SOL1834,13/09/17,1.5
01CEMCAZ50,13/09/17,6.0
01ARM124,13/09/17,30.0
01CEMCAZ50,13/09/17,5.0
0619658,14/09/17,1.0
01CEMCAZ50,14/09/17,8.0
01CEMCAZ50,14/09/17,3.0
05TUBPVCHA12,14/09/17,2.0
05COPPVCH12,14/09/17,2.0
01CEMCAZ50,14/09/17,1.0
05LLAPJ12,14/09/17,1.0
01CEMCAZ50,14/09/17,1.0
01CAL,14/09/17,1.0
01ALREC,14/09/17,2.0
01ARM204,14/09/17,7.0
06CLA212,14/09/17,1.0
01CEMMCA50,14/09/17,2.0
01CEMCAZ50,19/09/17,3.0
06CLA212,19/09/17,1.0
06CONCR,19/09/17,2.0
05COPPVC23,20/09/17,1.0
0611979,19/09/17,1.0
01CEMCAZ50,19/09/17,5.0
06LLANCARS,19/09/17,1.0
01CAS651,19/09/17,2.0
0612591,15/09/17,1.0
01CEMCAZ50,15/09/17,1.0
06ALAG145,15/09/17,1.0
01ARM124,18/09/17,3.0
01CAL,18/09/17,1.0
06CLA1,18/09/17,0.5
06CLA212,15/09/17,2.0
08POL12,20/09/17,25.0
06CODP12,20/09/17,5.0
08CAJO4R,20/09/17,1.0
01CEMBIG,20/09/17,2.0
01CEMCAZ50,20/09/17,2.0
01CEMCAZ50,20/09/17,1.0
0644486,20/09/17,1.1
01ALREC,20/09/17,10.0
01CEMCAZ50,15/09/17,1.0
0611584,18/09/17,7.0
03PC10018,18/09/17,16.2
03PP10020,18/09/17,6.2
04HPASR05,18/09/17,2.0
05MFC12,18/09/17,30.0
04HSI2178,18/09/17,1.0
01ARM204,18/09/17,10.0
01ARM1543,18/09/17,10.0
0615511,18/09/17,1.0
0617305,18/09/17,1.0
06EC12,18/09/17,1.0
01CEMCAZ50,19/09/17,1.0
01CAL,19/09/17,1.0
05TUBPVCH1,18/09/17,1.0
01CEMCAZ50,18/09/17,2.0
03PC10018,18/09/17,5.4
01CEMCAZ50,18/09/17,12.0
01ARM204,18/09/17,12.0
01VAR38,18/09/17,10.0
01CEMCAZ50,19/09/17,1.0
01CEMCAZ50,19/09/17,3.0
01CAL,19/09/17,3.0
06GRAPG,20/09/17,1.0
01ALREC,20/09/17,1.0
01CAL,20/09/17,10.0
01ALREC,20/09/17,3.0
08BICCH8,20/09/17,1.0
01CEMCAZ50,20/09/17,5.0
01CAL,20/09/17,1.0
0614607,20/09/17,1.0
01CEMCAZ50,21/09/17,3.0
01CEMCAZ50,21/09/17,5.0
06ESPONJ,08/07/22,1.0
01CEMCAZ50,26/02/21,1.0
01CEMCAZ50,28/09/17,4.0
01ARM204,28/09/17,1.0
06CLA212,28/09/17,0.5
01ALREC,28/09/17,2.0
0618100,28/09/17,2.0
08ROS4,27/09/17,6.0
067593,27/09/17,4.0
08TAPV3,27/09/17,2.0
08CONPDAB,27/09/17,7.0
08CAB12,27/09/17,200.0
01CEMCAZ50,27/09/17,5.0
01SON20,27/09/17,3.0
01EST1520,27/09/17,6.6
01EST1525,27/09/17,6.8
01CEMCAZ50,27/09/17,1.0
01ALREC,27/09/17,4.0
08BICPALG,27/09/17,1.0
04HPAL,27/09/17,1.0
06CLA4,27/09/17,2.0
08TOR14112,28/09/17,4.0
08TUER14,28/09/17,4.0
08RON14,28/09/17,4.0
08RON12,28/09/17,4.0
06CLA212,27/09/17,0.5
06ESPON,27/09/17,3.0
0644486,27/09/17,0.6
01CEMCAZ50,27/09/17,1.0
06PES300A,27/09/17,1.0
01CEMCAZ50,28/09/17,10.0
0617629,28/09/17,2.0
01CEMCAZ50,28/09/17,3.0
01CEMCAZ50,28/09/17,1.0
01CEMCAZ50,22/09/17,1.0
05TINRT450,25/09/17,1.0
01CEMCAZ50,22/09/17,4.0
01CEMBIG,22/09/17,2.0
01LADRIDLL,22/09/17,125.0
01CEMCAZ50,23/09/17,2.0
01CEMCAZ50,23/09/17,1.0
01CEMCAZ50,23/09/17,2.0
06CLA212,23/09/17,1.0
06CUCH,23/09/17,1.0
MANIOBRA,23/09/17,1.0
05COFG3838,23/09/17,1.0
05REGUS,23/09/17,1.0
05NIPGTERM38,23/09/17,1.0
06CINT12,23/09/17,1.0
01CEMCAZ50,25/09/17,1.0
01ALREC,25/09/17,10.0
06CLA212,25/09/17,3.0
06CONMX12,25/09/17,1.0
01ALREC,25/09/17,2.0
04HBL3R,25/09/17,3.0
04HSI2178,25/09/17,1.0
06YESKG,11/02/23,1.0
01CEMCAZ50,11/02/23,2.0
0611584,25/09/17,2.0
0644486,25/09/17,0.2
03154JUN20,25/09/17,2.4
03PR12520,25/09/17,4.2
03PC12520,25/09/17,16.8
04HSI2178,25/09/17,1.0
01CEMCAZ50,26/09/17,10.0
01ALREC,26/09/17,10.0
01CEMCAZ50,26/09/17,1.0
0618100,26/09/17,1.0
01ES,26/09/17,1.0
01CEMBC,26/09/17,1.0
06LLANDC,26/09/17,1.0
06LIJAETG,26/09/17,2.0
06LIJAESM,26/09/17,2.0
01CEMCAZ50,26/09/17,1.0
01ARM204,26/09/17,1.0
06PIJ8112,26/09/17,4.0
0648215,26/09/17,2.0
01CEMCAZ50,28/09/17,5.0
01CEMCAZ50,28/09/17,1.0
03121CH20Z,28/09/17,6.0
03101AL20Z,28/09/17,11.2
03103TS20Z,28/09/17,6.4
03154JUN20Z,28/09/17,4.8
03122ES20Z,28/09/17,5.8
03123AR20Z,28/09/17,3.2
03VCUA38,28/09/17,4.4
03VCUA12,28/09/17,28.0
01ARM123,28/09/17,1.0
06CLA4,28/09/17,1.0
06CLAC212,28/09/17,0.5
03PC15018,28/09/17,8.6
0618100,28/09/17,1.0
03POL66,28/09/17,75.0
06CLAP2,28/09/17,1.0
06PL4,29/09/17,3.4
01CEMCAZ50,29/09/17,1.0
01CEMCAZ50,29/09/17,3.0
06CLAC212,29/09/17,0.5
01CEMCAZ50,29/09/17,2.0
01EST1520,29/09/17,2.5
03TC30L,30/09/17,3.0
03TC302,30/09/17,1.0
06CODP12,30/09/17,0.0
01CAS661,30/09/17,1.0
06CODP12,30/09/17,3.0
08POL12,30/09/17,32.5
01CAL,30/09/17,3.0
0614951,30/09/17,1.0
08CAB8,30/09/17,3.5
08ACOMAVT,30/09/17,1.0
08CAB12,30/09/17,50.0
06PIJ8112,30/09/17,12.0
04HCDAD,30/09/17,1.0
01MALSOL10,30/09/17,1.5
04TMOS105,30/09/17,1.0
03SOL1812,30/09/17,4.0
06BRF964,30/09/17,1.0
SRVBASIND,02/10/17,1.0
01CEMCAZ50,02/10/17,20.0
01ALREC,02/10/17,5.0
06CLAC212,02/10/17,2.0
01CEMCAZ50,02/10/17,3.0
01CAL,02/10/17,6.0
06LIJAJ7380,02/10/17,1.0
08TAPV1,02/10/17,1.0
08TAPV2,02/10/17,1.0
067593,02/10/17,2.0
01BAB1030,02/10/17,15.0
01VAR38,02/10/17,2.0
01ARM204,02/10/17,2.0
01VAR38,02/10/17,1.0
05TUBGALV5212,02/10/17,0.5
01BLO15,02/10/17,10.0
0617629,03/10/17,1.0
01CEMCAZ50,03/10/17,1.0
06CLAC1,05/10/17,0.5
01CAL,05/10/17,6.0
08POL12,05/10/17,10.0
08CAJCHR,05/10/17,6.0
04HBL3R,04/10/17,1.0
01ALAM,04/10/17,40.0
05MFC12,04/10/17,100.0
01ALREC,04/10/17,3.0
0612585,05/10/17,1.0
01LADRIDLL,05/10/17,100.0
06ALAPJ34,05/10/17,1.0
06GRAPG,05/10/17,1.0
06AEROB,05/10/17,1.0
05TUBPVCL112,05/10/17,12.0
05CODPVC11290,05/10/17,1.0
05COPPVC112,05/10/17,1.0
01ARM124,05/10/17,3.0
01ARM15516,05/10/17,10.0
01VAR38,05/10/17,8.0
01BAB1030,05/10/17,275.0
01PBC25,05/10/17,5.0
06R09521,05/10/17,1.0
06MANPNT38,05/10/17,10.0
03PTR114,05/10/17,8.44
01CEMCAZ50,05/10/17,5.0
06CLA212,05/10/17,2.0
01ALREC,05/10/17,3.0
06TAPP212,05/10/17,27.0
01CEMCAZ50,06/10/17,3.0
0643030,06/10/17,1.0
03ANG181,06/10/17,7.4
01CEMCAZ50,07/10/17,1.0
01ES,16/12/22,4.0
01CEMCAZ50,16/12/22,4.0
06CLA212,16/12/22,0.25
06CLAC212,16/12/22,0.25
0615191,16/12/22,1.0
06PINESMBCO,16/12/22,1.0
06PEB1,16/12/22,2.0
0620576,16/12/22,1.0
0848215,16/12/22,1.0
01CAL,16/12/22,2.0
03PTR34,16/12/22,25.2
04HDISC,16/12/22,4.0
03PTR34,03/10/17,6.3
01CEMCAZ50,03/10/17,7.0
06REDG140,28/10/17,1.0
01EST1520,28/10/17,5.0
03PERC050,28/10/17,28.0
0619074,30/10/17,1.0
0619073,30/10/17,1.0
01CEMCAZ50,30/10/17,16.0
01ARM204,30/10/17,16.0
08POL1234,30/10/17,100.0
02PANN2,30/10/17,3.0
01CEMBIG,30/10/17,2.0
08ROS4,04/11/17,1.0
06CINAIS6018,04/11/17,1.0
08TAPV2,04/11/17,8.0
067593,04/11/17,3.0
01BLO15,06/07/18,25.0
05MULCVETU,18/06/18,1.0
05ADAPH34,18/06/18,1.0
05PEGACPVC50,18/06/18,1.0
0615371,18/06/18,1.0
0620402,18/06/18,2.0
0618301,18/06/18,1.0
01CEMCAZ50,30/10/17,4.0
01CEMCAZ50,31/10/17,4.0
01CAL,31/10/17,3.0
01CEMCAZ50,31/10/17,3.0
01CEMBIG,31/10/17,2.0
01CAL,31/10/17,3.0
03POL36,31/10/17,182.4
0618101,31/10/17,1.0
0644489,31/10/17,0.56
01ARM204,31/10/17,8.0
01CEMCAZ50,31/10/17,6.0
06CLA212,31/10/17,1.0
06CLAC212,31/10/17,0.5
01CEMCAZ50,31/10/17,1.0
01ES,31/10/17,1.0
03TAB3Z,31/10/17,6.0
03SOL1812,31/10/17,4.0
03SOL31634,31/10/17,10.0
04HPASR05,31/10/17,4.0
08TAPV2,31/10/17,1.0
067593,31/10/17,1.0
08CONSEN,31/10/17,1.0
06PIJ102,01/11/17,50.0
06CLA1,01/11/17,0.5
01CEMCAZ50,01/11/17,2.0
06CINAIS6018,01/11/17,1.0
04HPPB142,06/11/17,5.0
01CEMCAZ50,01/11/17,2.0
01EC25,01/11/17,2.0
01ES,01/11/17,2.0
08ROS4,02/11/17,1.0
06CINPR,04/11/17,1.0
02TOR812,02/11/17,45.0
0617831,02/11/17,2.0
01CEMCAZ50,02/11/17,5.0
01CAL,02/11/17,1.0
08POL12,02/11/17,100.0
01PBC25,02/11/17,1.0
01PBC25,04/11/17,1.0
01CEMCAZ50,04/11/17,1.0
SRVBASIND,04/11/17,1.0
01CEMCAZ50,03/11/17,1.0
01CEMCAZ50,03/11/17,5.0
01CAL,03/11/17,5.0
01CEMCAZ50,03/11/17,8.0
01CAL,03/11/17,2.0
01PBC25,03/11/17,1.0
01CEMCAZ50,03/10/17,8.0
01CAL,03/10/17,5.0
01ES,03/10/17,5.0
08CAB8,03/10/17,8.0
0646055,03/10/17,12.0
08CENC2,03/10/17,1.0
01CEMBIG,03/10/17,2.0
05TUBPVCN3,03/10/17,6.0
06CLA212,04/10/17,2.0
06CLA4,04/10/17,0.5
0611673,04/10/17,1.0
03PTR4414,04/10/17,145.6
01CEMCAZ50,04/10/17,2.0
01CEMCAZ50,04/10/17,2.0
01SON30,04/10/17,2.0
01CEMCAZ50,04/10/17,1.0
03PC7520,04/10/17,6.4
03PTR34,04/10/17,6.3
03VP,04/10/17,4.0
06ESPON,14/11/17,1.0
04HPAL,14/11/17,1.0
06CLAC112,14/11/17,1.0
06CLA212,14/11/17,1.0
05MFC12,07/10/17,20.0
08ROS4,07/10/17,2.0
08CAJCHR,07/10/17,2.0
06CLA2,07/10/17,1.0
04HDDCM7,07/10/17,1.0
0614182,07/10/17,1.0
08CAJO4R,07/10/17,2.0
01CEMCAZ50,07/10/17,1.0
06AERONE,07/10/17,2.0
01CEMCAZ50,09/10/17,10.0
06CLA212,09/10/17,4.0
06CLAC212,09/10/17,0.5
01CEMCAZ50,09/10/17,2.0
01CEMCAZ50,09/10/17,2.0
0613294,09/10/17,1.0
0610621,09/10/17,1.0
05ABRASF6,09/10/17,1.0
01CEMCAZ50,09/10/17,1.0
06BRIC112,10/10/17,2.0
01VAR38,10/10/17,8.0
01CEMCAZ50,10/10/17,3.0
01CAL,10/10/17,6.0
01ALAM,10/10/17,40.0
06LIMA10,10/10/17,1.0
01VAR38,10/10/17,5.0
01CEMCAZ50,10/10/17,3.0
01ALREC,10/10/17,1.0
01BLO15,10/10/17,200.0
01ARM204,10/10/17,2.0
01CEMCAZ50,10/10/17,2.0
05ABRASF16,10/10/17,3.0
0617301,10/10/17,1.0
0621462,10/10/17,1.0
0621477,10/10/17,1.0
05TORDNL,10/10/17,1.0
01CEMBC,10/10/17,1.0
01CEMCAZ50,10/10/17,3.0
01CAL,11/10/17,5.0
01CEMCAZ50,11/10/17,5.0
01ARM124,11/10/17,1.0
SRVBASIND,11/10/17,1.0
01ALREC,11/10/17,1.0
01CEMCAZ50,11/10/17,6.0
01ARM124,11/10/17,1.0
05TUBCPVC34,11/10/17,36.6
05ADAPMCP34,11/10/17,6.0
05CODCP9034,11/10/17,4.0
06CLAC1,11/10/17,0.25
0612973,11/10/17,150.0
01CEMCAZ50,12/10/17,2.0
01CAL,12/10/17,2.0
05PEGPVCTR150,12/10/17,1.0
06RB167,14/11/17,2.0
06GRAPG,14/11/17,1.0
06CINT10,14/11/17,1.0
06CLAC2,14/11/17,1.0
03131MOS20,31/01/18,4.0
06POLH12,12/10/17,30.0
0619679,12/10/17,1.0
06APGV,12/10/17,1.0
01CEMCAZ50,13/10/17,2.0
01CAL,13/10/17,1.0
01CEMCAZ50,13/10/17,1.0
01CEMCAZ50,13/10/17,1.0
01CEMCAZ50,13/10/17,1.0
01MALSOL6,13/10/17,5.0
05COPCP34,13/10/17,4.0
01CEMCAZ50,13/10/17,1.0
05ATPVC4,13/10/17,12.0
05COPPVC4,13/10/17,4.0
05APVCTS4,13/10/17,4.0
01ES,13/10/17,2.0
06BRIC5,14/10/17,1.0
01CEMCAZ50,14/10/17,1.0
01CAL,14/10/17,1.0
04HPPB141,14/10/17,100.0
01CEMCAZ50,14/10/17,6.0
08POL12,14/10/17,12.0
08CAJO4R,14/10/17,2.0
01ALREC,14/10/17,1.0
06CLAC1,14/10/17,0.13
05ATPVC4,14/10/17,12.0
05APVCTS4,14/10/17,10.0
01BAB1030,14/10/17,400.0
01VAR38,14/10/17,35.0
01CEMCAZ50,14/10/17,20.0
GTRAS,14/10/17,1.0
06AERONE,14/10/17,1.0
08CAJCHR,16/10/17,10.0
01CEMCAZ50,16/10/17,5.0
01CAL,16/10/17,5.0
06ESPON,16/10/17,3.0
06ESPONJ,16/10/17,3.0
01PBC25,16/10/17,3.0
01CEMCAZ50,16/10/17,25.0
01CEMBIG,16/10/17,2.0
01CAL,17/10/17,5.0
01CEMCAZ50,17/10/17,2.0
01CEMCAZ50,17/10/17,5.0
01CEMCAZ50,17/10/17,2.0
01BAB1030,17/10/17,320.0
