Claart,Fecfac,Cant
08CAJO,18/03/20,4.0
01CEMAGR,19/03/20,18.67
01CEMAGR,20/03/20,11.95
01CEMAGR,21/03/20,24.74
01CEMAGR,21/03/20,20.2
01CEMAGR,23/03/20,25.11
01CEMAGR,24/03/20,25.05
01CEMCAZ50,25/03/20,120.0
01CAL,28/03/20,5.0
01CAL,30/03/20,20.0
01CEMCAZ50,30/03/20,20.0
01CEMCAZ50,31/03/20,5.0
01CEMCAZ50,31/03/20,20.0
03LG31020,31/03/20,26.0
03LG41022,31/03/20,4.0
01CEMAGR,31/03/20,25.14
01BAB1030,02/04/20,900.0
01CEMCAZ50,03/04/20,5.0
01CEMCAZ50,03/04/20,200.0
01CEMAGR,04/04/20,48.4
01CEMCAZ50,07/04/20,200.0
01CEMCAZ50,08/04/20,200.0
01ALREC,08/04/20,30.0
01CEMCAZ50,08/04/20,20.0
01VAR38,08/04/20,75.0
01ALREC,14/04/20,40.0
01VAR38,14/04/20,50.0
06CODP3,14/04/20,40.0
08POL1234,14/04/20,100.0
01CEMBIG,14/04/20,4.0
01CEMAGR,15/04/20,45.08
01ROB15,15/04/20,600.0
GTRAS,15/04/20,1.0
05ADAPH34,16/04/20,1.0
05CODC1290,16/04/20,3.0
05CODCP9012,16/04/20,2.0
05CODCP9034,16/04/20,1.0
05CODGALV1290,16/04/20,2.0
05CONEXT12,16/04/20,2.0
05COPCP12,16/04/20,4.0
05GALVNIP12,16/04/20,3.0
05NIPGAL124,16/04/20,1.0
05PEGF150,16/04/20,1.0
05TEEGAL12,16/04/20,1.0
05TUBCOL12,16/04/20,6.1
05TUBPVCN3,16/04/20,3.0
06CINT12,16/04/20,1.0
06PIJ8112,16/04/20,40.0
08ROS4,16/04/20,20.0
01CEMCAZ50,17/04/20,200.0
01SON30,20/04/20,1.0
01VAR58,20/04/20,2.0
01ALREC,20/04/20,30.0
01BLO15,20/04/20,100.0
06CLA212,20/04/20,25.0
01CEMCAZ50,23/04/20,60.0
01CEMCAZ50,23/04/20,5.0
01CEMAGR,23/04/20,50.29
01ARM538,28/04/20,2.0
0649240,28/04/20,1.0
01CEMCAZ50,29/04/20,200.0
01BLO15,29/04/20,1000.0
01CEMCAZ50,29/04/20,40.0
01BLO15,29/04/20,1000.0
GTRAS,29/04/20,1.0
01CEMCAZ50,02/05/20,200.0
01ARM204,04/05/20,80.0
01BLO15,04/05/20,1000.0
GTRAS,04/05/20,1.0
01CAL,04/05/20,10.0
01CEMCAZ50,04/05/20,10.0
01MALSOL6,05/05/20,61.5
01CEMCAZ50,05/05/20,80.0
01CEMCAZ50,05/05/20,100.0
01VAR38,06/05/20,40.0
01VAR58,06/05/20,2.0
01VAR38,07/05/20,20.0
01VAR38,07/05/20,80.0
01CEMCAZ50,07/05/20,5.0
01BLO15,07/05/20,1000.0
01ALREC,07/05/20,1.1
01VAR38,07/05/20,10.0
01CEMCAZ50,07/05/20,80.0
01CEMCAZ50,08/05/20,15.0
01CEMCAZ50,09/05/20,200.0
01CEMCAZ50,09/05/20,200.0
01CEMCAZ50,12/05/20,200.0
01CEMBIG,12/05/20,2.0
01CEMAGR,12/05/20,0.68
01CEMAGR,01/09/20,12.95
01ALREC,13/05/20,33.9
01VAR38,13/05/20,250.0
01ALREC,13/05/20,50.0
01ARM12204,13/05/20,8.0
01ARM124,13/05/20,20.0
01ARM1538,13/05/20,2.0
01ARM204,13/05/20,7.0
01CAL,13/05/20,20.0
01CEMCAZ50,13/05/20,40.0
01MALSOL6,13/05/20,100.0
05TUBPVCN4,13/05/20,12.0
06CLA212,13/05/20,25.0
01VAR38,14/05/20,14.0
01BLO15,14/05/20,100.0
01BLO15,14/05/20,100.0
01BLO15,15/05/20,1000.0
01BLO15,16/05/20,1000.0
01CEMCAZ50,16/05/20,60.0
0610862,16/05/20,1.0
GTRAS,16/05/20,1.0
01BAB1030,18/05/20,700.0
01CEMCAZ50,18/05/20,200.0
01BAB1030,18/05/20,700.0
06MACI10175,19/05/20,127.0
06MACI10175,19/05/20,113.0
01ARM12204,19/05/20,6.0
01ARM124,19/05/20,8.0
01CEMCAZ50,19/05/20,40.0
01CEMAGR,20/05/20,39.43
01CEMAGR,20/05/20,25.22
01CEMCAZ50,20/05/20,170.0
01CEMCAZ50,20/05/20,30.0
01CAL,20/05/20,15.0
05CODPVC245,21/05/20,3.0
05CODPVC290,21/05/20,10.0
05CODPVC390,21/05/20,2.0
05CODPVC490,21/05/20,9.0
05COPPVC4,21/05/20,2.0
05PEGAD240,21/05/20,1.0
05REDPVC32,21/05/20,1.0
05REDPVC42,21/05/20,2.0
05TUBPVCN2,21/05/20,12.0
05TUBPVCN3,21/05/20,6.0
05TUBPVCN4,21/05/20,24.0
05YEEPVC4,21/05/20,2.0
01CEMCAZ50,22/05/20,200.0
01BLO15,25/05/20,1000.0
01CEMCAZ50,25/05/20,80.0
01CEMCAZ50,25/05/20,15.0
01ALAM,25/05/20,50.0
01ARM12204,25/05/20,10.0
01ARM124,25/05/20,5.0
01ARM204,25/05/20,2.0
01MALSOL6,25/05/20,100.0
01VAR112,25/05/20,10.0
01VAR34,25/05/20,1.0
01VAR38,25/05/20,20.0
01VAR58,25/05/20,4.0
01CEMCAZ50,26/05/20,200.0
06CORTP,27/05/20,0.67
01CAL,28/05/20,10.0
01CEMCAZ50,28/05/20,10.0
01CEMAGR,29/05/20,43.27
01CAL,29/05/20,10.0
01CEMCAZ50,29/05/20,60.0
05TEEPVC4,29/05/20,1.0
08BICCH10,29/05/20,25.0
08CAJC4,29/05/20,15.0
08CAJCHR,29/05/20,50.0
08POL1234,29/05/20,100.0
01CEMCAZ50,30/05/20,30.0
01CEMCAZ50,30/05/20,170.0
01CEMCAZ50,01/06/20,220.0
01CEMCAZ50,01/06/20,770.0
01CEMCAZ50,01/06/20,250.0
01CEMCAZ50,02/06/20,5.0
01ARM538,02/06/20,2.0
06PL4,02/06/20,10.0
01CEMCAZ50,02/06/20,200.0
01CEMCAZ50,04/06/20,100.0
01CEMCAZ50,04/06/20,20.0
0545046,04/06/20,3.0
05ADAPHC12,04/06/20,8.0
05ADAPMC12,04/06/20,25.0
05COD4S2,04/06/20,1.0
05CODCP9012,04/06/20,30.0
05CODPVC245,04/06/20,2.0
05COPCP34,04/06/20,8.0
05PEGC500,04/06/20,2.0
05PEGPVC250,04/06/20,1.0
05REDBCPVC3412,04/06/20,8.0
05REDPVC43,04/06/20,1.0
05TEECPVC34,04/06/20,3.0
05TEECPVCC12,04/06/20,15.0
05TUBCPV12,04/06/20,79.3
05TUBCPVC34,04/06/20,18.3
05TUBPVCN3,04/06/20,6.0
05YEEPVC2,04/06/20,1.0
05YEEPVC4,04/06/20,1.0
06CINT12,04/06/20,2.0
01ARM538,05/06/20,1.0
08ACOMAVT,05/06/20,1.0
08ACOMBI,05/06/20,1.0
08ACOMM114,05/06/20,1.0
08ACOMRED,05/06/20,1.0
08ACOMVC,05/06/20,1.0
08CAB8,05/06/20,10.0
08CENC1,05/06/20,1.0
08CONC12,05/06/20,1.0
08PASQ30,05/06/20,1.0
08TUBA114,05/06/20,1.0
08TUBC12PD,05/06/20,1.0
01CEMCAZ50,05/06/20,200.0
01CEMAGR,05/06/20,40.29
01CEMCAZ50,08/06/20,100.0
01CEMCAZ50,10/06/20,200.0
01CEMCAZ50,10/06/20,120.0
01CEMCAZ50,10/06/20,80.0
01CEMCAZ50,10/06/20,200.0
01CEMCAZ50,10/06/20,80.0
01CEMCAZ50,10/06/20,5.0
01CEMCAZ50,11/06/20,20.0
06PL4,11/06/20,8.0
01CEMCAZ50,11/06/20,5.0
01CEMCAZ50,12/06/20,100.0
01ALAM,16/06/20,8.0
01ARM12204,16/06/20,10.0
01ARM124,16/06/20,3.0
01CAL,16/06/20,10.0
01CEMCAZ50,16/06/20,60.0
01MALSOL6,16/06/20,12.5
08POL12,16/06/20,100.0
01CEMAGR,15/06/20,25.09
01CEMCAZ50,15/06/20,200.0
01CEMCAZ50,16/06/20,100.0
01CEMCAZ50,17/06/20,5.0
01CEMCAZ50,18/06/20,5.0
01CEMCAZ50,19/06/20,5.0
01CEMCAZ50,19/06/20,200.0
01CEMAGR,19/06/20,40.34
01CEMCAZ50,22/06/20,5.0
01CEMBIG,23/06/20,0.23
01CEMCAZ50,23/06/20,5.0
01CEMCAZ50,24/06/20,200.0
01CEMCAZ50,24/06/20,235.0
01CEMCAZ50,25/06/20,5.0
01CAL,26/06/20,20.0
05CODC1290,26/06/20,2.0
05CONIN12,26/06/20,3.0
05TEECO12,26/06/20,1.0
05TUBCOL12,26/06/20,3.05
06LIJACOB,26/06/20,1.0
06SOL1,26/06/20,1.0
01CEMAGR,27/06/20,16.71
01ALREC,29/06/20,5.0
01VAR38,29/06/20,50.0
01VAR38,30/06/20,100.0
01CEMCAZ50,30/06/20,200.0
01CEMCAZ50,30/06/20,100.0
01CEMCAZ50,30/06/20,200.0
01CEMCAZ50,30/06/20,20.0
01CEMCAZ50,30/06/20,18.0
01CEMCAZ50,01/07/20,193.0
01CEMAGR,01/07/20,24.86
01CEMCAZ50,02/07/20,300.0
01CEMCAZ50,02/07/20,100.0
01CEMAGR,02/07/20,25.08
01CEMCAZ50,02/07/20,100.0
01CEMCAZ50,03/07/20,200.0
01VAR38,03/07/20,10.0
01CEMCAZ50,03/07/20,200.0
01CEMAGR,03/07/20,11.38
01CEMCAZ50,03/07/20,80.0
01VAR38,03/07/20,20.0
01CEMAGR,04/07/20,21.2
01CEMAGR,04/07/20,3.65
01CEMCAZ50,06/07/20,40.0
01CEMCAZ50,06/07/20,100.0
01ARM1538,06/07/20,18.0
01CEMCAZ50,06/07/20,45.0
01VAR38,06/07/20,20.0
01CEMCAZ50,07/07/20,620.0
01CEMCAZ50,07/07/20,400.0
01CEMCAZ50,07/07/20,100.0
01CEMCAZ50,07/07/20,15.0
01CEMCAZ50,08/07/20,30.0
01CEMCAZ50,08/07/20,6.0
01CEMCAZ50,08/07/20,100.0
01CEMCAZ50,09/07/20,220.0
01CEMCAZ50,10/07/20,40.0
01CEMCAZ50,10/07/20,160.0
01ALREC,10/07/20,10.0
01CEMBIG,10/07/20,2.0
01VAR38,10/07/20,30.0
06CLA212,10/07/20,3.0
01CEMAGR,10/07/20,25.12
01CEMCAZ50,10/07/20,200.0
01CEMCAZ50,10/07/20,200.0
01CEMCAZ50,10/07/20,180.0
01CEMCAZ50,10/07/20,20.0
01CEMCAZ50,13/07/20,100.0
01CEMCAZ50,14/07/20,30.0
01CEMCAZ50,14/07/20,70.0
01CEMCAZ50,14/07/20,300.0
01CEMCAZ50,14/07/20,120.0
01CEMAGR,14/07/20,20.64
01CEMBIG,15/07/20,2.0
01ALREC,15/07/20,10.0
08POL12,15/07/20,90.0
01CEMCAZ50,15/07/20,39.0
01BAB1030,15/07/20,800.0
01BAB1030,15/07/20,1600.0
01VAR38,16/07/20,150.0
03PL41034,16/07/20,90.0
01CEMCAZ50,17/07/20,100.0
01CEMAGR,17/07/20,9.91
01CEMAGR,17/07/20,15.03
01CEMCAZ50,18/07/20,80.0
01CEMCAZ50,18/07/20,200.0
01ARM204,20/07/20,40.0
0846141,20/07/20,7.0
0848130,20/07/20,21.0
0848131,20/07/20,9.0
0848137,20/07/20,2.0
08APASA,20/07/20,6.0
01CEMCAZ50,20/07/20,100.0
01CEMCAZ50,20/07/20,300.0
01CEMCAZ50,23/07/20,32.0
01CEMCAZ50,24/07/20,180.0
01CEMCAZ50,24/07/20,100.0
01CEMAGR,24/07/20,14.54
01CEMAGR,24/07/20,25.52
01CEMAGR,24/07/20,14.57
01CEMCAZ50,24/07/20,100.0
01CEMCAZ50,24/07/20,90.0
01CEMCAZ50,27/07/20,200.0
01CEMCAZ50,27/07/20,260.0
01CEMCAZ50,29/07/20,100.0
01CEMCAZ50,29/07/20,400.0
01CEMCAZ50,29/07/20,100.0
01CEMCAZ50,30/07/20,100.0
01CEMCAZ50,31/07/20,100.0
01ALREC,31/07/20,20.0
01CEMCAZ50,31/07/20,150.0
01VAR38,31/07/20,160.0
08CAJO,31/07/20,12.0
GTRAS,31/07/20,1.0
01BAB1030,31/07/20,1700.0
01CEMCAZ50,31/07/20,40.0
01CEMCAZ50,01/08/20,200.0
01CEMCAZ50,01/08/20,30.0
01CEMCAZ50,01/08/20,70.0
01CEMCAZ50,01/08/20,200.0
01CEMCAZ50,01/08/20,100.0
01CEMCAZ50,03/08/20,100.0
01CEMAGR,03/08/20,19.11
01CEMCAZ50,04/08/20,200.0
01CEMCAZ50,05/08/20,200.0
01CEMCAZ50,06/08/20,200.0
03PL41034,07/08/20,161.8
01CEMAGR,08/08/20,6.94
01CEMAGR,08/08/20,24.62
01CEMCAZ50,10/08/20,180.0
01ALAM,11/08/20,20.0
01ALREC,11/08/20,6.5
01VAR112,11/08/20,5.0
01VAR38,11/08/20,8.0
01VAR58,11/08/20,4.0
0621026,11/08/20,15.0
06CLA212,11/08/20,7.5
06CLA4,11/08/20,5.0
06CLAC212,11/08/20,0.5
01CEMCAZ50,07/08/20,100.0
01CEMCAZ50,12/08/20,100.0
01CEMCAZ50,13/08/20,720.0
01CEMAGR,12/08/20,33.64
01CEMCAZ50,13/08/20,200.0
01CEMCAZ50,14/08/20,200.0
01CEMBIG,14/08/20,4.0
01CEMBIG,14/08/20,4.0
01CEMCAZ50,14/08/20,120.0
01CEMCAZ50,18/08/20,100.0
01CEMCAZ50,18/08/20,100.0
01CEMCAZ50,19/08/20,100.0
01CEMAGR,19/08/20,7.05
01CEMAGR,19/08/20,24.38
01ALAM,19/08/20,15.0
01ALREC,19/08/20,10.0
01MALSOL10,19/08/20,30.0
01VAR112,19/08/20,4.0
06CLA212,19/08/20,5.0
06CLA4,19/08/20,3.0
01CEMCAZ50,19/08/20,300.0
01ARM1543,20/08/20,20.0
01CEMCAZ50,20/08/20,5.0
01ES,20/08/20,1.0
06MARR12,20/08/20,1.0
01ALAM,20/08/20,10.0
01VAR38,20/08/20,5.0
06CLA212,21/08/20,1.4
06CLAC212,21/08/20,1.0
01ARM1543,21/08/20,3.0
01VAR58,21/08/20,1.0
01CEMBIG,22/08/20,2.0
05CODPVC390,22/08/20,2.0
05COPPVC3,22/08/20,1.0
05PEGAD120,22/08/20,1.0
01CEMAGR,22/08/20,14.83
01CEMCAZ50,24/08/20,100.0
01ARM204,25/08/20,6.0
01CEMCAZ50,26/08/20,100.0
01ARM1543,27/08/20,10.0
01CEMCAZ50,27/08/20,4.0
01TES,27/08/20,100.0
01VAR38,27/08/20,3.0
06CLA212,27/08/20,3.0
06DD781,27/08/20,2.0
01CEMCAZ50,03/09/20,100.0
01CEMCAZ50,21/10/20,40.0
01CEMCAZ50,05/09/20,100.0
01CEMAGR,07/09/20,16.96
01CEMCAZ50,07/09/20,220.0
01BAB1030,07/09/20,350.0
01CEMCAZ50,08/09/20,100.0
01ARM1543,08/09/20,10.0
06CLA112,08/09/20,0.5
06CLA212,08/09/20,2.0
01ALREC,08/09/20,5.0
01CEMAGR,09/09/20,10.63
01CEMAGR,09/09/20,7.86
01ARM1543,10/09/20,8.0
06CLA212,10/09/20,2.63
01CEMCAZ50,11/09/20,135.0
01CEMCAZ50,11/09/20,100.0
01CEMCAZ50,11/09/20,150.0
GTRAS,11/09/20,1.0
01CEMCAZ50,12/09/20,100.0
01CEMCAZ50,15/09/20,320.0
01CEMAGR,15/09/20,17.52
01CEMCAZ50,17/09/20,100.0
01CEMAGR,17/09/20,24.98
03LN31010,18/09/20,21.0
03LN3810,18/09/20,11.0
03LN41010,18/09/20,28.0
03LN4810,18/09/20,3.0
03PC7518,18/09/20,8.4
03PTR114,18/09/20,25.0
03PTR11414,18/09/20,74.0
03PTR2114,18/09/20,78.0
03SOL181,18/09/20,370.0
03SOL183,18/09/20,24.0
03VCUA38,18/09/20,96.0
01CEMCAZ50,19/09/20,200.0
01ALREC,19/09/20,5.0
01VAR38,19/09/20,6.0
06CLA212,19/09/20,2.4
01CEMAGR,19/09/20,15.72
01CEMBIG,21/09/20,2.0
01CEMCAZ50,22/09/20,100.0
03VIPR104179,22/09/20,109.5
01CEMCAZ50,22/09/20,287.0
01CEMCAZ50,23/09/20,100.0
01CEMCAZ50,24/09/20,4.0
01VAR38,24/09/20,3.0
06CLA212,24/09/20,2.65
01CEMCAZ50,25/09/20,320.0
01CEMAGR,25/09/20,15.47
01VAR38,25/09/20,50.0
01CEMCAZ50,26/09/20,200.0
01CEMCAZ50,26/09/20,100.0
01CEMAGR,26/09/20,4.2
01CEMBIG,29/09/20,2.0
01CEMCAZ50,29/09/20,85.0
01CEMCAZ50,29/09/20,30.0
01BAB1030,29/09/20,435.0
01TEJMC30,30/09/20,44.0
01TES,30/09/20,1275.0
01BAB1030,01/10/20,435.0
01CEMCAZ50,02/10/20,380.0
01VAR38,05/10/20,20.0
01ALAM,05/10/20,21.0
01ALREC,05/10/20,5.0
01BLO15,05/10/20,400.0
01VAR38,05/10/20,30.0
04HPAL,05/10/20,2.0
06BRIC2,05/10/20,1.0
06PEB1,05/10/20,1.0
06T501,05/10/20,1.0
GTRAS,05/10/20,1.0
01CEMBIG,07/10/20,2.0
01CEMCAZ50,08/10/20,2.0
04HBISTU34,10/10/20,2.0
01CEMCAZ50,10/10/20,320.0
04HPIC16R,10/10/20,1.0
01CEMCAZ50,12/10/20,300.0
06TN2850,12/10/20,1.0
25101602,12/10/20,1.0
01CEMAGR,14/10/20,4.85
01CEMBIG,15/10/20,2.0
01CEMCAZ50,15/10/20,50.0
01CEMBIG,15/10/20,2.0
01CEMCAZ50,15/10/20,195.0
01CEMCAZ50,15/10/20,40.0
01CEMCAZ50,16/10/20,120.0
0612254,16/10/20,1.0
01CEMCAZ50,16/10/20,80.0
01CEMCAZ50,17/10/20,30.0
01EST1520,19/10/20,32.4
01VAR38,19/10/20,10.0
01CEMCAZ50,19/10/20,40.0
01CEMCAZ50,19/10/20,100.0
01CEMCAZ50,19/10/20,80.0
01CEMCAZ50,19/10/20,80.0
01CEMCAZ50,22/10/20,240.0
01CEMCAZ50,20/10/20,240.0
01CEMCAZ50,21/10/20,5.0
01CEMCAZ50,21/10/20,120.0
01CEMCAZ50,21/10/20,160.0
01CEMCAZ50,24/10/20,50.0
01CEMCAZ50,26/10/20,20.0
01CEMCAZ50,26/10/20,200.0
01CEMBIG,26/10/20,4.0
01CEMBIG,26/10/20,2.0
01CEMCAZ50,26/10/20,120.0
01VAR38,27/10/20,10.0
01CEMCAZ50,16/12/20,200.0
01CEMCAZ50,27/10/20,180.0
03LGP31024,28/10/20,7.0
01CEMCAZ50,28/10/20,10.0
06MACI1015,28/10/20,380.0
01CEMCAZ50,29/10/20,50.0
07PFH65,29/10/20,1.0
07PFH7,29/10/20,1.0
01CEMCAZ50,29/10/20,35.0
01CEMCAZ50,30/10/20,160.0
01CEMCAZ50,30/10/20,80.0
01CEMCAZ50,30/10/20,35.0
01CEMCAZ50,30/10/20,200.0
01CEMCAZ50,30/10/20,200.0
01CEMAGR,31/10/20,18.06
01CEMCAZ50,31/10/20,250.0
01CEMAGR,31/10/20,18.03
01CAL,02/11/20,10.0
01CEMCAZ50,02/11/20,5.0
01CEMAGR,02/11/20,17.7
01BLO12,03/11/20,12.0
01CEMAGR,03/11/20,16.92
01CEMCAZ50,04/11/20,50.0
01CEMCAZ50,04/11/20,120.0
01CEMCAZ50,04/11/20,120.0
01CEMCAZ50,04/11/20,50.0
01CEMBIG,05/11/20,2.0
01CEMAGR,05/11/20,17.89
01CEMAGR,05/11/20,5.82
01CEMAGR,05/11/20,6.43
01CEMBIG,06/11/20,2.0
01CEMBIG,06/11/20,8.0
01CEMCAZ50,06/11/20,60.0
01CEMCAZ50,06/11/20,140.0
01CEMCAZ50,07/11/20,320.0
01ALREC,09/11/20,30.0
01CEMCAZ50,09/11/20,20.0
01CEMCAZ50,09/11/20,240.0
01CEMCAZ50,09/11/20,400.0
01CEMCAZ50,10/11/20,120.0
07PF18007HP,12/11/20,1.0
01CEMCAZ50,13/11/20,240.0
01CEMBIG,13/11/20,2.0
01CEMBIG,13/11/20,2.0
01CEMCAZ50,13/11/20,30.0
01CEMCAZ50,14/11/20,170.0
01CEMCAZ50,14/11/20,50.0
01CEMCAZ50,14/11/20,10.0
01GTRB,14/11/20,3.0
01CAL,16/11/20,5.0
01CEMCAZ50,16/11/20,5.0
01CEMCAZ50,16/11/20,50.0
01CEMCAZ50,16/11/20,6.0
01CEMCAZ50,16/11/20,80.0
01CEMBIG,18/11/20,2.0
01CAL,24/11/20,1.0
01CEMCAZ50,19/11/20,240.0
01CEMCAZ50,19/11/20,100.0
01CEMCAZ50,19/11/20,200.0
06CLA4,19/11/20,5.0
01CEMBIG,19/11/20,8.0
01CAL,21/11/20,5.0
01CEMCAZ50,21/11/20,5.0
01CEMBIG,23/11/20,2.0
01CEMBC,23/11/20,1.0
01VAR38,23/11/20,30.0
0611559,23/11/20,1.0
0611585,23/11/20,3.0
0611586,23/11/20,1.0
06CUÑ,23/11/20,1.0
01VAR112,24/11/20,12.0
01VAR58,24/11/20,3.0
01CEMBIG,24/11/20,4.0
01BLO15,24/11/20,50.0
01CEMCAZ50,24/11/20,10.0
01VAR38,25/11/20,30.0
03LA10126500,26/11/20,9.0
01CEMCAZ50,27/11/20,10.0
05COPPVC4,27/11/20,2.0
05PEGAD240,27/11/20,1.0
05TCV112,27/11/20,12.2
05TUBPVCN4,27/11/20,18.0
06LLANFB,27/11/20,1.0
05TANQES12,27/11/20,0.8
05TANQES12,27/11/20,0.2
0617025,27/11/20,1.0
0618535,27/11/20,1.0
06GUAN,27/11/20,4.0
01CEMCAZ50,28/11/20,240.0
01CEMCAZ50,30/11/20,50.0
01CAL,30/11/20,3.0
01CEMCAZ50,30/11/20,3.0
0618534,02/12/20,1.0
01CEMCAZ50,02/12/20,2.0
01CAL,02/12/20,2.0
01CEMBIG,03/12/20,2.0
01CEMBIG,03/12/20,2.0
01CEMBIG,03/12/20,2.0
01CEMBIG,03/12/20,2.0
01CEMCAZ50,04/12/20,160.0
01CEMCAZ50,04/12/20,160.0
01CEMCAZ50,07/12/20,200.0
01CEMCAZ50,07/12/20,5.0
01CEMCAZ50,07/12/20,3.0
01CEMBIG,08/12/20,4.0
01LADR5,08/12/20,500.0
01CEMBIG,17/12/20,2.0
01VAR38,09/12/20,10.0
01CEMCAZ50,09/12/20,50.0
01CEMCAZ50,10/12/20,20.0
01ALREC,11/12/20,4.4
01CEMCAZ50,11/12/20,11.0
01CEMBIG,11/12/20,8.0
01CEMCAZ50,12/12/20,240.0
01CEMBIG,14/12/20,8.0
01CEMBIG,15/12/20,2.0
01CEMCAZ50,15/12/20,54.0
01CEMCAZ50,15/12/20,200.0
01CEMBIG,15/12/20,8.0
01CEMAGR,15/12/20,16.86
01CEMAGR,15/12/20,12.06
01CEMAGR,16/12/20,17.0
01CEMBIG,16/12/20,2.0
01CEMAGR,16/12/20,16.31
01CEMCAZ50,17/12/20,30.0
01CEMBIG,17/12/20,2.0
01CEMCAZ50,17/12/20,250.0
01CEMAGR,17/12/20,18.65
01CEMAGR,17/12/20,17.0
01CEMAGR,17/12/20,0.42
01CEMBIG,18/12/20,2.0
01CAS122,19/12/20,36.0
05EXXTGT,19/12/20,1.0
06LAVGR6060,19/12/20,0.3
08TAZTAN1,19/12/20,1.0
01CEMAGR,19/12/20,15.81
01CEMCAZ50,21/12/20,50.0
01CEMCAZ50,21/12/20,120.0
01CEMCAZ50,21/12/20,35.0
01CEMCAZ50,21/12/20,40.0
01CEMAGR,22/12/20,16.44
01CEMBIG,23/12/20,2.0
01CEMBIG,23/12/20,1.0
01CEMBIG,23/12/20,1.0
01CEMBIG,23/12/20,4.0
01CEMBIG,23/12/20,2.0
01CEMBIG,23/12/20,2.0
01CEMBIG,23/12/20,2.0
01CEMAGR,23/12/20,17.16
01CEMCAZ50,28/12/20,35.0
01CEMCAZ50,28/12/20,400.0
01CEMCAZ50,28/12/20,205.0
01CEMAGR,28/12/20,17.62
03POL1210,08/02/21,165.0
03PP30018,08/02/21,14.0
04HDCM14,08/02/21,2.0
04HSI2178,08/02/21,2.0
01CEMCAZ50,29/12/20,240.0
01CEMBIG,30/12/20,2.0
01CEMBIG,30/12/20,1.0
01CEMBIG,30/12/20,1.0
01CEMBIG,30/12/20,2.0
01CEMBIG,30/12/20,2.0
01CEMCAZ50,31/12/20,140.0
01CEMAGR,31/12/20,12.97
01CEMBIG,04/01/21,2.0
01CEMCAZ50,04/01/21,50.0
01CEMCAZ50,04/01/21,40.0
01CEMCAZ50,04/01/21,240.0
01CEMCAZ50,05/01/21,100.0
01CEMCAZ50,05/01/21,60.0
01CEMBIG,06/01/21,4.0
01CEMAGR,06/01/21,17.77
01CEMCAZ50,07/01/21,80.0
GTRAS,07/01/21,1.0
01CEMCAZ50,07/01/21,240.0
01CEMCAZ50,07/01/21,240.0
03VGIPR842,07/01/21,274.5
03VGIPR842,07/01/21,274.5
01CEMBIG,07/01/21,2.0
03LGP41026,07/01/21,6.0
01CEMBIG,08/01/21,2.0
01CEMAGR,08/01/21,18.83
01CEMAGR,09/01/21,11.75
01CEMBIG,11/01/21,4.0
03PL41014,11/01/21,253.4
CORT,11/01/21,2.0
01CEMCAZ50,12/01/21,60.0
01CEMCAZ50,13/01/21,120.0
01CEMCAZ50,13/01/21,80.0
01CEMBIG,13/01/21,2.0
01CEMAGR,13/01/21,19.41
01CEMBIG,14/01/21,2.0
01CEMCAZ50,14/01/21,105.0
01CEMCAZ50,14/01/21,100.0
01CEMCAZ50,14/01/21,100.0
01CEMCAZ50,14/01/21,100.0
01CEMCAZ50,14/01/21,100.0
01CEMCAZ50,14/01/21,11.0
01CEMCAZ50,15/01/21,80.0
01CEMAGR,16/01/21,7.42
01CEMAGR,16/01/21,24.85
01CEMAGR,16/01/21,17.9
01CEMAGR,16/01/21,17.99
01ALREC,16/01/21,58.0
01EST1525,16/01/21,248.0
01VAR112,16/01/21,80.0
01VAR38,16/01/21,9.0
01VAR58,16/01/21,2.0
01CEMCAZ50,18/01/21,200.0
01CEMCAZ50,18/01/21,260.0
01CEMCAZ50,19/01/21,120.0
01CEMCAZ50,19/01/21,40.0
01CEMCAZ50,19/01/21,50.0
01CEMAGR,19/01/21,19.13
01CEMCAZ50,19/01/21,400.0
03ANG181,20/01/21,4.8
01CEMCAZ50,20/01/21,200.0
01ALREC,20/01/21,50.0
01ARM538,20/01/21,14.0
01MALSOL6,20/01/21,100.0
06CLA212,20/01/21,2.0
01CEMAGR,20/01/21,18.41
01CEMCAZ50,20/01/21,400.0
01CEMAGR,21/01/21,17.17
01CEMBIG,21/01/21,2.0
01CEMBIG,21/01/21,8.0
01BLO15,21/01/21,500.0
01CEMCAZ50,21/01/21,10.0
01CEMBIG,21/01/21,2.0
01CEMCAZ50,21/01/21,50.0
01CEMAGR,22/01/21,16.72
01ARM538,22/01/21,50.0
01BLO15,22/01/21,500.0
01CEMBIG,22/01/21,2.0
01CEMBIG,23/01/21,2.0
01CEMAGR,23/01/21,17.87
01CEMBIG,23/01/21,2.0
01CEMBIG,23/01/21,1.0
01CEMBIG,23/01/21,1.0
01BLO15,25/01/21,160.0
01ARM1538,26/01/21,25.0
01CEMCAZ50,26/01/21,20.0
06CLA112,26/01/21,1.0
01BLO15,26/01/21,1000.0
01CEMCAZ50,26/01/21,20.0
01MALSOL6,26/01/21,50.0
01CEMBIG,26/01/21,2.0
01CEMCAZ50,27/01/21,200.0
01CEMBIG,27/01/21,6.0
01CEMBIG,27/01/21,6.0
01CEMCAZ50,27/01/21,50.0
01CEMCAZ50,27/01/21,65.0
01CEMAGR,27/01/21,17.74
01CEMCAZ50,27/01/21,400.0
01CEMCAZ50,28/01/21,240.0
03LPCR726,28/01/21,1.0
