Claart,Fecfac,Cant
01CEMBIG,04/05/21,2.0
01ARM124,05/05/21,2.0
01VAR38,05/05/21,1.0
01CEMCAZ50,05/05/21,40.0
01CEMCAZ50,05/05/21,40.0
01CEMCAZ50,05/05/21,80.0
01CEMAGR,05/05/21,50.36
01CEMCAZ50,05/05/21,50.0
01ALAM,05/05/21,100.0
01ALAM,06/05/21,15.0
06CLA2,06/05/21,1.0
06CLA212,06/05/21,2.0
01CEMCAZ50,06/05/21,80.0
01ARM1543,06/05/21,4.0
05RBPVC112,06/05/21,4.0
05TUBPVCHA12,06/05/21,3.0
06CABZ54,06/05/21,1.0
06CLA212,06/05/21,2.0
06CLAC212,06/05/21,1.0
01CEMCAZ50,06/05/21,20.0
01ALAM,06/05/21,50.0
01VAR38,06/05/21,60.0
01VAR38K,06/05/21,150.0
08POL1234,06/05/21,100.0
01ALREC,06/05/21,10.0
08CAJCHR,06/05/21,10.0
08CAJO,06/05/21,10.0
01ALREC,06/05/21,5.0
01VAR38,06/05/21,10.0
01BAB1030,06/05/21,600.0
01VAR112,07/05/21,5.0
01VAR34,07/05/21,35.0
01VAR38,07/05/21,100.0
01VAR38,07/05/21,50.0
01CEMB,07/05/21,2.0
01CEMCAZ50,07/05/21,1.0
05PEGAD240,07/05/21,1.0
06COLCA,07/05/21,2.0
06COLCR,07/05/21,1.0
01CEMCAZ50,07/05/21,10.0
06TP120LT,07/05/21,1.0
03PTR214,07/05/21,295.0
01CEMAGR,08/05/21,37.85
01CEMAGR,08/05/21,12.58
01CEMCAZ50,08/05/21,10.0
01CEMBIG,10/05/21,2.0
01CEMB,10/05/21,4.0
06COLCA,10/05/21,4.0
06COLCR,10/05/21,1.0
01CEMCAZ50,10/05/21,0.2
01CEMCAZ50,10/05/21,0.2
01CEMCAZ50,10/05/21,0.6
01CEMCAZ50,10/05/21,3.0
01CEMCAZ50,10/05/21,10.0
01PAB,10/05/21,40.0
05TUBPVCN3,10/05/21,3.0
06CUBREBOK,10/05/21,1.0
01CEMCAZ50,10/05/21,80.0
01CEMCAZ50,10/05/21,40.0
01CEMCAZ50,10/05/21,80.0
01CEMCAZ50,10/05/21,60.0
01CEMCAZ50,10/05/21,100.0
01CEMCAZ50,10/05/21,100.0
01CEMAGR,10/05/21,25.1
01VAR38,11/05/21,20.0
01BLO15,11/05/21,400.0
01CEMBIG,11/05/21,2.0
01VAR38,11/05/21,90.0
03SOL3162,11/05/21,12.0
01CAL,11/05/21,5.0
01CEMCAZ50,11/05/21,10.0
06ESPON,11/05/21,2.0
01CEMCAZ50,11/05/21,40.0
01CEMCAZ50,11/05/21,40.0
01CEMCAZ50,11/05/21,10.0
01ALREC,11/05/21,10.0
03PR20018,12/05/21,105.6
06PENM1,12/05/21,2.0
06T501,12/05/21,3.0
01VAR34R,12/05/21,6.0
01CEMBIG,12/05/21,2.0
01CEMBIG,12/05/21,2.0
01CEMCAZ50,12/05/21,40.0
03PC20018,13/05/21,150.8
03PR17518,13/05/21,108.0
01CEMCAZ50,13/05/21,50.0
01CEMCAZ50,13/05/21,100.0
01CEMCAZ50,13/05/21,120.0
01CEMCAZ50,13/05/21,40.0
04HPALCN,13/05/21,1.0
0615418,13/05/21,1.0
06LLANFB,13/05/21,1.0
01ALREC,13/05/21,10.0
01ARM204,13/05/21,6.0
06CLA212,13/05/21,3.0
06CLAC212,13/05/21,1.0
01BAB1030,13/05/21,820.0
06CLA212,13/05/21,25.0
01CEMCAZ50,13/05/21,10.0
01BLO15,13/05/21,400.0
01CEMCAZ50,13/05/21,40.0
01BLO15,14/05/21,850.0
01VAR112,14/05/21,13.0
01VAR38,14/05/21,6.0
05PEGAD500,14/05/21,8.0
05PVCCH345,14/05/21,2.0
05PVCCOH322,14/05/21,2.0
05TAPHGAL12,14/05/21,40.0
05TC3,14/05/21,3.0
05TEEPVCH33,14/05/21,2.0
05TUBKIT,14/05/21,250.0
05VCB3,14/05/21,1.0
06CINT12,14/05/21,18.0
05ABRPVC312,14/05/21,37.0
05ADAPMPK12,14/05/21,80.0
05CR076,14/05/21,2.0
05EPNE03,14/05/21,2.0
05EXE3,14/05/21,1.0
03ANG1834,14/05/21,5.6
03LG31020,14/05/21,1.0
03PTR114,14/05/21,4.2
03PTR2114,14/05/21,6.6
04DISCAU778,14/05/21,4.0
04HDD412,14/05/21,3.0
04HSI2176,14/05/21,1.0
0611688,14/05/21,1.0
06CINAIS6018,14/05/21,1.0
05PERTX115,14/05/21,7.0
01BLO12,14/05/21,300.0
01CEMCAZ50,14/05/21,5.0
01ARM12204,14/05/21,5.0
01CEMCAZ50,14/05/21,5.0
06CLA212,14/05/21,10.0
01CAL,14/05/21,40.0
01CEMCAZ50,14/05/21,20.0
01CEMAGR,14/05/21,16.95
01CEMCAZ50,15/05/21,40.0
01CEMCAZ50,15/05/21,5.0
01CEMCAZ50,15/05/21,40.0
01CEMCAZ50,15/05/21,100.0
01CEMCAZ50,17/05/21,5.0
02PANN2,17/05/21,45.0
05EEPVC3,17/05/21,1.0
05TRD263,17/05/21,26.0
01CAL,17/05/21,5.0
0615408,17/05/21,2.0
01CEMCAZ50,17/05/21,40.0
01ALREC,18/05/21,15.0
06CLA212,18/05/21,5.0
06CLAC2,18/05/21,2.0
04HPASR05,18/05/21,2.0
06CLAC212,18/05/21,20.0
01CEMCAZ50,18/05/21,10.0
01CEMAGR,18/05/21,50.3
03LA7226518,18/05/21,28.0
01CEMCAZ50,18/05/21,100.0
01CEMCAZ50,18/05/21,20.0
01CEMCAZ50,18/05/21,10.0
05FESLTO,18/05/21,1.0
01CEMCAZ50,19/05/21,40.0
02CFV4,19/05/21,1.0
02COMPP,19/05/21,2.0
02EPP6305,19/05/21,10.0
02TORP114,19/05/21,100.0
02TORS118PF,19/05/21,200.0
01PAB,19/05/21,6.0
01VAR34,19/05/21,4.0
01PAB,19/05/21,3.0
01PAB,19/05/21,1.0
01ALREC,19/05/21,70.0
01BOQA,19/05/21,6.0
01BLO15T,19/05/21,864.0
01BLO15T,19/05/21,300.0
01CEMCAZ50,19/05/21,15.0
01VAR38,19/05/21,20.0
03LGP31024,19/05/21,9.0
01CAL,20/05/21,1.0
0620402,20/05/21,3.0
0621025,20/05/21,3.0
0621026,20/05/21,1.0
062503,20/05/21,2.0
06CUBREBOK,20/05/21,5.0
05COPPVC4,20/05/21,20.0
05LPV500,20/05/21,10.0
05PEGAD500,20/05/21,10.0
05TUBPVCALS20,20/05/21,11.0
05TUBPVCN4,20/05/21,186.0
06ESTOP,20/05/21,1.0
01CAL,20/05/21,2.0
01CEMCAZ50,20/05/21,5.0
01CEMCAZ50,20/05/21,80.0
01ARM124,20/05/21,3.0
02PERM,20/05/21,5.0
02PERM,20/05/21,1.0
01CEMAGR,20/05/21,25.11
01VAR38K,21/05/21,150.0
01CEMBIG,21/05/21,2.0
01CEMCAZ50,22/05/21,80.0
01CEMCAZ50,22/05/21,100.0
02CINJ,24/05/21,1.0
02COMST21,24/05/21,6.0
01CEMCAZ50,24/05/21,20.0
06POLH2,24/05/21,300.0
GTRAS,24/05/21,1.0
01ALREC,24/05/21,30.0
01VAR112R,24/05/21,50.0
01VAR38,24/05/21,150.0
01VAR58R,24/05/21,50.0
06CLA212,24/05/21,2.0
06CLA4,24/05/21,0.94
06DD781,24/05/21,3.0
01CEMCAZ50,24/05/21,20.0
01MALSOL6,24/05/21,6.0
01CEMCAZ50,24/05/21,3.5
01CEMCAZ50,24/05/21,4.5
01ALREC,25/05/21,54.8
01VAR38,25/05/21,150.0
01CEMCAZ50,25/05/21,5.0
01ARM1543,25/05/21,1.0
01ARM204,25/05/21,11.0
01CEMCAZ50,25/05/21,20.0
06SIWKMET,25/05/21,2.0
03LPC122549,25/05/21,4.0
03PHP3T,25/05/21,6.0
03PU366T,25/05/21,3.0
06ARAPLAMC,25/05/21,200.0
06PIJ141PLAM,25/05/21,200.0
01CEMCAZ50,25/05/21,5.0
06CLA212,25/05/21,3.0
06CLA4,25/05/21,2.0
06CLAC212,25/05/21,2.0
01CEMCAZ50,25/05/21,40.0
01CEMAGR,25/05/21,50.2
01CEMCAZ50,26/05/21,20.0
01CAL,26/05/21,5.0
06LPC2102446,26/05/21,0.5
01BLO15,26/05/21,1200.0
01BLO15,26/05/21,1200.0
01BLO15,27/05/21,200.0
01CEMCAZ50,28/05/21,10.0
06CLA212,28/05/21,2.0
01CEMCAZ50,28/05/21,10.0
01CEMCAZ50,28/05/21,60.0
01BAB1030,28/05/21,30.0
01CEMCAZ50,28/05/21,40.0
01CAL,29/05/21,8.0
01CEMCAZ50,29/05/21,17.0
01CEMCAZ50,29/05/21,40.0
01CEMAGR,29/05/21,50.4
01VAR38,31/05/21,250.0
01CEMCAZ50,31/05/21,20.0
03LAPR101266,31/05/21,4.0
01YEM,31/05/21,7.0
01CAL,31/05/21,20.0
01CEMCAZ50,31/05/21,10.0
01VAR38,31/05/21,10.0
05TUBPVCN4,31/05/21,18.0
03LAMGT305,31/05/21,16.0
06TAQA383,31/05/21,50.0
01ALREC,01/06/21,25.0
01CEMCAZ50,01/06/21,30.0
01CEMAGR,01/06/21,25.28
01CEMCAZ50,01/06/21,5.0
01BAB1030,02/06/21,400.0
06CLA4,02/06/21,1.5
06CLAC212,02/06/21,2.0
06CODP3,02/06/21,12.0
08BICCH8,02/06/21,5.0
08CAJO,02/06/21,8.0
08POL1234,02/06/21,30.0
01ALREC,02/06/21,10.0
01CEMCAZ50,02/06/21,1.0
06CLA212,02/06/21,5.0
01CAL,02/06/21,5.0
01CEMCAZ50,02/06/21,30.0
01CEMCAZ50,02/06/21,70.0
01ALREC,02/06/21,45.23
01CEMCAZ50,02/06/21,5.0
01VAR112,02/06/21,8.0
01VAR38,02/06/21,1.0
02COMPP,02/06/21,2.0
01CAL,02/06/21,5.0
01CEMCAZ50,02/06/21,10.0
01CEMAGR,02/06/21,17.26
01CAL,03/06/21,5.0
01CEMCAZ50,03/06/21,5.0
01CEMCAZ50,03/06/21,40.0
01ALREC,03/06/21,30.0
06CLA212,03/06/21,25.0
01CEMCAZ50,04/06/21,80.0
01CEMCAZ50,04/06/21,75.0
0620401,04/06/21,3.0
0621025,04/06/21,2.0
01CEMCAZ50,04/06/21,50.0
01CEMCAZ50,04/06/21,5.0
05COPPVC4,04/06/21,1.0
05PEGADO50,04/06/21,1.0
06CLA212,04/06/21,4.0
06CLA4,04/06/21,2.0
01CEMAGR,04/06/21,17.48
01CEMCAZ50,05/06/21,10.0
01CEMCAZ50,05/06/21,40.0
01CAL,05/06/21,20.0
05LLAVEDCD,05/06/21,2.0
01VAR38,07/06/21,30.0
01CEMCAZ50,05/06/21,50.0
05COPPVC4,07/06/21,2.0
05PEGAD500,07/06/21,1.0
05TUBPVCN4,07/06/21,6.0
01ALAM,07/06/21,600.0
01VAR38,07/06/21,10.0
02PANN2,07/06/21,2.0
01CEMBIG,07/06/21,2.0
01ALAM,07/06/21,15.0
01ALREC,07/06/21,30.0
01ARM204,07/06/21,5.0
01VAR112,07/06/21,7.0
01VAR38,07/06/21,80.0
01CEMCAZ50,07/06/21,20.0
01CEMAGR,07/06/21,17.38
02COMSL5,08/06/21,1.0
06LIJAESM,08/06/21,5.0
01CEMCAZ50,08/06/21,50.0
01CEMBIG,08/06/21,2.0
01ALREC,08/06/21,7.0
06CLA212,08/06/21,5.0
06CLAC212,08/06/21,1.0
01VAR38,08/06/21,20.0
01CEMAGR,08/06/21,17.75
01ALAM,09/06/21,380.0
01ARM204,09/06/21,42.0
01VAR112,09/06/21,55.0
01VAR38,09/06/21,155.0
01VAR112,09/06/21,2.0
01CEMCAZ50,09/06/21,10.0
01CEMCAZ50,09/06/21,5.0
04DISCAU778,09/06/21,4.0
01VAR38,10/06/21,3.0
01ALREC,10/06/21,20.0
03LPCV183,10/06/21,2.7
06CLA212,10/06/21,3.0
06CLAC212,10/06/21,1.5
01ARM204,10/06/21,5.0
01CEMCAZ50,10/06/21,15.0
06CLA2,10/06/21,3.0
06CLA212,10/06/21,7.0
08POL12,10/06/21,100.0
01VAR38,10/06/21,3.0
01ARM1543,10/06/21,13.0
01BAB1030,10/06/21,2.0
01BAB1030,10/06/21,210.0
01BAB1030,10/06/21,88.0
01VAR38,10/06/21,5.0
03LPCV183,10/06/21,0.3
01CEMCAZ50,11/06/21,20.0
01CEMCAZ50,11/06/21,120.0
01ARM204,11/06/21,1.0
01VAR38,11/06/21,2.0
08CAJO,11/06/21,7.0
08POLF12,11/06/21,30.0
06DROPS,11/06/21,4.0
01ALREC,11/06/21,20.0
01ARM1543,11/06/21,1.0
01CEMCAZ50,11/06/21,9.0
01CEMCAZ50,11/06/21,16.0
01BLO12,11/06/21,50.0
01CEMCAZ50,11/06/21,5.0
01CEMCAZ50,12/06/21,40.0
01CEMBIG,23/06/21,2.0
06CLA212,14/06/21,25.0
01CEMCAZ50,14/06/21,6.0
01CAL,14/06/21,7.0
01CEMCAZ50,14/06/21,2.0
01CEMCAZ50,14/06/21,30.0
01VAR38,14/06/21,55.0
08CAJO,14/06/21,6.0
08POL12,14/06/21,40.0
03LAP41022,14/06/21,0.5
01CEMCAZ50,14/06/21,10.0
04HTAQ38,14/06/21,6.0
05CHUH1142,14/06/21,1.0
05COFLAV121226,14/06/21,3.0
05LAVB,14/06/21,3.0
05TANB,14/06/21,3.0
05TAZB,14/06/21,3.0
0649279,14/06/21,2.0
01VAR38,14/06/21,60.0
01CEMCAZ50,14/06/21,68.0
01CEMAGR,14/06/21,34.39
01CEMAGR,14/06/21,15.93
01CEMCAZ50,15/06/21,10.0
01TEJMC30,15/06/21,28.0
01ALREC,15/06/21,70.0
06CLA212,15/06/21,25.0
01ALREC,15/06/21,5.0
01CAL,15/06/21,5.0
01COMB34,15/06/21,1.0
01VAR38,15/06/21,10.0
06CLA212,15/06/21,2.0
01CEMCAZ50,16/06/21,10.0
01VAR34,16/06/21,17.0
01VAR38,16/06/21,84.0
01VAR112,16/06/21,34.0
01ALAM,16/06/21,20.0
01ALREC,16/06/21,39.0
01BLO15,16/06/21,450.0
01CEMBIG,16/06/21,2.0
01VAR112,16/06/21,10.0
01VAR38,16/06/21,3.0
06CLA212,16/06/21,5.0
06CLA4,16/06/21,5.0
06CLAC3,16/06/21,5.0
01CEMCAZ50,16/06/21,7.0
01CEMAGR,16/06/21,17.02
01CEMCAZ50,17/06/21,80.0
01ALREC,17/06/21,5.0
01BLO15,17/06/21,540.0
01CAL,17/06/21,5.0
01COMB34,17/06/21,2.0
01VAR38,17/06/21,10.0
06CLA212,17/06/21,1.0
01CEMCAZ50,17/06/21,120.0
01VAR112,18/06/21,8.0
01BLO15,18/06/21,4000.0
01VAR1,18/06/21,8.0
01VAR34,18/06/21,6.0
01CEMCAZ50,18/06/21,100.0
01CEMBIG,18/06/21,2.0
01CEMBIG,18/06/21,2.0
01CEMBIG,18/06/21,2.0
01CEMBIG,18/06/21,2.0
01CEMAGR,18/06/21,18.47
01CEMCAZ50,19/06/21,20.0
0612671,19/06/21,0.58
0621459,19/06/21,1.0
06ABRASF6,19/06/21,2.0
06CONMX12,19/06/21,1.0
01VAR38,19/06/21,500.0
01TEJMC30,19/06/21,10.0
01CAL,19/06/21,5.0
01CEMCAZ50,19/06/21,20.0
01CEMAGR,21/06/21,12.13
01CEMAGR,21/06/21,38.22
01VAR38,21/06/21,30.0
01CAL,21/06/21,20.0
01CEMCAZ50,21/06/21,10.0
01BLO15,21/06/21,200.0
06RA150V,21/06/21,3.0
01ALREC,21/06/21,20.0
01CEMBIG,22/06/21,2.0
03LAMGT366,22/06/21,3.0
01BLO15,23/06/21,200.0
01CAL,23/06/21,5.0
06CLAC212,23/06/21,3.0
01ARM124,23/06/21,15.0
01BLO15,23/06/21,1600.0
01CEMCAZ50,23/06/21,5.0
01CEMAGR,23/06/21,0.88
01VAR34,23/06/21,6.0
01CEMCAZ50,23/06/21,90.0
01VAR38,24/06/21,10.0
01VAR112,24/06/21,10.0
01CEMCAZ50,24/06/21,30.0
01BLO15,24/06/21,200.0
01VAR38,24/06/21,10.0
01CAL,24/06/21,15.0
01CEMCAZ50,24/06/21,40.0
01CEMCAZ50,24/06/21,40.0
01CEMCAZ50,24/06/21,10.0
01CEMCAZ50,24/06/21,120.0
01VAR38,24/06/21,20.0
03LAMGT427,24/06/21,4.0
03VRED12,24/06/21,12.4
04HTEJ1,24/06/21,1.0
01CEMAGR,24/06/21,50.37
01CEMCAZ50,25/06/21,100.0
01VAR38,25/06/21,20.0
01CEMCAZ50,25/06/21,100.0
03CP,25/06/21,5.0
01CEMAGR,25/06/21,1.55
01CEMAGR,26/06/21,2.38
01CEMCAZ50,26/06/21,2.0
01CEMAGR,26/06/21,1.07
01BP5,26/06/21,1.0
01CEMBIG,26/06/21,2.0
01CEMBIG,26/06/21,1.0
01CEMBIG,26/06/21,1.0
01CEMBIG,26/06/21,2.0
01CEMBIG,26/06/21,2.0
01CEMAGR,26/06/21,25.34
01CEMBIG,26/06/21,2.0
01CEMCAZ50,26/06/21,2.0
01CEMBIG,26/06/21,2.0
01ALAM,28/06/21,200.0
01MALSOL10,28/06/21,200.0
01VAR38,28/06/21,10.0
01CEMAGR,28/06/21,1.98
01CAL,28/06/21,10.0
01CEMCAZ50,28/06/21,20.0
01CEMAGR,28/06/21,1.91
01CEMAGR,28/06/21,1.74
01CEMAGR,28/06/21,1.66
01CAL,29/06/21,10.0
01CAL,29/06/21,10.0
01CEMAGR,29/06/21,2.47
01CEMCAZ50,29/06/21,40.0
01CEMAGR,29/06/21,1.75
01CEMAGR,29/06/21,1.88
01CEMAGR,29/06/21,2.42
01CEMCAZ50,29/06/21,50.0
01BAB1030,29/06/21,500.0
01ALREC,29/06/21,10.0
01COMB34,29/06/21,2.0
01EST1520,29/06/21,15.6
01CEMCAZ50,30/06/21,10.0
01CAS6520,30/06/21,50.0
01CEMAGR,30/06/21,2.39
01CEMCAZ50,30/06/21,60.0
01CEMBIG,30/06/21,2.0
01CEMBIG,30/06/21,2.0
01CEMBIG,30/06/21,2.0
01CEMBIG,30/06/21,4.0
01CEMAGR,30/06/21,0.27
01CEMBIG,30/06/21,2.0
01COMB34,30/06/21,2.0
01VAR38,30/06/21,10.0
01CEMAGR,30/06/21,2.8
01CEMAGR,30/06/21,2.95
01CEMCAZ50,30/06/21,400.0
01ARM1543,30/06/21,7.0
01MALSOL6,30/06/21,75.0
01VAR38,30/06/21,5.0
01CEMBIG,01/07/21,2.0
01CEMAGR,01/07/21,1.51
01CEMCAZ50,01/07/21,100.0
01CEMCAZ50,01/07/21,60.0
03LPC183EC,01/07/21,0.9
01CEMAGR,01/07/21,25.12
01VAR38,01/07/21,25.0
01CEMCAZ50,02/07/21,10.0
05SILL104,02/07/21,20.0
01BAB1030,02/07/21,420.0
01VAR38,02/07/21,20.0
01CEMCAZ50,02/07/21,20.0
04DISCAU778,03/07/21,4.0
01CEMAGR,02/07/21,3.22
01CEMAGR,02/07/21,0.73
01CEMAGR,02/07/21,2.35
01CEMAGR,02/07/21,2.97
01CEMAGR,02/07/21,0.88
01CEMAGR,02/07/21,3.48
01BAB15,03/07/21,750.0
01CEMCAZ50,03/07/21,60.0
01VAR112,03/07/21,70.0
01VAR38,03/07/21,10.0
01VAR58R,03/07/21,9.0
06CLA212,03/07/21,4.0
06CLAC212,03/07/21,1.0
GTRAS,03/07/21,1.0
01ALREC,03/07/21,40.0
01CEMCAZ50,03/07/21,200.0
01VAR112,03/07/21,40.0
01VAR38,03/07/21,200.0
06BLOKVIDRIO,03/07/21,20.0
05COPVC8,03/07/21,4.0
05PEGAD500,03/07/21,1.0
05PVCR108,03/07/21,3.0
05TUBPVCN8,03/07/21,5.0
01CEMAGR,03/07/21,21.67
01CEMAGR,03/07/21,3.47
01ALREC,03/07/21,20.0
01CAL,03/07/21,5.0
01CEMCAZ50,03/07/21,10.0
06CLA212,03/07/21,20.0
01VAR1R,05/07/21,7.0
01VAR34,05/07/21,27.0
01VAR38,05/07/21,4.0
01VAR112,05/07/21,2.0
01CEMCAZ50,05/07/21,20.0
06CLA212,05/07/21,5.0
01ALREC,05/07/21,10.0
01VAR34,05/07/21,31.0
01CEMCAZ50,05/07/21,100.0
01CAL,05/07/21,10.0
01CEMBIG,05/07/21,2.0
01CEMAGR,05/07/21,25.42
01ALAM,06/07/21,200.0
01CEMCAZ50,06/07/21,40.0
01ARM204,06/07/21,14.0
01VAR38,06/07/21,200.0
01CEMCAZ50,06/07/21,200.0
01BLO15,06/07/21,400.0
01CAL,06/07/21,3.0
01VAR38,06/07/21,300.0
01CEMCAZ50,06/07/21,700.0
01CEMCAZ50,06/07/21,13.0
01CEMCAZ50,06/07/21,8.0
01CEMCAZ50,06/07/21,13.0
01CEMCAZ50,06/07/21,13.0
01CEMCAZ50,06/07/21,13.0
01CEMCAZ50,06/07/21,13.0
01CEMCAZ50,06/07/21,13.0
01CEMCAZ50,06/07/21,13.0
01CEMCAZ50,06/07/21,13.0
01CEMCAZ50,06/07/21,13.0
01CEMCAZ50,06/07/21,13.0
01CEMCAZ50,06/07/21,13.0
01CEMCAZ50,06/07/21,13.0
01CEMCAZ50,06/07/21,13.0
01CEMCAZ50,06/07/21,13.0
01CEMCAZ50,06/07/21,13.0
01CEMCAZ50,06/07/21,13.0
01CEMCAZ50,06/07/21,13.0
01CEMCAZ50,06/07/21,13.0
01CEMCAZ50,06/07/21,13.0
01CEMCAZ50,06/07/21,13.0
01CEMCAZ50,06/07/21,13.0
01CEMCAZ50,06/07/21,13.0
01CEMCAZ50,06/07/21,13.0
01CEMCAZ50,06/07/21,13.0
01CEMAGR,06/07/21,2.54
01CEMAGR,07/07/21,3.05
06CLAC2,07/07/21,1.0
06CLAC212,07/07/21,1.0
01CEMCAZ50,07/07/21,120.0
01CEMCAZ50,07/07/21,20.0
01CEMCAZ50,07/07/21,5.0
01CEMAGR,07/07/21,3.2
01CEMAGR,07/07/21,3.17
01CEMCAZ50,07/07/21,5.0
01CEMAGR,08/07/21,2.6
0614223,08/07/21,1.0
0620401,08/07/21,1.0
01CEMAGR,08/07/21,3.42
01CEMAGR,08/07/21,2.67
01CEMCAZ50,08/07/21,5.0
01CEMBIG,08/07/21,4.0
01CEMBIG,08/07/21,2.0
01ALAM,09/07/21,200.0
01CEMAGR,09/07/21,3.12
01CEMBIG,09/07/21,2.0
01CEMCAZ50,09/07/21,100.0
01CEMAGR,09/07/21,3.6
01CEMCAZ50,09/07/21,3.0
01CEMAGR,09/07/21,16.61
01CEMBIG,09/07/21,2.0
01CEMBIG,09/07/21,2.0
03160PSM18,09/07/21,8.6
03ANG141,09/07/21,42.0
03PR20018,09/07/21,35.2
03PTR214,09/07/21,28.0
01CEMCAZ50,10/07/21,20.0
01CAL,12/07/21,10.0
01VAR38,12/07/21,130.0
01CEMAGR,12/07/21,50.19
01VAR112,13/07/21,27.0
01VAR38,13/07/21,35.0
01ALREC,13/07/21,20.0
01ARM1543,13/07/21,15.0
01BLO15,13/07/21,200.0
01VAR112,13/07/21,23.0
01BLO15,13/07/21,200.0
01COMB34,14/07/21,4.0
01EST1520,14/07/21,9.2
01EST1525,14/07/21,86.0
01ALREC,14/07/21,7.0
01ARM1538,14/07/21,4.0
01BLO15,14/07/21,300.0
01VAR38,14/07/21,40.0
01EST1520,14/07/21,84.4
01CEMCAZ50,14/07/21,150.0
01ARM204,14/07/21,3.0
01CEMCAZ50,14/07/21,5.0
05COPPVC3,14/07/21,1.0
05PEGAD120,14/07/21,1.0
05TUBPVCN3,14/07/21,6.0
01ARM204,14/07/21,10.0
01CEMCAZ50,14/07/21,20.0
01ALREC,15/07/21,4.0
06CLA4,15/07/21,2.0
01CAL,15/07/21,1.0
01CEMCAZ50,15/07/21,1.0
01CAL,15/07/21,1.0
01CEMCAZ50,15/07/21,1.0
01CEMAGR,15/07/21,3.72
01CEMAGR,16/07/21,3.49
01CEMCAZ50,16/07/21,40.0
01VAR38,16/07/21,10.0
01CEMCAZ50,16/07/21,200.0
01CEMAGR,16/07/21,3.15
01CEMBIG,16/07/21,2.0
01BAB1030,17/07/21,1400.0
01CEMAGR,17/07/21,2.74
01CEMBIG,17/07/21,2.0
01CEMCAZ50,17/07/21,2.0
01MALSOL10,17/07/21,100.0
01VAR38,17/07/21,80.0
01CEMBIG,17/07/21,4.0
01CEMBIG,17/07/21,4.0
0615400,17/07/21,1.0
01CEMAGR,17/07/21,1.39
01CEMAGR,17/07/21,18.79
01VAR38,19/07/21,300.0
01CEMAGR,19/07/21,2.76
01CEMAGR,19/07/21,2.72
01CEMAGR,19/07/21,1.9
01ROB15,19/07/21,97.0
01CEMAGR,20/07/21,1.48
01BLO15,20/07/21,200.0
01CAL,20/07/21,7.0
01CEMAGR,20/07/21,2.84
01CEMCAZ50,20/07/21,50.0
01CEMAGR,20/07/21,50.4
01ALREC,20/07/21,10.0
01CEMCAZ50,20/07/21,10.0
01SON15,20/07/21,4.0
06CLA212,20/07/21,1.0
01CEMBIG,20/07/21,4.0
01CEMAGR,20/07/21,2.92
01CEMCAZ50,21/07/21,15.0
01VAR112,21/07/21,50.0
01VAR38,21/07/21,100.0
01CEMAGR,21/07/21,2.5
01ALREC,21/07/21,50.0
01CEMCAZ50,21/07/21,150.0
01CEMCAZ50,21/07/21,40.0
01ALREC,21/07/21,5.0
01BAB1030,21/07/21,295.0
01BAB1030,21/07/21,15.0
01VAR38,21/07/21,150.0
01CEMAGR,22/07/21,2.34
01CEMCAZ50,22/07/21,300.0
01ALREC,22/07/21,10.0
01EST1530,22/07/21,60.0
01VAR38,22/07/21,50.0
06CLA212,22/07/21,25.0
01VAR38,22/07/21,30.0
01ARM1538,22/07/21,10.0
01CAL,22/07/21,7.0
03LA10126500,23/07/21,12.0
04HPPB141,23/07/21,100.0
01VAR38,23/07/21,80.0
01VAR38,23/07/21,34.0
01ALAM,23/07/21,50.0
01VAR112R,23/07/21,23.0
01ALAM,23/07/21,50.0
01VAR38,23/07/21,130.0
01VAR112,23/07/21,5.0
01VAR38,23/07/21,41.0
01CEMCAZ50,23/07/21,100.0
01VAR112R,23/07/21,56.0
01CEMCAZ50,24/07/21,20.0
01CEMAGR,24/07/21,15.15
01CEMBIG,26/07/21,2.0
01VAR38,26/07/21,200.0
01CEMBIG,26/07/21,2.0
03PTR214,26/07/21,8.8
06T501,26/07/21,2.0
01BLO15,26/07/21,200.0
01CEMCAZ50,26/07/21,10.0
01CEMCAZ50,26/07/21,15.0
01CEMAGR,26/07/21,50.37
01CEMBIG,26/07/21,2.0
01CEMBIG,26/07/21,2.0
01VAR38,26/07/21,12.0
01MALSOL10,27/07/21,100.0
01ARM204,27/07/21,4.0
01CEMCAZ50,27/07/21,10.0
01VAR38,27/07/21,36.0
01BLO15,27/07/21,35.0
01CEMCAZ50,28/07/21,2.0
01CEMCAZ50,28/07/21,15.0
01CEMCAZ50,28/07/21,100.0
01BLO15,28/07/21,200.0
06CLA212,29/07/21,4.0
01CEMCAZ50,30/07/21,40.0
01CAL,30/07/21,10.0
0614223,30/07/21,3.0
01ALREC,30/07/21,20.0
04HDDC412,30/07/21,4.0
0611582,30/07/21,2.0
06CLA212,30/07/21,10.0
06CLAC2,30/07/21,1.0
06CLAC212,30/07/21,1.0
01CEMBIG,30/07/21,2.0
01BAB1030,30/07/21,1100.0
01ALREC,30/07/21,5.0
06CLA212,30/07/21,4.0
06CLA212,30/07/21,1.0
06CLAC212,30/07/21,2.0
01ARM1543,30/07/21,10.0
01VAR38,30/07/21,5.0
08ACOMAVT,30/07/21,1.0
08ACOMBI,30/07/21,2.0
08ACOMM114,30/07/21,1.0
08ACOMRED,30/07/21,2.0
08ACOMVC,30/07/21,1.0
08BICCH8,30/07/21,10.0
08CAB8,30/07/21,10.0
