Claart,Fecncre,Cant,Clacli,Clatipcli
04HBISPR100,31/08/20,8.0,RODH66,6
0614687,31/08/20,1.0,RODH66,6
06GAR20,31/08/20,4.0,RODH66,6
0624069,31/08/20,1.0,RODH66,6
04HPPB141,31/08/20,100.0,RODH66,6
0549365,31/08/20,3.0,RODH66,6
05LLAIPL,31/08/20,1.0,RODH66,6
06CINT12,31/08/20,1.0,RODH66,6
06FRANE,31/08/20,1.0,RODH66,6
06PES300T,31/08/20,1.0,RODH66,6
06PINESMAZ1,31/08/20,2.0,RODH66,6
06T501,31/08/20,4.0,RODH66,6
03LAMPOLICA1020,31/08/20,2.0,RODH66,6
06PES300T,31/08/20,2.0,RODH66,6
0616705,31/08/20,1.0,RODH66,6
03LA10126500,20/09/17,3.0,MCS85,4
01CEMCAZ50,20/09/17,400.0,MCS85,4
04CORTMM,20/09/17,1.0,MCS85,4
04HDCM14,20/09/17,3.0,MCS85,4
01TRIPL58,20/09/17,58.0,MCS85,4
01ALAM,20/09/17,200.0,MCS85,4
01ALREC,20/09/17,50.0,MCS85,4
01VAR38,20/09/17,25.0,MCS85,4
05ABRU12,09/03/20,30.0,RODH66,6
06CDCC9P013,09/03/20,32.0,RODH66,6
06CJCHP,09/03/20,10.0,RODH66,6
08C3M,09/03/20,1.0,RODH66,6
08PASS40,09/03/20,1.0,RODH66,6
08CAB12,09/03/20,150.0,RODH66,6
08FZA512,09/03/20,2.0,RODH66,6
08FZA68S,09/03/20,4.0,RODH66,6
08FZA90,09/03/20,16.0,RODH66,6
08PASQ20,09/03/20,3.0,RODH66,6
08PASQ30,09/03/20,4.0,RODH66,6
08TUBCPVC12TP,09/03/20,10.0,RODH66,6
01ALREC,09/03/20,4.0,RODH66,6
01ARM1543,09/03/20,9.0,RODH66,6
01CAL,09/03/20,4.0,RODH66,6
01CEMCAZ50,09/03/20,10.0,RODH66,6
06CLA212,09/03/20,2.0,RODH66,6
01CEMBIG,01/12/18,4.0,RODH66,6
03SOL1812,16/12/16,40.0,MAPM62,4
01CEMCAZ50,16/12/16,200.0,SIGR76,4
03LAMLC24,29/03/16,16.0,ASO15,0
01CEMBIG,04/08/16,6.0,MSL08,4
01ALAM,14/05/16,50.0,VESR86,0
01CEMBIG,04/01/16,6.0,MSL08,4
03POL36,04/01/16,18900.0,GASC76,8
01CEMBIG,04/06/16,10.0,MSL08,4
03POL36,04/04/16,17340.0,GASC76,8
01CEMBIG,04/04/16,8.0,MSL08,4
01CEMZ,03/10/16,1020.0,GASC76,8
01CEMZ,04/07/16,1020.0,GASC76,8
01CEMCAZ50,07/07/16,15.0,VESR86,0
01CEMCAZ50,07/07/16,2.0,VESR86,0
01CEMCAZ50,14/08/17,80.0,PED02,0
0611876,31/08/20,2.0,RODH66,6
0615566ALL,31/08/20,1.0,RODH66,6
0619679,31/08/20,1.0,RODH66,6
0616917,31/08/20,1.0,RODH66,6
0618132,31/08/20,1.0,RODH66,6
02TORE118,31/08/20,100.0,RODH66,6
04DSA12100,31/08/20,2.0,RODH66,6
04PER12,31/08/20,1.0,RODH66,6
05LIJ,31/08/20,1.0,RODH66,6
0616277,31/08/20,1.0,RODH66,6
0616682,31/08/20,1.0,RODH66,6
0846202,09/03/20,1.0,RODH66,6
06PALCD,29/08/20,1.0,RODH66,6
05PEDIS,29/08/20,1.0,RODH66,6
0614388,09/02/20,1.0,RODH66,6
0846202,09/02/20,1.0,RODH66,6
02TORS3,09/02/20,100.0,RODH66,6
01ES,28/08/20,1.0,RODH66,6
0612783,28/08/20,1.0,RODH66,6
08CAB10,28/08/20,100.0,RODH66,6
08CAB12,28/08/20,200.0,RODH66,6
08CAB14,28/08/20,50.0,RODH66,6
08CAB16,28/08/20,100.0,RODH66,6
08TAPAC,28/08/20,1.0,RODH66,6
02PANN2,28/08/20,3.0,RODH66,6
03154JUN20Z,28/08/20,2.4,RODH66,6
0621606,09/02/20,1.0,RODH66,6
04CHPFANL,27/08/20,1.0,RODH66,6
03PTR11414,27/08/20,10.8,RODH66,6
01CEMBIG,13/04/16,6.0,MSL08,4
03LA722860,16/04/16,1000.0,GASC76,8
01CEMBIG,18/04/16,10.0,MSL08,4
03LA722860,18/04/16,800.0,GASC76,8
01ARM204,19/04/16,432.0,GASC76,8
01CEMCAZ50,20/04/16,66.0,MSL08,4
01CEMCAZ50,21/04/16,40.0,MSL08,4
01CEMBIG,22/04/16,14.0,MSL08,4
01CEMCAZ50,22/04/16,300.0,GASC76,8
01ARM204,25/04/16,368.0,GASC76,8
01ARM204,25/04/16,64.0,GASC76,8
01CEMBIG,26/04/16,5.6,MSL08,4
01CEMBIG,26/04/16,10.0,MSL08,4
01CEMBIG,26/04/16,0.4,MSL08,4
01CEMZ,27/04/16,1020.0,GASC76,8
01ALAM,28/04/16,100.0,VESR86,0
01ALREC,28/04/16,52.8,VESR86,0
01CEMCAZ50,28/04/16,10.0,VESR86,0
01VAR38,28/04/16,50.0,VESR86,0
03LA722860,29/04/16,600.0,GASC76,8
01CEMCAZ50,29/04/16,20.0,VESR86,0
01ARM204,30/04/16,436.0,GASC76,8
01VAR112,05/02/16,20.0,VESR86,0
01VAR34,05/02/16,30.0,VESR86,0
01CAL,05/02/16,20.0,VESR86,0
01CEMCAZ50,05/02/16,40.0,VESR86,0
01LAD,05/02/16,500.0,VESR86,0
01VAR38,05/02/16,4.0,VESR86,0
01CEMCAZ50,05/03/16,100.0,PERC80,8
01CEMCAZ50,05/04/16,20.0,VESR86,0
01VAR38,05/05/16,50.0,VESR86,0
01CEMB,05/05/16,4.0,VESR86,0
01MALSOL10,05/05/16,100.0,VESR86,0
01CEMZ,05/06/16,1015.0,GASC76,8
01CEMCAZ50,05/09/16,400.0,GASC76,8
01VAR38,05/10/16,50.0,VESR86,0
01BLS15,05/10/16,200.0,VESR86,0
01CEMCAZ50,05/10/16,40.0,VESR86,0
01ALREC,05/10/16,30.0,VESR86,0
01CEMCAZ50,05/11/16,60.0,GASC76,8
01CEMCAZ50,05/11/16,50.0,VESR86,0
01BLS15,05/12/16,50.0,VESR86,0
01CEMZ,05/12/16,1020.0,GASC76,8
01ALAM,13/05/16,50.0,VESR86,0
01VAR38,13/05/16,10.0,VESR86,0
01CEMCAZ50,17/05/16,20.0,VESR86,0
01CEMCAZ50,17/05/16,60.0,VESR86,0
01MALSOL10,17/05/16,100.0,VESR86,0
01VAR38,17/05/16,15.0,VESR86,0
01LAD,17/05/16,896.0,VESR86,0
01LAD,17/05/16,1104.0,VESR86,0
01CEMCAZ50,19/05/16,20.0,VESR86,0
01CEMCAZ50,20/05/16,100.0,PERC80,8
01CEMZ,21/05/16,1020.0,GASC76,8
01CEMCAZ50,24/05/16,30.0,VESR86,0
01MALSOL10,24/05/16,100.0,VESR86,0
01CEMCAZ50,24/05/16,30.0,VESR86,0
03PR20020,25/05/16,6.4,VESR86,0
01CEMBIG,25/05/16,2.0,MRS759,8
01CEMBIG,26/05/16,2.0,MRS759,8
01CEMBIG,26/05/16,4.0,MRS399,3
01CEMCAZ50,27/05/16,30.0,VESR86,0
01MALSOL6,30/05/16,1800.0,CTE10,4
01CEMCAZ50,30/05/16,20.0,SIGR76,4
01CEMBIG,30/05/16,4.0,SIGR76,4
06CLA112,31/05/16,2.0,VESR86,0
06CLA212,31/05/16,12.0,VESR86,0
06CLA4,31/05/16,12.0,VESR86,0
01CEMBIG,31/05/16,4.0,MRS399,3
01CEMCAZ50,06/02/16,40.0,VESR86,0
01UBA,06/02/16,7.0,VESR86,0
01VAR38,06/02/16,6.0,VESR86,0
05TUBPVCN4,06/02/16,12.0,VESR86,0
01LAD,06/04/16,800.0,VESR86,0
01MALSOL10,06/04/16,100.0,VESR86,0
01CEMCAZ50,06/07/16,20.0,LOOA941,0
01CEMCAZ50,06/07/16,82.0,RAMA55,3
01VAR34,06/07/16,12.0,VESR86,0
01VAR58,06/07/16,9.0,VESR86,0
06CLA212,06/07/16,2.5,VESR86,0
01CEMBIG,16/06/16,4.0,SABJ8810,9
06ALAPUVAQ,16/06/16,425.0,MGN85,0
01CEMCAZ50,22/06/16,20.0,LOOA941,0
01CEMBIG,24/06/16,2.0,MRSZI002,0
GTRAS,24/06/16,1.0,MRSZI002,0
06AP17,28/06/16,295.0,MGN85,0
01CEMCAZ50,28/06/16,20.0,LOOA941,0
01YEM,30/06/16,6.0,VESR86,0
06ALAPUVAQ,30/06/16,116.0,MGN85,0
01ALREC,07/02/16,11.95,VESR86,0
01BLO12,07/02/16,150.0,VESR86,0
01CEMCAZ50,07/02/16,6.0,VESR86,0
01VAR38,07/02/16,6.0,VESR86,0
01CEMBIG,07/02/16,4.0,ROPH74,3
01CEMBIG,07/02/16,2.0,MRS442,8
01CEMBIG,07/06/16,4.0,ROPH74,3
01ALAM,07/06/16,10.0,VESR86,0
01CEMCAZ50,07/06/16,3.0,VESR86,0
01VAR38,07/06/16,3.0,VESR86,0
01MALSOL10,07/07/16,6.21,VESR86,0
01MALSOL10,07/07/16,2.7,VESR86,0
01MALSOL10,07/07/16,91.09,VESR86,0
05ADAPMC12,07/07/16,10.0,MUNICIPIO8,4
05CODCP9012,07/07/16,14.0,MUNICIPIO8,4
05CODCP9034,07/07/16,10.0,MUNICIPIO8,4
05CODPVC290,07/07/16,10.0,MUNICIPIO8,4
01ARM124,07/07/16,20.0,MUNICIPIO8,4
01ARM1543,07/07/16,12.0,MUNICIPIO8,4
01ARM204,07/07/16,36.0,MUNICIPIO8,4
01CEMCAZ50,07/07/16,120.0,MUNICIPIO8,4
05TEECPVCC12,07/07/16,10.0,MUNICIPIO8,4
05TEEPVC2,07/07/16,6.0,MUNICIPIO8,4
05TUBCPV12,07/07/16,24.4,MUNICIPIO8,4
05TUBCPVC34,07/07/16,30.5,MUNICIPIO8,4
05TUBPVCN2,07/07/16,36.0,MUNICIPIO8,4
05TUBPVCN4,07/07/16,24.0,MUNICIPIO8,4
0644486,07/07/16,1.2,MUNICIPIO8,4
01CAL,07/09/16,6.0,VESR86,0
01CEMCAZ50,07/09/16,5.0,VESR86,0
01CEMCAZ50,07/09/16,15.0,VESR86,0
01ALAM,07/11/16,120.0,MAR03,1
01ALREC,07/11/16,70.0,MAR03,1
01ARM1543,07/11/16,25.0,MAR03,1
01ARM204,07/11/16,20.0,MAR03,1
01BLO15,07/11/16,1000.0,MAR03,1
01CEMCAZ50,07/11/16,40.0,MAR03,1
01VAR112,07/11/16,22.0,MAR03,1
01VAR34,07/11/16,3.0,MAR03,1
01VAR38,07/11/16,60.0,MAR03,1
06CLA212,07/11/16,25.0,MAR03,1
01VAR112,07/12/16,10.0,MAR03,1
01CEMCAZ50,13/07/16,7.0,VESR86,0
01LAMC,13/07/16,20.0,MAR03,1
01CEMCAZ50,13/07/16,15.0,VESR86,0
01CEMCAZ50,14/07/16,0.38,VESR86,0
01CEMCAZ50,14/07/16,0.89,VESR86,0
01CEMCAZ50,14/07/16,0.38,VESR86,0
01CEMCAZ50,14/07/16,0.42,VESR86,0
01CEMCAZ50,18/07/16,20.0,LOOA941,0
01VAR112,19/07/16,20.0,MAR03,1
01CEMCAZ50,21/07/16,80.0,MAR03,1
01CEMCAZ50,22/07/16,20.0,LOOA941,0
01MALSOL10,22/07/16,100.0,BITL77,4
0611752,23/07/16,1.0,BITL77,4
01CEMCAZ50,25/07/16,40.0,MAR03,1
01CAL,27/07/16,20.0,MAR03,1
01CEMCAZ50,27/07/16,40.0,MAR03,1
01BLO15,28/07/16,850.0,MAR03,1
01VAR112,29/07/16,30.0,MAR03,1
01CEMCAZ50,08/02/16,40.0,MAR03,1
03ANG18114,08/02/16,9.4,MAR03,1
04HDCM14,08/02/16,2.0,MAR03,1
01VAR34,08/03/16,37.0,OSC11,0
03VRED34,08/03/16,207.0,OSC11,0
01ALREC,08/03/16,334.8,OSC11,0
05TUBPVCN2,08/03/16,60.0,OSC11,0
03POL66,08/05/16,3000.0,PEJE72,4
03PTR11211,08/05/16,1100.0,PEJE72,4
03PTR211,08/05/16,1043.4,PEJE72,4
03PTR21211,08/05/16,1332.0,PEJE72,4
03VRED34,08/06/16,593.4,OSC11,0
01ALREC,08/10/16,78.2,MAR03,1
01BLO15,08/10/16,300.0,MAR03,1
01VAR38,08/10/16,50.0,MAR03,1
01BLO15,08/11/16,300.0,MAR03,1
01VAR38,08/11/16,20.0,MAR03,1
05ABRASF6,08/12/16,4.0,MUNICIPIO1,4
05ABRPV212,08/12/16,2.0,MUNICIPIO1,4
05ABRZT2,08/12/16,10.0,MUNICIPIO1,4
05ADAPIM12,08/12/16,4.0,MUNICIPIO1,4
05ADAPIM2,08/12/16,6.0,MUNICIPIO1,4
05CEG2,08/12/16,6.0,MUNICIPIO1,4
05CODGAL290,08/12/16,4.0,MUNICIPIO1,4
05TAPHGAL2,08/12/16,2.0,MUNICIPIO1,4
05TEEG2,08/12/16,4.0,MUNICIPIO1,4
05VALPVCRO12,08/12/16,2.0,MUNICIPIO1,4
05VEPR2,08/12/16,8.0,MUNICIPIO1,4
06POLH12,08/12/16,200.0,MUNICIPIO1,4
06POLH2,08/12/16,500.0,MUNICIPIO1,4
GTRAS,08/12/16,1.0,MUNICIPIO1,4
01BLO15,08/12/16,100.0,MUNICIPIO1,4
01CEMCAZ50,08/12/16,85.0,MUNICIPIO1,4
05ABRZT2,08/12/16,8.0,MUNICIPIO1,4
05CEG2,08/12/16,4.0,MUNICIPIO1,4
05FLOPTIN,08/12/16,1.0,MUNICIPIO1,4
05TEEG2,08/12/16,2.0,MUNICIPIO1,4
06POLH2,08/12/16,500.0,MUNICIPIO1,4
01ALREC,13/08/16,69.6,MAR03,1
01VAR38,13/08/16,10.0,MAR03,1
01CEMCAZ50,13/08/16,100.0,MUNICIPIO1,4
01MALSOL10,13/08/16,180.0,MUNICIPIO1,4
01CEMCAZ50,13/08/16,232.0,MUNICIPIO1,4
01BLO15,15/08/16,300.0,MAR03,1
06ALAPJ34,15/08/16,50.0,RME15,0
06GRAPG,15/08/16,100.0,RME15,0
06MACI102,15/08/16,320.0,RME15,0
01ARM204,15/08/16,2.0,MUNICIPIO1,4
01CEMCAZ50,15/08/16,165.0,MUNICIPIO1,4
05TUBGALV522,15/08/16,7.5,MUNICIPIO1,4
06MACI122,15/08/16,60.0,MUNICIPIO1,4
01CEMCAZ50,17/08/16,20.0,MAR03,1
01ARM1543,17/08/16,4.0,MAR03,1
01CEMCAZ50,19/08/16,360.0,OSC11,0
06CORTP,19/08/16,1.0,BITL77,4
01CEMCAZ50,19/08/16,40.0,MAR03,1
03TC114,19/08/16,5.0,PEJE72,4
01CEMCAZ50,20/08/16,92.0,OSC11,0
06ALAPJ34,20/08/16,35.0,MUNICIPIO1,4
06POSTV6,20/08/16,53.0,MUNICIPIO1,4
05REDCG234,20/08/16,1.0,MUNICIPIO1,4
0649035,20/08/16,1.0,MUNICIPIO1,4
06CINT34,20/08/16,4.0,MUNICIPIO1,4
05NIPGALV2,20/08/16,20.0,MUNICIPIO1,4
GTRAS,20/08/16,1.0,MUNICIPIO1,4
01CAL,22/08/16,40.0,MAR03,1
01CEMCAZ50,22/08/16,40.0,MAR03,1
01VAR38,22/08/16,10.0,MAR03,1
01MALSOL10,22/08/16,90.0,BITL77,4
06CLA212,22/08/16,3.5,BITL77,4
06CLA4,22/08/16,5.0,BITL77,4
06CLAC2,22/08/16,1.0,BITL77,4
01ES,23/08/16,4.0,MUNICIPIO1,4
06RODLA,23/08/16,1.0,MUNICIPIO1,4
01ALAM,23/08/16,300.0,MAR03,1
01VAR38,23/08/16,30.0,MAR03,1
01ALREC,23/08/16,75.2,MAR03,1
01BLO15,23/08/16,300.0,MAR03,1
01BLO15,23/08/16,600.0,MAR03,1
01ARM1543,24/08/16,2.0,MAR03,1
01ARM204,24/08/16,3.0,MAR03,1
05CODPVC245,27/08/16,10.0,MAR03,1
05CODPVC290,27/08/16,30.0,MAR03,1
05CODPVC345,27/08/16,40.0,MAR03,1
05CODPVC445,27/08/16,8.0,MAR03,1
05CODPVC490,27/08/16,10.0,MAR03,1
05COPPVC3,27/08/16,10.0,MAR03,1
05REDPVC32,27/08/16,10.0,MAR03,1
05REDPVC43,27/08/16,5.0,MAR03,1
05TUBPVCN2,27/08/16,42.0,MAR03,1
05TUBPVCN3,27/08/16,90.0,MAR03,1
05YEEPVC3,27/08/16,5.0,MAR03,1
01VAR112,29/08/16,5.0,SIGR76,4
01VAR38,29/08/16,50.0,SIGR76,4
01ARM12204,29/08/16,5.0,PED02,0
01ARM123,29/08/16,100.0,PED02,0
01ARM124,29/08/16,12.0,PED02,0
01ARM204,29/08/16,4.0,PED02,0
01MALSOL6,29/08/16,500.0,PED02,0
01CEMCAZ50,30/08/16,100.0,PED02,0
01ARM1543,31/08/16,12.0,MAR03,1
01CEMBIG,31/08/16,2.0,ROZG45,8
01BLO15,31/08/16,400.0,MAR03,1
01ALREC,09/01/16,100.0,PED02,0
01ARM123,09/01/16,40.0,PED02,0
01MALSOL10,09/01/16,500.0,PED02,0
01MALSOL6,09/01/16,400.0,PED02,0
01CEMCAZ50,09/02/16,60.0,SATN78,3
01CEMCAZ50,09/03/16,100.0,PED02,0
01CEMCAZ50,09/05/16,40.0,MAR03,1
01CAL,09/09/16,10.0,LOOA941,0
01CEMCAZ50,09/09/16,8.0,LOOA941,0
01CEMCAZ50,09/09/16,100.0,PED02,0
01CEMCAZ50,09/09/16,60.0,PED02,0
01ALREC,09/10/16,5.0,LOOA941,0
01CEMCAZ50,09/10/16,20.0,LOOA941,0
01VAR38,09/10/16,20.0,LOOA941,0
01CAL,09/10/16,20.0,LOOA941,0
01ALAM,09/10/16,8.0,LOOA941,0
01ARM1530,09/12/16,46.0,MAR03,1
01ARM204,09/12/16,5.0,MAR03,1
01MALSOL10,09/12/16,200.0,MAR03,1
01VAR38,09/12/16,4.0,MAR03,1
01ALAM,09/12/16,120.0,MAR03,1
01ALREC,09/12/16,70.0,MAR03,1
01ARM1543,09/12/16,1.0,MAR03,1
01ARM204,09/12/16,20.0,MAR03,1
01BLO15,09/12/16,1000.0,MAR03,1
01CEMCAZ50,09/12/16,40.0,MAR03,1
01VAR112,09/12/16,22.0,MAR03,1
01VAR34,09/12/16,3.0,MAR03,1
01VAR38,09/12/16,60.0,MAR03,1
06CLA212,09/12/16,25.0,MAR03,1
01ALAM,09/12/16,8.0,LOOA941,0
01ARE,13/09/16,30.0,RDM13,0
01GTRB,13/09/16,12.0,RDM13,0
01ARE,13/09/16,36.0,RDM13,0
01SELL,13/09/16,12.0,RDM13,0
01C200,13/09/16,42.0,RDM13,0
01C200,13/09/16,35.0,RDM13,0
01C200,13/09/16,5.0,RDM13,0
01CR200,13/09/16,24.0,RDM13,0
01VAR38,15/09/16,30.0,LOOA941,0
06CLA212,15/09/16,4.0,LOOA941,0
01CEMCAZ50,15/09/16,40.0,VESR86,0
01C200,19/09/16,1.0,RDM13,0
01CR200,19/09/16,18.0,RDM13,0
01C200,19/09/16,39.0,RDM13,0
03VIPR10534,19/09/16,201.0,MAR03,1
01CAL,19/09/16,23.0,PED02,0
01CEMCAZ50,19/09/16,230.0,PED02,0
01ARM1538,20/09/16,10.0,LOOA941,0
01BLO12,21/09/16,85.0,VESR86,0
01CEMCAZ50,21/09/16,28.0,VESR86,0
01LAD,21/09/16,200.0,VESR86,0
03TC1612,23/09/16,21.0,CSH9102,0
01CAL,26/09/16,15.0,LOOA941,0
01CEMCAZ50,26/09/16,10.0,LOOA941,0
01VAR38,26/09/16,6.0,LOOA941,0
01CEMCAZ50,26/09/16,100.0,PED02,0
01CAL,27/09/16,20.0,PED02,0
01VAR112,28/09/16,1.0,MAR03,1
01VAR34,28/09/16,1.0,MAR03,1
01CEMM,29/09/16,1020.0,LESA7302,8
01CEMCAZ50,30/09/16,40.0,PED02,0
01CEMCAZ50,30/09/16,6.0,LOOA941,0
01ARE,10/03/16,30.0,RDM13,0
01SELL,10/03/16,19.5,RDM13,0
01CR200,10/03/16,18.0,RDM13,0
01C200,10/03/16,39.0,RDM13,0
01ARE,10/03/16,7.0,RDM13,0
01SELL,10/03/16,13.0,RDM13,0
01CR200,10/03/16,12.0,RDM13,0
01C200,10/03/16,48.0,RDM13,0
01C200,10/03/16,4.5,RDM13,0
01CEMCAZ50,10/04/16,100.0,PED02,0
01ALREC,10/05/16,20.0,VESR86,0
01CEMBC,10/05/16,1.0,VESR86,0
01UBA,10/05/16,10.0,VESR86,0
01VAR38,10/05/16,20.0,VESR86,0
06PEGAMM,10/05/16,8.0,VESR86,0
01CEMMCA50,10/05/16,13.0,VESR86,0
02COMST21,22/09/17,3.0,RODH66,6
02EES244,22/09/17,4.0,RODH66,6
02PANN2,22/09/17,1.0,RODH66,6
02TOR812,22/09/17,100.0,RODH66,6
02TORS118,22/09/17,400.0,RODH66,6
04HMK83593,22/09/17,2.0,RODH66,6
04HSEL,22/09/17,3.0,RODH66,6
0621459,22/09/17,1.0,RODH66,6
0621462,22/09/17,1.0,RODH66,6
0621474,22/09/17,1.0,RODH66,6
0621477,22/09/17,1.0,RODH66,6
067593,22/09/17,1.0,RODH66,6
06AERORM,22/09/17,1.0,RODH66,6
06CINAIS6018,22/09/17,1.0,RODH66,6
06LIJAMA,22/09/17,4.0,RODH66,6
08CAB12,22/09/17,30.0,RODH66,6
08CAB14,22/09/17,7.0,RODH66,6
08POL12,22/09/17,2.0,RODH66,6
08TAPV1,22/09/17,1.0,RODH66,6
06CLA212,10/05/16,75.0,PED02,0
06CLA4,10/05/16,50.0,PED02,0
06CLAC212,10/05/16,8.0,PED02,0
01ARM123,10/05/16,100.0,PED02,0
01MALSOL10,10/05/16,500.0,PED02,0
01CEMCAZ50,10/06/16,100.0,PED02,0
01CEMCAZ50,10/07/16,5.0,LOOA941,0
06CLA212,10/07/16,2.0,LOOA941,0
01CEMCAZ50,10/07/16,14.0,LOOA941,0
01C200,14/11/16,6.5,RDM13EX,0
01CR200,11/05/16,6.0,RDM13,0
01VAR38,17/10/16,30.0,PEJE72,4
01ALAM,10/08/16,100.0,MCS85,4
01ALREC,10/08/16,50.0,MCS85,4
01CEMCAZ50,10/08/16,528.0,MCS85,4
01VAR38,10/08/16,15.0,MCS85,4
01CEMCAZ50,10/10/16,140.0,PED02,0
01ALREC,10/10/16,70.4,SIGR76,4
01VAR112,10/10/16,10.0,SIGR76,4
01VAR34,10/10/16,7.0,SIGR76,4
01ARE,10/11/16,59.0,RDM13,0
01CR200,10/11/16,13.5,RDM13,0
01CR200,10/11/16,16.5,RDM13,0
01CEMCAZ50,10/11/16,18.5,ROZG45,8
01ALREC,10/12/16,50.0,PED02,0
01MALSOL6,10/12/16,500.0,PED02,0
01C200,10/12/16,32.5,RDM13,0
01CEMCAZ50,13/10/16,200.0,PED02,0
06PALT,13/10/16,1.0,PEJE72,4
01ARM12204,17/10/16,7.0,PED02,0
01ARM123,17/10/16,80.0,PED02,0
01ARM204,17/10/16,7.0,PED02,0
01MALSOL10,17/10/16,300.0,PED02,0
01CEMCAZ50,18/10/16,12.0,PEJE72,4
06PALT,18/10/16,1.0,PEJE72,4
01ARE,18/10/16,19.0,RDM13,0
01ARE,18/10/16,16.0,RDM13,0
01CR200,18/10/16,18.0,RDM13,0
01CEMCAZ50,18/10/16,14.0,VESR86,0
01CEMCAZ50,18/10/16,6.0,VESR86,0
01CEMCAZ50,18/10/16,10.0,VESR86,0
01VAR38,18/10/16,3.0,VESR86,0
03PR20018,18/10/16,8.6,VESR86,0
01C200,18/10/16,32.5,RDM13,0
01ALREC,18/10/16,100.0,PED02,0
01ARM123,18/10/16,70.0,PED02,0
01MALSOL10,18/10/16,200.0,PED02,0
01MALSOL6,18/10/16,500.0,PED02,0
01ARM123,18/10/16,12.0,PED02,0
01CEMCAZ50,18/10/16,20.0,PED02,0
01CAL,18/10/16,60.0,PED02,0
01CEMCAZ50,18/10/16,200.0,PED02,0
01VAR38,19/10/16,1.0,VESR86,0
06MACRI8,19/10/16,1.0,VESR86,0
01BLO12,19/10/16,30.0,VESR86,0
01VAR38,19/10/16,1.0,VESR86,0
06BLAN2005,19/10/16,1.0,VESR86,0
01CEMBC,19/10/16,4.0,PED02,0
01CEMCAZ50,20/10/16,8.0,VESR86,0
01BLO12,20/10/16,30.0,VESR86,0
01CEMCAZ50,20/10/16,12.0,VESR86,0
01CEMCAZ50,20/10/16,100.0,PED02,0
01BLO12,21/10/16,50.0,SIGR76,4
01CEMCAZ50,22/10/16,10.0,VESR86,0
01ARM124,24/10/16,20.0,PED02,0
01BLO12,16/12/16,1000.0,RDM13EX,0
01CEMCAZ50,28/10/16,2900.0,MCS85,4
01C200,28/10/16,39.0,RDM13,0
01ARM124,28/10/16,7.0,RDM13,0
01ARM1530,28/10/16,90.0,RDM13,0
01MAS44,28/10/16,450.0,RDM13,0
01CR200,28/10/16,10.5,RDM13,0
01ARE,25/10/16,37.0,RDM13,0
01CR200,25/10/16,25.5,RDM13,0
01ARE,25/10/16,25.0,RDM13,0
01CEMCAZ50,26/10/16,1170.0,MCS85,4
01ALREC,27/10/16,270.0,RDM13,0
01ARM12204,27/10/16,144.0,RDM13,0
01ARM124,27/10/16,71.0,RDM13,0
01MAS44,27/10/16,200.0,RDM13,0
01VAR38,27/10/16,417.0,RDM13,0
0545046,27/10/16,13.0,RDM13,0
05AACPVC12,27/10/16,78.0,RDM13,0
05AACPVC34,27/10/16,13.0,RDM13,0
05ACPVC1290,27/10/16,273.0,RDM13,0
05ACPVC3490,27/10/16,91.0,RDM13,0
05ACPVCT34,27/10/16,104.0,RDM13,0
05ATCPVC12,27/10/16,237.9,RDM13,0
05ATCPVC34,27/10/16,237.9,RDM13,0
05CCPVC12,27/10/16,13.0,RDM13,0
05LPV500,27/10/16,6.0,RDM13,0
05PEGC500,27/10/16,6.0,RDM13,0
05RCVPC3412,27/10/16,91.0,RDM13,0
05TAPCPVC34,27/10/16,26.0,RDM13,0
05TAPMGAL12,27/10/16,13.0,RDM13,0
05APVCC245,27/10/16,39.0,RDM13,0
05APVCC4,27/10/16,13.0,RDM13,0
05APVCC490,27/10/16,13.0,RDM13,0
05APVCR42,27/10/16,13.0,RDM13,0
05APVCT2,27/10/16,13.0,RDM13,0
05APVCT4,27/10/16,13.0,RDM13,0
05APVCTS4,27/10/16,13.0,RDM13,0
05APVCY2,27/10/16,39.0,RDM13,0
05APVCY4,27/10/16,13.0,RDM13,0
05ATPVC2,27/10/16,234.0,RDM13,0
05ATPVC4,27/10/16,156.0,RDM13,0
05CESPPVC,27/10/16,13.0,RDM13,0
05CODPVC445,27/10/16,13.0,RDM13,0
05PEG500,27/10/16,6.0,RDM13,0
05PVCC2,27/10/16,26.0,RDM13,0
05PVCC290,27/10/16,52.0,RDM13,0
05REMVEN,27/10/16,13.0,RDM13,0
01CEMCAZ50,28/10/16,200.0,PED02,0
05MFC12,31/10/16,600.0,RDM13,0
0645004,31/10/16,70.0,RDM13,0
06CJCHP,31/10/16,80.0,RDM13,0
08CENC2,31/10/16,10.0,RDM13,0
0545046,31/10/16,10.0,RDM13,0
05AACPVC12,31/10/16,60.0,RDM13,0
05AACPVC34,31/10/16,10.0,RDM13,0
05ACPVC1290,31/10/16,210.0,RDM13,0
05ACPVC3490,31/10/16,70.0,RDM13,0
05ACPVCT34,31/10/16,80.0,RDM13,0
05ATCPVC12,31/10/16,183.0,RDM13,0
05ATCPVC34,31/10/16,183.0,RDM13,0
05CCPVC12,31/10/16,10.0,RDM13,0
05LPV500,31/10/16,5.0,RDM13,0
05PEGC500,31/10/16,5.0,RDM13,0
05RCVPC3412,31/10/16,70.0,RDM13,0
05TAPCPVC34,31/10/16,20.0,RDM13,0
05TAPMGAL12,31/10/16,10.0,RDM13,0
01ALREC,31/10/16,213.0,RDM13,0
