Claart,Fecncre,Cant,Clacli,Clatipcli
03POL46,03/02/17,180.0,MUNICIPIO3,4
06ALAPJ34,03/02/17,16.0,MUNICIPIO3,4
01ALREC,03/02/17,10.0,RODH66,6
06CLA212,03/02/17,2.0,RODH66,6
06CLAC212,03/02/17,1.0,RODH66,6
01BLO12,03/03/17,300.0,RODH66,6
01CAL,03/03/17,5.0,RODH66,6
01CEMCAZ50,03/03/17,5.0,RODH66,6
0611582,03/03/17,1.0,RODH66,6
06CINT12,03/03/17,1.0,RODH66,6
03PTR211,03/03/17,1400.0,RODH66,6
03PTR447,03/03/17,2574.6,RODH66,6
04HDDC7,03/03/17,7.0,RODH66,6
01VAR112,03/03/17,2.0,PED02,0
04HTAQ14,03/03/17,28.0,RDM13,0
04HTAQ38,03/03/17,2.0,RDM13,0
04HTAQ516,03/03/17,40.0,RDM13,0
0549165-6,03/03/17,1.0,RDM13,0
05ANCLAV,03/03/17,2.0,RDM13,0
05CESPFF,03/03/17,2.0,RDM13,0
05CHUH1142,03/03/17,1.0,RDM13,0
05COFF,03/03/17,2.0,RDM13,0
05COFLAV1212,03/03/17,2.0,RDM13,0
05COFSA1278,03/03/17,1.0,RDM13,0
05CUECER,03/03/17,1.0,RDM13,0
05LAVB,03/03/17,1.0,RDM13,0
05LLAAST,03/03/17,5.0,RDM13,0
05MEZCL,03/03/17,1.0,RDM13,0
05REGADD,03/03/17,1.0,RDM13,0
05TANB,03/03/17,1.0,RDM13,0
05TAZB,03/03/17,1.0,RDM13,0
06CINT12,03/03/17,1.0,RDM13,0
06MEZCRBH,03/03/17,1.0,RDM13,0
06PES300A,03/03/17,9.0,RDM13,0
04MENS1214,03/03/17,2.0,RDM13,0
05CHU1122,03/03/17,1.0,RDM13,0
0649330,03/03/17,2.0,RDM13,0
06CONTD,03/03/17,1.0,RDM13,0
01ARM12204,03/03/17,5.0,RODH66,6
01ALREC,03/03/17,25.0,PED02,0
01ARM204,03/03/17,7.0,PED02,0
01MALSOL10,03/03/17,100.0,PED02,0
01MALSOL6,03/03/17,300.0,PED02,0
06CLA212,03/03/17,25.0,PED02,0
01CEMCAZ50,03/03/17,200.0,PED02,0
01CR200,03/03/17,50.5,RDM13EX,0
01CR200,03/03/17,18.5,RDM13EX,0
01CR200,03/03/17,13.0,RDM13EX,0
01CEMCAZ50,03/04/17,36.0,SPL96,1
01CEMCAZ50,03/04/17,14.0,SPL96,1
01VAR38,03/04/17,35.0,EAGI80,4
01MALSOL10,03/04/17,100.0,EAGI80,4
01MALSOL10,03/04/17,100.0,EAGI80,4
01VAR38,03/04/17,35.0,EAGI80,4
01ARM1543,03/04/17,10.0,EAGI80,4
01ARM204,03/04/17,20.0,EAGI80,4
01CEMCAZ50,03/04/17,110.0,EAGI80,4
01ARM1543,03/04/17,10.0,EAGI80,4
01ARM204,03/04/17,20.0,EAGI80,4
01CEMCAZ50,03/04/17,110.0,EAGI80,4
03PTR211,03/04/17,1120.0,RODH66,6
01CIG,03/04/17,216.0,RODH66,6
01ENS,03/04/17,3.0,RODH66,6
06LN32,03/04/17,136.0,RODH66,6
06LN52,03/04/17,68.0,RODH66,6
06CINAIS6018,03/04/17,4.0,RODH66,6
04HPPB141,03/04/17,12500.0,AATF77,14
03PTR447,03/06/17,1287.3,RODH66,6
01CEMCAZ50,03/06/17,14.0,VARB82,0
01CEMCAZ50,03/06/17,9.0,VARB82,0
01CEMCAZ50,03/06/17,7.0,VARB82,0
01CEMCAZ50,03/06/17,200.0,PAP07,4
01VAR38,03/06/17,200.0,PAP07,4
03LAMG488,03/06/17,5.0,ZUTL81,1
03POL36,03/06/17,30.4,ZUTL81,1
03LAMG488,03/06/17,1.0,ZUTL81,1
08CAB10,03/07/17,6.0,RDM13EX,0
01CEMMCA50,03/07/17,30.0,RDM13EX,0
01CEMCAZ50,03/07/17,54.0,RDM13EX,0
01CEMCAZ50,03/07/17,80.0,RDM13EX,0
04HSO1318,03/07/17,5.0,RODH66,6
01ALREC,03/07/17,5.0,RODH66,6
06CLA212,03/07/17,2.0,RODH66,6
06CLA4,03/07/17,1.0,RODH66,6
05CUECER,03/07/17,1.0,RDM13,0
05LAVB,03/07/17,1.0,RDM13,0
05LLAAST,03/07/17,5.0,RDM13,0
05MEZCL,03/07/17,1.0,RDM13,0
04HTAQ14,03/07/17,28.0,RDM13,0
04HTAQ38,03/07/17,2.0,RDM13,0
04HTAQ516,03/07/17,40.0,RDM13,0
0549165-6,03/07/17,1.0,RDM13,0
05ANCLAV,03/07/17,2.0,RDM13,0
05CESPFF,03/07/17,2.0,RDM13,0
05CHUH1142,03/07/17,1.0,RDM13,0
05COFF,03/07/17,2.0,RDM13,0
05COFLAV1212,03/07/17,2.0,RDM13,0
05COFSA1278,03/07/17,1.0,RDM13,0
05TANB,03/07/17,1.0,RDM13,0
05TAZB,03/07/17,1.0,RDM13,0
06CINT12,03/07/17,1.0,RDM13,0
06CONTD,03/07/17,1.0,RDM13,0
06MEZCRBH,03/07/17,1.0,RDM13,0
06PES300A,03/07/17,9.0,RDM13,0
01PISODB30,03/07/17,2.0,RDM13,0
04MENS1214,03/07/17,2.0,RDM13,0
05CHU1122,03/07/17,1.0,RDM13,0
0649330,03/07/17,2.0,RDM13,0
01ALREC,03/07/17,15.0,RODH66,6
01BLO12,03/07/17,213.0,RDM13EX,0
01BLO12,03/07/17,787.0,RDM13EX,0
03VIPR8514,03/07/17,155.76,BITL77,4
01CEMCAZ50,03/07/17,14.0,VARB82,0
01CEMCAZ50,03/07/17,6.0,VARB82,0
06CLA212,03/07/17,0.5,RODH66,6
08CAJO4R,03/07/17,7.0,RODH66,6
08POL12,03/07/17,100.0,RODH66,6
03PTR447,03/07/17,1287.3,RODH66,6
01CEMBIG,03/07/17,2.0,SIG72,4
01VAR34,03/07/17,2.0,PAP07,4
01VAR38,03/07/17,3.0,PAP07,4
03SOL143,03/07/17,96.0,PAP07,4
06ESPA34,03/07/17,4.0,PAP07,4
08RON34,03/07/17,14.0,PAP07,4
08TUER34,03/07/17,14.0,PAP07,4
01BLO12,03/08/17,1000.0,RDM13EX,0
01BLO12,03/08/17,926.0,RDM13EX,0
01BLO12,03/08/17,74.0,RDM13EX,0
01ARM124,03/08/17,5.0,RODH66,6
01CAS661,03/08/17,50.0,RODH66,6
01CEMCAZ50,03/08/17,14.0,RODH66,6
01VAR38,03/08/17,2.0,RODH66,6
01CR200,03/08/17,6.5,RDM13EX,0
01CR200,03/08/17,12.5,RDM13EX,0
03PLA310038,03/08/17,211.0,CAAL86,8
03PLA31014,03/08/17,140.0,CAAL86,8
04HSI2110,03/08/17,25.0,CAAL86,8
04HSO1318,03/08/17,25.0,CAAL86,8
06CINAIS6018,03/08/17,1.0,RODH66,6
06CODP12,03/08/17,10.0,RODH66,6
05CODPVC290,03/08/17,1.0,RODH66,6
05TUBPVCN2,03/08/17,3.0,RODH66,6
03ANG181,03/08/17,37.0,MUNICIPIO1,4
03TAB38,03/08/17,48.0,MUNICIPIO1,4
04HMPT,03/08/17,10.0,MUNICIPIO1,4
04HSO1818,03/08/17,5.0,RODH66,6
03103TS20,03/08/17,12.8,MUNICIPIO1,4
01BLO12,03/09/17,500.0,RDM13EX,0
01CR200,03/09/17,6.0,RDM13EX,0
01ARM124,03/09/17,1.0,RODH66,6
06CLA212,03/09/17,1.0,RODH66,6
01CEMCAZ50,03/09/17,100.0,PAP07,4
03PTR211,03/09/17,476.0,RODH66,6
03PTR447,03/09/17,2574.6,RODH66,6
01EST1515,03/09/17,180.0,SPL96,1
0611559,03/09/17,10.0,RDM13,0
06BRIC3,03/09/17,2.0,RDM13,0
06CINAIS6018,03/09/17,10.0,RDM13,0
03ANG181,03/09/17,148.0,PAP07,4
03POL1010,03/09/17,1300.0,PAP07,4
03POL46,03/09/17,2000.0,PAP07,4
04HDCM14,03/09/17,25.0,PAP07,4
04HSI2110,03/09/17,40.0,PAP07,4
06PPC,03/09/17,2.0,PAP07,4
06TC,03/09/17,2.0,PAP07,4
05ALCC4100,13/03/17,13.0,GAMJ82PERSONAL,0
05ALCTAL100,13/03/17,50.0,GAMJ82PERSONAL,0
01CEMMCA50,13/03/17,7.0,VARB82,0
01CEMMCA50,13/03/17,16.0,VARB82,0
01BLO15,13/03/17,159.0,VARB82,0
01CEMMCA50,13/03/17,7.0,VARB82,0
01BLO15,13/03/17,246.0,VARB82,0
01BLO15,13/03/17,276.0,VARB82,0
01BLO15,13/03/17,276.0,VARB82,0
01BLO15,13/03/17,13.0,VARB82,0
01CEMBIG,13/03/17,2.0,SIG72,4
06COL,27/03/17,5.0,PAP07,4
06PPC,27/03/17,1.0,PAP07,4
05MFC12,27/03/17,63.0,RDM13EX,0
0645004,27/03/17,7.0,RDM13EX,0
06CJCHP,27/03/17,8.0,RDM13EX,0
08CENC2,27/03/17,1.0,RDM13EX,0
01CEMCAZ50,03/09/17,8.0,VARB82,0
03LA10126610,03/10/17,36.0,MUNICIPIO8,4
03POL46,03/10/17,484.8,MUNICIPIO8,4
03PTR214,03/10/17,491.4,MUNICIPIO8,4
04HSO1318,03/10/17,10.0,MUNICIPIO8,4
04HSO1818,03/10/17,5.0,RODH66,6
01VAR38,03/11/17,30.0,SIG72,4
01ALREC,03/11/17,71.4,GCU9603,0
06CLAC212,03/11/17,5.0,GCU9603,0
01ALREC,27/03/17,64.0,MCS85,4
01ARM204,27/03/17,128.0,MCS85,4
01BLO15,27/03/17,6400.0,MCS85,4
01CEMCAZ50,27/03/17,400.0,MCS85,4
01MALSOL10,27/03/17,256.0,MCS85,4
01VAR38,27/03/17,272.0,MCS85,4
067593,27/03/17,16.0,MCS85,4
06CLA212,27/03/17,32.0,MCS85,4
08CAB12,27/03/17,320.0,MCS85,4
08CAJCHR,27/03/17,16.0,MCS85,4
08CAJO4R,27/03/17,16.0,MCS85,4
08CONPDAB,27/03/17,16.0,MCS85,4
08POL12,27/03/17,112.0,MCS85,4
01BLO12,25/03/17,1788.0,RDM13EX,0
01BLO12,25/03/17,212.0,RDM13EX,0
05MFC12,25/03/17,300.0,RDM13EX,0
0645004,25/03/17,35.0,RDM13EX,0
06CJCHP,25/03/17,40.0,RDM13EX,0
08CENC2,25/03/17,5.0,RDM13EX,0
05MFC12,25/03/17,60.0,RDM13EX,0
0645004,25/03/17,7.0,RDM13EX,0
06CJCHP,25/03/17,8.0,RDM13EX,0
08CENC2,25/03/17,1.0,RDM13EX,0
01CEMCAZ50,25/03/17,9.0,RDM13EX,0
01CEMMCA50,25/03/17,81.0,RDM13EX,0
01ALREC,25/03/17,4.0,MCS85,4
01ARM204,25/03/17,8.0,MCS85,4
01BLO15,25/03/17,400.0,MCS85,4
01CEMCAZ50,25/03/17,25.0,MCS85,4
01MALSOL10,25/03/17,16.0,MCS85,4
01VAR38,25/03/17,17.0,MCS85,4
0646050,25/03/17,20.0,MCS85,4
067593,25/03/17,1.0,MCS85,4
06CLA212,25/03/17,2.0,MCS85,4
08CAJCHR,25/03/17,1.0,MCS85,4
08CAJO4R,25/03/17,1.0,MCS85,4
08CONPDAB,25/03/17,1.0,MCS85,4
08POL12,25/03/17,7.0,MCS85,4
01CEMCAZ50,25/03/17,161.0,RDM13,0
01CR200,14/03/17,12.5,RDM13EX,0
03PTR447,14/03/17,2574.6,RODH66,6
01ARM12204,14/03/17,3.0,RODH66,6
01CEMCAZ50,14/03/17,4.0,RODH66,6
03PTR3316,14/03/17,7704.0,GCU9603,0
01ARE,14/03/17,14.0,GCU9603,0
06BRIC3,14/03/17,1.0,RODH66,6
03LA10126600,14/03/17,13.0,MUNICIPIO3,4
01ARM204,14/03/17,20.0,MUNICIPIO3,4
01BLO15,14/03/17,2400.0,MUNICIPIO3,4
01CEMCAZ50,14/03/17,97.0,MUNICIPIO3,4
01VAR38,14/03/17,20.0,MUNICIPIO3,4
03POL46,14/03/17,80.0,MUNICIPIO3,4
06ALAPJ34,14/03/17,10.0,MUNICIPIO3,4
0621025,15/03/17,20.0,GCU9603,0
06CASCSEG,15/03/17,20.0,GCU9603,0
01MS135305,15/03/17,385.0,AATF77,14
03PTR447,15/03/17,2574.6,RODH66,6
04HCEPLL,15/03/17,10.0,RDM13,0
05REGADD,15/03/17,1.0,RDM13,0
01CEMCAZ50,15/03/17,300.0,PAP07,4
03PTR447,15/03/17,2145.5,RODH66,6
01MALSOL6,16/03/17,100.0,PED02,0
03PTR211,16/03/17,52.56,RODH66,6
01ALREC,16/03/17,4.0,RODH66,6
01ARM12204,16/03/17,3.0,RODH66,6
01CEMCAZ50,16/03/17,3.0,RODH66,6
06CLA212,16/03/17,2.0,RODH66,6
06POLH1,16/03/17,12.0,RODH66,6
04HSO1318,16/03/17,4.0,RODH66,6
01ARM204,16/03/17,5.0,RODH66,6
01CEMCAZ50,16/03/17,20.0,RODH66,6
01LAD,16/03/17,1100.0,RODH66,6
01MC,16/03/17,1.0,RODH66,6
01SA,16/03/17,10.8,RODH66,6
01SM,16/03/17,848.0,RODH66,6
03LA10126300,16/03/17,3.0,RODH66,6
03POL36,16/03/17,30.0,RODH66,6
01CR200,17/03/17,6.0,RDM13EX,0
01C200,17/03/17,6.5,RDM13EX,0
01ARM1543,17/03/17,10.0,EAGI80,4
01ARM204,17/03/17,20.0,EAGI80,4
01CEMCAZ50,17/03/17,110.0,EAGI80,4
01MALSOL10,17/03/17,100.0,EAGI80,4
01VAR38,17/03/17,35.0,EAGI80,4
03POL1214,17/03/17,1632.0,PAP07,4
06PGE,17/03/17,2.0,PAP07,4
01CEMCAZ50,17/03/17,300.0,CAAL86,8
01BAB1030,17/03/17,350.0,MUNICIPIO3,4
01BLO15,17/03/17,1000.0,MUNICIPIO3,4
01CEMCAZ50,17/03/17,44.0,MUNICIPIO3,4
01VAR38,17/03/17,40.0,MUNICIPIO3,4
03LA10126500,17/03/17,17.0,MUNICIPIO3,4
03LA10126600,17/03/17,5.0,MUNICIPIO3,4
03POL46,17/03/17,260.0,MUNICIPIO3,4
06ALAPJ34,17/03/17,5.0,MUNICIPIO3,4
01CEMCAZ50,17/03/17,200.0,PAP07,4
06ALAG145,17/03/17,1.0,MRS2157,0
06MACI12150,17/03/17,6.0,MRS2157,0
06POSTV6,17/03/17,3.0,MRS2157,0
01VAR38,17/03/17,20.0,EAGI80,4
01BLO15,17/03/17,150.0,EAGI80,4
01MALSOL10,17/03/17,200.0,EAGI80,4
01VAR38,17/03/17,35.0,EAGI80,4
06CLA212,17/03/17,5.0,EAGI80,4
06CLAC212,17/03/17,3.0,EAGI80,4
0649252,18/03/17,1.0,RDM13EX,0
06CHAJCHA,18/03/17,1.0,RDM13EX,0
01BLO12,18/03/17,1000.0,RDM13EX,0
01BLO12,18/03/17,500.0,RDM13EX,0
01ARM124,18/03/17,3.0,RODH66,6
01CEMCAZ50,18/03/17,6.0,RODH66,6
01CAS661,18/03/17,3.0,RODH66,6
01CAS661,18/03/17,10.0,RODH66,6
01ALREC,18/03/17,100.0,GCU9603,0
01ARM1543,18/03/17,30.0,GCU9603,0
01VAR1,18/03/17,11.0,GCU9603,0
06CLA212,18/03/17,25.0,GCU9603,0
06CLA4,18/03/17,25.0,GCU9603,0
04HDCM14,18/03/17,5.0,GCU9603,0
0611559,18/03/17,4.0,GCU9603,0
06BRIC2,18/03/17,5.0,GCU9603,0
06GUANCN,18/03/17,10.0,GCU9603,0
06MB16903,18/03/17,2.0,GCU9603,0
04HDCM7,18/03/17,5.0,GCU9603,0
04HDDC7,18/03/17,10.0,GCU9603,0
0615566,18/03/17,1.0,GCU9603,0
0617305,18/03/17,1.0,GCU9603,0
0646120,18/03/17,3.0,GCU9603,0
0646202,18/03/17,3.0,GCU9603,0
0648051,18/03/17,1.0,GCU9603,0
06CINAIS6018,18/03/17,1.0,GCU9603,0
06FLEXC9,18/03/17,3.0,GCU9603,0
01YEM,20/03/17,1.0,RODH66,6
08CAJCHR,20/03/17,12.0,RODH66,6
01CINT0,20/03/17,288.0,RODH66,6
01CPMV,20/03/17,36.0,RODH66,6
01FM,20/03/17,6.0,RODH66,6
01GS,20/03/17,36.0,RODH66,6
01HL,20/03/17,1.2,RODH66,6
01NG,20/03/17,6.0,RODH66,6
01VPP,20/03/17,6.0,RODH66,6
05ADAPIM1,20/03/17,6.0,RODH66,6
05ADPIN34,20/03/17,18.0,RODH66,6
05CODIN1,20/03/17,12.0,RODH66,6
05PEGPVCTR150,20/03/17,6.0,RODH66,6
05RBAC134,20/03/17,6.0,RODH66,6
0610615,20/03/17,6.0,RODH66,6
0614685,20/03/17,6.0,RODH66,6
0617882,20/03/17,6.0,RODH66,6
0618085,20/03/17,6.0,RODH66,6
0618122,20/03/17,6.0,RODH66,6
06MAG22,20/03/17,270.0,RODH66,6
06MS50,20/03/17,6.0,RODH66,6
06POLH1,20/03/17,36.0,RODH66,6
01POLMAD448,20/03/17,42.0,RODH66,6
01GM,20/03/17,300.0,RODH66,6
06T501,20/03/17,40.0,GCU9603,0
01BLO12,20/03/17,500.0,RDM13EX,0
05MEZCL,20/03/17,2.0,RDM13,0
01EST123,21/03/17,153.4,SIG72,4
01VAR38,21/03/17,100.0,SIG72,4
01CEMBIG,21/03/17,2.0,SIG72,4
01CEMCAZ50,21/03/17,5.0,RODH66,6
01CHUPONS,21/03/17,28.0,RODH66,6
06TC,21/03/17,2.0,PAP07,4
06MS50,21/03/17,354.0,RODH66,6
03PTR3211,21/03/17,170.0,RODH66,6
01CEMCAZ50,21/03/17,14.42,VARB82,0
01CEMCAZ50,21/03/17,14.42,VARB82,0
01ARM204,21/03/17,8.0,MUNICIPIO3,4
01BLO15,21/03/17,2400.0,MUNICIPIO3,4
01CEMCAZ50,21/03/17,75.0,MUNICIPIO3,4
01VAR38,21/03/17,25.0,MUNICIPIO3,4
03LA10126500,21/03/17,5.0,MUNICIPIO3,4
03POL46,21/03/17,60.0,MUNICIPIO3,4
01ARM204,21/03/17,5.0,VARB82,0
01BLO15,21/03/17,137.0,VARB82,0
01CEMCAZ50,21/03/17,1.16,VARB82,0
01BLO15,21/03/17,255.0,VARB82,0
01BLO15,21/03/17,255.0,VARB82,0
01BLO15,21/03/17,255.0,VARB82,0
01BLO15,21/03/17,255.0,VARB82,0
01BLO15,21/03/17,255.0,VARB82,0
01BLO15,21/03/17,255.0,VARB82,0
01BLO15,21/03/17,255.0,VARB82,0
01BLO15,21/03/17,78.0,VARB82,0
0611752,21/03/17,1.0,MRS2157,0
06CAT60ND,21/03/17,1.0,MRS2157,0
0611272,21/03/17,1.0,RDM13EX,0
0611279,21/03/17,1.0,RDM13EX,0
06119204,21/03/17,1.0,RDM13EX,0
06650754,21/03/17,1.0,RDM13EX,0
03PTR211,21/03/17,141.0,RODH66,6
01CEMCAZ50,22/03/17,200.0,PAP07,4
01YEM,22/03/17,10.0,RODH66,6
01CEMCAZ50,22/03/17,200.0,PAP07,4
01BAB1030,22/03/17,1200.0,SIG72,4
01ALREC,22/03/17,69.4,SIG72,4
01ALAM,22/03/17,100.0,SPL96,1
01BLO20,22/03/17,160.0,SPL96,1
01ES,23/03/17,10.0,RODH66,6
01YEM,23/03/17,10.0,RODH66,6
01VAR38,23/03/17,6.0,PED02,0
01BLO20,23/03/17,240.0,SPL96,1
03VIPR18,23/03/17,7730.0,RODH66,6
04HDCM14,23/03/17,2.0,RODH66,6
01BLO12,23/03/17,139.0,RDM13EX,0
01BLO12,23/03/17,861.0,RDM13EX,0
05COL42,23/03/17,1.0,RDM13,0
01ARM204,23/03/17,5.0,MUNICIPIO3,4
01BLO15,23/03/17,700.0,MUNICIPIO3,4
01CEMCAZ50,23/03/17,60.0,MUNICIPIO3,4
01VAR38,23/03/17,10.0,MUNICIPIO3,4
03LA10126300,23/03/17,15.0,MUNICIPIO3,4
03POL46,23/03/17,40.0,MUNICIPIO3,4
05ESCC1324,24/03/17,2.0,GCU9603,0
0618593,24/03/17,1.0,GCU9603,0
06ESCC,24/03/17,2.0,GCU9603,0
04HDA2116,24/03/17,5.0,GCU9603,0
0617431,24/03/17,2.0,GCU9603,0
06FEL4,24/03/17,10.0,GCU9603,0
06LIJAESM,24/03/17,20.0,GCU9603,0
06RODM4,24/03/17,4.0,GCU9603,0
01CEMCAZ50,24/03/17,10.0,VARB82,0
01CEMCAZ50,24/03/17,10.0,VARB82,0
03LA10126400,24/03/17,10.0,PAP07,4
03LA10126610,24/03/17,10.0,PAP07,4
03POL36,24/03/17,653.6,PAP07,4
04HPPB141,24/03/17,1500.0,PAP07,4
01GOT,24/03/17,1800.0,RODH66,6
05CODIN12,24/03/17,20.0,RODH66,6
05NIP21,24/03/17,2.0,RODH66,6
05NIPLION,24/03/17,2.0,RODH66,6
05NIPPVCIN12,24/03/17,40.0,RODH66,6
05REDCG212,24/03/17,4.0,RODH66,6
05TEEPVCIN12,24/03/17,40.0,RODH66,6
06GRAPG,24/03/17,10.0,RODH66,6
06POLH12,24/03/17,3200.0,RODH66,6
06POLH2,24/03/17,500.0,RODH66,6
06REDG140,24/03/17,4.0,RODH66,6
07MLY2,24/03/17,91.0,RODH66,6
01ALAM,24/03/17,65.75,SPL96,1
01ALAM,24/03/17,34.25,SPL96,1
01ALREC,24/03/17,73.0,SPL96,1
01VAR112,24/03/17,30.0,SPL96,1
01VAR38,24/03/17,120.0,SPL96,1
06CLA212,24/03/17,25.0,SPL96,1
01C200,24/03/17,6.5,RDM13EX,0
01CR200,24/03/17,6.0,RDM13EX,0
01CEMCAZ50,24/03/17,100.0,PED02,0
01CEMCAZ50,24/03/17,4.0,RODH66,6
06CLAC212,24/03/17,0.5,RODH66,6
06PGE,24/03/17,1.0,PAP07,4
06TC,24/03/17,1.0,PAP07,4
06CLAC112,27/03/17,5.0,GCU9603,0
06CLAC212,27/03/17,4.0,GCU9603,0
06GUANCNL,27/03/17,6.0,GCU9603,0
01ALREC,27/03/17,100.0,GCU9603,0
01ARM1543,27/03/17,15.0,GCU9603,0
01VAR38,27/03/17,75.0,GCU9603,0
0611586,27/03/17,10.0,GCU9603,0
0612160,27/03/17,3.0,GCU9603,0
0614221,27/03/17,1.0,GCU9603,0
0617069,27/03/17,1.0,GCU9603,0
01YEM,27/03/17,10.0,RODH66,6
03VRED58,27/03/17,191.4,RODH66,6
01CEMCAZ50,27/03/17,200.0,PAP07,4
08CAJCHR,27/03/17,10.0,MRS2157,0
08POL1234,27/03/17,100.0,MRS2157,0
01ALREC,27/03/17,92.0,MCS85,4
01ARM204,27/03/17,184.0,MCS85,4
01BLO15,27/03/17,9200.0,MCS85,4
01CEMCAZ50,27/03/17,575.0,MCS85,4
01MALSOL10,27/03/17,368.0,MCS85,4
01VAR38,27/03/17,391.0,MCS85,4
0647350,27/03/17,1.0,MCS85,4
067593,27/03/17,23.0,MCS85,4
06CLA212,27/03/17,46.0,MCS85,4
08CAB12,27/03/17,460.0,MCS85,4
08CAJCHR,27/03/17,23.0,MCS85,4
08CAJO4R,27/03/17,23.0,MCS85,4
08CONPDAB,27/03/17,22.0,MCS85,4
08POL12,27/03/17,161.0,MCS85,4
03POL1010,28/03/17,585.0,PAP07,4
03POL1214,28/03/17,384.0,PAP07,4
03POL46,28/03/17,600.0,PAP07,4
01PBC25,28/03/17,3.0,RDM13EX,0
01YEM,28/03/17,113.0,RDM13EX,0
05ZZ5,28/03/17,9.0,RDM13EX,0
01ALREC,28/03/17,47.0,RDM13EX,0
01VAR38,28/03/17,275.0,RDM13EX,0
06CLA4,28/03/17,62.5,RDM13EX,0
01ALREC,28/03/17,47.0,RDM13EX,0
01VAR38,28/03/17,275.0,RDM13EX,0
06CLA4,28/03/17,62.5,RDM13EX,0
06FLEXC55,28/03/17,1.0,BITL77,4
01CEMBIG,28/03/17,2.0,SIG72,4
01CEMBIG,28/03/17,4.0,SIG72,4
01CEMBIG,28/03/17,6.0,MRS00006,0
05CODPVC290,28/03/17,2.0,RODH66,6
05TUBPVCN2,28/03/17,4.0,RODH66,6
05CODPVC290,28/03/17,1.0,RODH66,6
05REDPVC32,28/03/17,1.0,RODH66,6
01ALREC,28/03/17,2.0,MUNICIPIO3,4
01ARM204,28/03/17,42.0,MUNICIPIO3,4
01BAB1030,28/03/17,840.0,MUNICIPIO3,4
01BLO15,28/03/17,4400.0,MUNICIPIO3,4
01CEMCAZ50,28/03/17,379.0,MUNICIPIO3,4
01PBC25,28/03/17,20.0,MUNICIPIO3,4
01PM90X1.90,28/03/17,2.0,MUNICIPIO3,4
01VAR38,28/03/17,55.0,MUNICIPIO3,4
01VENT,28/03/17,2.0,MUNICIPIO3,4
03LA10126300,28/03/17,8.0,MUNICIPIO3,4
03LA10126400,28/03/17,27.0,MUNICIPIO3,4
03LA10126500,28/03/17,109.0,MUNICIPIO3,4
03LA10126600,28/03/17,23.0,MUNICIPIO3,4
03POL46,28/03/17,1140.0,MUNICIPIO3,4
03PTR11214,28/03/17,13.4,MUNICIPIO3,4
05TUBGALV51126,28/03/17,2.67,MUNICIPIO3,4
05ZPMB,28/03/17,40.0,MUNICIPIO3,4
06MACI10150,28/03/17,40.0,MUNICIPIO3,4
06MACI10175,28/03/17,20.0,MUNICIPIO3,4
03ANG3162,28/03/17,36.0,CAAL86,8
03CP,28/03/17,6.0,CAAL86,8
03LAPR1014,28/03/17,32.0,CAAL86,8
03POL46,28/03/17,640.0,CAAL86,8
03POL66,28/03/17,275.0,CAAL86,8
03PTR114,28/03/17,10.0,CAAL86,8
03PTR4414,28/03/17,582.4,CAAL86,8
06CLA4,29/03/17,62.5,RDM13EX,0
01ALREC,29/03/17,47.0,RDM13EX,0
01VAR38,29/03/17,275.0,RDM13EX,0
01ARE,29/03/17,14.0,GCU9603,0
03PTR114,29/03/17,78.0,CAAL86,8
01CEMCAZ50,29/03/17,30.0,MUNICIPIO3,4
03ANG3162,29/03/17,33.0,CAAL86,8
01CEMCAZ50,29/03/17,1.0,RODH66,6
03ANG142,29/03/17,60.4,PAP07,4
08TUER34,29/03/17,12.0,PAP07,4
03ANG3163,29/03/17,70.0,PAP07,4
01CEMCAZ50,29/03/17,1.0,RODH66,6
01CEMCAZ50,30/03/17,30.0,RDM13,0
05COL42,30/03/17,1.0,RDM13,0
05PEGPVC250,30/03/17,1.0,RDM13,0
05TUBPVCN2,30/03/17,6.0,RDM13,0
01C200,30/03/17,13.0,RDM13EX,0
01CEMCAZ50,30/03/17,1.0,RODH66,6
04HSEL,30/03/17,1.0,RODH66,6
03101AL18,30/03/17,7.4,AATF77,14
03103TS18,30/03/17,8.0,AATF77,14
03121CH18,30/03/17,7.8,AATF77,14
03122ES18,30/03/17,7.4,AATF77,14
03127TDC18,30/03/17,11.0,AATF77,14
03M22518,30/03/17,9.28,AATF77,14
03P10018,30/03/17,8.0,AATF77,14
03SOL1812,30/03/17,12.0,AATF77,14
03POL1010,31/03/17,65.0,PAP07,4
03PTR11214,31/03/17,25.2,PAP07,4
03SOL316112,31/03/17,63.0,PAP07,4
0611586,31/03/17,2.0,PAP07,4
03ANG3163,31/03/17,70.0,PAP07,4
06TC,31/03/17,1.0,PAP07,4
06PPC,31/03/17,1.0,PAP07,4
01CEMCAZ50,31/03/17,60.0,PED02,0
01CEMCAZ50,31/03/17,2.0,BITL77,4
01PBC25,31/03/17,6.0,BITL77,4
01CEMCAZ50,31/03/17,20.0,SIG72,4
06LLANFB,31/03/17,1.0,RODH66,6
01ES,04/01/17,10.0,RODH66,6
03SOL146,04/01/17,45.0,RODH66,6
0621025,04/01/17,10.0,GCU9603,0
06CASCSEG,04/01/17,4.0,GCU9603,0
06TC2855,04/01/17,1.0,GCU9603,0
0612646,04/01/17,1.0,GCU9603,0
0614582,04/01/17,3.0,GCU9603,0
06BICPAL,04/01/17,10.0,GCU9603,0
06NIV60,04/01/17,1.0,GCU9603,0
