"Clacli","Fecncre","Monto","Estado","Miva","MImp2","MDes","Mcosto","Piva","Pimp2","PDes","Nummov","Nncre","Numfac","facreal","Mfondo","TipoNC","Claven","Clazon","hora","numaprfol","numcer","perapr","cladep","Numuser","Refori","impreso","metpagele","bancosele","cuentaele","imprcan","Tpeso","usocfdi","periodo","mes","ano","frem","pagada","observa","nusercan","paga","objimp","version"
"API14","07/04/16","37500","yes","32327.59","0","0","0","16","0","0","58858","ZID00001","ZI000054","","0","no","","0","61202","","00001000000300171291","2015","10","0","","no","No Identificado","No Aplica","No Aplica","no","0","","","","","no","no","","0","","",""
"API14","07/04/16","7500","yes","6465.52","0","0","0","16","0","0","58862","ZID00002","ZI000056","","0","no","","0","61203","","00001000000300171291","2015","10","0","","no","No Identificado","No Aplica","No Aplica","no","0","","","","","no","no","","0","","",""
"API14","07/04/16","7500","yes","6465.52","0","0","0","16","0","0","58866","ZID00003","ZI000059","","0","no","","0","61203","","00001000000300171291","2015","10","0","","no","No Identificado","No Aplica","No Aplica","no","0","","","","","no","no","","0","","",""
"API14","07/04/16","37500","yes","32327.59","0","0","0","16","0","0","50692","ZID00004","ZI000060","","0","no","","0","61203","","00001000000300171291","2015","10","0","","no","No Identificado","No Aplica","No Aplica","no","0","","","","","no","no","","0","","",""
"API14","07/04/16","46080","yes","39724.14","0","0","0","16","0","0","54176","ZID00005","ZI000074","","0","no","","0","61203","","00001000000300171291","2015","10","0","","no","No Identificado","No Aplica","No Aplica","no","0","","","","","no","no","","0","","",""
"API14","07/04/16","6250","yes","5387.93","0","0","0","16","0","0","54180","ZID00006","ZI000080","","0","no","","0","61203","","00001000000300171291","2015","10","0","","no","No Identificado","No Aplica","No Aplica","no","0","","","","","no","no","","0","","",""
"API14","07/04/16","50000","yes","43103.45","0","0","0","16","0","0","54184","ZID00007","ZI000147","","0","no","","0","61203","","00001000000300171291","2015","10","0","","no","No Identificado","No Aplica","No Aplica","no","0","","","","","no","no","","0","","",""
"API14","09/04/16","50400","yes","43448.28","0","0","0","16","0","0","85846","ZID00008","ZI000063","","0","no","","0","50116","","00001000000300171291","2015","10","0","","no","No Identificado","No Aplica","No Aplica","no","0","","","","","no","no","","0","","",""
"API14","09/04/16","50400","yes","43448.28","0","0","0","16","0","0","85858","ZID00009","ZI000083","","0","no","","0","50116","","00001000000300171291","2015","10","0","","no","No Identificado","No Aplica","No Aplica","no","0","","","","","no","no","","0","","",""
"JME00","04/05/16","91766","yes","79108.62","0","0","0","16","0","0","92031","ZID00010","ZI000409","","0","no","","0","37879","","00001000000300171291","2015","10","0","","no","No Identificado","No Aplica","No Aplica","no","0","","","","","no","no","","0","","",""
"PAP07","13/05/16","1800","yes","1551.72","0","0","0","16","0","0","94213","ZID00011","ZI000399","","0","no","","0","36034","","00001000000300171291","2015","10","0","","no","No Identificado","No Aplica","No Aplica","no","0","","","","","no","no","","0","","",""
"SES08","20/05/16","85","yes","73.28","0","0","0","16","0","0","95519","ZID00012","ZI000568","","0","no","","0","31273","","00001000000300171291","2015","10","0","","no","No Identificado","No Aplica","No Aplica","no","0","","","","","no","no","","0","","",""
"UAS23","20/05/16","37200","yes","32068.97","0","0","0","16","0","0","95736","ZID00013","ZI000092","","0","no","","0","56635","","00001000000300171291","2015","10","0","","no","No Identificado","No Aplica","No Aplica","no","0","","","","","no","no","","0","","",""
"GASC76","27/05/16","5538","yes","4774.14","0","0","0","16","0","0","98055","ZID00014","ZI000511","","0","no","","0","48658","","00001000000300171291","2015","10","0","","no","No Identificado","No Aplica","No Aplica","no","0","","","","","no","no","","0","","",""
"COE05","06/06/16","10000","yes","8620.69","0","0","0","16","0","0","100310","ZID00015","ZI000696","","0","no","","0","29427","","00001000000300171291","2015","10","0","","no","No Identificado","No Aplica","No Aplica","no","0","","","","","no","no","","0","","",""
"RACG68","07/06/16","123","yes","106.03","0","0","0","16","0","0","101443","ZID00016","ZI000744","","0","no","","0","46095","","00001000000300171291","2015","10","0","","no","No Identificado","No Aplica","No Aplica","no","0","","","","","no","no","","0","","",""
"SES08","11/06/16","1397","yes","1204.31","0","0","0","16","0","0","103009","ZID00017","ZI000738","","0","no","","0","47772","","00001000000300171291","2015","10","0","","no","No Identificado","No Aplica","No Aplica","no","0","","","","","no","no","","0","","",""
"SAK96","16/06/16","1055.28","yes","909.72","0","0","0","16","0","0","104353","ZID00018","ZI000390","","0","no","","0","33543","","00001000000300171291","2015","10","0","","no","No Identificado","No Aplica","No Aplica","no","0","","","","","no","no","","0","","",""
"UAS23","22/06/16","30000","yes","25862.07","0","0","0","16","0","0","106282","ZID00019","ZI000600","","0","no","","0","47856","","00001000000300171291","2015","10","0","","no","No Identificado","No Aplica","No Aplica","no","0","","","","","no","no","","0","","",""
"RODH66","02/07/16","10854","yes","9356.9","0","0","0","16","0","0","110063","ZID00020","ZI000505","","0","no","","0","49601","","00001000000300171291","2015","10","0","","no","No Identificado","No Aplica","No Aplica","no","0","","","","","no","no","","0","","",""
"LOCC76","11/07/16","14483.52","yes","12485.79","0","0","0","16","0","0","112643","ZID00021","ZI001173","","0","no","","0","56362","","00001000000300171291","2015","10","0","","no","No Identificado","No Aplica","No Aplica","no","0","","","","","no","no","","0","","",""
"MRS40006","18/07/16","9840","yes","8482.76","0","0","0","16","0","0","114320","ZID00022","ZI000932","","0","no","","0","56796","","00001000000300171291","2015","10","0","","no","99-Otros","","","no","0","","","","","no","no","","0","","",""
"MRS40006","18/07/16","937.5","yes","808.19","0","0","0","16","0","0","114324","ZID00023","ZI000936","","0","no","","0","56796","","00001000000300171291","2015","10","0","","no","99-Otros","","","no","0","","","","","no","no","","0","","",""
"MRS40006","18/07/16","475","yes","409.48","0","0","0","16","0","0","114328","ZID00024","ZI000938","","0","no","","0","56796","","00001000000300171291","2015","10","0","","no","99-Otros","","","no","0","","","","","no","no","","0","","",""
"MRS40006","18/07/16","4322.7","yes","3726.47","0","0","0","16","0","0","114332","ZID00025","ZI000945","","0","no","","0","56796","","00001000000300171291","2015","10","0","","no","99-Otros","","","no","0","","","","","no","no","","0","","",""
"MRS40006","18/07/16","9120","yes","7862.07","0","0","0","16","0","0","114341","ZID00026","ZI000957","","0","no","","0","56796","","00001000000300171291","2015","10","0","","no","99-Otros","","","no","0","","","","","no","no","","0","","",""
"MRS40006","18/07/16","5000","yes","4310.34","0","0","0","16","0","0","114345","ZID00027","ZI001124","","0","no","","0","56796","","00001000000300171291","2015","10","0","","no","99-Otros","","","no","0","","","","","no","no","","0","","",""
"UAS23","28/07/16","30000","yes","25862.07","0","0","0","16","0","0","117683","ZID00028","ZI001038","","0","no","","0","46444","","00001000000300171291","2015","10","0","","no","03-Transferencia electrónica de fondos","","","no","0","","","","","no","no","","0","","",""
"HEGI83","02/08/16","9440","no","8137.93","0","0","0","16","0","0","119362","ZID00029","ZI000467","","0","no","","0","49944","","00001000000300171291","2015","10","0","","no","99-Otros","","","no","0","","","","","no","no","","0","","",""
"HEGI83","02/08/16","20250","yes","17456.9","0","0","0","16","0","0","119366","ZID00030","ZI000481","","0","no","","0","49944","","00001000000300171291","2015","10","0","","no","99-Otros","","","no","0","","","","","no","no","","0","","",""
"HEGI83","02/08/16","58730","yes","50629.31","0","0","0","16","0","0","119370","ZID00031","ZI000881","","0","no","","0","49944","","00001000000300171291","2015","10","0","","no","99-Otros","","","no","0","","","","","no","no","","0","","",""
"HEGI83","02/08/16","49700","yes","42844.83","0","0","0","16","0","0","119382","ZID00032","ZI000911","","0","no","","0","49944","","00001000000300171291","2015","10","0","","no","99-Otros","","","no","0","","","","","no","no","","0","","",""
"HEGI83","02/08/16","45001.2","yes","38794.14","0","0","0","16","0","0","119388","ZID00033","ZI000942","","0","no","","0","49944","","00001000000300171291","2015","10","0","","no","99-Otros","","","no","0","","","","","no","no","","0","","",""
"HEGI83","02/08/16","61940","yes","53396.55","0","0","0","16","0","0","119394","ZID00034","ZI001022","","0","no","","0","49944","","00001000000300171291","2015","10","0","","no","99-Otros","","","no","0","","","","","no","no","","0","","",""
"HEGI83","02/08/16","13660","yes","11775.86","0","0","0","16","0","0","119671","ZID00035","ZI000584","","0","no","","0","52790","","00001000000300171291","2015","10","0","","no","99-Otros","","","no","0","","","","","no","no","","0","","",""
"GASC76","24/08/16","4681.8","yes","4036.03","0","0","0","16","0","0","129443","ZID00036","ZI001465","","0","no","","0","51672","","00001000000300171291","2015","10","0","","no","99-Otros","","","no","0","","","","","no","no","","0","","",""
"SPL96","24/08/16","10450","yes","9008.62","0","0","0","16","0","0","129447","ZID00037","ZI001949","","0","no","","0","52722","","00001000000300171291","2015","10","0","","no","99-Otros","","","no","0","","","","","no","no","","0","","",""
"EAGI80","30/08/16","2380","yes","2051.72","0","0","0","16","0","0","132123","ZID00038","ZI001763","","0","no","","0","34783","","00001000000300171291","2015","10","0","","no","99-Otros","","","no","0","","","","","no","no","","0","","",""
"RODH66","06/09/16","620.04","yes","534.52","0","0","0","16","0","0","135796","ZID00039","ZI000213","","0","no","","0","47464","","00001000000300171291","2015","10","0","","no","99-Otros","","","no","0","","","","","no","no","","0","","",""
"RODH66","06/09/16","748.8","yes","645.52","0","0","0","16","0","0","135814","ZID00040","ZI000240","","0","no","","0","47464","","00001000000300171291","2015","10","0","","no","99-Otros","","","no","0","","","","","no","no","","0","","",""
"RODH66","06/09/16","448.8","yes","386.9","0","0","0","16","0","0","135818","ZID00041","ZI000364","","0","no","","0","47464","","00001000000300171291","2015","10","0","","no","99-Otros","","","no","0","","","","","no","no","","0","","",""
"RODH66","06/09/16","900","yes","775.86","0","0","0","16","0","0","135826","ZID00042","ZI000376","","0","no","","0","47464","","00001000000300171291","2015","10","0","","no","99-Otros","","","no","0","","","","","no","no","","0","","",""
"RODH66","06/09/16","381","yes","328.45","0","0","0","16","0","0","135830","ZID00043","ZI000393","","0","no","","0","47464","","00001000000300171291","2015","10","0","","no","99-Otros","","","no","0","","","","","no","no","","0","","",""
"RODH66","06/09/16","1080","yes","931.03","0","0","0","16","0","0","135834","ZID00044","ZI000407","","0","no","","0","47464","","00001000000300171291","2015","10","0","","no","99-Otros","","","no","0","","","","","no","no","","0","","",""
"EAGI80","06/09/16","58550.8","yes","50474.83","0","0","0","16","0","0","136156","ZID00045","ZI001763","","0","no","","0","57439","","00001000000300171291","2015","10","0","","no","99-Otros","","","no","0","","","","","no","no","","0","","",""
"UAS23","07/09/16","30000","yes","25862.07","0","0","0","16","0","0","136852","ZID00046","ZI001528","","0","no","","0","54982","","00001000000300171291","2015","10","0","","no","99-Otros","","","no","0","","","","","no","no","","0","","",""
"UAS23","07/09/16","20540","yes","17706.9","0","0","0","16","0","0","136868","ZID00047","ZI001744","","0","no","","0","54982","","00001000000300171291","2015","10","0","","no","99-Otros","","","no","0","","","","","no","no","","0","","",""
"UAS23","07/09/16","20320","yes","17517.24","0","0","0","16","0","0","136874","ZID00048","ZI001766","","0","no","","0","54982","","00001000000300171291","2015","10","0","","no","99-Otros","","","no","0","","","","","no","no","","0","","",""
"UAS23","07/09/16","5880","yes","5068.97","0","0","0","16","0","0","136878","ZID00049","ZI002093","","0","no","","0","54982","","00001000000300171291","2015","10","0","","no","99-Otros","","","no","0","","","","","no","no","","0","","",""
"JURF73","10/09/16","231229","yes","199335.34","0","0","0","16","0","0","138488","ZID00050","ZI001963","","0","no","","0","42190","","00001000000300171291","2015","10","0","","no","99-Otros","","","no","0","","","","","no","no","","0","","",""
"JURF73","10/09/16","49625","yes","42780.17","0","0","0","16","0","0","138553","ZID00051","ZI002064","","0","no","","0","44588","","00001000000300171291","2015","10","0","","no","99-Otros","","","no","0","","","","","no","no","","0","","",""
"JURF73","10/09/16","50700.5","yes","43707.33","0","0","0","16","0","0","138564","ZID00052","ZI002074","","0","no","","0","44588","","00001000000300171291","2015","10","0","","no","99-Otros","","","no","0","","","","","no","no","","0","","",""
"JURF73","10/09/16","13950","yes","12025.86","0","0","0","16","0","0","138584","ZID00053","ZI002124","","0","no","","0","44588","","00001000000300171291","2015","10","0","","no","99-Otros","","","no","0","","","","","no","no","","0","","",""
"JURF73","10/09/16","10875","yes","9375","0","0","0","16","0","0","138588","ZID00054","ZI002130","","0","no","","0","44588","","00001000000300171291","2015","10","0","","no","99-Otros","","","no","0","","","","","no","no","","0","","",""
"JURF73","10/09/16","48160","yes","41517.24","0","0","0","16","0","0","138634","ZID00055","ZI002135","","0","no","","0","44588","","00001000000300171291","2015","10","0","","no","99-Otros","","","no","0","","","","","no","no","","0","","",""
"MRS2043","03/10/16","4429.4","yes","3818.45","0","0","0","16","0","0","148883","ZID00056","ZI002652","","0","no","","0","31784","","00001000000300171291","2015","10","0","","no","03-Transferencia electrónica de fondos","SANTANDER","3319","no","0","","","","","no","no","","0","","",""
"MCS85","04/10/16","79200","yes","68275.86","0","0","0","16","0","0","149893","ZID00057","ZI002615","","0","no","","0","52582","","00001000000300171291","2015","10","0","","no","99-Otros","","","no","0","","","","","no","no","","0","","",""
"MCS85","05/10/16","8520","yes","7344.83","0","0","0","16","0","0","150823","ZID00058","ZI001412","","0","no","","0","42510","","00001000000300171291","2015","10","0","","no","99-Otros","","","no","0","","","","","no","no","","0","","",""
"MCS85","05/10/16","27300","yes","23534.48","0","0","0","16","0","0","150827","ZID00059","ZI001520","","0","no","","0","42510","","00001000000300171291","2015","10","0","","no","99-Otros","","","no","0","","","","","no","no","","0","","",""
"MCS85","05/10/16","49648","yes","42800","0","0","0","16","0","0","150831","ZID00060","ZI001521","","0","no","","0","42510","","00001000000300171291","2015","10","0","","no","99-Otros","","","no","0","","","","","no","no","","0","","",""
"MCS85","05/10/16","6300","yes","5431.03","0","0","0","16","0","0","150841","ZID00061","ZI001656","","0","no","","0","42510","","00001000000300171291","2015","10","0","","no","99-Otros","","","no","0","","","","","no","no","","0","","",""
"MCS85","05/10/16","15600","yes","13448.28","0","0","0","16","0","0","150845","ZID00062","ZI002069","","0","no","","0","42510","","00001000000300171291","2015","10","0","","no","99-Otros","","","no","0","","","","","no","no","","0","","",""
"MCS85","05/10/16","36400","yes","31379.31","0","0","0","16","0","0","150849","ZID00063","ZI002145","","0","no","","0","42510","","00001000000300171291","2015","10","0","","no","99-Otros","","","no","0","","","","","no","no","","0","","",""
"MCS85","05/10/16","39000","yes","33620.69","0","0","0","16","0","0","150853","ZID00064","ZI002209","","0","no","","0","42510","","00001000000300171291","2015","10","0","","no","99-Otros","","","no","0","","","","","no","no","","0","","",""
"MCS85","05/10/16","41600","yes","35862.07","0","0","0","16","0","0","150857","ZID00065","ZI002298","","0","no","","0","42510","","00001000000300171291","2015","10","0","","no","99-Otros","","","no","0","","","","","no","no","","0","","",""
"MCS85","05/10/16","531.06","yes","457.81","0","0","0","16","0","0","150861","ZID00066","ZI002389","","0","no","","0","42510","","00001000000300171291","2015","10","0","","no","99-Otros","","","no","0","","","","","no","no","","0","","",""
"MCS85","05/10/16","19950","yes","17198.28","0","0","0","16","0","0","150865","ZID00067","ZI002394","","0","no","","0","42510","","00001000000300171291","2015","10","0","","no","99-Otros","","","no","0","","","","","no","no","","0","","",""
"MCS85","05/10/16","53500","yes","46120.69","0","0","0","16","0","0","150869","ZID00068","ZI002414","","0","no","","0","42510","","00001000000300171291","2015","10","0","","no","99-Otros","","","no","0","","","","","no","no","","0","","",""
"MCS85","05/10/16","5670","yes","4887.93","0","0","0","16","0","0","150879","ZID00069","ZI002490","","0","no","","0","42510","","00001000000300171291","2015","10","0","","no","99-Otros","","","no","0","","","","","no","no","","0","","",""
"MCS85","05/10/16","41600","yes","35862.07","0","0","0","16","0","0","150915","ZID00070","ZI002512","","0","no","","0","42510","","00001000000300171291","2015","10","0","","no","99-Otros","","","no","0","","","","","no","no","","0","","",""
"MCS85","05/10/16","52000","yes","44827.59","0","0","0","16","0","0","150919","ZID00071","ZI002530","","0","no","","0","42510","","00001000000300171291","2015","10","0","","no","99-Otros","","","no","0","","","","","no","no","","0","","",""
"MCS85","05/10/16","46800","yes","40344.83","0","0","0","16","0","0","150923","ZID00072","ZI002570","","0","no","","0","42510","","00001000000300171291","2015","10","0","","no","99-Otros","","","no","0","","","","","no","no","","0","","",""
"MCS85","05/10/16","28000","yes","24137.93","0","0","0","16","0","0","150927","ZID00073","ZI002616","","0","no","","0","42510","","00001000000300171291","2015","10","0","","no","99-Otros","","","no","0","","","","","no","no","","0","","",""
"MCS85","05/10/16","14000","yes","12068.97","0","0","0","16","0","0","150931","ZID00074","ZI002723","","0","no","","0","42510","","00001000000300171291","2015","10","0","","no","99-Otros","","","no","0","","","","","no","no","","0","","",""
"MCS85","08/10/16","39600","yes","34137.93","0","0","0","16","0","0","154149","ZID00075","ZI000448","","0","no","","0","43944","","00001000000300171291","2015","10","0","","no","99-Otros","","","no","0","","","","","no","no","","0","","",""
"MCS85","08/10/16","39600","yes","34137.93","0","0","0","16","0","0","154153","ZID00076","ZI000483","","0","no","","0","43944","","00001000000300171291","2015","10","0","","no","99-Otros","","","no","0","","","","","no","no","","0","","",""
"MCS85","08/10/16","39600","yes","34137.93","0","0","0","16","0","0","154157","ZID00077","ZI000506","","0","no","","0","43944","","00001000000300171291","2015","10","0","","no","99-Otros","","","no","0","","","","","no","no","","0","","",""
"MCS85","08/10/16","15840","yes","13655.17","0","0","0","16","0","0","154161","ZID00078","ZI000889","","0","no","","0","43944","","00001000000300171291","2015","10","0","","no","99-Otros","","","no","0","","","","","no","no","","0","","",""
"MCS85","08/10/16","21300","yes","18362.07","0","0","0","16","0","0","154165","ZID00079","ZI001156","","0","no","","0","43944","","00001000000300171291","2015","10","0","","no","99-Otros","","","no","0","","","","","no","no","","0","","",""
"MRS2043","10/10/16","573","yes","493.97","0","0","0","16","0","0","154706","ZID00080","ZI002880","","0","no","","0","40676","","00001000000300171291","2015","10","0","","no","99-Otros","","","no","0","","","","","no","no","","0","","",""
"PEJE72","13/10/16","4851","yes","4181.9","0","0","0","16","0","0","157201","ZID00081","ZI002972","","0","no","","0","60299","","00001000000300171291","2015","10","0","","no","99-Otros","","","no","0","","","","","no","no","","0","","",""
"GOAP79","14/10/16","8930","yes","7698.28","0","0","0","16","0","0","157357","ZID00082","ZI002699","","0","no","","0","40074","","00001000000300171291","2015","10","0","","no","99-Otros","","","no","0","","","","","no","no","","0","","",""
"HEMF74","21/10/16","12750","yes","10991.38","0","0","0","16","0","0","160915","ZID00083","ZI002609","","0","no","","0","46461","","00001000000300171291","2015","10","0","","no","99-Otros","","","no","0","","","","","no","no","","0","","",""
"ZUTL81","21/10/16","50","yes","43.1","0","0","0","16","0","0","160921","ZID00084","ZI002893","","0","no","","0","47238","","00001000000300171291","2015","10","0","","no","99-Otros","","","no","0","","","","","no","no","","0","","",""
"LOOA941","27/10/16","290","yes","250","0","0","0","16","0","0","164649","ZID00085","ZI003262","","0","no","","0","43433","","00001000000300171291","2015","10","0","","no","99-Otros","","","no","0","","","","","no","no","","0","","",""
"JURF73","28/10/16","11200","yes","9655.17","0","0","0","16","0","0","162915","ZID00086","ZI002997","","0","no","","0","52606","","00001000000300171291","2015","10","0","","no","99-Otros","","","no","0","","","","","no","no","","0","","",""
"AHU01","03/11/16","10400","yes","8965.52","0","0","0","16","0","0","168461","ZID00087","ZI002405","","0","no","","0","42720","","00001000000300171291","2015","10","0","","no","99-Otros","","","no","0","","","","","no","no","","0","","",""
"AHU01","03/11/16","58312","yes","50268.97","0","0","0","16","0","0","168465","ZID00088","ZI002901","","0","no","","0","42720","","00001000000300171291","2015","10","0","","no","99-Otros","","","no","0","","","","","no","no","","0","","",""
"AHU01","03/11/16","4750","yes","4094.83","0","0","0","16","0","0","168471","ZID00089","ZI002902","","0","no","","0","42720","","00001000000300171291","2015","10","0","","no","99-Otros","","","no","0","","","","","no","no","","0","","",""
"AHU01","03/11/16","93240","yes","80379.31","0","0","0","16","0","0","168447","ZID00090","ZI003044","","0","no","","0","42720","","00001000000300171291","2015","10","0","","no","99-Otros","","","no","0","","","","","no","no","","0","","",""
"RODH66","04/11/16","754.8","yes","650.69","0","0","0","16","0","0","169163","ZID00091","ZI003351","","0","no","","0","38929","","00001000000300171291","2015","10","0","","no","99-Otros","","","no","0","","","","","no","no","","0","","",""
"SPL96","05/11/16","5600","yes","4827.59","0","0","0","16","0","0","170503","ZID00092","ZI002629","","0","no","","0","34886","","00001000000300171291","2015","10","0","","no","99-Otros","","","no","0","","","","","no","no","","0","","",""
"EAGI80","11/11/16","6256","yes","5393.1","0","0","0","16","0","0","171441","ZID00093","ZI002509","","0","no","","0","38430","","00001000000300171291","2015","10","0","","no","99-Otros","","","no","0","","","","","no","no","","0","","",""
"HEGI83","15/11/16","23090","yes","19905.17","0","0","0","16","0","0","177571","ZID00094","ZI002767","","0","no","","0","51153","","00001000000300171291","2015","10","0","","no","99-Otros","","","no","0","","","","","no","no","","0","","",""
"HEGI83","15/11/16","13440","yes","11586.21","0","0","0","16","0","0","177581","ZID00095","ZI002846","","0","no","","0","51153","","00001000000300171291","2015","10","0","","no","99-Otros","","","no","0","","","","","no","no","","0","","",""
"HEGI83","15/11/16","38156.6","yes","32893.62","0","0","0","16","0","0","177585","ZID00096","ZI002925","","0","no","","0","51153","","00001000000300171291","2015","10","0","","no","99-Otros","","","no","0","","","","","no","no","","0","","",""
"HEGI83","15/11/16","51132.8","yes","44080","0","0","0","16","0","0","177591","ZID00097","ZI002949","","0","no","","0","51153","","00001000000300171291","2015","10","0","","no","99-Otros","","","no","0","","","","","no","no","","0","","",""
"HEGI83","15/11/16","13968","yes","12041.38","0","0","0","16","0","0","177603","ZID00098","ZI002953","","0","no","","0","51153","","00001000000300171291","2015","10","0","","no","99-Otros","","","no","0","","","","","no","no","","0","","",""
"HEGI83","15/11/16","2800","yes","2413.79","0","0","0","16","0","0","177609","ZID00099","ZI002955","","0","no","","0","51153","","00001000000300171291","2015","10","0","","no","99-Otros","","","no","0","","","","","no","no","","0","","",""
"HEGI83","15/11/16","316.2","yes","272.59","0","0","0","16","0","0","177613","ZID00100","ZI002960","","0","no","","0","51153","","00001000000300171291","2015","10","0","","no","99-Otros","","","no","0","","","","","no","no","","0","","",""
"HEGI83","15/11/16","2800","yes","2413.79","0","0","0","16","0","0","177617","ZID00101","ZI002964","","0","no","","0","51153","","00001000000300171291","2015","10","0","","no","99-Otros","","","no","0","","","","","no","no","","0","","",""
"HEGI83","15/11/16","5040","yes","4344.83","0","0","0","16","0","0","177621","ZID00102","ZI002980","","0","no","","0","51153","","00001000000300171291","2015","10","0","","no","99-Otros","","","no","0","","","","","no","no","","0","","",""
"MAR03","16/11/16","3099.4","yes","2671.9","0","0","0","16","0","0","178150","ZID00103","ZI002626","","0","no","","0","45809","","00001000000300171291","2015","10","0","","no","99-Otros","","","no","0","","","","","no","no","","0","","",""
"OEMI","25/11/16","99001.2","no","85345.86","0","0","0","16","0","0","182437","ZID00104","ZI002554","","0","no","","0","35937","","00001000000300171291","2015","10","0","","no","99-Otros","","","yes","0","","","","","no","no","","0","","",""
"OEMI","25/11/16","99001.2","yes","85345.86","0","0","0","16","0","0","182444","ZID00105","ZI002554","","0","no","","0","37099","","00001000000300171291","2015","10","0","","no","99-Otros","","","no","0","","","","","no","no","","0","","",""
"EAGI80","14/12/16","60000","yes","51724.14","0","0","0","16","0","0","192794","ZID00106","ZI003114","","0","no","","0","46752","","00001000000300171291","2015","10","0","","no","99-Otros","","","no","0","","","","","no","no","","0","","",""
"JURF73","14/12/16","3508.8","yes","3024.83","0","0","0","16","0","0","193089","ZID00107","ZI003007","","0","no","","0","49555","","00001000000300171291","2015","10","0","","no","98-NA","","","no","0","","","","","no","no","","0","","",""
"HEGI83","17/12/16","2000","yes","1724.14","0","0","0","16","0","0","195631","ZID00108","ZI000898","","0","no","","0","42947","","00001000000300171291","2015","10","0","","no","99-Otros","","","no","0","","","","","no","no","","0","","",""
"HEGI83","17/12/16","1600","yes","1379.31","0","0","0","16","0","0","195635","ZID00109","ZI000935","","0","no","","0","43044","","00001000000300171291","2015","10","0","","no","99-Otros","","","no","0","","","","","no","no","","0","","",""
"MCS85","28/12/16","19000","no","16379.31","0","0","0","16","0","0","201250","ZID00110","ZI003954","","0","no","","0","56833","","00001000000300171291","2015","10","0","","no","03-Transferencia electrónica de fondos","BANORTE","7025","yes","0","","","","","no","no","","0","","",""
"MCS85","28/12/16","19000","yes","16379.31","0","0","0","16","0","0","201257","ZID00111","ZI003954","","0","no","","0","57122","","00001000000300171291","2015","10","0","","no","99-Otros","","","no","0","","","","","no","no","","0","","",""
"MCS85","29/12/16","6556.37","yes","5652.04","0","0","0","16","0","0","201943","ZID00112","ZI003904","","0","no","","0","45062","","00001000000300171291","2015","10","0","","no","99-Otros","","","no","0","","","","","no","no","","0","","",""
"SIGR76","29/12/16","18098.4","yes","15602.07","0","0","0","16","0","0","202221","ZID00113","ZI003926","","0","no","","0","54401","","00001000000300171291","2015","10","0","","no","99-Otros","","","no","0","","","","","no","no","","0","","",""
"BARA74","02/01/17","1990","yes","1715.52","0","0","0","16","0","0","208238","ZID00114","ZI004782","","0","no","","0","38289","","00001000000300171291","2015","10","0","","no","99-Otros","","","no","0","","","","","no","no","","0","","",""
"TAC1503","02/01/17","7150","yes","6163.79","0","0","0","16","0","0","198602","ZID00115","ZI004318","","0","no","","0","41154","","00001000000300171291","2015","10","0","","no","99-Otros","","","no","0","","","","","no","no","","0","","",""
"TAC1503","02/01/17","9550","yes","8232.76","0","0","0","16","0","0","198606","ZID00116","ZI004371","","0","no","","0","41155","","00001000000300171291","2015","10","0","","no","99-Otros","","","no","0","","","","","no","no","","0","","",""
"TAC1503","02/01/17","14700","yes","12672.41","0","0","0","16","0","0","198612","ZID00117","ZI004450","","0","no","","0","41155","","00001000000300171291","2015","10","0","","no","99-Otros","","","no","0","","","","","no","no","","0","","",""
"TAC1503","02/01/17","2200","yes","1896.55","0","0","0","16","0","0","198625","ZID00118","ZI004494","","0","no","","0","41155","","00001000000300171291","2015","10","0","","no","99-Otros","","","no","0","","","","","no","no","","0","","",""
"MCS85","03/01/17","58800","yes","50689.66","0","0","0","16","0","0","199000","ZID00119","ZI004383","","0","no","","0","40175","","00001000000300171291","2015","10","0","","no","99-Otros","","","no","0","","","","","no","no","","0","","",""
"DDI12V","16/01/17","19600","yes","16896.55","0","0","0","16","0","0","213641","ZID00120","ZI004491","","0","no","","0","53895","","00001000000300171291","2015","10","0","","no","99-Otros","","","no","0","","","","","no","no","","0","","",""
"EAGI80","23/01/17","68200","yes","58793.1","0","0","0","16","0","0","216457","ZID00121","ZI004515","","0","no","","0","49102","","00001000000300171291","2015","10","0","","no","98-NA","","","no","0","","","","","no","no","","0","","",""
"MCS85","02/02/17","42000","yes","36206.9","0","0","0","16","0","0","221749","ZID00122","ZI005190","","0","no","","0","36949","","00001000000300171291","2015","10","0","","no","99-Otros","","","no","0","","","","","no","no","","0","","",""
"MCS85","02/02/17","6192.97","yes","5338.76","0","0","0","16","0","0","221875","ZID00123","ZI005237","","0","no","","0","37461","","00001000000300171291","2015","10","0","","no","99-Otros","","","no","0","","","","","no","no","","0","","",""
"RME15","15/02/17","4995","yes","4306.03","0","0","0","16","0","0","228549","ZID00124","ZI005461","","0","no","","0","49163","","00001000000300171291","2015","10","0","","no","99-Otros","","","no","0","","","","","no","no","","0","","",""
"01INECMEC","18/02/17","128","yes","110.34","0","0","0","16","0","0","228898","ZID00125","ZI005490","","0","no","","0","31368","","00001000000300171291","2015","10","0","","no","99-Otros","","","no","0","","","","","no","no","","0","","",""
"PAP07","24/02/17","28782.9","yes","24812.84","0","0","0","16","0","0","233397","ZID00126","ZI003326","","0","no","","0","49885","","00001000000300171291","2015","10","0","","no","99-Otros","","","no","0","","","","","no","no","","0","","",""
