"Clacli","Fecncre","Monto","Estado","Miva","MImp2","MDes","Mcosto","Piva","Pimp2","PDes","Nummov","Nncre","Numfac","facreal","Mfondo","TipoNC","Claven","Clazon","hora","numaprfol","numcer","perapr","cladep","Numuser","Refori","impreso","metpagele","bancosele","cuentaele","imprcan","Tpeso","usocfdi","periodo","mes","ano","frem","pagada","observa","nusercan","paga","objimp","version"
"MRS2043","05/06/23","1320","yes","1137.93","0","0","0","16","0","0","3947425","ZID02200","ZI087357","","0","no","97","0","59411","","00001000000505967194","2015","10","65","","no","99-Por definir","","","no","0","S01 - Sin efectos fiscales","","","","no","no","","0","","02","4.0"
"MRSZI013","09/06/23","1290","yes","1112.07","0","0","0","16","0","0","3964492","ZID02201","ZI087697","","0","no","152","0","58599","","00001000000505967194","2015","10","65","","no","99-Por definir","","","no","0","S01 - Sin efectos fiscales","","","","no","no","","0","","02","4.0"
"MRSZI046","10/06/23","832","yes","717.24","0","0","0","16","0","0","3966337","ZID02202","ZI087538","","0","no","07","0","46451","","00001000000505967194","2015","10","65","","no","99-Por definir","","","no","0","S01 - Sin efectos fiscales","","","","no","no","","0","","02","4.0"
"MRS2043","14/06/23","989.4","yes","852.93","0","0","0","16","0","0","3975687","ZID02203","ZI087980","","0","no","97","0","29919","","00001000000505967194","2015","10","65","","no","99-Por definir","","","no","0","S01 - Sin efectos fiscales","","","","no","no","","0","","02","4.0"
"MRSZI0025","14/06/23","650","yes","560.34","0","0","0","16","0","0","3976609","ZID02204","ZI087986","","0","no","109","0","40233","","00001000000505967194","2015","10","65","","no","99-Por definir","","","no","0","S01 - Sin efectos fiscales","","","","no","no","","0","","02","4.0"
"MRS2043","14/06/23","90","yes","77.59","0","0","0","16","0","0","3976620","ZID02205","ZI088007","","0","no","97","0","40285","","00001000000505967194","2015","10","65","","no","99-Por definir","","","no","0","S01 - Sin efectos fiscales","","","","no","no","","0","","02","4.0"
"MRSIZ143","16/06/23","380","yes","327.59","0","0","0","16","0","0","3986401","ZID02206","ZI088176","","0","no","97","0","57263","","00001000000505967194","2015","10","65","","no","99-Por definir","","","no","0","S01 - Sin efectos fiscales","","","","no","no","","0","","02","4.0"
"MRSZI0047","16/06/23","256","yes","220.69","0","0","0","16","0","0","3986704","ZID02207","ZI088134","","0","no","109","0","58903","","00001000000505967194","2015","10","65","","no","99-Por definir","","","no","0","S01 - Sin efectos fiscales","","","","no","no","","0","","02","4.0"
"MRS2043","16/06/23","25.7","yes","22.16","0","0","0","16","0","0","3986916","ZID02208","ZI088238","","0","no","97","0","60130","","00001000000505967194","2015","10","65","","no","01-Efectivo","","","no","0","S01 - Sin efectos fiscales","","","","no","no","","0","","02","4.0"
"IAHC450","19/06/23","234","yes","201.72","0","0","0","16","0","0","3990283","ZID02209","ZI088140","","0","no","117","0","31254","","00001000000505967194","2015","10","65","","no","99-Por definir","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","no","no","","0","","02","4.0"
"MRS2043","19/06/23","741.4","yes","639.14","0","0","0","16","0","0","3990291","ZID02210","ZI088257","","0","no","97","0","31338","","00001000000505967194","2015","10","65","","no","01-Efectivo","","","no","0","S01 - Sin efectos fiscales","","","","no","no","","0","","02","4.0"
"IAHC450","19/06/23","1552","yes","1337.93","0","0","0","16","0","0","3990307","ZID02211","ZI087941","","0","no","13","0","31429","","00001000000505967194","2015","10","65","","no","99-Por definir","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","no","no","","0","","02","4.0"
"RODH66","20/06/23","1220.8","no","1052.41","0","0","0","16","0","0","3993895","ZID02212","ZI087402","","0","no","07","0","31988","","00001000000505967194","2015","10","65","","no","99-Por definir","02","","yes","0","G02-Devoluciones  descuentos o bonificaciones","","","","no","no","","0","","02","4.0"
"MRS2043","21/06/23","626.2","yes","539.83","0","0","0","16","0","0","3999863","ZID02213","ZI088510","","0","no","97","0","56414","","00001000000505967194","2015","10","65","","no","99-Por definir","","","no","0","S01 - Sin efectos fiscales","","","","no","no","","0","","02","4.0"
"MRS2043","21/06/23","270","yes","232.76","0","0","0","16","0","0","4000369","ZID02214","ZI088526","","0","no","97","0","60548","","00001000000505967194","2015","10","65","","no","01-Efectivo","","","no","0","S01 - Sin efectos fiscales","","","","no","no","","0","","02","4.0"
"IAHC450","23/06/23","1224","yes","1055.17","0","0","0","16","0","0","4001266","ZID02215","ZI087941","","0","no","13","0","53279","","00001000000505967194","2015","10","65","","no","99-Por definir","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","no","no","","0","","02","4.0"
"IAHC450","23/06/23","150","yes","129.31","0","0","0","16","0","0","4006768","ZID02216","ZI088201","","0","no","07","0","53493","","00001000000505967194","2015","10","65","","no","99-Por definir","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","no","no","","0","","02","4.0"
"RODH66","24/06/23","1220.8","yes","1052.41","0","0","0","16","0","0","4008289","ZID02217","ZI088119","","0","no","07","0","34208","","00001000000505967194","2015","10","43","","no","99-Por definir","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","no","no","","0","","02","4.0"
"MRS2043","26/06/23","729.5","yes","628.88","0","0","0","16","0","0","4010661","ZID02218","ZI088710","","0","no","13","0","38516","","00001000000505967194","2015","10","65","","no","01-Efectivo","","","no","0","S01 - Sin efectos fiscales","","","","no","no","","0","","02","4.0"
"CAZH93","26/06/23","9763.2","yes","8416.55","0","0","0","16","0","0","4012272","ZID02219","ZI088745","","0","no","13","0","49268","","00001000000505967194","2015","10","65","","no","03-Transferencia electrónica de fondos","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","no","no","","0","","02","4.0"
"CAZH93","26/06/23","2390.4","yes","2060.69","0","0","0","16","0","0","4012276","ZID02220","ZI088746","","0","no","13","0","49313","","00001000000505967194","2015","10","65","","no","03-Transferencia electrónica de fondos","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","no","no","","0","","02","4.0"
"MRS2043","27/06/23","319","yes","275","0","0","0","16","0","0","4014632","ZID02221","ZI088825","","0","no","97","0","35702","","00001000000505967194","2015","10","65","","no","99-Por definir","","","no","0","S01 - Sin efectos fiscales","","","","no","no","","0","","02","4.0"
"IAHC450","28/06/23","1805","yes","1556.03","0","0","0","16","0","0","4019545","ZID02222","ZI088201","","0","no","07","0","45285","","00001000000505967194","2015","10","65","","no","99-Por definir","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","no","no","","0","","02","4.0"
"MRS2043","28/06/23","585","yes","504.31","0","0","0","16","0","0","4019714","ZID02223","ZI088921","","0","no","13","0","47061","","00001000000505967194","2015","10","65","","no","01-Efectivo","","","no","0","S01 - Sin efectos fiscales","","","","no","no","","0","","02","4.0"
"PUBGEN","29/06/23","8575","yes","7392.24","0","0","0","16","0","0","4025063","ZID02224","ZI089076","","0","no","298","0","59958","","00001000000505967194","2015","10","65","","no","01-Efectivo","","","no","0","S01 - Sin efectos fiscales","","","","no","no","","0","","02","4.0"
"MRS2043","30/06/23","2902.9","yes","2502.5","0","0","0","16","0","0","4028738","ZID02225","ZI089151","","0","no","13","0","61489","","00001000000505967194","2015","10","65","","no","01-Efectivo","","","no","0","S01 - Sin efectos fiscales","","","","no","no","","0","","02","4.0"
"PUBGEN","04/07/23","250","yes","215.52","0","0","0","16","0","0","4039332","ZID02226","ZI089376","","0","no","298","0","59859","","00001000000505967194","2015","10","65","","no","01-Efectivo","","","no","0","S01 - Sin efectos fiscales","","","","no","no","","0","","02","4.0"
"PUBGEN","04/07/23","1480","yes","1275.86","0","0","0","16","0","0","4039337","ZID02227","ZI089376","","0","no","298","0","60681","","00001000000505967194","2015","10","65","","no","01-Efectivo","","","no","0","S01 - Sin efectos fiscales","","","","no","no","","0","","02","4.0"
"PUBGEN","06/07/23","1300","yes","1120.69","0","0","0","16","0","0","4044232","ZID02228","ZI089467","","0","no","298","0","36746","","00001000000505967194","2015","10","65","","no","01-Efectivo","","","no","0","S01 - Sin efectos fiscales","","","","no","no","","0","","02","4.0"
"MRS2043","06/07/23","793","yes","683.62","0","0","0","16","0","0","4044611","ZID02229","ZI089018","","0","no","","0","39018","","00001000000505967194","2015","10","0","","no","99-Por definir","","","no","0","S01 - Sin efectos fiscales","","","","no","no","","0","","02","4.0"
"MRS2043","06/07/23","137.8","yes","118.79","0","0","0","16","0","0","4046118","ZID02230","ZI089504","","0","no","97","0","48947","","00001000000505967194","2015","10","65","","no","99-Por definir","","","no","0","S01 - Sin efectos fiscales","","","","no","no","","0","","02","4.0"
"MRS2043","07/07/23","2160","yes","1862.07","0","0","0","16","0","0","4048491","ZID02231","ZI089576","","0","no","97","0","43566","","00001000000505967194","2015","10","65","","no","01-Efectivo","","","no","0","S01 - Sin efectos fiscales","","","","no","no","","0","","02","4.0"
"TSP98","10/07/23","5615","yes","4840.52","0","0","0","16","0","0","4056038","ZID02232","ZI085245","","0","no","","0","64388","","00001000000505967194","2015","10","0","","no","99-Por definir","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","no","no","","0","","02","4.0"
"MRSIZ143","11/07/23","410","yes","353.45","0","0","0","16","0","0","4059663","ZID02233","ZI089409","","0","no","07","0","53065","","00001000000505967194","2015","10","65","","no","99-Por definir","","","no","0","S01 - Sin efectos fiscales","","","","no","no","","0","","02","4.0"
"MRSZI030","12/07/23","524.8","yes","452.41","0","0","0","16","0","0","4063299","ZID02234","ZI089752","","0","no","152","0","49384","","00001000000505967194","2015","10","65","","no","99-Por definir","","","no","0","S01 - Sin efectos fiscales","","","","no","no","","0","","02","4.0"
"AATF77","14/07/23","800","yes","689.66","0","0","0","16","0","0","4069092","ZID02235","ZI090027","","0","no","306","0","38236","","00001000000505967194","2015","10","17","","no","01-Efectivo","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","no","no","","0","","02","4.0"
"MRSZI046","14/07/23","2376","yes","2048.28","0","0","0","16","0","0","4070381","ZID02236","ZI090032","","0","no","248","0","52513","","00001000000505967194","2015","10","17","","no","99-Por definir","","","no","0","S01 - Sin efectos fiscales","","","","no","no","","0","","02","4.0"
"MRS2043","14/07/23","238.4","yes","205.52","0","0","0","16","0","0","4068326","ZID02237","ZI090059","","0","no","13","0","55325","","00001000000505967194","2015","10","17","","no","01-Efectivo","","","no","0","S01 - Sin efectos fiscales","","","","no","no","","0","","02","4.0"
"OESM970","18/07/23","3428.7","yes","2955.78","0","0","0","16","0","0","4079616","ZID02238","ZI089985","","0","no","13","0","46506","","00001000000505967194","2015","10","65","","no","99-Por definir","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","no","no","","0","","02","4.0"
"MRS2043","19/07/23","80","yes","68.97","0","0","0","16","0","0","4084227","ZID02239","ZI090324","","0","no","97","0","52808","","00001000000505967194","2015","10","65","","no","01-Efectivo","","","no","0","S01 - Sin efectos fiscales","","","","no","no","","0","","02","4.0"
"PUBGEN","20/07/23","643.5","yes","554.74","0","0","0","16","0","0","4085943","ZID02240","ZI090373","","0","no","298","0","32520","","00001000000505967194","2015","10","65","","no","01-Efectivo","","","no","0","S01 - Sin efectos fiscales","","","","no","no","","0","","02","4.0"
"ZAOC7","20/07/23","7773.6","yes","6701.38","0","0","0","16","0","0","4089377","ZID02241","ZI090434","","0","no","07","0","58478","","00001000000505967194","2015","10","65","","no","99-Por definir","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","no","no","","0","","02","4.0"
"PUBGEN","20/07/23","107","yes","92.24","0","0","0","16","0","0","4089717","ZID02242","ZI090485","","0","no","298","0","61330","","00001000000505967194","2015","10","65","","no","01-Efectivo","","","no","0","S01 - Sin efectos fiscales","","","","no","no","","0","","02","4.0"
"MRS2043","25/07/23","410","yes","353.45","0","0","0","16","0","0","4103074","ZID02243","ZI090729","","0","no","97","0","54640","","00001000000505967194","2015","10","65","","no","99-Por definir","","","no","0","S01 - Sin efectos fiscales","","","","no","no","","0","","02","4.0"
"MRS2043","25/07/23","123","yes","106.03","0","0","0","16","0","0","4103078","ZID02244","ZI090739","","0","no","97","0","54704","","00001000000505967194","2015","10","65","","no","99-Por definir","","","no","0","S01 - Sin efectos fiscales","","","","no","no","","0","","02","4.0"
"PUBGEN","25/07/23","156","yes","134.48","0","0","0","16","0","0","4103777","ZID02245","ZI090785","","0","no","298","0","60383","","00001000000505967194","2015","10","65","","no","01-Efectivo","","","no","0","S01 - Sin efectos fiscales","","","","no","no","","0","","02","4.0"
"GAMA5005","27/07/23","600","yes","517.24","0","0","0","16","0","0","4109223","ZID02246","ZI087965","","0","no","","0","32580","","00001000000505967194","2015","10","0","","no","99-Por definir","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","no","no","","0","","02","4.0"
"MRSIZ143","27/07/23","624","yes","537.93","0","0","0","16","0","0","4109295","ZID02247","ZI090869","","0","no","48","0","32936","","00001000000505967194","2015","10","65","","no","99-Por definir","","","no","0","S01 - Sin efectos fiscales","","","","no","no","","0","","02","4.0"
"PUBGEN","28/07/23","1425","yes","1228.45","0","0","0","16","0","0","4117313","ZID02248","ZI091077","","0","no","97","0","60882","","00001000000505967194","2015","10","65","","no","01-Efectivo","","","no","0","S01 - Sin efectos fiscales","","","","no","no","","0","","02","4.0"
"MRSIZ143","01/08/23","6321.86","yes","5449.88","0","0","0","16","0","0","4128890","ZID02249","ZI091184","","0","no","","0","52602","","00001000000505967194","2015","10","0","","no","99-Por definir","","","no","0","S01 - Sin efectos fiscales","","","","no","no","","0","","02","4.0"
"BACS84","02/08/23","8500","yes","7327.59","0","0","0","16","0","0","4133281","ZID02250","ZI090813","","0","no","13","0","51022","","00001000000505967194","2015","10","65","","no","01-Efectivo","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","no","no","","0","","02","4.0"
"MCO180","02/08/23","3400","yes","2931.03","0","0","0","16","0","0","4134024","ZID02251","ZI091481","","0","no","97","0","59418","","00001000000505967194","2015","10","65","","no","28-Tarjeta de débito","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","no","no","","0","","02","4.0"
"MRSZI013","04/08/23","270","yes","232.76","0","0","0","16","0","0","4142353","ZID02252","ZI091454","","0","no","97","0","54081","","00001000000505967194","2015","10","65","","no","99-Por definir","","","no","0","S01 - Sin efectos fiscales","","","","no","no","","0","","02","4.0"
"MRS2043","04/08/23","57","yes","49.14","0","0","0","16","0","0","4142357","ZID02253","ZI091605","","0","no","117","0","54149","","00001000000505967194","2015","10","65","","no","01-Efectivo","","","no","0","S01 - Sin efectos fiscales","","","","no","no","","0","","02","4.0"
"MRS2043","04/08/23","57","yes","49.14","0","0","0","16","0","0","4141932","ZID02254","ZI091645","","0","no","13","0","54441","","00001000000505967194","2015","10","65","","no","01-Efectivo","","","no","0","S01 - Sin efectos fiscales","","","","no","no","","0","","02","4.0"
"PUBGEN","04/08/23","32","yes","27.59","0","0","0","16","0","0","4143235","ZID02255","ZI091679","","0","no","298","0","60068","","00001000000505967194","2015","10","65","","no","01-Efectivo","","","no","0","S01 - Sin efectos fiscales","","","","no","no","","0","","02","4.0"
"MRSZI170","07/08/23","290","yes","250","0","0","0","16","0","0","4149049","ZID02256","ZI091771","","0","no","97","0","57456","","00001000000505967194","2015","10","65","","no","99-Por definir","","","no","0","S01 - Sin efectos fiscales","","","","no","no","","0","","02","4.0"
"MRS2043","08/08/23","23.8","yes","20.52","0","0","0","16","0","0","4152453","ZID02257","ZI091887","","0","no","97","0","50141","","00001000000505967194","2015","10","65","","no","99-Por definir","","","no","0","S01 - Sin efectos fiscales","","","","no","no","","0","","02","4.0"
"MRS1850","08/08/23","1300","yes","1120.69","0","0","0","16","0","0","4153217","ZID02258","ZI090615","","0","no","","0","58145","","00001000000505967194","2015","10","0","","no","99-Por definir","","","no","0","S01 - Sin efectos fiscales","","","","no","no","","0","","02","4.0"
"PUBGEN","08/08/23","262.5","yes","226.29","0","0","0","16","0","0","4153377","ZID02259","ZI091909","","0","no","298","0","59715","","00001000000505967194","2015","10","65","","no","01-Efectivo","","","no","0","S01 - Sin efectos fiscales","","","","no","no","","0","","02","4.0"
"MATR","09/08/23","6982.2","yes","6019.14","0","0","0","16","0","0","4158038","ZID02260","ZI092003","","0","no","13","0","57034","","00001000000505967194","2015","10","65","","no","01-Efectivo","","","no","0","S01 - Sin efectos fiscales","","","","no","no","","0","","02","4.0"
"MRS2043","09/08/23","360","yes","310.34","0","0","0","16","0","0","4158054","ZID02261","ZI091965","","0","no","13","0","57094","","00001000000505967194","2015","10","65","","no","99-Por definir","","","no","0","S01 - Sin efectos fiscales","","","","no","no","","0","","02","4.0"
"MATR","10/08/23","5670","yes","4887.93","0","0","0","16","0","0","4162852","ZID02262","ZI092068","","0","no","13","0","55514","","00001000000505967194","2015","10","65","","no","01-Efectivo","","","no","0","S01 - Sin efectos fiscales","","","","no","no","","0","","02","4.0"
"PUBGEN","12/08/23","5190","yes","4474.14","0","0","0","16","0","0","4167672","ZID02263","ZI092158","","0","no","298","0","35990","","00001000000505967194","2015","10","65","","no","01-Efectivo","","","no","0","S01 - Sin efectos fiscales","","","","no","no","","0","","02","4.0"
"SAGA76","14/08/23","13447.5","yes","11592.67","0","0","0","16","0","0","4172005","ZID02264","ZI092284","","0","no","97","0","60496","","00001000000505967194","2015","10","65","","no","28-Tarjeta de débito","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","no","no","","0","","02","4.0"
"PECA62","18/08/23","5692","yes","4906.9","0","0","0","16","0","0","4186729","ZID02265","ZI092542","","0","no","72","0","53465","","00001000000505967194","2015","10","65","","no","03-Transferencia electrónica de fondos","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","no","no","","0","","02","4.0"
"MRSZI046","18/08/23","170","yes","146.55","0","0","0","16","0","0","4186757","ZID02266","ZI092603","","0","no","306","0","53518","","00001000000505967194","2015","10","65","","no","01-Efectivo","","","no","0","S01 - Sin efectos fiscales","","","","no","no","","0","","02","4.0"
"PUBGEN","18/08/23","150","yes","129.31","0","0","0","16","0","0","4187115","ZID02267","ZI092622","","0","no","298","0","59926","","00001000000505967194","2015","10","65","","no","01-Efectivo","","","no","0","S01 - Sin efectos fiscales","","","","no","no","","0","","02","4.0"
"OCP100","19/08/23","1694","yes","1460.34","0","0","0","16","0","0","4189636","ZID02268","ZI092633","","0","no","13","0","45313","","00001000000505967194","2015","10","65","","no","99-Por definir","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","no","no","","0","","02","4.0"
"MRSIZ143","19/08/23","1760","yes","1517.24","0","0","0","16","0","0","4189642","ZID02269","ZI092669","","0","no","48","0","45389","","00001000000505967194","2015","10","65","","no","01-Efectivo","","","no","0","S01 - Sin efectos fiscales","","","","no","no","","0","","02","4.0"
"MRSIZ143","21/08/23","2362.5","yes","2036.64","0","0","0","16","0","0","4193136","ZID02270","ZI092729","","0","no","48","0","43584","","00001000000505967194","2015","10","65","","no","99-Por definir","","","no","0","S01 - Sin efectos fiscales","","","","no","no","","0","","02","4.0"
"MRSIZ143","21/08/23","716.26","yes","617.47","0","0","0","16","0","0","4193148","ZID02271","ZI092744","","0","no","48","0","43651","","00001000000505967194","2015","10","65","","no","99-Por definir","","","no","0","S01 - Sin efectos fiscales","","","","no","no","","0","","02","4.0"
"MRS2043","22/08/23","42.1","yes","36.29","0","0","0","16","0","0","4197324","ZID02272","ZI092805","","0","no","13","0","37460","","00001000000505967194","2015","10","65","","no","01-Efectivo","","","no","0","S01 - Sin efectos fiscales","","","","no","no","","0","","02","4.0"
"LOGR69","22/08/23","8","yes","6.9","0","0","0","16","0","0","4197348","ZID02273","ZI092829","","0","no","13","0","37532","","00001000000505967194","2015","10","65","","no","28-Tarjeta de débito","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","no","no","","0","","02","4.0"
"MRS2043","22/08/23","40","yes","34.48","0","0","0","16","0","0","4200200","ZID02274","ZI092905","","0","no","97","0","61429","","00001000000505967194","2015","10","65","","no","99-Por definir","","","no","0","S01 - Sin efectos fiscales","","","","no","no","","0","","02","4.0"
"MRS2043","22/08/23","35.9","yes","30.95","0","0","0","16","0","0","4200267","ZID02275","ZI092907","","0","no","13","0","61634","","00001000000505967194","2015","10","65","","no","01-Efectivo","","","no","0","S01 - Sin efectos fiscales","","","","no","no","","0","","02","4.0"
"MRS2043","23/08/23","1946.1","yes","1677.67","0","0","0","16","0","0","4201153","ZID02276","ZI092772","","0","no","13","0","32447","","00001000000505967194","2015","10","65","","no","99-Por definir","","","no","0","S01 - Sin efectos fiscales","","","","no","no","","0","","02","4.0"
"MRS2043","25/08/23","620","yes","534.48","0","0","0","16","0","0","4210058","ZID02277","ZI093093","","0","no","13","0","35272","","00001000000505967194","2015","10","65","","no","99-Por definir","","","no","0","S01 - Sin efectos fiscales","","","","no","no","","0","","02","4.0"
"MATR","25/08/23","1674","yes","1443.1","0","0","0","16","0","0","4210083","ZID02278","ZI093104","","0","no","97","0","35506","","00001000000505967194","2015","10","65","","no","01-Efectivo","","","no","0","S01 - Sin efectos fiscales","","","","no","no","","0","","02","4.0"
"MRSZI046","30/08/23","2370","yes","2043.1","0","0","0","16","0","0","4227025","ZID02279","ZI093286","","0","no","318","0","50757","","00001000000505967194","2015","10","65","","no","99-Por definir","","","no","0","S01 - Sin efectos fiscales","","","","no","no","","0","","02","4.0"
"PUBGEN","30/08/23","3037.8","yes","2618.79","0","0","0","16","0","0","4227842","ZID02280","ZI093534","","0","no","298","0","59265","","00001000000505967194","2015","10","65","","no","01-Efectivo","","","no","0","S01 - Sin efectos fiscales","","","","no","no","","0","","02","4.0"
"MRSZI046","31/08/23","640","yes","551.72","0","0","0","16","0","0","4231557","ZID02281","ZI093605","","0","no","248","0","52170","","00001000000505967194","2015","10","65","","no","99-Por definir","","","no","0","S01 - Sin efectos fiscales","","","","no","no","","0","","02","4.0"
"MRSZI046","01/09/23","1940.09","yes","1672.49","0","0","0","16","0","0","4233800","ZID02282","ZI093560","","0","no","","0","31407","","00001000000505967194","2015","10","0","","no","99-Por definir","","","no","0","S01 - Sin efectos fiscales","","","","no","no","","0","","02","4.0"
"PUBGEN","01/09/23","780","yes","672.41","0","0","0","16","0","0","4233863","ZID02283","ZI093634","","0","no","298","0","31570","","00001000000505967194","2015","10","65","","no","01-Efectivo","","","no","0","S01 - Sin efectos fiscales","","","","no","no","","0","","02","4.0"
"MRS2043","01/09/23","970","yes","836.21","0","0","0","16","0","0","4234627","ZID02284","ZI093665","","0","no","97","0","42946","","00001000000505967194","2015","10","65","","no","99-Por definir","","","no","0","S01 - Sin efectos fiscales","","","","no","no","","0","","02","4.0"
"MEZO74","01/09/23","9074","yes","7822.41","0","0","0","16","0","0","4234663","ZID02285","ZI093599","","0","no","","0","43476","","00001000000505967194","2015","10","0","","no","99-Por definir","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","no","no","","0","","02","4.0"
"MRSZI046","01/09/23","6267","yes","5402.59","0","0","0","16","0","0","4235683","ZID02286","ZI093161","","0","no","","0","51309","","00001000000505967194","2015","10","0","","no","99-Por definir","","","no","0","S01 - Sin efectos fiscales","","","","no","no","","0","","02","4.0"
"MRSIZ143","01/09/23","2839.2","yes","2447.59","0","0","0","16","0","0","4235589","ZID02287","ZI093591","","0","no","","0","51360","","00001000000505967194","2015","10","0","","no","99-Por definir","","","no","0","S01 - Sin efectos fiscales","","","","no","no","","0","","02","4.0"
"MRSZI046","04/09/23","986.7","yes","850.6","0","0","0","16","0","0","4240978","ZID02288","ZI093637","","0","no","","0","42735","","00001000000505967194","2015","10","0","","no","99-Por definir","","","no","0","S01 - Sin efectos fiscales","","","","no","no","","0","","02","4.0"
"MRSZI013","04/09/23","105","yes","90.52","0","0","0","16","0","0","4242360","ZID02289","ZI093658","","0","no","152","0","55281","","00001000000505967194","2015","10","65","","no","99-Por definir","","","no","0","S01 - Sin efectos fiscales","","","","no","no","","0","","02","4.0"
"MRS2043","05/09/23","259.47","yes","223.68","0","0","0","16","0","0","4247090","ZID02290","ZI093887","","0","no","13","0","47732","","00001000000505967194","2015","10","65","","no","01-Efectivo","","","no","0","S01 - Sin efectos fiscales","","","","no","no","","0","","02","4.0"
"PUBGEN","05/09/23","300","yes","258.62","0","0","0","16","0","0","4247132","ZID02291","ZI093825","","0","no","117","0","48084","","00001000000505967194","2015","10","65","","no","01-Efectivo","","","no","0","S01 - Sin efectos fiscales","","","","no","no","","0","","02","4.0"
"PUBGEN","06/09/23","840.5","yes","724.57","0","0","0","16","0","0","4250211","ZID02292","ZI093940","","0","no","117","0","35775","","00001000000505967194","2015","10","65","","no","01-Efectivo","","","no","0","S01 - Sin efectos fiscales","","","","no","no","","0","","02","4.0"
"PUBGEN","06/09/23","200","yes","172.41","0","0","0","16","0","0","4250217","ZID02293","ZI093940","","0","no","117","0","35816","","00001000000505967194","2015","10","65","","no","01-Efectivo","","","no","0","S01 - Sin efectos fiscales","","","","no","no","","0","","02","4.0"
"MRSZI0205","06/09/23","1415.25","yes","1220.04","0","0","0","16","0","0","4250561","ZID02294","ZI093902","","0","no","72","0","37667","","00001000000505967194","2015","10","65","","no","99-Por definir","","","no","0","S01 - Sin efectos fiscales","","","","no","no","","0","","02","4.0"
"PUBGEN","06/09/23","2940","yes","2534.48","0","0","0","16","0","0","4253158","ZID02295","ZI094037","","0","no","117","0","61210","","00001000000505967194","2015","10","65","","no","01-Efectivo","","","no","0","S01 - Sin efectos fiscales","","","","no","no","","0","","02","4.0"
"MRS4093","07/09/23","976","yes","841.38","0","0","0","16","0","0","4243590","ZID02296","ZI094067","","0","no","97","0","57301","","00001000000505967194","2015","10","65","","no","99-Por definir","","","no","0","S01 - Sin efectos fiscales","","","","no","no","","0","","02","4.0"
"MRSIZ143","07/09/23","596","yes","513.79","0","0","0","16","0","0","4257377","ZID02297","ZI094092","","0","no","324","0","57361","","00001000000505967194","2015","10","65","","no","99-Por definir","","","no","0","S01 - Sin efectos fiscales","","","","no","no","","0","","02","4.0"
"MRS1850","08/09/23","1000","yes","862.07","0","0","0","16","0","0","4258884","ZID02298","ZI092883","","0","no","","0","36884","","00001000000505967194","2015","10","0","","no","99-Por definir","","","no","0","S01 - Sin efectos fiscales","","","","no","no","","0","","02","4.0"
"MRSZI144","08/09/23","500","yes","431.03","0","0","0","16","0","0","4258957","ZID02299","ZI093767","","0","no","","0","37989","","00001000000505967194","2015","10","0","","no","99-Por definir","","","no","0","S01 - Sin efectos fiscales","","","","no","no","","0","","02","4.0"
"MRSZI188","11/09/23","62683.7","yes","54037.67","0","0","0","16","0","0","4266891","ZID02300","ZI094305","","0","no","97","0","54048","","00001000000505967194","2015","10","65","","no","99-Por definir","","","no","0","S01 - Sin efectos fiscales","","","","no","no","","0","","02","4.0"
"MATR","12/09/23","2232","yes","1924.14","0","0","0","16","0","0","4271442","ZID02301","ZI094230","","0","no","97","0","60335","","00001000000505967194","2015","10","65","","no","01-Efectivo","","","no","0","S01 - Sin efectos fiscales","","","","no","no","","0","","02","4.0"
"MRS2043","14/09/23","3255","yes","2806.03","0","0","0","16","0","0","4279202","ZID02302","ZI094565","","0","no","97","0","56410","","00001000000505967194","2015","10","65","","no","99-Por definir","","","no","0","S01 - Sin efectos fiscales","","","","no","no","","0","","02","4.0"
"MRS2043","14/09/23","220","yes","189.66","0","0","0","16","0","0","4279206","ZID02303","ZI094512","","0","no","97","0","56489","","00001000000505967194","2015","10","65","","no","99-Por definir","","","no","0","S01 - Sin efectos fiscales","","","","no","no","","0","","02","4.0"
"MRS2043","15/09/23","3900","yes","3362.07","0","0","0","16","0","0","4282788","ZID02304","ZI094646","","0","no","97","0","58384","","00001000000505967194","2015","10","65","","no","99-Por definir","","","no","0","S01 - Sin efectos fiscales","","","","no","no","","0","","02","4.0"
