"Numren","Claart","Precio","Cant","Des","Estado","Costo","Piva","Pimp2","Nummov","facren","Nncar","Numfac","Tipo","canfon","observacion","Clauni","objimp"
"1","SRVDC16","25","1","0","yes","0","16","0","1632489","0","ZINC0245","ZI035547","yes","0","","0",""
"1","SRVDC16","3628.2","1","0","yes","0","16","0","1649953","0","ZINC0246","ZI035661","yes","0","","0",""
"1","SRVDC16","280","1","0","yes","0","16","0","1652869","0","ZINC0247","ZI035991","yes","0","","0",""
"1","SRVDC16","160","1","0","yes","0","16","0","1654401","0","ZINC0248","ZI036119","yes","0","","0",""
"1","SRVDC16","77.07","1","0","yes","0","16","0","1656102","0","ZINC0249","ZI035775","yes","0","","0",""
"1","SRVDC16","450","1","0","yes","0","16","0","1671240","0","ZINC0250","ZI036430","yes","0","","0",""
"1","SRVDC16","139.2","1","0","yes","0","16","0","1672082","0","ZINC0251","ZI035969","yes","0","","0",""
"1","SRVDC16","131.55","1","0","yes","0","16","0","1675585","0","ZINC0252","ZI035396","yes","0","","0",""
"1","SRVDC16","1380","1","0","yes","0","16","0","1685511","0","ZINC0253","ZI036453","yes","0","","0",""
"1","SRVDC16","9.28","1","0","yes","0","16","0","1710187","0","ZINC0254","ZI037064","yes","0","","0",""
"1","SRVDC16","10","1","0","yes","0","16","0","1722114","0","ZINC0255","ZI037214","yes","0","","0",""
"1","SRVDC16","990","1","0","yes","0","16","0","1736290","0","ZINC0256","ZI037667","yes","0","","0",""
"1","SRVDC16","72.8","1","0","yes","0","16","0","1742583","0","ZINC0257","ZI024645","yes","0","","0",""
"1","SRVDC16","141","1","0","yes","0","16","0","1755085","0","ZINC0258","ZI038253","yes","0","","0",""
"1","SRVDC16","2310","1","0","yes","0","16","0","1763129","0","ZINC0259","ZI038396","yes","0","","0",""
"1","SRVDC16","40","1","0","yes","0","16","0","1770736","0","ZINC0260","ZI038197","yes","0","","0",""
"1","SRVDC16","572.69","1","0","yes","0","16","0","1785990","0","ZINC0261","ZI038797","yes","0","","0",""
"1","SRVDC16","47.5","1","0","yes","0","16","0","1805315","0","ZINC0262","ZI035238","yes","0","","0",""
"1","SRVDC16","2367.82","1","0","yes","0","16","0","1812077","0","ZINC0263","ZI039593","yes","0","","0",""
"1","SRVDC16","243.5","1","0","yes","0","16","0","1812162","0","ZINC0264","ZI038910","yes","0","","0",""
"1","SRVDC16","20","1","0","yes","0","16","0","1827875","0","ZINC0265","ZI039169","yes","0","","0",""
"1","SRVDC16","20","1","0","yes","0","16","0","1827879","0","ZINC0266","ZI039785","yes","0","","0",""
"1","SRVDC16","1524.39","1","0","yes","0","16","0","1830563","0","ZINC0267","ZI037960","yes","0","","0",""
"1","SRVDC16","28","1","0","yes","0","16","0","1831905","0","ZINC0268","ZI039976","yes","0","","0",""
"1","SRVDC16","10","1","0","yes","0","16","0","1834722","0","ZINC0269","ZI030681","yes","0","","0",""
"1","SRVDC16","290","1","0","yes","0","16","0","1837361","0","ZINC0270","ZI039834","yes","0","","0",""
"1","SRVDC16","404","1","0","yes","0","16","0","1841228","0","ZINC0271","ZI040251","yes","0","","0",""
"1","SRVDC16","580","1","0","yes","0","16","0","1841350","0","ZINC0272","ZI040116","yes","0","","0",""
"1","SRVDC16","169","1","0","yes","0","16","0","1854386","0","ZINC0273","ZI040563","yes","0","","0",""
"1","SRVDC16","970","1","0","yes","0","16","0","1854917","0","ZINC0274","ZI040530","yes","0","","0",""
"1","SRVDC16","800","1","0","yes","0","16","0","1861665","0","ZINC0275","ZI040597","yes","0","","0",""
"1","SRVDC16","2236","1","0","yes","0","16","0","1863749","0","ZINC0277","ZI040657","yes","0","","0",""
"1","SRVDC16","446.5","1","0","yes","0","16","0","1864280","0","ZINC0276","ZI039934","yes","0","","0",""
"1","SRVDC16","5603.45","1","0","yes","0","16","0","1867732","0","ZINC0278","ZI040722","yes","0","","0",""
"1","SRVDC16","896","1","0","yes","0","16","0","1868385","0","ZINC0279","ZI040854","yes","0","","0",""
"1","SRVDC16","4700","1","0","yes","0","16","0","1868388","0","ZINC0280","ZI040854","yes","0","","0",""
"1","SRVDC16","4000","1","0","yes","0","16","0","1868391","0","ZINC0281","ZI040854","yes","0","","0",""
"1","SRVDC16","231.6","1","0","yes","0","16","0","1870786","0","ZINC0282","ZI040926","yes","0","","0",""
"1","SRVDC16","357.76","1","0","yes","0","16","0","1878857","0","ZINC0283","ZI040936","yes","0","","0",""
"1","SRVDC16","110","1","0","yes","0","16","0","1882171","0","ZINC0284","ZI040172","yes","0","","0",""
"1","SRVDC16","43.5","1","0","yes","0","16","0","1886799","0","ZINC0285","ZI040726","yes","0","","0",""
"1","SRVDC16","1890.8","1","0","yes","0","16","0","1892290","0","ZINC0286","ZI041317","yes","0","","0",""
"1","SRVDC16","400","1","0","yes","0","16","0","1925857","0","ZINC0287","ZI041091","yes","0","","0",""
"1","SRVDC16","49","1","0","yes","0","16","0","1930115","0","ZINC0288","ZI041618","yes","0","","0",""
"1","SRVDC16","80","1","0","yes","0","16","0","1930118","0","ZINC0289","ZI041924","yes","0","","0",""
"1","SRVDC16","55","1","0","yes","0","16","0","1948504","0","ZINC0290","ZI042437","yes","0","","0",""
"1","SRVDC16","52","1","0","yes","0","16","0","1949327","0","ZINC0291","ZI042603","yes","0","","0",""
"1","SRVDC16","1500","1","0","yes","0","16","0","1955540","0","ZINC0292","ZI042822","yes","0","","0",""
"1","SRVDC16","537.75","1","0","yes","0","16","0","1958850","0","ZINC0293","ZI029197","yes","0","","0",""
"1","SRVDC16","3560","1","0","yes","0","16","0","1958853","0","ZINC0294","ZI038494","yes","0","","0",""
"1","SRVDC16","100","1","0","yes","0","16","0","1958945","0","ZINC0295","ZI040377","yes","0","","0",""
"1","SRVDC16","245.12","1","0","yes","0","16","0","1959763","0","ZINC0296","ZI026233","yes","0","","0",""
"1","SRVDC16","1525","1","0","yes","0","16","0","1960523","0","ZINC0297","ZI042905","yes","0","","0",""
"1","SRVDC16","240","1","0","yes","0","16","0","1963618","0","ZINC0298","ZI042894","yes","0","","0",""
"1","SRVDC16","40","1","0","yes","0","16","0","1975619","0","ZINC0299","ZI041737","yes","0","","0",""
"1","SRVDC16","12","1","0","yes","0","16","0","1976353","0","ZINC0300","ZI042805","yes","0","","0",""
"1","SRVDC16","653","1","0","yes","0","16","0","1984263","0","ZINC0301","ZI043214","yes","0","","0",""
"1","SRVDC16","1200","1","0","yes","0","16","0","2002201","0","ZINC0302","ZI023339","yes","0","","0",""
"1","SRVDC16","277","1","0","yes","0","16","0","2011085","0","ZINC0304","ZI042522","yes","0","","0",""
"1","SRVDC16","1360","1","0","yes","0","16","0","2022568","0","ZINC0305","ZI044154","yes","0","","0",""
"1","SRVDC16","8","1","0","yes","0","16","0","2033915","0","ZINC0309","ZI043038","yes","0","","0",""
"1","SRVDC16","4","1","0","yes","0","16","0","2033960","0","ZINC0307","ZI043618","yes","0","","0",""
"1","SRVDC16","20","1","0","yes","0","16","0","2033965","0","ZINC0308","ZI043437","yes","0","","0",""
"1","SRVDC16","30","1","0","yes","0","16","0","2034024","0","ZINC0306","ZI044036","yes","0","","0",""
"1","SRVDC16","20","1","0","yes","0","16","0","2034062","0","ZINC0310","ZI042893","yes","0","","0",""
"1","SRVDC16","114","1","0","yes","0","16","0","2035689","0","ZINC0311","ZI044611","yes","0","","0",""
"1","SRVDC16","31","1","0","yes","0","16","0","2044211","0","ZINC0312","ZI044316","yes","0","","0",""
"1","SRVDC16","160","1","0","yes","0","16","0","2046177","0","ZINC0313","ZI043374","yes","0","","0",""
"1","SRVDC16","520","1","0","yes","0","16","0","2046195","0","ZINC0314","ZI043815","yes","0","","0",""
"1","SRVDC16","1600","1","0","yes","0","16","0","2061984","0","ZINC0315","ZI044936","yes","0","","0",""
"1","SRVDC16","500","1","0","yes","0","16","0","2061988","0","ZINC0316","ZI044982","yes","0","","0",""
"1","SRVDC16","591.72","1","0","yes","0","16","0","2079501","0","ZINC0317","ZI037960","yes","0","","0",""
"1","SRVDC16","1745.26","1","0","yes","0","16","0","2079713","0","ZINC0318","ZI045543","yes","0","","0",""
"1","SRVDC16","16352","1","0","yes","0","16","0","2079716","0","ZINC0319","ZI045543","yes","0","","0",""
"1","SRVDC16","181","1","0","yes","0","16","0","2097925","0","ZINC0320","ZI045906","yes","0","","0",""
"1","SRVDC16","270.82","1","0","yes","0","16","0","2103718","0","ZINC0321","ZI043205","yes","0","","0",""
"1","SRVDC16","286","1","0","yes","0","16","0","2122343","0","ZINC0322","ZI041603","yes","0","","0",""
"1","SRVDC16","123.88","1","0","yes","0","16","0","2122346","0","ZINC0323","ZI045413","yes","0","","0",""
"1","SRVDC16","53","1","0","yes","0","16","0","2130120","0","ZINC0324","ZI046621","yes","0","","0",""
"1","SRVDC16","150","1","0","yes","0","16","0","2136655","0","ZINC0325","ZI046519","yes","0","","0",""
"1","SRVDC16","20","1","0","yes","0","16","0","2152845","0","ZINC0326","ZI047016","yes","0","","0",""
"1","SRVDC16","44","1","0","yes","0","16","0","2159905","0","ZINC0327","ZI044805","yes","0","","0",""
"1","SRVDC16","427.76","1","0","yes","0","16","0","2174645","0","ZINC0328","ZI043967","yes","0","","0",""
"1","SRVDC16","200","1","0","yes","0","16","0","2188580","0","ZINC0329","ZI047830","yes","0","","0",""
"1","SRVDC16","881.21","1","0","yes","0","16","0","2196516","0","ZINC0330","ZI048062","yes","0","","0",""
"1","SRVDC16","881.21","1","0","yes","0","16","0","2196641","0","ZINC0331","ZI047062","yes","0","","0",""
"1","SRVDC16","1040","1","0","yes","0","16","0","2207733","0","ZINC0332","ZI048333","yes","0","","0",""
"1","SRVDC16","250","1","0","yes","0","16","0","2212776","0","ZINC0333","ZI048229","yes","0","","0",""
"1","SRVDC16","30","1","0","yes","0","16","0","2222326","0","ZINC0334","ZI047713","yes","0","","0",""
"1","SRVDC16","20","1","0","yes","0","16","0","2222329","0","ZINC0335","ZI047963","yes","0","","0",""
"1","SRVDC16","15","1","0","yes","0","16","0","2222467","0","ZINC0336","ZI048362","yes","0","","0",""
"1","SRVDC16","15","1","0","yes","0","16","0","2224790","0","ZINC0337","ZI047763","yes","0","","0",""
"1","SRVDC16","36.4","1","0","yes","0","16","0","2224793","0","ZINC0338","ZI048169","yes","0","","0",""
"1","SRVDC16","466.21","1","0","yes","0","16","0","2233833","0","ZINC0339","ZI047208","yes","0","","0",""
"1","SRVDC16","50","1","0","yes","0","16","0","2239175","0","ZINC0340","ZI048921","yes","0","","0",""
"1","SRVDC16","16","1","0","yes","0","16","0","2239206","0","ZINC0341","ZI047324","yes","0","","0",""
"1","SRVDC16","43200","1","0","yes","0","16","0","2241581","0","ZINC0342","ZI013192","yes","0","","0",""
"1","SRVDC16","2055.19","1","0","yes","0","16","0","2241602","0","ZINC0343","DPQ00932","yes","0","","0",""
"1","SRVDC16","340","1","0","yes","0","16","0","2241605","0","ZINC0344","ZI013963","yes","0","","0",""
"1","SRVDC16","200","1","0","yes","0","16","0","2241615","0","ZINC0345","ZI014924","yes","0","","0",""
"1","SRVDC16","414.95","1","0","yes","0","16","0","2250035","0","ZINC0346","ZI047805","yes","0","","0",""
"1","SRVDC16","97.04","1","0","yes","0","16","0","2258353","0","ZINC0347","ZI049129","yes","0","","0",""
"1","SRVDC16","136.6","1","0","yes","0","16","0","2267041","0","ZINC0348","ZI049436","yes","0","","0",""
"1","SRVDC16","25","1","0","yes","0","16","0","2288097","0","ZINC0349","ZI050011","yes","0","","0",""
"1","SRVDC16","779.33","1","0","yes","0","16","0","2289739","0","ZINC0350","ZI048413","yes","0","","0",""
"1","SRVDC16","21.36","1","0","yes","0","16","0","2304591","0","ZINC0351","ZI042949","yes","0","","0",""
"1","SRVDC16","10","1","0","yes","0","16","0","2326362","0","ZINC0352","ZI049899","yes","0","","0",""
"1","SRVDC16","80","1","0","yes","0","16","0","2326436","0","ZINC0356","ZI050103","yes","0","","0",""
"1","SRVDC16","45","1","0","yes","0","16","0","2326439","0","ZINC0357","ZI050651","yes","0","","0",""
"1","SRVDC16","115","1","0","yes","0","16","0","2326442","0","ZINC0358","ZI050617","yes","0","","0",""
"1","SRVDC16","80","1","0","yes","0","16","0","2326691","0","ZINC0353","ZI049612","yes","0","","0",""
"1","SRVDC16","55","1","0","yes","0","16","0","2326935","0","ZINC0354","ZI049105","yes","0","","0",""
"1","SRVDC16","20","1","0","yes","0","16","0","2326938","0","ZINC0355","ZI050321","yes","0","","0",""
"1","SRVDC16","350.47","1","0","yes","0","16","0","2337250","0","ZINC0359","ZI050220","yes","0","","0",""
"1","SRVDC16","19.5","1","0","yes","0","16","0","2357185","0","ZINC0360","ZI051353","yes","0","","0",""
"1","SRVDC16","280.06","1","0","yes","0","16","0","2357188","0","ZINC0361","ZI050602","yes","0","","0",""
"1","SRVDC16","50","1","0","yes","0","16","0","2362443","0","ZINC0362","ZI051408","yes","0","","0",""
"1","SRVDC16","24","1","0","yes","0","16","0","2362446","0","ZINC0363","ZI051574","yes","0","","0",""
"1","SRVDC16","60","1","0","yes","0","16","0","2369729","0","ZINC0364","ZI051913","yes","0","","0",""
"1","SRVDC16","104.08","1","0","yes","0","16","0","2370280","0","ZINC0365","ZI050981","yes","0","","0",""
"1","SRVDC16","184.08","1","0","yes","0","16","0","2372486","0","ZINC0366","ZI050981","yes","0","","0",""
"1","SRVDC16","202.2","1","0","yes","0","16","0","2387695","0","ZINC0367","ZI051473","yes","0","","0",""
"1","SRVDC16","161.28","1","0","yes","0","16","0","2387698","0","ZINC0368","ZI052268","yes","0","","0",""
"1","SRVDC16","900","1","0","yes","0","16","0","2391975","0","ZINC0369","ZI052452","yes","0","","0",""
"1","SRVDC16","20","1","0","yes","0","16","0","2404886","0","ZINC0370","ZI051752","yes","0","","0",""
"1","SRVDC16","40","1","0","yes","0","16","0","2404889","0","ZINC0371","ZI052079","yes","0","","0",""
"1","SRVDC16","9","1","0","yes","0","16","0","2419649","0","ZINC0372","ZI051765","yes","0","","0",""
"1","SRVDC16","155.45","1","0","yes","0","16","0","2422913","0","ZINC0373","ZI051561","yes","0","","0",""
"1","SRVDC16","388.24","1","0","yes","0","16","0","2422916","0","ZINC0374","ZI051648","yes","0","","0",""
"1","SRVDC16","32","1","0","yes","0","16","0","2422919","0","ZINC0375","ZI053248","yes","0","","0",""
"1","SRVDC16","195","1","0","yes","0","16","0","2441842","0","ZINC0376","ZI053600","yes","0","","0",""
"1","SRVDC16","37","1","0","yes","0","16","0","2443392","0","ZINC0377","ZI053389","yes","0","","0",""
"1","SRVDC16","60","1","0","yes","0","16","0","2443395","0","ZINC0378","ZI053588","yes","0","","0",""
"1","SRVDC16","195","1","0","yes","0","16","0","2448552","0","ZINC0379","ZI053654","yes","0","","0",""
"1","SRVDC16","975","1","0","yes","0","16","0","2453057","0","ZINC0380","ZI053833","yes","0","","0",""
"1","SRVDC16","2250","1","0","yes","0","16","0","2456137","0","ZINC0381","ZI053962","yes","0","","0",""
"1","SRVDC16","300","1","0","yes","0","16","0","2465799","0","ZINC0382","ZI053859","yes","0","","0",""
"1","SRVDC16","300","1","0","yes","0","16","0","2469027","0","ZINC0383","ZI054212","yes","0","","0",""
"1","SRVDC16","950","1","0","yes","0","16","0","2472199","0","ZINC0384","ZI054261","yes","0","","0",""
"1","SRVDC16","987.29","1","0","yes","0","16","0","2475489","0","ZINC0385","ZI054281","yes","0","","0",""
"1","SRVDC16","210.58","1","0","yes","0","16","0","2475571","0","ZINC0386","ZI051915","yes","0","","0",""
"1","SRVDC16","40","1","0","yes","0","16","0","2476556","0","ZINC0387","ZI052079","yes","0","","0",""
"1","SRVDC16","15","1","0","yes","0","16","0","2476561","0","ZINC0393","ZI053197","yes","0","","0",""
"1","SRVDC16","8","1","0","yes","0","16","0","2476564","0","ZINC0394","ZI053077","yes","0","","0",""
"1","SRVDC16","20","1","0","yes","0","16","0","2476609","0","ZINC0388","ZI051752","yes","0","","0",""
"1","SRVDC16","32","1","0","yes","0","16","0","2476612","0","ZINC0389","ZI052903","yes","0","","0",""
"1","SRVDC16","16","1","0","yes","0","16","0","2476615","0","ZINC0390","ZI052665","yes","0","","0",""
"1","SRVDC16","24","1","0","yes","0","16","0","2476626","0","ZINC0391","ZI052331","yes","0","","0",""
"1","SRVDC16","30","1","0","yes","0","16","0","2476633","0","ZINC0392","ZI053418","yes","0","","0",""
"1","SRVDC16","720","1","0","yes","0","16","0","2479110","0","ZINC0396","ZI054455","yes","0","","0",""
"1","SRVDC16","400","1","0","yes","0","16","0","2479361","0","ZINC0395","ZI054368","yes","0","","0",""
"1","SRVDC16","420","1","0","yes","0","16","0","2482913","0","ZINC0397","ZI054419","yes","0","","0",""
"1","SRVDC16","100","1","0","yes","0","16","0","2494448","0","ZINC0398","ZI054673","yes","0","","0",""
"1","SRVDC16","1950","1","0","yes","0","16","0","2498689","0","ZINC0399","ZI054760","yes","0","","0",""
"1","SRVDC16","1050","1","0","yes","0","16","0","2503847","0","ZINC0400","ZI054904","yes","0","","0",""
"1","SRVDC16","1950","1","0","yes","0","16","0","2516399","0","ZINC0401","ZI055231","yes","0","","0",""
"1","SRVDC16","1950","1","0","yes","0","16","0","2516402","0","ZINC0402","ZI055258","yes","0","","0",""
"1","SRVDC16","660.39","1","0","yes","0","16","0","2520737","0","ZINC0403","ZI052050","yes","0","","0",""
"1","SRVDC16","896.95","1","0","yes","0","16","0","2521493","0","ZINC0404","ZI052799","yes","0","","0",""
"1","SRVDC16","320","1","0","yes","0","16","0","2528164","0","ZINC0405","ZI055569","yes","0","","0",""
"1","SRVDC16","1135.6","1","0","yes","0","16","0","2538945","0","ZINC0406","ZI052860","yes","0","","0",""
"1","SRVDC16","18.06","1","0","yes","0","16","0","2539075","0","ZINC0407","ZI055754","yes","0","","0",""
"1","SRVDC16","93.24","1","0","yes","0","16","0","2539115","0","ZINC0408","ZI055763","yes","0","","0",""
"1","SRVDC16","74.4","1","0","yes","0","16","0","2539118","0","ZINC0409","ZI055778","yes","0","","0",""
"1","SRVDC16","111.99","1","0","yes","0","16","0","2540296","0","ZINC0410","ZI055799","yes","0","","0",""
"1","SRVDC16","21.6","1","0","yes","0","16","0","2540299","0","ZINC0411","ZI055821","yes","0","","0",""
"1","SRVDC16","60.2","1","0","yes","0","16","0","2540302","0","ZINC0412","ZI055822","yes","0","","0",""
"1","SRVDC16","265.41","1","0","yes","0","16","0","2549556","0","ZINC0413","ZI055845","yes","0","","0",""
"1","SRVDC16","39.68","1","0","yes","0","16","0","2550991","0","ZINC0414","ZI055891","yes","0","","0",""
"1","SRVDC16","57.1","1","0","yes","0","16","0","2551718","0","ZINC0415","ZI055936","yes","0","","0",""
"1","SRVDC16","115.4","1","0","yes","0","16","0","2551730","0","ZINC0416","ZI056059","yes","0","","0",""
"1","SRVDC16","251.98","1","0","yes","0","16","0","2551733","0","ZINC0417","ZI056095","yes","0","","0",""
"1","SRVDC16","30.4","1","0","yes","0","16","0","2552097","0","ZINC0418","ZI056059","yes","0","","0",""
"1","SRVDC16","62.11","1","0","yes","0","16","0","2553220","0","ZINC0419","ZI056030","yes","0","","0",""
"1","SRVDC16","83.53","1","0","yes","0","16","0","2561040","0","ZINC0420","ZI056171","yes","0","","0",""
"1","SRVDC16","810","1","0","yes","0","16","0","2563466","0","ZINC0421","ZI053518","yes","0","","0",""
"1","SRVDC16","60","1","0","yes","0","16","0","2573531","0","ZINC0422","ZI056575","yes","0","","0",""
"1","SRVDC16","30.4","1","0","yes","0","16","0","2575396","0","ZINC0423","ZI056059","yes","0","","0",""
"1","SRVDC16","609.3","1","0","yes","0","16","0","2579203","0","ZINC0424","ZI053780","yes","0","","0",""
"1","SRVDC16","120","1","0","yes","0","16","0","2582996","0","ZINC0425","ZI056420","yes","0","","0",""
"1","SRVDC16","14","1","0","yes","0","16","0","2583569","0","ZINC0426","ZI056610","yes","0","","0",""
"1","SRVDC16","6","1","0","yes","0","16","0","2601731","0","ZINC0427","ZI057116","yes","0","","0",""
"1","SRVDC16","517","1","0","yes","0","16","0","2617355","0","ZINC0428","ZI057397","yes","0","","0",""
"1","SRVDC16","517","1","0","yes","0","16","0","2627942","0","ZINC0429","ZI057793","yes","0","","0",""
"1","SRVDC16","540","1","0","yes","0","16","0","2630162","0","ZINC0430","ZI057554","yes","0","","0",""
"1","SRVDC16","1080","1","0","yes","0","16","0","2630246","0","ZINC0431","ZI057693","yes","0","","0",""
"1","SRVDC16","320","1","0","yes","0","16","0","2630249","0","ZINC0432","ZI057725","yes","0","","0",""
"1","SRVDC16","160","1","0","yes","0","16","0","2635907","0","ZINC0433","ZI057838","yes","0","","0",""
"1","SRVDC16","211.68","1","0","yes","0","16","0","2637267","0","ZINC0436","ZI056119","yes","0","","0",""
"1","SRVDC16","411.62","1","0","yes","0","16","0","2637449","0","ZINC0434","ZI055545","yes","0","","0",""
"1","SRVDC16","206.66","1","0","yes","0","16","0","2637459","0","ZINC0435","ZI056119","yes","0","","0",""
"1","SRVDC16","540","1","0","yes","0","16","0","2642983","0","ZINC0437","ZI058070","yes","0","","0",""
"1","SRVDC16","88","1","0","yes","0","16","0","2653526","0","ZINC0439","ZI058079","yes","0","","0",""
"1","SRVDC16","88","1","0","yes","0","16","0","2653641","0","ZINC0438","ZI058083","yes","0","","0",""
"1","SRVDC16","253.64","1","0","yes","0","16","0","2655425","0","ZINC0440","ZI058273","yes","0","","0",""
"1","SRVDC16","24.24","1","0","yes","0","16","0","2657011","0","ZINC1168","ZI081413","yes","0","","0","02"
"1","SRVDC16","72.5","1","0","yes","0","16","0","2658884","0","ZINC0441","ZI058167","yes","0","","0",""
"1","SRVDC16","375.89","1","0","yes","0","16","0","2659207","0","ZINC0442","ZI056765","yes","0","","0",""
"1","SRVDC16","152.5","1","0","yes","0","16","0","2659210","0","ZINC0443","ZI057177","yes","0","","0",""
"1","SRVDC16","1246","1","0","yes","0","16","0","2660781","0","ZINC0444","ZI058463","yes","0","","0",""
"1","SRVDC16","772.51","1","0","yes","0","16","0","2666404","0","ZINC0445","ZI058577","yes","0","","0",""
"1","SRVDC16","1080","1","0","yes","0","16","0","2672627","0","ZINC0446","ZI058555","yes","0","","0",""
"1","SRVDC16","337.5","1","0","yes","0","16","0","2672714","0","ZINC0447","ZI058641","yes","0","","0",""
"1","SRVDC16","378","1","0","yes","0","16","0","2679050","0","ZINC0448","ZI058718","yes","0","","0",""
"1","SRVDC16","422.1","1","0","yes","0","16","0","2679053","0","ZINC0449","ZI058762","yes","0","","0",""
"1","SRVDC16","494","1","0","yes","0","16","0","2679105","0","ZINC0450","ZI058838","yes","0","","0",""
"1","SRVDC16","1900","1","0","yes","0","16","0","2684430","0","ZINC0451","ZI058915","yes","0","","0",""
"1","SRVDC16","259.78","1","0","yes","0","16","0","2686801","0","ZINC0453","ZI059040","yes","0","","0",""
"1","SRVDC16","68","1","0","yes","0","16","0","2686950","0","ZINC0452","ZI058852","yes","0","","0",""
"1","SRVDC16","24","1","0","yes","0","16","0","2688594","0","ZINC0454","ZI059170","yes","0","","0",""
"1","SRVDC16","37.8","1","0","yes","0","16","0","2688995","0","ZINC0456","ZI059177","yes","0","","0",""
"1","SRVDC16","106.52","1","0","yes","0","16","0","2689167","0","ZINC0455","ZI059189","yes","0","","0",""
"1","SRVDC16","313.6","1","0","yes","0","16","0","2693261","0","ZINC0457","ZI058510","yes","0","","0",""
"1","SRVDC16","90","1","0","yes","0","16","0","2694279","0","ZINC0458","ZI057555","yes","0","","0",""
"1","SRVDC16","30","1","0","yes","0","16","0","2694338","0","ZINC0459","ZI057688","yes","0","","0",""
"1","SRVDC16","25","1","0","yes","0","16","0","2694341","0","ZINC0460","ZI058443","yes","0","","0",""
"1","SRVDC16","92.4","1","0","yes","0","16","0","2695747","0","ZINC0461","ZI059242","yes","0","","0",""
"1","SRVDC16","20","1","0","yes","0","16","0","2696722","0","ZINC0462","ZI056500","yes","0","","0",""
"1","SRVDC16","48","1","0","yes","0","16","0","2696895","0","ZINC0463","ZI059309","yes","0","","0",""
"1","SRVDC16","331.2","1","0","yes","0","16","0","2699682","0","ZINC0464","ZI059406","yes","0","","0",""
"1","SRVDC16","32","1","0","yes","0","16","0","2699685","0","ZINC0465","ZI059410","yes","0","","0",""
"1","SRVDC16","301","1","0","yes","0","16","0","2699688","0","ZINC0466","ZI059422","yes","0","","0",""
"1","SRVDC16","1387.2","1","0","yes","0","16","0","2703137","0","ZINC0467","ZI057607","yes","0","","0",""
"1","SRVDC16","570","1","0","yes","0","16","0","2707655","0","ZINC0468","ZI059444","yes","0","","0",""
"1","SRVDC16","343.2","1","0","yes","0","16","0","2707919","0","ZINC0469","ZI059535","yes","0","","0",""
"1","SRVDC16","950","1","0","yes","0","16","0","2714913","0","ZINC0470","ZI059517","yes","0","","0",""
"1","SRVDC16","640","1","0","yes","0","16","0","2715113","0","ZINC0471","ZI059619","yes","0","","0",""
"1","SRVDC16","17.08","1","0","yes","0","16","0","2715116","0","ZINC0472","ZI059666","yes","0","","0",""
"1","SRVDC16","11.37","1","0","yes","0","16","0","2715216","0","ZINC0473","ZI059670","yes","0","","0",""
"1","SRVDC16","20","1","0","yes","0","16","0","2719362","0","ZINC0474","ZI059783","yes","0","","0",""
"1","SRVDC16","400","1","0","yes","0","16","0","2723595","0","ZINC0475","ZI059854","yes","0","","0",""
"1","SRVDC16","30","1","0","yes","0","16","0","2725858","0","ZINC0476","ZI058992","yes","0","","0",""
"1","SRVDC16","120","1","0","yes","0","16","0","2725861","0","ZINC0477","ZI059305","yes","0","","0",""
"1","SRVDC16","116.69","1","0","yes","0","16","0","2728428","0","ZINC0478","ZI060120","yes","0","","0",""
"1","SRVDC16","40","1","0","yes","0","16","0","2736521","0","ZINC0479","ZI059759","yes","0","","0",""
"1","SRVDC16","3000","1","0","yes","0","16","0","2745031","0","ZINC0480","ZI060515","yes","0","","0",""
"1","SRVDC16","617.93","1","0","yes","0","16","0","2761833","0","ZINC0481","ZI058325","yes","0","","0",""
"1","SRVDC16","20","1","0","yes","0","16","0","2779598","0","ZINC0482","ZI060580","yes","0","","0",""
"1","SRVDC16","30","1","0","yes","0","16","0","2779601","0","ZINC0483","ZI060880","yes","0","","0",""
"1","SRVDC16","800","1","0","yes","0","16","0","2780034","0","ZINC0484","ZI060962","yes","0","","0",""
"1","SRVDC16","80.64","1","0","yes","0","16","0","2780037","0","ZINC0485","ZI059624","yes","0","","0",""
"1","SRVDC16","40","1","0","yes","0","16","0","2813027","0","ZINC0486","ZI061328","yes","0","","0",""
"1","SRVDC16","20","1","0","yes","0","16","0","2813030","0","ZINC0487","ZI061312","yes","0","","0",""
"1","SRVDC16","682.3","1","0","yes","0","16","0","2819489","0","ZINC0488","ZI059047","yes","0","","0",""
"1","SRVDC16","77.5","1","0","yes","0","16","0","2836120","0","ZINC0489","ZI062513","yes","0","","0",""
"1","SRVDC16","585.05","1","0","yes","0","16","0","2836256","0","ZINC0490","ZI059920","yes","0","","0",""
"1","SRVDC16","668.58","1","0","yes","0","16","0","2850506","0","ZINC0491","ZI060363","yes","0","","0",""
"1","SRVDC16","70.8","1","0","yes","0","16","0","2872627","0","ZINC0492","ZI063506","yes","0","","0",""
"1","SRVDC16","30.6","1","0","yes","0","16","0","2881395","0","ZINC0493","ZI063580","yes","0","","0",""
"1","SRVDC16","18.5","1","0","yes","0","16","0","2884749","0","ZINC0494","ZI059325","yes","0","","0",""
"1","SRVDC16","62","1","0","yes","0","16","0","2887784","0","ZINC0495","ZI063639","yes","0","","0",""
"1","SRVDC16","250","1","0","yes","0","16","0","2895461","0","ZINC0496","ZI063959","yes","0","","0",""
"1","SRVDC16","1000","1","0","yes","0","16","0","2895464","0","ZINC0497","ZI063858","yes","0","","0",""
