"Clacli","Fecncre","Monto","Estado","Miva","MImp2","MDes","Mcosto","Piva","Pimp2","PDes","Nummov","Nncre","Numfac","facreal","Mfondo","TipoNC","Claven","Clazon","hora","numaprfol","numcer","perapr","cladep","Numuser","Refori","impreso","metpagele","bancosele","cuentaele","imprcan","Tpeso","usocfdi","frem","pagada","observa","nusercan","enviado","objimp","version"
"MRS2043","02/03/19","4728","yes","4075.86","0","0","0","16","0","0","748321","ZINE0001","ZINS0001","","0","no","","0","46381","","00001000000404722550","0","10","0","","no","30-Aplicación de anticipo","","","no","0","G03-Gastos en general","no","no","","0","","",""
"PSP14","06/03/19","6000","yes","5172.41","0","0","0","16","0","0","838280","ZINE0002","ZINS0002","","0","no","","0","29977","","00001000000404722550","0","10","0","","no","30-Aplicación de anticipo","","","no","0","G01-Adquisición de mercancias","no","no","","0","","",""
"PSP14","06/03/19","31102","yes","26812.07","0","0","0","16","0","0","838294","ZINE0003","ZINS0003","","0","no","","0","30274","","00001000000404722550","0","10","0","","no","30-Aplicación de anticipo","","","no","0","G01-Adquisición de mercancias","no","no","","0","","",""
"PSP14","06/03/19","31102","yes","26812.07","0","0","0","16","0","0","838309","ZINE0004","ZINS0004","","0","no","","0","30358","","00001000000404722550","0","10","0","","no","30-Aplicación de anticipo","","","no","0","G01-Adquisición de mercancias","no","no","","0","","",""
"MRS818","06/03/19","2480","yes","2137.93","0","0","0","16","0","0","838865","ZINE0005","ZINS0005","","0","no","","0","52028","","00001000000404722550","0","10","0","","no","30-Aplicación de anticipo","","","no","0","P01-Por definir","no","no","","0","","",""
"MRS2043","08/03/19","6477.5","yes","5584.05","0","0","0","16","0","0","843241","ZINE0006","ZINS0006","","0","no","","0","31361","","00001000000404722550","0","10","0","","no","30-Aplicación de anticipo","","","no","0","G03-Gastos en general","no","no","","0","","",""
"MRS2043","08/03/19","13500","yes","11637.93","0","0","0","16","0","0","843271","ZINE0007","ZINS0007","","0","no","","0","31541","","00001000000404722550","0","10","0","","no","30-Aplicación de anticipo","","","no","0","G03-Gastos en general","no","no","","0","","",""
"PSP14","12/03/19","11400","yes","9827.59","0","0","0","16","0","0","840775","ZINE0008","ZINS0008","","0","no","","0","58492","","00001000000404722550","0","10","0","","no","30-Aplicación de anticipo","","","no","0","G01-Adquisición de mercancias","no","no","","0","","",""
"PSP14","12/03/19","3040","yes","2620.69","0","0","0","16","0","0","845543","ZINE0009","ZINS0009","","0","no","","0","58553","","00001000000404722550","0","10","0","","no","30-Aplicación de anticipo","","","no","0","G01-Adquisición de mercancias","no","no","","0","","",""
"MRS818","13/03/19","735","yes","633.62","0","0","0","16","0","0","846259","ZINE0010","ZINS0010","","0","no","","0","53665","","00001000000404722550","0","10","0","","no","30-Aplicación de anticipo","","","no","0","P01-Por definir","no","no","","0","","",""
"MRS818","14/03/19","735","yes","633.62","0","0","0","16","0","0","846656","ZINE0011","ZINS0011","","0","no","","0","33616","","00001000000404722550","0","10","0","","no","30-Aplicación de anticipo","","","no","0","P01-Por definir","no","no","","0","","",""
"PSP14","15/03/19","8360","yes","7206.9","0","0","0","16","0","0","847446","ZINE0012","ZINS0012","","0","no","","0","34314","","00001000000404722550","0","10","0","","no","30-Aplicación de anticipo","","","no","0","G01-Adquisición de mercancias","no","no","","0","","",""
"PSP14","15/03/19","9600","yes","8275.86","0","0","0","16","0","0","847525","ZINE0013","ZINS0013","","0","no","","0","34498","","00001000000404722550","0","10","0","","no","30-Aplicación de anticipo","","","no","0","G01-Adquisición de mercancias","no","no","","0","","",""
"MRS818","15/03/19","735","yes","633.62","0","0","0","16","0","0","847844","ZINE0014","ZINS0014","","0","no","","0","40630","","00001000000404722550","0","10","0","","no","30-Aplicación de anticipo","","","no","0","P01-Por definir","no","no","","0","","",""
"MRS818","16/03/19","735","yes","633.62","0","0","0","16","0","0","848678","ZINE0015","ZINS0015","","0","no","","0","36898","","00001000000404722550","0","10","0","","no","30-Aplicación de anticipo","","","no","0","P01-Por definir","no","no","","0","","",""
"MRS818","18/03/19","735","yes","633.62","0","0","0","16","0","0","852259","ZINE0016","ZINS0016","","0","no","","0","35635","","00001000000404722550","0","10","0","","no","30-Aplicación de anticipo","","","no","0","P01-Por definir","no","no","","0","","",""
"MRS818","19/03/19","735","yes","633.62","0","0","0","16","0","0","853348","ZINE0017","ZINS0017","","0","no","","0","37420","","00001000000404722550","0","10","0","","no","30-Aplicación de anticipo","","","no","0","P01-Por definir","no","no","","0","","",""
"MRS818","20/03/19","735","yes","633.62","0","0","0","16","0","0","854240","ZINE0018","ZINS0018","","0","no","","0","36202","","00001000000404722550","0","10","0","","no","30-Aplicación de anticipo","","","no","0","P01-Por definir","no","no","","0","","",""
"MRS818","22/03/19","1074","yes","925.86","0","0","0","16","0","0","856372","ZINE0019","ZINS0019","","0","no","","0","29446","","00001000000404722550","0","10","0","","no","30-Aplicación de anticipo","","","no","0","P01-Por definir","no","no","","0","","",""
"MRS818","22/03/19","441","yes","380.17","0","0","0","16","0","0","856684","ZINE0020","ZINS0020","","0","no","","0","35915","","00001000000404722550","0","10","0","","no","30-Aplicación de anticipo","","","no","0","P01-Por definir","no","no","","0","","",""
"MRS818","22/03/19","780","yes","672.41","0","0","0","16","0","0","857255","ZINE0021","ZINS0021","","0","no","","0","51784","","00001000000404722550","0","10","0","","no","30-Aplicación de anticipo","","","no","0","G03-Gastos en general","no","no","","0","","",""
"MRS818","23/03/19","1425","yes","1228.45","0","0","0","16","0","0","857861","ZINE0022","ZINS0022","","0","no","","0","38141","","00001000000404722550","0","10","0","","no","30-Aplicación de anticipo","","","no","0","P01-Por definir","no","no","","0","","",""
"MRS818","23/03/19","1560","yes","1344.83","0","0","0","16","0","0","857871","ZINE0023","ZINS0023","","0","no","","0","38218","","00001000000404722550","0","10","0","","no","30-Aplicación de anticipo","","","no","0","G03-Gastos en general","no","no","","0","","",""
"MRS136","26/03/19","12713.5","yes","10959.91","0","0","0","16","0","0","860343","ZINE0024","ZINS0024","","0","no","","0","51460","","00001000000404722550","0","10","0","","no","30-Aplicación de anticipo","","","no","0","G03-Gastos en general","no","no","","0","","",""
"MRS136","26/03/19","2742.6","no","2364.31","0","0","0","16","0","0","860402","ZINE0025","ZINS0025","","0","no","","0","52428","","00001000000404722550","0","10","0","","no","30-Aplicación de anticipo","","","no","0","G03-Gastos en general","no","no","","0","","",""
"APS16","27/03/19","12590","yes","10853.45","0","0","0","16","0","0","861172","ZINE0026","ZINS0026","","0","no","","0","33912","","00001000000404722550","0","10","0","","no","30-Aplicación de anticipo","","","no","0","I01-Construcciones","no","no","","0","","",""
"APS16","27/03/19","844.66","yes","728.16","0","0","0","16","0","0","861192","ZINE0027","ZINS0027","","0","no","","0","34364","","00001000000404722550","0","10","0","","no","30-Aplicación de anticipo","","","no","0","I01-Construcciones","no","no","","0","","",""
"MRS818","27/03/19","1560","yes","1344.83","0","0","0","16","0","0","861733","ZINE0028","ZINS0028","","0","no","","0","46372","","00001000000404722550","0","10","0","","no","30-Aplicación de anticipo","","","no","0","G03-Gastos en general","no","no","","0","","",""
"RAGA820","28/03/19","2369","yes","2042.24","0","0","0","16","0","0","862479","ZINE0029","ZINS0029","","0","no","","0","31082","","00001000000404722550","0","10","0","","no","30-Aplicación de anticipo","","","no","0","G01-Adquisición de mercancias","no","no","","0","","",""
"MRS136","28/03/19","1279.8","yes","1103.28","0","0","0","16","0","0","862617","ZINE0030","ZINS0030","","0","no","","0","32375","","00001000000404722550","0","10","0","","no","30-Aplicación de anticipo","","","no","0","G03-Gastos en general","no","no","","0","","",""
"APS16","28/03/19","4250.2","yes","3663.97","0","0","0","16","0","0","862283","ZINE0031","ZINS0031","","0","no","","0","48673","","00001000000404722550","0","10","0","","no","30-Aplicación de anticipo","","","no","0","I01-Construcciones","no","no","","0","","",""
"RAGA820","30/03/19","28531","yes","24595.69","0","0","0","16","0","0","864828","ZINE0032","ZINS0032","","0","no","","0","34852","","00001000000404722550","0","10","0","","no","30-Aplicación de anticipo","","","no","0","G01-Adquisición de mercancias","no","no","","0","","",""
"MRS818","30/03/19","390","yes","336.21","0","0","0","16","0","0","865430","ZINE0033","ZINS0033","","0","no","","0","50641","","00001000000404722550","0","10","0","","no","30-Aplicación de anticipo","","","no","0","G03-Gastos en general","no","no","","0","","",""
"MRS136","01/04/19","315","yes","271.55","0","0","0","16","0","0","867562","ZINE0034","ZINS0034","","0","no","","0","37029","","00001000000404722550","0","10","0","","no","30-Aplicación de anticipo","","","no","0","G03-Gastos en general","no","no","","0","","",""
"MRS818","01/04/19","1081","yes","931.9","0","0","0","16","0","0","867592","ZINE0035","ZINS0035","","0","no","","0","38418","","00001000000404722550","0","10","0","","no","30-Aplicación de anticipo","","","no","0","G03-Gastos en general","no","no","","0","","",""
"MRS818","01/04/19","780","yes","672.41","0","0","0","16","0","0","867625","ZINE0036","ZINS0036","","0","no","","0","40394","","00001000000404722550","0","10","0","","no","30-Aplicación de anticipo","","","no","0","G03-Gastos en general","no","no","","0","","",""
"MRS818","01/04/19","399","yes","343.97","0","0","0","16","0","0","867653","ZINE0037","ZINS0037","","0","no","","0","40584","","00001000000404722550","0","10","0","","no","30-Aplicación de anticipo","","","no","0","G03-Gastos en general","no","no","","0","","",""
"MAAG76","01/04/19","15600","yes","13448.28","0","0","0","16","0","0","868547","ZINE0038","ZINS0038","","0","no","","0","54323","","00001000000404722550","0","10","0","","no","30-Aplicación de anticipo","","","no","0","G03-Gastos en general","no","no","","0","","",""
"MAAG76","02/04/19","7800","yes","6724.14","0","0","0","16","0","0","869031","ZINE0039","ZINS0039","","0","no","","0","33486","","00001000000404722550","0","10","0","","no","30-Aplicación de anticipo","","","no","0","G03-Gastos en general","no","no","","0","","",""
"APS16","02/04/19","1820.38","yes","1569.29","0","0","0","16","0","0","870007","ZINE0040","ZINS0040","","0","no","","0","53856","","00001000000404722550","0","10","0","","no","30-Aplicación de anticipo","","","no","0","I01-Construcciones","no","no","","0","","",""
"MRS818","03/04/19","654","yes","563.79","0","0","0","16","0","0","870638","ZINE0041","ZINS0041","","0","no","","0","32796","","00001000000404722550","0","10","0","","no","30-Aplicación de anticipo","","","no","0","G03-Gastos en general","no","no","","0","","",""
"MRS136","03/04/19","951","yes","819.83","0","0","0","16","0","0","871465","ZINE0042","ZINS0042","","0","no","","0","60925","","00001000000404722550","0","10","0","","no","30-Aplicación de anticipo","","","no","0","G03-Gastos en general","no","no","","0","","",""
"MRS818","04/04/19","294","yes","253.45","0","0","0","16","0","0","862919","ZINE0043","ZINS0043","","0","no","","0","42741","","00001000000404722550","0","10","0","","no","30-Aplicación de anticipo","","","no","0","G03-Gastos en general","no","no","","0","","",""
"MAAG76","04/04/19","12480","yes","10758.62","0","0","0","16","0","0","873110","ZINE0044","ZINS0044","","0","no","","0","61759","","00001000000404722550","0","10","0","","no","30-Aplicación de anticipo","","","no","0","G03-Gastos en general","no","no","","0","","",""
"MRS136","05/04/19","61.2","yes","52.76","0","0","0","16","0","0","873188","ZINE0045","ZINS0045","","0","no","","0","30457","","00001000000404722550","0","10","0","","no","30-Aplicación de anticipo","","","no","0","G03-Gastos en general","no","no","","0","","",""
"MRS818","05/04/19","294","yes","253.45","0","0","0","16","0","0","873299","ZINE0046","ZINS0046","","0","no","","0","32814","","00001000000404722550","0","10","0","","no","30-Aplicación de anticipo","","","no","0","G03-Gastos en general","no","no","","0","","",""
"MRS136","06/04/19","420","yes","362.07","0","0","0","16","0","0","874349","ZINE0047","ZINS0047","","0","no","","0","31350","","00001000000404722550","0","10","0","","no","30-Aplicación de anticipo","","","no","0","G03-Gastos en general","no","no","","0","","",""
"MRS818","09/04/19","213","yes","183.62","0","0","0","16","0","0","877097","ZINE0048","ZINS0048","","0","no","","0","40613","","00001000000404722550","0","10","0","","no","30-Aplicación de anticipo","","","no","0","G03-Gastos en general","no","no","","0","","",""
"MRS818","09/04/19","780","yes","672.41","0","0","0","16","0","0","876743","ZINE0049","ZINS0049","","0","no","","0","40696","","00001000000404722550","0","10","0","","no","30-Aplicación de anticipo","","","no","0","G03-Gastos en general","no","no","","0","","",""
"PAL18","09/04/19","22657.5","yes","19532.33","0","0","0","16","0","0","879914","ZINE0050","ZINS0050","","0","no","","0","56459","","00001000000404722550","0","10","0","","no","30-Aplicación de anticipo","","","no","0","G03-Gastos en general","no","no","","0","","",""
"MAAG76","10/04/19","6240","yes","5379.31","0","0","0","16","0","0","877703","ZINE0051","ZINS0051","","0","no","","0","59499","","00001000000404722550","0","10","0","","no","30-Aplicación de anticipo","","","no","0","G03-Gastos en general","no","no","","0","","",""
"PAL18","11/04/19","27342.5","yes","23571.12","0","0","0","16","0","0","881680","ZINE0052","ZINS0052","","0","no","","0","39674","","00001000000404722550","0","10","0","","no","30-Aplicación de anticipo","","","no","0","G03-Gastos en general","no","no","","0","","",""
"MRS818","11/04/19","294","yes","253.45","0","0","0","16","0","0","881799","ZINE0053","ZINS0053","","0","no","","0","41523","","00001000000404722550","0","10","0","","no","30-Aplicación de anticipo","","","no","0","G03-Gastos en general","no","no","","0","","",""
"PSP14","12/04/19","37345","yes","32193.97","0","0","0","16","0","0","882832","ZINE0054","ZINS0054","","0","no","","0","51057","","00001000000404722550","0","10","0","","no","30-Aplicación de anticipo","","","no","0","G01-Adquisición de mercancias","no","no","","0","","",""
"MRS818","15/04/19","1470","yes","1267.24","0","0","0","16","0","0","884394","ZINE0055","ZINS0055","","0","no","","0","32241","","00001000000404722550","0","10","0","","no","30-Aplicación de anticipo","","","no","0","G03-Gastos en general","no","no","","0","","",""
"MRS818","15/04/19","1470","yes","1267.24","0","0","0","16","0","0","884901","ZINE0056","ZINS0056","","0","no","","0","38253","","00001000000404722550","0","10","0","","no","30-Aplicación de anticipo","","","no","0","G03-Gastos en general","no","no","","0","","",""
"MRS2157","16/04/19","5200","yes","4482.76","0","0","0","16","0","0","886001","ZINE0057","ZINS0057","","0","no","","0","30602","","00001000000404722550","0","10","0","","no","30-Aplicación de anticipo","","","no","0","G03-Gastos en general","no","no","","0","","",""
"MAAG76","16/04/19","55455","yes","47806.03","0","0","0","16","0","0","886339","ZINE0058","ZINS0058","","0","no","","0","35087","","00001000000404722550","0","10","0","","no","30-Aplicación de anticipo","","","no","0","G03-Gastos en general","no","no","","0","","",""
"MAAG76","16/04/19","56317.5","yes","48549.57","0","0","0","16","0","0","886371","ZINE0059","ZINS0059","","0","no","","0","35224","","00001000000404722550","0","10","0","","no","30-Aplicación de anticipo","","","no","0","G03-Gastos en general","no","no","","0","","",""
"MRS818","16/04/19","590","yes","508.62","0","0","0","16","0","0","886405","ZINE0060","ZINS0060","","0","no","","0","35384","","00001000000404722550","0","10","0","","no","30-Aplicación de anticipo","","","no","0","G03-Gastos en general","no","no","","0","","",""
"MRS2043","16/04/19","6123","yes","5278.45","0","0","0","16","0","0","887182","ZINE0061","ZINS0061","","0","no","","0","53847","","00001000000404722550","0","10","0","","no","30-Aplicación de anticipo","","","no","0","G03-Gastos en general","no","no","","0","","",""
"MRS818","17/04/19","735","yes","633.62","0","0","0","16","0","0","888047","ZINE0062","ZINS0062","","0","no","","0","40538","","00001000000404722550","0","10","0","","no","30-Aplicación de anticipo","","","no","0","G03-Gastos en general","no","no","","0","","",""
"OCP100","18/04/19","4398.72","yes","3792","0","0","0","16","0","0","888663","ZINE0063","ZINS0063","","0","no","","0","35853","","00001000000404722550","0","10","0","","no","30-Aplicación de anticipo","","","no","0","G03-Gastos en general","no","no","","0","","",""
"MRS818","18/04/19","295","yes","254.31","0","0","0","16","0","0","888714","ZINE0064","ZINS0064","","0","no","","0","36963","","00001000000404722550","0","10","0","","no","30-Aplicación de anticipo","","","no","0","G03-Gastos en general","no","no","","0","","",""
"MRS818","22/04/19","70","yes","60.34","0","0","0","16","0","0","889816","ZINE0065","ZINS0065","","0","no","","0","55217","","00001000000404722550","0","10","0","","no","30-Aplicación de anticipo","","","no","0","G03-Gastos en general","no","no","","0","","",""
"MRS818","23/04/19","882","yes","760.34","0","0","0","16","0","0","890377","ZINE0066","ZINS0066","","0","no","","0","39537","","00001000000404722550","0","10","0","","no","30-Aplicación de anticipo","","","no","0","G03-Gastos en general","no","no","","0","","",""
"MAAG76","25/04/19","89910","yes","77508.62","0","0","0","16","0","0","892453","ZINE0067","ZINS0067","","0","no","","0","30598","","00001000000404722550","0","10","0","","no","30-Aplicación de anticipo","","","no","0","G03-Gastos en general","no","no","","0","","",""
"MRS818","25/04/19","590","yes","508.62","0","0","0","16","0","0","892568","ZINE0068","ZINS0068","","0","no","","0","34738","","00001000000404722550","0","10","0","","no","30-Aplicación de anticipo","","","no","0","G03-Gastos en general","no","no","","0","","",""
"MRS818","25/04/19","370","yes","318.97","0","0","0","16","0","0","892680","ZINE0069","ZINS0069","","0","no","","0","34967","","00001000000404722550","0","10","0","","no","30-Aplicación de anticipo","","","no","0","G03-Gastos en general","no","no","","0","","",""
"MRS818","25/04/19","435","yes","375","0","0","0","16","0","0","892688","ZINE0070","ZINS0070","","0","no","","0","35027","","00001000000404722550","0","10","0","","no","30-Aplicación de anticipo","","","no","0","G03-Gastos en general","no","no","","0","","",""
"MAAG76","25/04/19","30000","yes","25862.07","0","0","0","16","0","0","892842","ZINE0071","ZINS0071","","0","no","","0","37083","","00001000000404722550","0","10","0","","no","30-Aplicación de anticipo","","","no","0","G03-Gastos en general","no","no","","0","","",""
"MAAG76","25/04/19","31701.5","yes","27328.88","0","0","0","16","0","0","892962","ZINE0072","ZINS0072","","0","no","","0","39952","","00001000000404722550","0","10","0","","no","30-Aplicación de anticipo","","","no","0","G03-Gastos en general","no","no","","0","","",""
"OCP100","25/04/19","40238.5","yes","34688.36","0","0","0","16","0","0","893013","ZINE0073","ZINS0073","","0","no","","0","40751","","00001000000404722550","0","10","0","","no","30-Aplicación de anticipo","","","no","0","G03-Gastos en general","no","no","","0","","",""
"OCP100","25/04/19","3610.18","yes","3112.22","0","0","0","16","0","0","893077","ZINE0074","ZINS0074","","0","no","","0","41822","","00001000000404722550","0","10","0","","no","30-Aplicación de anticipo","","","no","0","G03-Gastos en general","no","no","","0","","",""
"MAAG76","25/04/19","10000","yes","8620.69","0","0","0","16","0","0","893735","ZINE0075","ZINS0075","","0","no","","0","59891","","00001000000404722550","0","10","0","","no","30-Aplicación de anticipo","","","no","0","G03-Gastos en general","no","no","","0","","",""
"MAAG76","26/04/19","113445","yes","97797.41","0","0","0","16","0","0","894439","ZINE0076","ZINS0076","","0","no","","0","47481","","00001000000404722550","0","10","0","","no","30-Aplicación de anticipo","","","no","0","G03-Gastos en general","no","no","","0","","",""
"MRS2043","27/04/19","4000","yes","3448.28","0","0","0","16","0","0","895114","ZINE0077","ZINS0077","","0","no","","0","37727","","00001000000404722550","0","10","0","","no","30-Aplicación de anticipo","","","no","0","G03-Gastos en general","no","no","","0","","",""
"OCP100","29/04/19","1815","yes","1564.66","0","0","0","16","0","0","895497","ZINE0078","ZINS0078","","0","no","","0","30584","","00001000000404722550","0","10","0","","no","30-Aplicación de anticipo","","","no","0","G03-Gastos en general","no","no","","0","","",""
"OCP100","30/04/19","3000","yes","2586.21","0","0","0","16","0","0","897210","ZINE0079","ZINS0079","","0","no","","0","59824","","00001000000404722550","0","10","0","","no","30-Aplicación de anticipo","","","no","0","G03-Gastos en general","no","no","","0","","",""
"MRS818","02/05/19","1329.6","yes","1146.21","0","0","0","16","0","0","897608","ZINE0080","ZINS0080","","0","no","","0","36945","","00001000000404722550","0","10","0","","no","30-Aplicación de anticipo","","","no","0","G03-Gastos en general","no","no","","0","","",""
"MAAG76","02/05/19","25770","yes","22215.52","0","0","0","16","0","0","898785","ZINE0081","ZINS0081","","0","no","","0","60768","","00001000000404722550","0","10","0","","no","30-Aplicación de anticipo","","","no","0","G03-Gastos en general","no","no","","0","","",""
"MAAG76","03/05/19","30065","yes","25918.1","0","0","0","16","0","0","899080","ZINE0082","ZINS0082","","0","no","","0","37522","","00001000000404722550","0","10","0","","no","30-Aplicación de anticipo","","","no","0","G03-Gastos en general","no","no","","0","","",""
"MRS818","03/05/19","1581.2","yes","1363.1","0","0","0","16","0","0","899536","ZINE0083","ZINS0083","","0","no","","0","51380","","00001000000404722550","0","10","0","","no","30-Aplicación de anticipo","","","no","0","G03-Gastos en general","no","no","","0","","",""
"MRS2157","03/05/19","5200","yes","4482.76","0","0","0","16","0","0","899577","ZINE0084","ZINS0084","","0","no","","0","53565","","00001000000404722550","0","10","0","","no","30-Aplicación de anticipo","","","no","0","G03-Gastos en general","no","no","","0","","",""
"OCP100","04/05/19","1581.44","yes","1363.31","0","0","0","16","0","0","899975","ZINE0085","ZINS0085","","0","no","","0","31597","","00001000000404722550","0","10","0","","no","30-Aplicación de anticipo","","","no","0","G03-Gastos en general","no","no","","0","","",""
"MAAG76","04/05/19","13171","yes","11354.31","0","0","0","16","0","0","900173","ZINE0086","ZINS0086","","0","no","","0","46891","","00001000000404722550","0","10","0","","no","30-Aplicación de anticipo","","","no","0","G03-Gastos en general","no","no","","0","","",""
"MAAG76","04/05/19","77211.5","yes","66561.64","0","0","0","16","0","0","900226","ZINE0087","ZINS0087","","0","no","","0","46973","","00001000000404722550","0","10","0","","no","30-Aplicación de anticipo","","","no","0","G01-Adquisición de mercancias","no","no","","0","","",""
"OCP100","06/05/19","1193.55","yes","1028.92","0","0","0","16","0","0","900561","ZINE0088","ZINS0088","","0","no","","0","34954","","00001000000404722550","0","10","0","","no","30-Aplicación de anticipo","","","no","0","G03-Gastos en general","no","no","","0","","",""
"OCP100","09/05/19","761.5","yes","656.47","0","0","0","16","0","0","904589","ZINE0089","ZINS0089","","0","no","","0","60192","","00001000000404722550","0","10","0","","no","30-Aplicación de anticipo","","","no","0","G03-Gastos en general","no","no","","0","","",""
"OCP100","09/05/19","228.5","yes","196.98","0","0","0","16","0","0","908109","ZINE0090","ZINS0090","","0","no","","0","60889","","00001000000404722550","0","10","0","","no","30-Aplicación de anticipo","","","no","0","G03-Gastos en general","no","no","","0","","",""
"MAAG76","11/05/19","26320","yes","22689.66","0","0","0","16","0","0","908322","ZINE0091","ZINS0091","","0","no","","0","46178","","00001000000404722550","0","10","0","","no","30-Aplicación de anticipo","","","no","0","G01-Adquisición de mercancias","no","no","","0","","",""
"MRS818","13/05/19","368","yes","317.24","0","0","0","16","0","0","909931","ZINE0092","ZINS0092","","0","no","","0","42519","","00001000000404722550","0","10","0","","no","30-Aplicación de anticipo","","","no","0","G03-Gastos en general","no","no","","0","","",""
"MRS818","13/05/19","870","yes","750","0","0","0","16","0","0","909939","ZINE0093","ZINS0093","","0","no","","0","42554","","00001000000404722550","0","10","0","","no","30-Aplicación de anticipo","","","no","0","G03-Gastos en general","no","no","","0","","",""
"MAAG76","14/05/19","10000","yes","8620.69","0","0","0","16","0","0","908213","ZINE0094","ZINS0094","","0","no","","0","34614","","00001000000404722550","0","10","0","","no","30-Aplicación de anticipo","","","no","0","G01-Adquisición de mercancias","no","no","","0","","",""
"MAAG76","14/05/19","10000","yes","8620.69","0","0","0","16","0","0","907463","ZINE0095","ZINS0095","","0","no","","0","37300","","00001000000404722550","0","10","0","","no","30-Aplicación de anticipo","","","no","0","G01-Adquisición de mercancias","no","no","","0","","",""
"MAAG76","14/05/19","10000","yes","8620.69","0","0","0","16","0","0","905605","ZINE0096","ZINS0096","","0","no","","0","42742","","00001000000404722550","0","10","0","","no","30-Aplicación de anticipo","","","no","0","G01-Adquisición de mercancias","no","no","","0","","",""
"MAAG76","14/05/19","90450","yes","77974.14","0","0","0","16","0","0","911381","ZINE0097","ZINS0097","","0","no","","0","60550","","00001000000404722550","0","10","0","","no","30-Aplicación de anticipo","","","no","0","G01-Adquisición de mercancias","no","no","","0","","",""
"OCP100","15/05/19","510","yes","439.65","0","0","0","16","0","0","911505","ZINE0098","ZINS0098","","0","no","","0","38403","","00001000000404722550","0","10","0","","no","30-Aplicación de anticipo","","","no","0","G03-Gastos en general","no","no","","0","","",""
"MAAG76","16/05/19","10000","yes","8620.69","0","0","0","16","0","0","912667","ZINE0099","ZINS0099","","0","no","","0","38836","","00001000000404722550","0","10","0","","no","30-Aplicación de anticipo","","","no","0","G01-Adquisición de mercancias","no","no","","0","","",""
"MAAG76","16/05/19","90450","yes","77974.14","0","0","0","16","0","0","912930","ZINE0100","ZINS0100","","0","no","","0","51172","","00001000000404722550","0","10","0","","no","30-Aplicación de anticipo","","","no","0","G01-Adquisición de mercancias","no","no","","0","","",""
"POZA83","17/05/19","2875","yes","2478.45","0","0","0","16","0","0","913328","ZINE0101","ZINS0101","","0","no","","0","34785","","00001000000404722550","0","10","0","","no","30-Aplicación de anticipo","","","no","0","G03-Gastos en general","no","no","","0","","",""
"MAAG76","17/05/19","22254.5","yes","19184.91","0","0","0","16","0","0","913962","ZINE0102","ZINS0102","","0","no","","0","60456","","00001000000404722550","0","10","0","","no","30-Aplicación de anticipo","","","no","0","G01-Adquisición de mercancias","no","no","","0","","",""
"MAAG76","21/05/19","90202.5","yes","77760.78","0","0","0","16","0","0","915726","ZINE0103","ZINS0103","","0","no","","0","31482","","00001000000404722550","0","10","0","","no","30-Aplicación de anticipo","","","no","0","G01-Adquisición de mercancias","no","no","","0","","",""
"ZIMRS0016","21/05/19","8000","yes","6896.55","0","0","0","16","0","0","916397","ZINE0104","ZINS0104","","0","no","","0","49638","","00001000000404722550","0","10","0","","no","30-Aplicación de anticipo","","","no","0","P01-Por definir","no","no","","0","","",""
"ZIMRS0016","21/05/19","2000","yes","1724.14","0","0","0","16","0","0","916405","ZINE0105","ZINS0105","","0","no","","0","49741","","00001000000404722550","0","10","0","","no","30-Aplicación de anticipo","","","no","0","G03-Gastos en general","no","no","","0","","",""
"ZIMRS0016","21/05/19","3600","yes","3103.45","0","0","0","16","0","0","916456","ZINE0106","ZINS0106","","0","no","","0","50068","","00001000000404722550","0","10","0","","no","30-Aplicación de anticipo","","","no","0","G03-Gastos en general","no","no","","0","","",""
"MAAG76","23/05/19","10000","yes","8620.69","0","0","0","16","0","0","918757","ZINE0107","ZINS0107","","0","no","","0","46378","","00001000000404722550","0","10","0","","no","30-Aplicación de anticipo","","","no","0","G01-Adquisición de mercancias","no","no","","0","","",""
"MAAG76","23/05/19","10000","yes","8620.69","0","0","0","16","0","0","918787","ZINE0108","ZINS0108","","0","no","","0","46910","","00001000000404722550","0","10","0","","no","30-Aplicación de anticipo","","","no","0","G01-Adquisición de mercancias","no","no","","0","","",""
"MAAG76","23/05/19","10000","yes","8620.69","0","0","0","16","0","0","918882","ZINE0109","ZINS0109","","0","no","","0","51793","","00001000000404722550","0","10","0","","no","30-Aplicación de anticipo","","","no","0","G01-Adquisición de mercancias","no","no","","0","","",""
"PSP14","23/05/19","275","yes","237.07","0","0","0","16","0","0","919047","ZINE0110","ZINS0110","","0","no","","0","58826","","00001000000404722550","0","10","0","","no","30-Aplicación de anticipo","","","no","0","G01-Adquisición de mercancias","no","no","","0","","",""
"PSP14","23/05/19","1050","yes","905.17","0","0","0","16","0","0","919077","ZINE0111","ZINS0111","","0","no","","0","58949","","00001000000404722550","0","10","0","","no","30-Aplicación de anticipo","","","no","0","G01-Adquisición de mercancias","no","no","","0","","",""
"MAAG76","24/05/19","33111.5","yes","28544.4","0","0","0","16","0","0","919287","ZINE0112","ZINS0112","","0","no","","0","34420","","00001000000404722550","0","10","0","","no","30-Aplicación de anticipo","","","no","0","G01-Adquisición de mercancias","no","no","","0","","",""
"MAAG76","24/05/19","4371","yes","3768.1","0","0","0","16","0","0","919655","ZINE0113","ZINS0113","","0","no","","0","42598","","00001000000404722550","0","10","0","","no","30-Aplicación de anticipo","","","no","0","G01-Adquisición de mercancias","no","no","","0","","",""
