"Numren","Claart","Precio","Cant","Des","Estado","Costo","Piva","Pimp2","Nummov","Pedren","peso","Numfac","Numped","canfon","unaen","claofe","bannc","claofe2","preofe","claofe3","claaalt","Clauni","cant2","preven","objimp"
"3","01VAR38","165","2","0","yes","221.9374","16","0","1737804","0","0","ZINS1215","","0","no","0","no","0","0","0","","1","0","0",""
"1","06CLA112","42",".25","0","yes","25.8944","16","0","1737889","0","0","ZINS1216","","0","no","0","no","0","0","0","","1","0","0",""
"2","06CLA212","42","1","0","yes","28.0018","16","0","1737889","0","0","ZINS1216","","0","no","0","no","0","0","0","","1","0","0",""
"3","06CLA4","42","1","0","yes","19.36","16","0","1737889","0","0","ZINS1216","","0","no","0","no","0","0","0","","1","0","0",""
"1","01CEMCAZ50","150","40","0","yes","116.81","16","0","1738786","0","0","ZINS1217","","0","no","0","no","0","0","0","","1","0","0",""
"1","01CEMCAZ50","162","40","0","yes","116.81","16","0","1738946","0","0","ZINS1218","","0","no","0","no","0","0","0","","1","0","0",""
"1","01VAR112","265","22","0","yes","221.94","16","0","1739113","0","0","ZINS1219","","0","no","0","no","0","0","0","","1","0","0",""
"2","01VAR38","140","160","0","yes","122.06","16","0","1739113","0","0","ZINS1219","","0","no","0","no","0","0","0","","1","0","0",""
"1","01CEMCAZ50","143","40","0","yes","116.81","16","0","1740012","0","0","ZINS1220","","0","no","0","no","0","0","0","","1","0","0",""
"1","01CEMCAZ50","156","50","0","yes","116.81","16","0","1740579","0","0","ZINS1221","","0","no","0","no","0","0","0","","1","0","0",""
"1","01CEMCAZ50","166","40","0","yes","116.81","16","0","1740590","0","0","ZINS1223","","0","no","0","no","0","0","0","","1","0","0",""
"1","01CEMCAZ50","154","50","0","yes","116.81","16","0","1740620","0","0","ZINS1222","","0","no","0","no","0","0","0","","1","0","0",""
"1","01CEMCAZ50","148","80","0","yes","116.81","16","0","1740706","0","0","ZINS1224","","0","no","0","no","0","0","0","","1","0","0",""
"1","01CEMAGR","2450","25.38","0","yes","1948.2801","16","0","1741295","0","0","ZINS1225","","0","no","0","no","0","0","0","","1","0","0",""
"1","01ALREC","35.5","5","0","yes","21.3","16","0","1741474","0","0","ZINS1226","","0","no","0","no","0","0","0","","1","0","0",""
"2","01ARM12204","220","8","0","yes","120.36","16","0","1741474","0","0","ZINS1226","","0","no","0","no","0","0","0","","1","0","0",""
"1","01ARM12204","220","1","0","yes","120.36","16","0","1744400","0","0","ZINS1227","","0","no","0","no","0","0","0","","1","0","0",""
"1","03TUBINOX3416","1000","1","0","yes","261.76","16","0","1744865","0","0","ZINS1228","","0","no","0","no","0","0","0","","1","0","0",""
"1","01CEMCAZ50","148","80","0","yes","116.81","16","0","1745261","0","0","ZINS1229","","0","no","0","no","0","0","0","","1","0","0",""
"1","01BAB1030","13.3","1100","0","yes","8.56","16","0","1745648","0","0","ZINS1230","","0","no","0","no","0","0","0","","1","0","0",""
"1","01ARM204","185","100","0","yes","164.736","16","0","1745837","0","0","ZINS1231","","0","no","0","no","0","0","0","","1","0","0",""
"1","08CAJO","19.5","5","0","yes","12.37","16","0","1747620","0","0","ZINS1232","","0","no","0","no","0","0","0","","1","0","0",""
"2","08POL12","3.6","30","0","yes","2.2532","16","0","1747620","0","0","ZINS1232","","0","no","0","no","0","0","0","","1","0","0",""
"1","01ARM204","209.8","3","0","yes","164.736","16","0","1748033","0","0","ZINS1233","","0","no","0","no","0","0","0","","1","0","0",""
"2","01CEMCAZ50","169","20","0","yes","116.81","16","0","1748033","0","0","ZINS1233","","0","no","0","no","0","0","0","","1","0","0",""
"3","06CLA212","42","5","0","yes","32.81222","16","0","1748033","0","0","ZINS1233","","0","no","0","no","0","0","0","","1","0","0",""
"1","01CEMCAZ50","178","10","0","yes","116.81","16","0","1748071","0","0","ZINS1234","","0","no","0","no","0","0","0","","1","0","0",""
"2","06CLA212","44","4","0","yes","32.81222","16","0","1748071","0","0","ZINS1234","","0","no","0","no","0","0","0","","1","0","0",""
"3","06CLA4","44","2","0","yes","19.36","16","0","1748071","0","0","ZINS1234","","0","no","0","no","0","0","0","","1","0","0",""
"4","06CLAC2","60","1","0","yes","36.0005","16","0","1748071","0","0","ZINS1234","","0","no","0","no","0","0","0","","1","0","0",""
"1","01CEMCAZ50","168","40","0","yes","116.81","16","0","1748097","0","0","ZINS1235","","0","no","0","no","0","0","0","","1","0","0",""
"1","01CEMAGR","2450","25.25","0","yes","1948.2801","16","0","1748257","0","0","ZINS1236","","0","no","0","no","0","0","0","","1","0","0",""
"1","01ARM124","209","2.5","0","yes","129.96","16","0","1749817","0","0","ZINS1237","","0","no","0","no","0","0","0","","1","0","0",""
"1","01ARM124","223.23529","8.5","0","yes","129.96","16","0","1749867","0","0","ZINS1238","","0","no","0","no","0","0","0","","1","0","0",""
"2","01VAR38","160","20","0","yes","124.0548","16","0","1749867","0","0","ZINS1238","","0","no","0","no","0","0","0","","1","0","0",""
"1","01BAB1030","14","450","0","yes","8.56","16","0","1749885","0","0","ZINS1239","","0","no","0","no","0","0","0","","1","0","0",""
"1","0610252","1450","1","0","yes","864.69174","16","0","1752215","0","0","ZINS1240","","0","no","0","no","0","0","0","","1","0","0",""
"1","03LAMGT305","1670","4","0","yes","799.1","16","0","1753793","0","0","ZINS1241","","0","no","0","no","0","0","0","","1","0","0",""
"2","03LAMGT366","1392","4","0","yes","958.92","16","0","1753793","0","0","ZINS1241","","0","no","0","no","0","0","0","","1","0","0",""
"1","01BLO12","8.7","60","0","yes","6.1207","16","0","1754641","0","0","ZINS1242","","0","no","0","no","0","0","0","","1","0","0",""
"2","01CAL","72","2","0","yes","49.15925","16","0","1754641","0","0","ZINS1242","","0","no","0","no","0","0","0","","1","0","0",""
"3","01CEMCAZ50","164","7","0","yes","116.81","16","0","1754641","0","0","ZINS1242","","0","no","0","no","0","0","0","","1","0","0",""
"4","01MALSOL6","49.87","6.25","0","yes","34.5594","16","0","1754641","0","0","ZINS1242","","0","no","0","no","0","0","0","","1","0","0",""
"5","01VAR38","160","2","0","yes","124.0548","16","0","1754641","0","0","ZINS1242","","0","no","0","no","0","0","0","","1","0","0",""
"6","04HTAQ516",".35","2","0","yes",".20638","16","0","1754641","0","0","ZINS1242","","0","no","0","no","0","0","0","","1","0","0",""
"7","05ADAPMC12","2","3","0","yes","1.2405","16","0","1754641","0","0","ZINS1242","","0","no","0","no","0","0","0","","1","0","0",""
"8","05CODCP4512","3","2","0","yes","1.42","16","0","1754641","0","0","ZINS1242","","0","no","0","no","0","0","0","","1","0","0",""
"9","05CODCP9012","1.5","10","0","yes","1.09453","16","0","1754641","0","0","ZINS1242","","0","no","0","no","0","0","0","","1","0","0",""
"10","05CODPVC245","3.8","2","0","yes","2.4166","16","0","1754641","0","0","ZINS1242","","0","no","0","no","0","0","0","","1","0","0",""
"11","05CODPVC290","4.4","2","0","yes","2.83368","16","0","1754641","0","0","ZINS1242","","0","no","0","no","0","0","0","","1","0","0",""
"12","05CODPVC345","12","2","0","yes","7.632","16","0","1754641","0","0","ZINS1242","","0","no","0","no","0","0","0","","1","0","0",""
"13","05CODPVC390","12","1","0","yes","7.632","16","0","1754641","0","0","ZINS1242","","0","no","0","no","0","0","0","","1","0","0",""
"14","05COFLAV121226","20","2","0","yes","13.13333","16","0","1754641","0","0","ZINS1242","","0","no","0","no","0","0","0","","1","0","0",""
"15","05COFLEXWCC49","45","1","0","yes","28.45791","16","0","1754641","0","0","ZINS1242","","0","no","0","no","0","0","0","","1","0","0",""
"16","05COPCP12","2.5","2","0","yes",".7298","16","0","1754641","0","0","ZINS1242","","0","no","0","no","0","0","0","","1","0","0",""
"17","05CUECERCG","16.9","1","0","yes","10.26","16","0","1754641","0","0","ZINS1242","","0","no","0","no","0","0","0","","1","0","0",""
"18","05LLAAST","37.5","3","0","yes","23.3503","16","0","1754641","0","0","ZINS1242","","0","no","0","no","0","0","0","","1","0","0",""
"19","05PEGAD240","74.1","1","0","yes","47.025","16","0","1754641","0","0","ZINS1242","","0","no","0","no","0","0","0","","1","0","0",""
"20","05PEGF150","52","1","0","yes","32.1165","16","0","1754641","0","0","ZINS1242","","0","no","0","no","0","0","0","","1","0","0",""
"21","05REDPVC32","6","1","0","yes","3.75","16","0","1754641","0","0","ZINS1242","","0","no","0","no","0","0","0","","1","0","0",""
"22","05TEECPVCC12","2.5","3","0","yes","1.6054","16","0","1754641","0","0","ZINS1242","","0","no","0","no","0","0","0","","1","0","0",""
"23","05TEEPVC3","20","1","0","yes","12.70333","16","0","1754641","0","0","ZINS1242","","0","no","0","no","0","0","0","","1","0","0",""
"24","05TUBCPV12","16.2","12.2","0","yes","9.99737","16","0","1754641","0","0","ZINS1242","","0","no","0","no","0","0","0","","1","0","0",""
"25","05TUBPVCN2","28.2","6","0","yes","17.89158","16","0","1754641","0","0","ZINS1242","","0","no","0","no","0","0","0","","1","0","0",""
"26","05TUBPVCN3","44.2","6","0","yes","28.04973","16","0","1754641","0","0","ZINS1242","","0","no","0","no","0","0","0","","1","0","0",""
"27","0649330","11.9","1","0","yes","7.29752","16","0","1754641","0","0","ZINS1242","","0","no","0","no","0","0","0","","1","0","0",""
"1","01CEMCAZ50","169","20","0","yes","116.81","16","0","1755494","0","0","ZINS1243","","0","no","0","no","0","0","0","","1","0","0",""
"2","01MALSOL6","48.825","15","0","yes","34.5594","16","0","1755494","0","0","ZINS1243","","0","no","0","no","0","0","0","","1","0","0",""
"1","01CEMBIG","2800","2","0","yes","2137.9299","16","0","1755564","0","0","ZINS1244","","0","no","0","no","0","0","0","","1","0","0",""
"2","01CEMCAZ50","156","50","0","yes","116.81","16","0","1755564","0","0","ZINS1244","","0","no","0","no","0","0","0","","1","0","0",""
"1","05PEGAD500","130","1","0","yes","79.09","16","0","1755689","0","0","ZINS1245","","0","no","0","no","0","0","0","","1","0","0",""
"2","05TAPMPVC2","3.4","30","0","yes","2.1726","16","0","1755689","0","0","ZINS1245","","0","no","0","no","0","0","0","","1","0","0",""
"3","05TUBPVCN2","28.2","36","0","yes","17.89158","16","0","1755689","0","0","ZINS1245","","0","no","0","no","0","0","0","","1","0","0",""
"4","06ARE","85","1","0","yes","50.34833","16","0","1755689","0","0","ZINS1245","","0","no","0","no","0","0","0","","1","0","0",""
"5","08BICCH8","18.9","12","0","yes","11.4","16","0","1755689","0","0","ZINS1245","","0","no","0","no","0","0","0","","1","0","0",""
"6","08CAJCHR","13.8","12","0","yes","8.43","16","0","1755689","0","0","ZINS1245","","0","no","0","no","0","0","0","","1","0","0",""
"1","01CEMBIG","3080","4","0","yes","2137.9299","16","0","1756097","0","0","ZINS1246","","0","no","0","no","0","0","0","","1","0","0",""
"1","01ARM1543","23","9","0","yes","160.48","16","0","1756276","0","0","ZINS1247","","0","no","0","no","0","0","0","","1","0","0",""
"2","01BLO15","9.86665","50","0","yes","6.3793","16","0","1756276","0","0","ZINS1247","","0","no","0","no","0","0","0","","1","0","0",""
"3","01VAR38","191.87142","10","0","yes","124.0548","16","0","1756276","0","0","ZINS1247","","0","no","0","no","0","0","0","","1","0","0",""
"4","06CLA212","44","2","0","yes","32.81222","16","0","1756276","0","0","ZINS1247","","0","no","0","no","0","0","0","","1","0","0",""
"1","01CEMCAZ50","168","10","0","yes","116.81","16","0","1756597","0","0","ZINS1248","","0","no","0","no","0","0","0","","1","0","0",""
"1","01CEMCAZ50","157","100","0","yes","116.81","16","0","1756738","0","0","ZINS1249","","0","no","0","no","0","0","0","","1","0","0",""
"1","01CEMCAZ50","154","40","0","yes","116.81","16","0","1756746","0","0","ZINS1250","","0","no","0","no","0","0","0","","1","0","0",""
"1","01CEMCAZ50","157","50","0","yes","116.81","16","0","1756874","0","0","ZINS1251","","0","no","0","no","0","0","0","","1","0","0",""
"1","01CEMAGR","2450","25.14","0","yes","1948.2801","16","0","1756907","0","0","ZINS1252","","0","no","0","no","0","0","0","","1","0","0",""
"1","01ALREC","33.33333","21","0","yes","21.3","16","0","1757953","0","0","ZINS1253","","0","no","0","no","0","0","0","","1","0","0",""
"2","01MALSOL10","28.3","100","0","yes","17.1114","16","0","1757953","0","0","ZINS1253","","0","no","0","no","0","0","0","","1","0","0",""
"3","01VART6014","54","105","0","yes","31.388","16","0","1757953","0","0","ZINS1253","","0","no","0","no","0","0","0","","1","0","0",""
"1","01ALREC","33.33333","42","0","yes","21.3","16","0","1757970","0","0","ZINS1254","","0","no","0","no","0","0","0","","1","0","0",""
"2","01VART6014","54","70","0","yes","31.388","16","0","1757970","0","0","ZINS1254","","0","no","0","no","0","0","0","","1","0","0",""
"1","01CEMCAZ50","148","80","0","yes","116.81","16","0","1758836","0","0","ZINS1255","","0","no","0","no","0","0","0","","1","0","0",""
"1","01CEMCAZ50","154","80","0","yes","116.81","16","0","1758868","0","0","ZINS1256","","0","no","0","no","0","0","0","","1","0","0",""
"1","01CEMCAZ50","150","80","0","yes","116.81","16","0","1758885","0","0","ZINS1257","","0","no","0","no","0","0","0","","1","0","0",""
"1","03LAMPOLFVB","1000","2","0","yes","578.44828","16","0","1759490","0","0","ZINS1258","","0","no","0","no","0","0","0","","1","0","0",""
"1","01ALREC","32","5","0","yes","21.3","16","0","1759917","0","0","ZINS1259","","0","no","0","no","0","0","0","","1","0","0",""
"2","01VAR38","160","5","0","yes","124.0548","16","0","1759917","0","0","ZINS1259","","0","no","0","no","0","0","0","","1","0","0",""
"1","01CEMCAZ50","164","10","0","yes","116.81","16","0","1760002","0","0","ZINS1260","","0","no","0","no","0","0","0","","1","0","0",""
"2","01VAR38","165","5","0","yes","124.0548","16","0","1760002","0","0","ZINS1260","","0","no","0","no","0","0","0","","1","0","0",""
"1","01EST1525","30","7.6","0","yes","19.3994","16","0","1761072","0","0","ZINS1261","","0","no","0","no","0","0","0","","1","0","0",""
"1","01CEMCAZ50","168","30","0","yes","118.5345","16","0","1762796","0","0","ZINS1262","","0","no","0","no","0","0","0","","1","0","0",""
"1","01CEMAGR","2450","50.33","0","yes","1948.2801","16","0","1764236","0","0","ZINS1263","","0","no","0","no","0","0","0","","1","0","0",""
"1","01CEMCAZ50","148","80","0","yes","118.5345","16","0","1765351","0","0","ZINS1264","","0","no","0","no","0","0","0","","1","0","0",""
"1","01CEMCAZ50","157","50","0","yes","118.5345","16","0","1765379","0","0","ZINS1265","","0","no","0","no","0","0","0","","1","0","0",""
"1","01CAL","73","20","0","yes","49.15925","16","0","1765618","0","0","ZINS1266","","0","no","0","no","0","0","0","","1","0","0",""
"3","04HCDAD","20","6","0","yes","11.03","16","0","1767667","0","0","ZINS1267","","0","no","0","no","0","0","0","","1","0","0",""
"4","04HPPB141","1","2500","0","yes",".711","16","0","1767667","0","0","ZINS1267","","0","no","0","no","0","0","0","","1","0","0",""
"5","0617831","8","6","0","yes","4.08633","16","0","1767667","0","0","ZINS1267","","0","no","0","no","0","0","0","","1","0","0",""
"6","06PES300T","68","6","0","yes","46.21","16","0","1767667","0","0","ZINS1267","","0","no","0","no","0","0","0","","1","0","0",""
"1","02TOR812",".3","1000","0","yes",".25118","16","0","1767667","0","0","ZINS1267","","0","no","0","no","0","0","0","","1","0","0",""
"2","03LG31026","580","11","0","yes","327.37","16","0","1767667","0","0","ZINS1267","","0","no","0","no","0","0","0","","1","0","0",""
"1","01CEMCAZ50","152","95","0","yes","118.5345","16","0","1768005","0","0","ZINS1268","","0","no","0","no","0","0","0","","1","0","0",""
"1","01CEMCAZ50","154","40","0","yes","118.5345","16","0","1768014","0","0","ZINS1269","","0","no","0","no","0","0","0","","1","0","0",""
"1","01CEMCAZ50","154","40","0","yes","118.5345","16","0","1768034","0","0","ZINS1270","","0","no","0","no","0","0","0","","1","0","0",""
"1","04HBISTU1","37","4","0","yes","20.83","16","0","1768352","0","0","ZINS1271","","0","no","0","no","0","0","0","","1","0","0",""
"2","04HSI2178","65","4","0","yes","36.2","16","0","1768352","0","0","ZINS1271","","0","no","0","no","0","0","0","","1","0","0",""
"1","01ARM204","225","20","0","yes","162.49","16","0","1769994","0","0","ZINS1342","","0","no","0","no","0","0","0","","1","0","0",""
"2","01VAR38","167","30","0","yes","124.0313","16","0","1769994","0","0","ZINS1342","","0","no","0","no","0","0","0","","1","0","0",""
"1","01FACHBOST","240","5","0","yes","146.55","16","0","1770885","0","0","ZINS1272","","0","no","0","no","0","0","0","","1","0","0",""
"1","01FACHBOST","245","5","0","yes","146.55","16","0","1770899","0","0","ZINS1273","","0","no","0","no","0","0","0","","1","0","0",""
"2","01PAB","74","3","0","yes","45.0035","16","0","1770899","0","0","ZINS1273","","0","no","0","no","0","0","0","","1","0","0",""
"1","01CEMAGR","2450.57228","16.6","0","yes","1948.2801","16","0","1771560","0","0","ZINS1274","","0","no","0","no","0","0","0","","1","0","0",""
"1","01CEMAGR","2446.24506","2.53","0","yes","1948.2801","16","0","1771585","0","0","ZINS1275","","0","no","0","no","0","0","0","","1","0","0",""
"1","01CEMBIG","2801.3886","1.93","0","yes","2137.9299","16","0","1771940","0","0","ZINS1276","","0","no","0","no","0","0","0","","1","0","0",""
"1","01CEMCAZ50","150","80","0","yes","118.5345","16","0","1771958","0","0","ZINS1277","","0","no","0","no","0","0","0","","1","0","0",""
"1","01ARM123","215","24","0","yes","97.29","16","0","1772671","0","0","ZINS1278","","0","no","0","no","0","0","0","","1","0","0",""
"1","01ARM123","215","16","0","yes","97.29","16","0","1772679","0","0","ZINS1279","","0","no","0","no","0","0","0","","1","0","0",""
"7","05TUBPVCALS20","3204","27","0","yes","2072.10111","16","0","1773323","0","0","ZINS1280","","0","no","0","no","0","0","0","","1","0","0",""
"8","05TUBPVCN4","66.25757","264","0","yes","40.70003","16","0","1773323","0","0","ZINS1280","","0","no","0","no","0","0","0","","1","0","0",""
"9","06ESTOP","65","1","0","yes","38.26","16","0","1773323","0","0","ZINS1280","","0","no","0","no","0","0","0","","1","0","0",""
"1","05COPPVC4","12","37","0","yes","6.45427","16","0","1773323","0","0","ZINS1280","","0","no","0","no","0","0","0","","1","0","0",""
"2","05LPV500","110","15","0","yes","62.3181","16","0","1773323","0","0","ZINS1280","","0","no","0","no","0","0","0","","1","0","0",""
"3","05LUPVC","274","1","0","yes","176.75","16","0","1773323","0","0","ZINS1280","","0","no","0","no","0","0","0","","1","0","0",""
"4","05PEGAD500","132","13","0","yes","81.8075","16","0","1773323","0","0","ZINS1280","","0","no","0","no","0","0","0","","1","0","0",""
"5","05SILL104","225","10","0","yes","144.446","16","0","1773323","0","0","ZINS1280","","0","no","0","no","0","0","0","","1","0","0",""
"6","05TAPMPVC4","15.5","74","0","yes","9.57175","16","0","1773323","0","0","ZINS1280","","0","no","0","no","0","0","0","","1","0","0",""
"1","05TUBPVCN4","69.72222","72","0","yes","40.70003","16","0","1773348","0","0","ZINS1281","","0","no","0","no","0","0","0","","1","0","0",""
"1","04ROS618","500","2","0","yes","296.15","16","0","1774264","0","0","ZINS1282","","0","no","0","no","0","0","0","","1","0","0",""
"1","01VAR38","152","10","0","yes","124.0313","16","0","1774323","0","0","ZINS1283","","0","no","0","no","0","0","0","","1","0","0",""
"1","01CEMCAZ50","148","80","0","yes","116.81","16","0","1774829","0","0","ZINS1284","","0","no","0","no","0","0","0","","1","0","0",""
"1","01CEMBIG","5400","4","0","yes","2137.9299","16","0","1775559","0","0","ZINS1285","","0","no","0","no","0","0","0","","1","0","0",""
"1","01CEMBIG","2650","2","0","yes","2137.9299","16","0","1775684","0","0","ZINS1286","","0","no","0","no","0","0","0","","1","0","0",""
"1","01CEMBIG","2800","2","0","yes","2137.9299","16","0","1775841","0","0","ZINS1287","","0","no","0","no","0","0","0","","1","0","0",""
"1","01CEMBIG","2900","4","0","yes","2137.9299","16","0","1775905","0","0","ZINS1288","","0","no","0","no","0","0","0","","1","0","0",""
"1","01CEMAGR","2400","25.12","0","yes","1948.2801","16","0","1776013","0","0","ZINS1289","","0","no","0","no","0","0","0","","1","0","0",""
"1","01CEMBIG","3090","2","0","yes","2137.9299","16","0","1776449","0","0","ZINS1290","","0","no","0","no","0","0","0","","1","0","0",""
"1","01ARM1538","425","2","0","yes","280.71146","16","0","1777468","0","0","ZINS1291","","0","no","0","no","0","0","0","","1","0","0",""
"2","01CAL","76","3","0","yes","49.15925","16","0","1777468","0","0","ZINS1291","","0","no","0","no","0","0","0","","1","0","0",""
"3","01CEMCAZ50","178","10","0","yes","116.81","16","0","1777468","0","0","ZINS1291","","0","no","0","no","0","0","0","","1","0","0",""
"4","01SON20","150","4","0","yes","93.9","16","0","1777468","0","0","ZINS1291","","0","no","0","no","0","0","0","","1","0","0",""
"1","05COPPVC23","3","30","0","yes","1.763","16","0","1777806","0","0","ZINS1292","","0","no","0","no","0","0","0","","1","0","0",""
"1","01CEMCAZ50","150","80","0","yes","116.81","16","0","1779244","0","0","ZINS1293","","0","no","0","no","0","0","0","","1","0","0",""
"1","01CEMAGR","2400","25.17","0","yes","1948.2801","16","0","1779341","0","0","ZINS1294","","0","no","0","no","0","0","0","","1","0","0",""
"1","05SILL104","225","27","0","yes","140","16","0","1779473","0","0","ZINS1295","","0","no","0","no","0","0","0","","1","0","0",""
"1","01CEMCAZ50","154","40","0","yes","116.81","16","0","1779728","0","0","ZINS1296","","0","no","0","no","0","0","0","","1","0","0",""
"1","01CEMCAZ50","148","40","0","yes","116.81","16","0","1780008","0","0","ZINS1297","","0","no","0","no","0","0","0","","1","0","0",""
"1","01CEMCAZ50","149","56","0","yes","116.81","16","0","1780350","0","0","ZINS1298","","0","no","0","no","0","0","0","","1","0","0",""
"1","01CEMCAZ50","156","40","0","yes","116.81","16","0","1780402","0","0","ZINS1299","","0","no","0","no","0","0","0","","1","0","0",""
"1","01BLO15","9.2","1200","0","yes","6.3793","16","0","1780429","0","0","ZINS1300","","0","no","0","no","0","0","0","","1","0","0",""
"1","01CAL","74","10","0","yes","49.15925","16","0","1782186","0","0","ZINS1301","","0","no","0","no","0","0","0","","1","0","0",""
"2","01CEMCAZ50","169","10","0","yes","116.81","16","0","1782186","0","0","ZINS1301","","0","no","0","no","0","0","0","","1","0","0",""
"1","01VAR38","152","15","0","yes","124.0313","16","0","1782658","0","0","ZINS1302","","0","no","0","no","0","0","0","","1","0","0",""
"1","01VAR38K","135","150","0","yes","73.88777","16","0","1783464","0","0","ZINS1303","","0","no","0","no","0","0","0","","1","0","0",""
"1","03PTR21211","39","499.8","0","yes","28.31","16","0","1783624","0","0","ZINS1304","","0","no","0","no","0","0","0","","1","0","0",""
"2","03PTR214","37.5","180","0","yes","27.7","16","0","1783624","0","0","ZINS1304","","0","no","0","no","0","0","0","","1","0","0",""
"1","03PTR11214","41","52","0","yes","27.7","16","0","1783653","0","0","ZINS1305","","0","no","0","no","0","0","0","","1","0","0",""
"2","03PTR114","41","33.6","0","yes","27.7","16","0","1783653","0","0","ZINS1305","","0","no","0","no","0","0","0","","1","0","0",""
"3","03PTR214","41","180","0","yes","27.7","16","0","1783653","0","0","ZINS1305","","0","no","0","no","0","0","0","","1","0","0",""
"1","01CEMCAZ50","168","50","0","yes","116.81","16","0","1784196","0","0","ZINS1306","","0","no","0","no","0","0","0","","1","0","0",""
"1","01CEMCAZ50","162.5","1","0","yes","116.81","16","0","1784356","0","0","ZINS1307","","0","no","0","no","0","0","0","","1","0","0",""
"1","01CEMCAZ50","172.9","4","0","yes","116.81","16","0","1784368","0","0","ZINS1308","","0","no","0","no","0","0","0","","1","0","0",""
"1","01ALAM","31","10","0","yes","18.1","16","0","1784418","0","0","ZINS1309","","0","no","0","no","0","0","0","","1","0","0",""
"2","01ARM204","215","2","0","yes","162.49","16","0","1784418","0","0","ZINS1309","","0","no","0","no","0","0","0","","1","0","0",""
"3","01CEMCAZ50","167.18","5","0","yes","116.81","16","0","1784418","0","0","ZINS1309","","0","no","0","no","0","0","0","","1","0","0",""
"4","06CLA4","42","1","0","yes","19.36","16","0","1784418","0","0","ZINS1309","","0","no","0","no","0","0","0","","1","0","0",""
"1","01EST1525","30","14.4","0","yes","19.4","16","0","1784678","0","0","ZINS1310","","0","no","0","no","0","0","0","","1","0","0",""
"2","01EST1530","30","2.4","0","yes","19.3997","16","0","1784678","0","0","ZINS1310","","0","no","0","no","0","0","0","","1","0","0",""
"3","01VAR38","165","10","0","yes","124.0313","16","0","1784678","0","0","ZINS1310","","0","no","0","no","0","0","0","","1","0","0",""
"1","01CEMAGR","2400","25.27","0","yes","1948.2801","16","0","1786235","0","0","ZINS1311","","0","no","0","no","0","0","0","","1","0","0",""
"1","06CLA212","54","2","0","yes","32.14932","16","0","1786474","0","0","ZINS1315","","0","no","0","no","0","0","0","","1","0","0",""
"2","06CLAC2","60","1","0","yes","36.0005","16","0","1786474","0","0","ZINS1315","","0","no","0","no","0","0","0","","1","0","0",""
"1","01CEMBIG","2700","2","0","yes","2137.9299","16","0","1787169","0","0","ZINS1312","","0","no","0","no","0","0","0","","1","0","0",""
"1","01CEMBIG","2800","4","0","yes","2137.9299","16","0","1787182","0","0","ZINS1313","","0","no","0","no","0","0","0","","1","0","0",""
"1","01CEMBIG","3090","2","0","yes","2137.9299","16","0","1787394","0","0","ZINS1314","","0","no","0","no","0","0","0","","1","0","0",""
"1","01CEMBIG","3090","4","0","yes","2137.9299","16","0","1787521","0","0","ZINS1316","","0","no","0","no","0","0","0","","1","0","0",""
"1","01ALREC","27","25","0","yes","21.3","16","0","1788181","0","0","ZINS1317","","0","no","0","no","0","0","0","","1","0","0",""
"1","01CEMBIG","2700","2","0","yes","2137.9299","16","0","1788270","0","0","ZINS1319","","0","no","0","no","0","0","0","","1","0","0",""
"1","01CEMCAZ50","148","40","0","yes","116.81","16","0","1788278","0","0","ZINS1320","","0","no","0","no","0","0","0","","1","0","0",""
"1","01CEMBIG","2700","4","0","yes","2137.9299","16","0","1788365","0","0","ZINS1318","","0","no","0","no","0","0","0","","1","0","0",""
"1","01CEMAGR","2400","24.9","0","yes","1948.2801","16","0","1789026","0","0","ZINS1321","","0","no","0","no","0","0","0","","1","0","0",""
"4","01VAR112","312.5","2","0","yes","221.4604","16","0","1791941","0","0","ZINS1322","","0","no","0","no","0","0","0","","1","0","0",""
"5","01VAR38","168","35","0","yes","124.0313","16","0","1791941","0","0","ZINS1322","","0","no","0","no","0","0","0","","1","0","0",""
"6","06CLA212","52","8","0","yes","32.14932","16","0","1791941","0","0","ZINS1322","","0","no","0","no","0","0","0","","1","0","0",""
"7","06CLAC212","61","1","0","yes","40.10437","16","0","1791941","0","0","ZINS1322","","0","no","0","no","0","0","0","","1","0","0",""
"8","GTRAS","304","1","0","yes","1","16","0","1791941","0","0","ZINS1322","","0","no","0","no","0","0","0","","1","0","0",""
"1","01ALREC","35.5","10","0","yes","21.3","16","0","1791941","0","0","ZINS1322","","0","no","0","no","0","0","0","","1","0","0",""
"2","01ARM204","228","8","0","yes","162.49","16","0","1791941","0","0","ZINS1322","","0","no","0","no","0","0","0","","1","0","0",""
"3","01CEMCAZ50","175","30","0","yes","116.81","16","0","1791941","0","0","ZINS1322","","0","no","0","no","0","0","0","","1","0","0",""
"4","0618574","90","1","0","yes","54.72667","16","0","1792229","0","0","ZINS1323","","0","no","0","no","0","0","0","","1","0","0",""
"5","GTRAS","560","1","0","yes","1","16","0","1792229","0","0","ZINS1323","","0","no","0","no","0","0","0","","1","0","0",""
"1","01ARE","585","1.5","0","yes","387.92667","16","0","1792229","0","0","ZINS1323","","0","no","0","no","0","0","0","","1","0","0",""
"2","01BLO15","9.2","800","0","yes","6.38","16","0","1792229","0","0","ZINS1323","","0","no","0","no","0","0","0","","1","0","0",""
"3","01CEMCAZ50","174","20","0","yes","118.5345","16","0","1792229","0","0","ZINS1323","","0","no","0","no","0","0","0","","1","0","0",""
