"Numren","Claart","Precio","Cant","Des","Estado","Costo","Piva","Pimp2","Nummov","Pedren","peso","Numfac","Numped","canfon","unaen","claofe","bannc","claofe2","preofe","claofe3","claaalt","Clauni","cant2","preven","objimp"
"1","01CEMCAZ50","156","320","0","yes","120.6895","16","0","2441805","0","0","ZINS2572","","0","no","0","no","0","0","0","","1","0","0",""
"1","01CEMCAZ50","156","200","0","yes","120.6895","16","0","2442166","0","0","ZINS2573","","0","no","0","no","0","0","0","","1","0","0",""
"1","01VAR38","177","50","0","yes","123.7319","16","0","2442189","0","0","ZINS2574","","0","no","0","no","0","0","0","","1","0","0",""
"1","01CEMCAZ50","162","50","0","yes","120.6895","16","0","2442479","0","0","ZINS2575","","0","no","0","no","0","0","0","","1","0","0",""
"1","01ALREC","41","10","0","yes","30.5","16","0","2443115","0","0","ZINS2576","","0","no","0","no","0","0","0","","1","0","0",""
"2","01VAR38","176","100","0","yes","123.7319","16","0","2443115","0","0","ZINS2576","","0","no","0","no","0","0","0","","1","0","0",""
"3","06CLA212","54","25","0","yes","33.87","16","0","2443115","0","0","ZINS2576","","0","no","0","no","0","0","0","","1","0","0",""
"1","01BAB1030","14.2","1100","0","yes","8.9","16","0","2443747","0","0","ZINS2577","","0","no","0","no","0","0","0","","1","0","0",""
"1","03SOLI3MT","500","2","0","yes","314.4803","16","0","2444006","0","0","ZINS2578","","0","no","0","no","0","0","0","","1","0","0",""
"1","01BLO12","9","100","0","yes","6.12069","16","0","2444965","0","0","ZINS2583","","0","no","0","no","0","0","0","","1","0","0",""
"2","01CEMCAZ50","178","2","0","yes","120.6895","16","0","2444965","0","0","ZINS2583","","0","no","0","no","0","0","0","","1","0","0",""
"3","01PAB","84","1","0","yes","40.5175","16","0","2444965","0","0","ZINS2583","","0","no","0","no","0","0","0","","1","0","0",""
"1","01CEMCAZ50","156","50","0","yes","120.6895","16","0","2445922","0","0","ZINS2579","","0","no","0","no","0","0","0","","1","0","0",""
"1","01CEMCAZ50","156","70","0","yes","120.6895","16","0","2445953","0","0","ZINS2580","","0","no","0","no","0","0","0","","1","0","0",""
"1","01CEMCAZ50","165","50","0","yes","120.6895","16","0","2446081","0","0","ZINS2581","","0","no","0","no","0","0","0","","1","0","0",""
"1","01CEMCAZ50","178","5","0","yes","120.6895","16","0","2446177","0","0","ZINS2582","","0","no","0","no","0","0","0","","1","0","0",""
"1","01CEMBIG","2900","1","0","yes","2224.14","16","0","2447463","0","0","ZINS2586","","0","no","0","no","0","0","0","","1","0","0",""
"1","01CEMBIG","2900","2","0","yes","2224.14","16","0","2447496","0","0","ZINS2584","","0","no","0","no","0","0","0","","1","0","0",""
"1","01CEMBIG","2900","1","0","yes","2224.14","16","0","2447504","0","0","ZINS2585","","0","no","0","no","0","0","0","","1","0","0",""
"1","01CEMCAZ50","165","40","0","yes","120.6895","16","0","2447759","0","0","ZINS2587","","0","no","0","no","0","0","0","","1","0","0",""
"1","01CAL","59","20","0","yes","49.31026","16","0","2448355","0","0","ZINS2588","","0","no","0","no","0","0","0","","1","0","0",""
"1","01CEMAGR","2500","25.14","0","yes","2034.48","16","0","2449793","0","0","ZINS2589","","0","no","0","no","0","0","0","","1","0","0",""
"19","06PES300T","83","1","0","yes","50.21","16","0","2449892","0","0","ZINS2590","","0","no","0","no","0","0","0","","1","0","0",""
"20","06PESPPS","83","1","0","yes","50.21","16","0","2449892","0","0","ZINS2590","","0","no","0","no","0","0","0","","1","0","0",""
"12","05CUECERCG","20","1","0","yes","12.53","16","0","2449892","0","0","ZINS2590","","0","no","0","no","0","0","0","","1","0","0",""
"13","05LLAAST","42","4","0","yes","25.28403","16","0","2449892","0","0","ZINS2590","","0","no","0","no","0","0","0","","1","0","0",""
"14","05TEEPL12","8","3","0","yes","4.8767","16","0","2449892","0","0","ZINS2590","","0","no","0","no","0","0","0","","1","0","0",""
"15","05TUBPL12","90","4","0","yes","57","16","0","2449892","0","0","ZINS2590","","0","no","0","no","0","0","0","","1","0","0",""
"16","05TUBPVCN2","32","3","0","yes","19.3499","16","0","2449892","0","0","ZINS2590","","0","no","0","no","0","0","0","","1","0","0",""
"17","0649330","13","1","0","yes","8.02667","16","0","2449892","0","0","ZINS2590","","0","no","0","no","0","0","0","","1","0","0",""
"18","06CINT34","7","2","0","yes","4.0135","16","0","2449892","0","0","ZINS2590","","0","no","0","no","0","0","0","","1","0","0",""
"1","0549365","54","3","0","yes","32.83625","16","0","2449892","0","0","ZINS2590","","0","no","0","no","0","0","0","","1","0","0",""
"2","05CHUH1142","7","3","0","yes","4.01333","16","0","2449892","0","0","ZINS2590","","0","no","0","no","0","0","0","","1","0","0",""
"3","05CODPL12","6","12","0","yes","3.3153","16","0","2449892","0","0","ZINS2590","","0","no","0","no","0","0","0","","1","0","0",""
"4","05CODPL34","8","4","0","yes","4.9075","16","0","2449892","0","0","ZINS2590","","0","no","0","no","0","0","0","","1","0","0",""
"5","05CODPVC290","6","2","0","yes","3.8223","16","0","2449892","0","0","ZINS2590","","0","no","0","no","0","0","0","","1","0","0",""
"6","05COFLEXC","52","2","0","yes","31.49","16","0","2449892","0","0","ZINS2590","","0","no","0","no","0","0","0","","1","0","0",""
"7","05COFLEXWCC","55","1","0","yes","33.22","16","0","2449892","0","0","ZINS2590","","0","no","0","no","0","0","0","","1","0","0",""
"8","05CONPL12","45","5","0","yes","27.3838","16","0","2449892","0","0","ZINS2590","","0","no","0","no","0","0","0","","1","0","0",""
"9","05COPL12","6","4","0","yes","3.6768","16","0","2449892","0","0","ZINS2590","","0","no","0","no","0","0","0","","1","0","0",""
"10","05COPL34","12","4","0","yes","7.3921","16","0","2449892","0","0","ZINS2590","","0","no","0","no","0","0","0","","1","0","0",""
"11","05CUECER","18","1","0","yes","10.67","16","0","2449892","0","0","ZINS2590","","0","no","0","no","0","0","0","","1","0","0",""
"1","06CLA212","48","50","0","yes","33.87","16","0","2451623","0","0","ZINS2591","","0","no","0","no","0","0","0","","1","0","0",""
"1","01CAL","74","10","0","yes","49.3103","16","0","2455594","0","0","ZINS2592","","0","no","0","no","0","0","0","","1","0","0",""
"1","01CEMCAZ50","156","200","0","yes","120.6895","16","0","2456230","0","0","ZINS2593","","0","no","0","no","0","0","0","","1","0","0",""
"1","01CEMCAZ50","156","120","0","yes","120.6895","16","0","2456289","0","0","ZINS2594","","0","no","0","no","0","0","0","","1","0","0",""
"1","01CEMCAZ50","155","160","0","yes","120.6895","16","0","2457386","0","0","ZINS2598","","0","no","0","no","0","0","0","","1","0","0",""
"1","01CEMBIG","3100","2","0","yes","2224.14","16","0","2457675","0","0","ZINS2599","","0","no","0","no","0","0","0","","1","0","0",""
"1","01CEMBIG","2800","4","0","yes","2224.14","16","0","2458145","0","0","ZINS2595","","0","no","0","no","0","0","0","","1","0","0",""
"1","01CEMCAZ50","165","60","0","yes","120.6895","16","0","2458531","0","0","ZINS2596","","0","no","0","no","0","0","0","","1","0","0",""
"1","01CEMAGR","2500","19.35","0","yes","2034.48","16","0","2460097","0","0","ZINS2600","","0","no","0","no","0","0","0","","1","0","0",""
"1","01PAB","84","5","0","yes","41.81","16","0","2461768","0","0","ZINS2601","","0","no","0","no","0","0","0","","1","0","0",""
"2","0612974","27.5","1","0","yes","16.78278","16","0","2461768","0","0","ZINS2601","","0","no","0","no","0","0","0","","1","0","0",""
"1","01CEMAGR","2500","19.92","0","yes","2034.48","16","0","2462082","0","0","ZINS2602","","0","no","0","no","0","0","0","","1","0","0",""
"1","05TA600","1800","8","0","yes","1241.37931","16","0","2462159","0","0","ZINS2603","","0","no","0","no","0","0","0","","1","0","0",""
"1","01CAL","69","30","0","yes","49.3102","16","0","2462187","0","0","ZINS2604","","0","no","0","no","0","0","0","","1","0","0",""
"1","01CEMCAZ50","165","50","0","yes","120.6895","16","0","2462509","0","0","ZINS2605","","0","no","0","no","0","0","0","","1","0","0",""
"1","01CEMCAZ50","156","20","0","yes","120.6895","16","0","2462899","0","0","ZINS2606","","0","no","0","no","0","0","0","","1","0","0",""
"1","01CEMCAZ50","156","200","0","yes","120.6895","16","0","2463718","0","0","ZINS2610","","0","no","0","no","0","0","0","","1","0","0",""
"1","01CEMAGR","2500","19.31","0","yes","2034.48","16","0","2464200","0","0","ZINS2609","","0","no","0","no","0","0","0","","1","0","0",""
"1","01CEMCAZ50","178","5","0","yes","120.6895","16","0","2464420","0","0","ZINS2607","","0","no","0","no","0","0","0","","1","0","0",""
"1","01CEMCAZ50","156","90","0","yes","120.6895","16","0","2464673","0","0","ZINS2608","","0","no","0","no","0","0","0","","1","0","0",""
"1","05TUBPVCN6","202","72","0","yes","119","16","0","2465057","0","0","ZINS2611","","0","no","0","no","0","0","0","","1","0","0",""
"1","01CAL","74","10","0","yes","49.3102","16","0","2465249","0","0","ZINS2612","","0","no","0","no","0","0","0","","1","0","0",""
"1","01CEMCAZ50","165","40","0","yes","120.6895","16","0","2469189","0","0","ZINS2613","","0","no","0","no","0","0","0","","1","0","0",""
"1","01ALREC","32","5","0","yes","15.35","16","0","2469539","0","0","ZINS4370","","0","no","0","no","0","0","0","","1","0","0","02"
"2","01BLO15","11.5","200","0","yes","7.75862","16","0","2469539","0","0","ZINS4370","","0","no","0","no","0","0","0","","1","0","0","02"
"3","01CEMCAZ50","205","10","0","yes","146.5517","16","0","2469539","0","0","ZINS4370","","0","no","0","no","0","0","0","","1","0","0","02"
"1","01CEMAGR","2500","50.29","0","yes","2034.48","16","0","2470918","0","0","ZINS2614","","0","no","0","no","0","0","0","","1","0","0",""
"1","01ALAM","28","500","0","yes","22.5","16","0","2473288","0","0","ZINS2615","","0","no","0","no","0","0","0","","1","0","0",""
"2","01ALREC","40","500","0","yes","30.5","16","0","2473288","0","0","ZINS2615","","0","no","0","no","0","0","0","","1","0","0",""
"3","01CEMCAZ50","172","100","0","yes","120.6895","16","0","2473288","0","0","ZINS2615","","0","no","0","no","0","0","0","","1","0","0",""
"4","01VAR112","301.4","70","0","yes","242.57588","16","0","2473288","0","0","ZINS2615","","0","no","0","no","0","0","0","","1","0","0",""
"5","01VAR38","168.8","500","0","yes","135.15519","16","0","2473288","0","0","ZINS2615","","0","no","0","no","0","0","0","","1","0","0",""
"6","01VAR58","477.65","15","0","yes","382.23608","16","0","2473288","0","0","ZINS2615","","0","no","0","no","0","0","0","","1","0","0",""
"7","GTRAS","5940","1","0","yes","1","16","0","2473288","0","0","ZINS2615","","0","no","0","no","0","0","0","","1","0","0",""
"1","01ALAM","28","525","0","yes","22.5","16","0","2473368","0","0","ZINS2616","","0","no","0","no","0","0","0","","1","0","0",""
"2","01ALREC","40","250","0","yes","30.5","16","0","2473368","0","0","ZINS2616","","0","no","0","no","0","0","0","","1","0","0",""
"3","01CEMCAZ50","172","100","0","yes","120.6895","16","0","2473368","0","0","ZINS2616","","0","no","0","no","0","0","0","","1","0","0",""
"4","01VAR112","301.4","55","0","yes","242.57588","16","0","2473368","0","0","ZINS2616","","0","no","0","no","0","0","0","","1","0","0",""
"5","01VAR38","168.8","500","0","yes","135.15519","16","0","2473368","0","0","ZINS2616","","0","no","0","no","0","0","0","","1","0","0",""
"6","GTRAS","800","1","0","yes","1","16","0","2473368","0","0","ZINS2616","","0","no","0","no","0","0","0","","1","0","0",""
"1","01CEMBIG","3090","2","0","yes","2224.14","16","0","2473993","0","0","ZINS2617","","0","no","0","no","0","0","0","","1","0","0",""
"1","01CEMCAZ50","165","20","0","yes","120.6895","16","0","2477574","0","0","ZINS2618","","0","no","0","no","0","0","0","","1","0","0",""
"1","03PR22520","54.5","13.2","0","yes","44.2","16","0","2477762","0","0","ZINS2619","","0","no","0","no","0","0","0","","1","0","0",""
"1","01CAL","74","10","0","yes","49.3102","16","0","2478338","0","0","ZINS2620","","0","no","0","no","0","0","0","","1","0","0",""
"1","01CEMCAZ50","160","250","0","yes","120.6895","16","0","2478795","0","0","ZINS2621","","0","no","0","no","0","0","0","","1","0","0",""
"1","01MALSOL6","58.5","200","0","yes","37.6125","16","0","2481345","0","0","ZINS2622","","0","no","0","no","0","0","0","","1","0","0",""
"2","06PL4","53","80","0","yes","32.96","16","0","2481345","0","0","ZINS2622","","0","no","0","no","0","0","0","","1","0","0",""
"1","01CEMCAZ50","156","200","0","yes","120.6895","16","0","2481396","0","0","ZINS2623","","0","no","0","no","0","0","0","","1","0","0",""
"1","01CEMCAZ50","156","220","0","yes","120.6895","16","0","2482696","0","0","ZINS2624","","0","no","0","no","0","0","0","","1","0","0",""
"1","01CEMCAZ50","180","20","0","yes","120.6895","16","0","2483666","0","0","ZINS2625","","0","no","0","no","0","0","0","","1","0","0",""
"1","01ALAM","28","500","0","yes","20","16","0","2484290","0","0","ZINS2626","","0","no","0","no","0","0","0","","1","0","0",""
"2","01ALREC","40","500","0","yes","22.1","16","0","2484290","0","0","ZINS2626","","0","no","0","no","0","0","0","","1","0","0",""
"3","01CEMCAZ50","172","100","0","yes","120.6895","16","0","2484290","0","0","ZINS2626","","0","no","0","no","0","0","0","","1","0","0",""
"4","01VAR112","301.4","70","0","yes","242.57588","16","0","2484290","0","0","ZINS2626","","0","no","0","no","0","0","0","","1","0","0",""
"5","01VAR38R","168.8","500","0","yes","123.9711","16","0","2484290","0","0","ZINS2626","","0","no","0","no","0","0","0","","1","0","0",""
"6","01VAR58","477.65","15","0","yes","382.23608","16","0","2484290","0","0","ZINS2626","","0","no","0","no","0","0","0","","1","0","0",""
"7","GTRAS","6810","1","0","yes","1","16","0","2484290","0","0","ZINS2626","","0","no","0","no","0","0","0","","1","0","0",""
"1","01CEMCAZ50","168","5","0","yes","120.6895","16","0","2485346","0","0","ZINS2627","","0","no","0","no","0","0","0","","1","0","0",""
"1","01CEMCAZ50","165","20","0","yes","120.6895","16","0","2486001","0","0","ZINS2628","","0","no","0","no","0","0","0","","1","0","0",""
"1","01CEMAGR","2500","17.83","0","yes","2034.48","16","0","2488386","0","0","ZINS2629","","0","no","0","no","0","0","0","","1","0","0",""
"1","01VAR38","183","20","0","yes","123.9711","16","0","2489585","0","0","ZINS2630","","0","no","0","no","0","0","0","","1","0","0",""
"1","01CEMCAZ50","178","5","0","yes","120.6895","16","0","2490442","0","0","ZINS2631","","0","no","0","no","0","0","0","","1","0","0",""
"1","05BALTEN","15.2","1000","0","yes","8.1672","16","0","2490988","0","0","ZINS2633","","0","no","0","no","0","0","0","","1","0","0",""
"1","01CEMCAZ50","165","40","0","yes","120.6895","16","0","2491681","0","0","ZINS2632","","0","no","0","no","0","0","0","","1","0","0",""
"1","01CAL","69","20","0","yes","49.3102","16","0","2494409","0","0","ZINS2634","","0","no","0","no","0","0","0","","1","0","0",""
"2","01CEMCAZ50","165","40","0","yes","120.6895","16","0","2494409","0","0","ZINS2634","","0","no","0","no","0","0","0","","1","0","0",""
"3","01VAR38","160","40","0","yes","123.9711","16","0","2494409","0","0","ZINS2634","","0","no","0","no","0","0","0","","1","0","0",""
"1","01PAB","68","30","0","yes","40.5174","16","0","2495105","0","0","ZINS2635","","0","no","0","no","0","0","0","","1","0","0",""
"1","01CEMBIG","2900","2","0","yes","2224.14","16","0","2496206","0","0","ZINS2636","","0","no","0","no","0","0","0","","1","0","0",""
"1","01CEMAGR","2500","24.54","0","yes","2034.48","16","0","2498031","0","0","ZINS2637","","0","no","0","no","0","0","0","","1","0","0",""
"1","01CEMCAZ50","165","40","0","yes","120.6895","16","0","2499649","0","0","ZINS2638","","0","no","0","no","0","0","0","","1","0","0",""
"1","03VIPR15512","34.1649","473","0","yes","19.67","16","0","2499730","0","0","ZINS2639","","0","no","0","no","0","0","0","","1","0","0",""
"1","01PAB","68","10","0","yes","40.5176","16","0","2500157","0","0","ZINS2640","","0","no","0","no","0","0","0","","1","0","0",""
"1","01CEMBIG","2900","2","0","yes","2224.14","16","0","2500783","0","0","ZINS2642","","0","no","0","no","0","0","0","","1","0","0",""
"1","01CEMBIG","2900","2","0","yes","2224.14","16","0","2501523","0","0","ZINS2641","","0","no","0","no","0","0","0","","1","0","0",""
"1","01CEMCAZ50","168","200","0","yes","120.6895","16","0","2501605","0","0","ZINS2643","","0","no","0","no","0","0","0","","1","0","0",""
"1","01PAB","68","5","0","yes","40.5176","16","0","2501793","0","0","ZINS2644","","0","no","0","no","0","0","0","","1","0","0",""
"1","01CEMCAZ50","155","1","0","yes","120.6895","16","0","2501935","0","0","ZINS2645","","0","no","0","no","0","0","0","","1","0","0",""
"1","01CEMAGR","2500","10.41","0","yes","2034.48","16","0","2502915","0","0","ZINS2646","","0","no","0","no","0","0","0","","1","0","0",""
"1","01CEMCAZ50","168","200","0","yes","123.707","16","0","2503885","0","0","ZINS2650","","0","no","0","no","0","0","0","","1","0","0",""
"1","01ARM1538","420","1","0","yes","341.02","16","0","2504065","0","0","ZINS2647","","0","no","0","no","0","0","0","","1","0","0",""
"1","01CEMCAZ50","156","160","0","yes","123.707","16","0","2504179","0","0","ZINS2649","","0","no","0","no","0","0","0","","1","0","0",""
"1","01CEMAGR","2500","50.09","0","yes","2034.48","16","0","2504329","0","0","ZINS2648","","0","no","0","no","0","0","0","","1","0","0",""
"1","01CEMCAZ50","156","200","0","yes","123.707","16","0","2504558","0","0","ZINS2651","","0","no","0","no","0","0","0","","1","0","0",""
"1","01VAR112","325","10","0","yes","241.19761","16","0","2504622","0","0","ZINS2652","","0","no","0","no","0","0","0","","1","0","0",""
"2","01VAR38","182","40","0","yes","135.14476","16","0","2504622","0","0","ZINS2652","","0","no","0","no","0","0","0","","1","0","0",""
"1","01CEMCAZ50","165","60","0","yes","123.707","16","0","2505610","0","0","ZINS2653","","0","no","0","no","0","0","0","","1","0","0",""
"1","05CAJP","488","1","0","yes","366.093","16","0","2506299","0","0","ZINS2654","","0","no","0","no","0","0","0","","1","0","0",""
"1","05CAJP","488","4","0","yes","366.093","16","0","2506315","0","0","ZINS2655","","0","no","0","no","0","0","0","","1","0","0",""
"1","01CEMBIG","2900","4","0","yes","2224.14","16","0","2506892","0","0","ZINS2656","","0","no","0","no","0","0","0","","1","0","0",""
"1","01CEMCAZ50","165","60","0","yes","120.6895","16","0","2507393","0","0","ZINS2657","","0","no","0","no","0","0","0","","1","0","0",""
"1","01CEMCAZ50","155","139","0","yes","123.71","16","0","2507700","0","0","ZINS2658","","0","no","0","no","0","0","0","","1","0","0",""
"1","01CEMCAZ50","155","1","0","yes","123.71","16","0","2507708","0","0","ZINS2659","","0","no","0","no","0","0","0","","1","0","0",""
"1","01VAR38","177","50","0","yes","135.14476","16","0","2509572","0","0","ZINS2660","","0","no","0","no","0","0","0","","1","0","0",""
"2","GTRAS","235","1","0","yes","1","16","0","2509572","0","0","ZINS2660","","0","no","0","no","0","0","0","","1","0","0",""
"1","06RAF1","149.64","60","0","yes","78.255","16","0","2509697","0","0","ZINS2661","","0","no","0","no","0","0","0","","1","0","0",""
"1","01CEMBIG","2900","4","0","yes","2224.14","16","0","2509968","0","0","ZINS2662","","0","no","0","no","0","0","0","","1","0","0",""
"1","01ALREC","42.5","8","0","yes","22.1","16","0","2510612","0","0","ZINS2663","","0","no","0","no","0","0","0","","1","0","0",""
"2","01BAB1030","13.8","392","0","yes","8.9","16","0","2510612","0","0","ZINS2663","","0","no","0","no","0","0","0","","1","0","0",""
"1","01CEMAGR","2500","25.1","0","yes","2034.48","16","0","2510628","0","0","ZINS2664","","0","no","0","no","0","0","0","","1","0","0",""
"1","04HTAQ14",".4","200","0","yes",".17513","16","0","2510723","0","0","ZINS2665","","0","no","0","no","0","0","0","","1","0","0",""
"2","06PIJ10112",".6","200","0","yes",".34","16","0","2510723","0","0","ZINS2665","","0","no","0","no","0","0","0","","1","0","0",""
"3","08RON14",".7","200","0","yes",".39","16","0","2510723","0","0","ZINS2665","","0","no","0","no","0","0","0","","1","0","0",""
"1","08CONC12","7.2724","11","0","yes","4.0135","16","0","2510859","0","0","ZINS2666","","0","no","0","no","0","0","0","","1","0","0",""
"1","01CEMCAZ50","177","20","0","yes","120.69","16","0","2510962","0","0","ZINS2667","","0","no","0","no","0","0","0","","1","0","0",""
"1","01CEMBIG","3050","4","0","yes","2482.7553","16","0","2511658","0","0","ZINS2668","","0","no","0","no","0","0","0","","1","0","0",""
"1","01CEMCAZ50","156","120","0","yes","120.69","16","0","2512249","0","0","ZINS2669","","0","no","0","no","0","0","0","","1","0","0",""
"1","01ALREC","42","5","0","yes","22.1","16","0","2512737","0","0","ZINS2670","","0","no","0","no","0","0","0","","1","0","0",""
"2","01ARM1543","245","1","0","yes","153.459","16","0","2512737","0","0","ZINS2670","","0","no","0","no","0","0","0","","1","0","0",""
"3","01CEMCAZ50","180","32","0","yes","120.69","16","0","2512737","0","0","ZINS2670","","0","no","0","no","0","0","0","","1","0","0",""
"4","06CLA212","50","3","0","yes","26.4737","16","0","2512737","0","0","ZINS2670","","0","no","0","no","0","0","0","","1","0","0",""
"5","06CLAC212","70",".5","0","yes","45.43398","16","0","2512737","0","0","ZINS2670","","0","no","0","no","0","0","0","","1","0","0",""
"6","08CAJCHR","14.5","7","0","yes","8.75638","16","0","2512737","0","0","ZINS2670","","0","no","0","no","0","0","0","","1","0","0",""
"7","08CAJO","17","2","0","yes","10.21583","16","0","2512737","0","0","ZINS2670","","0","no","0","no","0","0","0","","1","0","0",""
"8","08POL12","3.8","40","0","yes","2.01","16","0","2512737","0","0","ZINS2670","","0","no","0","no","0","0","0","","1","0","0",""
"2","01ARM124","201","25","0","yes","153.459","16","0","2513195","0","0","ZINS2672","","0","no","0","no","0","0","0","","1","0","0",""
"3","01ARM204","201","100","0","yes","140.42","16","0","2513195","0","0","ZINS2672","","0","no","0","no","0","0","0","","1","0","0",""
"4","01CAL","65","96","0","yes","49.31025","16","0","2513195","0","0","ZINS2672","","0","no","0","no","0","0","0","","1","0","0",""
"1","01ARM12204","201","100","0","yes","140.42","16","0","2513195","0","0","ZINS2672","","0","no","0","no","0","0","0","","1","0","0",""
"1","01CEMBIG","2900","2","0","yes","2482.7553","16","0","2513285","0","0","ZINS2671","","0","no","0","no","0","0","0","","1","0","0",""
"1","01CAL","76","2","0","yes","49.31025","16","0","2515462","0","0","ZINS2673","","0","no","0","no","0","0","0","","1","0","0",""
"2","01CEMCAZ50","180","12","0","yes","120.69","16","0","2515462","0","0","ZINS2673","","0","no","0","no","0","0","0","","1","0","0",""
"1","01ALAM","28","1050","0","yes","20","16","0","2515857","0","0","ZINS2674","","0","no","0","no","0","0","0","","1","0","0",""
"2","01CEMCAZ50","172","300","0","yes","133.6206","16","0","2515857","0","0","ZINS2674","","0","no","0","no","0","0","0","","1","0","0",""
"3","01MALSOL10","25","500","0","yes","18.5555","16","0","2515857","0","0","ZINS2674","","0","no","0","no","0","0","0","","1","0","0",""
"4","01VAR112","301.4","155","0","yes","241.19761","16","0","2515857","0","0","ZINS2674","","0","no","0","no","0","0","0","","1","0","0",""
"5","01VAR38","168.8","1170","0","yes","135.14476","16","0","2515857","0","0","ZINS2674","","0","no","0","no","0","0","0","","1","0","0",""
"6","GTRAS","800","1","0","yes","1","16","0","2515857","0","0","ZINS2674","","0","no","0","no","0","0","0","","1","0","0",""
"1","01ALREC","42","100","0","yes","22.1","16","0","2517184","0","0","ZINS2675","","0","no","0","no","0","0","0","","1","0","0",""
"2","01CEMCAZ50","172","200","0","yes","120.69","16","0","2517184","0","0","ZINS2675","","0","no","0","no","0","0","0","","1","0","0",""
"3","01VAR112","301.4","15","0","yes","241.19761","16","0","2517184","0","0","ZINS2675","","0","no","0","no","0","0","0","","1","0","0",""
"4","01VAR34R","758.1","40","0","yes","508.96052","16","0","2517184","0","0","ZINS2675","","0","no","0","no","0","0","0","","1","0","0",""
"5","01VAR38","168.8","140","0","yes","135.14476","16","0","2517184","0","0","ZINS2675","","0","no","0","no","0","0","0","","1","0","0",""
"1","01CEMCAZ50","190","10","0","yes","120.69","16","0","2517219","0","0","ZINS2676","","0","no","0","no","0","0","0","","1","0","0",""
"1","01CEMCAZ50","190","20","0","yes","133.6206","16","0","2517287","0","0","ZINS2677","","0","no","0","no","0","0","0","","1","0","0",""
"1","01CEMCAZ50","165","60","0","yes","133.6206","16","0","2517675","0","0","ZINS2678","","0","no","0","no","0","0","0","","1","0","0",""
"1","01CEMCAZ50","177","15","0","yes","133.6206","16","0","2517768","0","0","ZINS2679","","0","no","0","no","0","0","0","","1","0","0",""
"1","01CEMCAZ50","190","25","0","yes","133.6206","16","0","2517943","0","0","ZINS2680","","0","no","0","no","0","0","0","","1","0","0",""
"1","01CEMCAZ50","163.5","120","0","yes","133.6206","16","0","2521856","0","0","ZINS2681","","0","no","0","no","0","0","0","","1","0","0",""
"1","01CEMCAZ50","156","120","0","yes","133.6206","16","0","2522114","0","0","ZINS2682","","0","no","0","no","0","0","0","","1","0","0",""
"1","01CEMCAZ50","167","200","0","yes","133.6206","16","0","2522826","0","0","ZINS2683","","0","no","0","no","0","0","0","","1","0","0",""
"5","01VAR34R","758","45","0","yes","508.96052","16","0","2523277","0","0","ZINS2684","","0","no","0","no","0","0","0","","1","0","0",""
"6","01VAR38","168.8","200","0","yes","135.14476","16","0","2523277","0","0","ZINS2684","","0","no","0","no","0","0","0","","1","0","0",""
"7","GTRAS","5940","1","0","yes","1","16","0","2523277","0","0","ZINS2684","","0","no","0","no","0","0","0","","1","0","0",""
"1","01ALREC","42","300","0","yes","22.1","16","0","2523277","0","0","ZINS2684","","0","no","0","no","0","0","0","","1","0","0",""
"2","01CEMCAZ50","172","40","0","yes","133.6206","16","0","2523277","0","0","ZINS2684","","0","no","0","no","0","0","0","","1","0","0",""
"3","01VAR112","301.4","70","0","yes","241.19761","16","0","2523277","0","0","ZINS2684","","0","no","0","no","0","0","0","","1","0","0",""
"4","01VAR1R","1335.7","40","0","yes","649.1532","16","0","2523277","0","0","ZINS2684","","0","no","0","no","0","0","0","","1","0","0",""
"1","01CEMCAZ50","177","12","0","yes","133.6206","16","0","2524039","0","0","ZINS2685","","0","no","0","no","0","0","0","","1","0","0",""
"1","01CEMAGR","2500","50.33","0","yes","2051.7199","16","0","2525698","0","0","ZINS2686","","0","no","0","no","0","0","0","","1","0","0",""
"1","01CEMCAZ50","167","200","0","yes","133.6206","16","0","2527745","0","0","ZINS2687","","0","no","0","no","0","0","0","","1","0","0",""
"1","03ANG3162","38.3","57.5","0","yes","26.13","16","0","2528230","0","0","ZINS2688","","0","no","0","no","0","0","0","","1","0","0",""
"1","01BAB1030","14.2","550","0","yes","10.06","16","0","2528517","0","0","ZINS2689","","0","no","0","no","0","0","0","","1","0","0",""
"1","01CEMCAZ50","165","40","0","yes","133.6206","16","0","2528902","0","0","ZINS2690","","0","no","0","no","0","0","0","","1","0","0",""
"1","01CEMCAZ50","167","13","0","yes","133.6206","16","0","2529156","0","0","ZINS2691","","0","no","0","no","0","0","0","","1","0","0",""
"1","01CEMCAZ50","156","200","0","yes","133.6206","16","0","2529166","0","0","ZINS2692","","0","no","0","no","0","0","0","","1","0","0",""
"1","01CEMBIG","2900","4","0","yes","2482.7553","16","0","2529874","0","0","ZINS2693","","0","no","0","no","0","0","0","","1","0","0",""
"1","01CEMBIG","3200","2","0","yes","2482.7553","16","0","2530021","0","0","ZINS2694","","0","no","0","no","0","0","0","","1","0","0",""
"1","01CEMBIG","2900","2","0","yes","2482.7553","16","0","2530087","0","0","ZINS2695","","0","no","0","no","0","0","0","","1","0","0",""
"1","01CEMBIG","3440","2","0","yes","2482.7553","16","0","2530673","0","0","ZINS2696","","0","no","0","no","0","0","0","","1","0","0",""
"1","01ALAM","28","100","0","yes","20","16","0","2530854","0","0","ZINS2697","","0","no","0","no","0","0","0","","1","0","0",""
"1","01CEMBIG","3100","4","0","yes","2482.7553","16","0","2531393","0","0","ZINS2698","","0","no","0","no","0","0","0","","1","0","0",""
