"Numren","Claart","Precio","Cant","Des","Estado","Costo","Piva","Pimp2","Nummov","facren","Nncre","Numfac","Tipo","canfon","observacion","Clauni","objimp"
"1","03PERC050","33","2.8","0","yes","21.8","16","0","38627","0","ZID01251","ZI030414","yes","0","","0",""
"2","03VCUA12","22.7","15.6","0","yes","13.9","16","0","38627","0","ZID01251","ZI030414","yes","0","","0",""
"3","04HBISL3","11","6","0","yes","6.09","16","0","38627","0","ZID01251","ZI030414","yes","0","","0",""
"4","06PIJ834",".3","200","0","yes",".17","16","0","38627","0","ZID01251","ZI030414","yes","0","","0",""
"1","01CEMCAZ50","125","300","0","yes","97.41","16","0","50692","0","ZID00004","ZI000060","yes","0","","0",""
"1","01CEMCAZ50","128","360","0","yes","94.181","16","0","54176","0","ZID00005","ZI000074","yes","0","","0",""
"1","01CEMCAZ50","125","50","0","yes","94.181","16","0","54180","0","ZID00006","ZI000080","yes","0","","0",""
"1","01CEMCAZ50","125","400","0","yes","94.181","16","0","54184","0","ZID00007","ZI000147","yes","0","","0",""
"1","01ARM124","160","26","0","yes","125.375","16","0","58181","0","ZID00535","ZI014107","yes","0","","0",""
"2","01MALSOL6","48","400","0","yes","34.6043","16","0","58181","0","ZID00535","ZI014107","yes","0","","0",""
"3","01VAR38","130","25","0","yes","103.4083","16","0","58181","0","ZID00535","ZI014107","yes","0","","0",""
"1","01ARM124","160","4","0","yes","125.375","16","0","58189","0","ZID00536","ZI014244","yes","0","","0",""
"2","01VAR38","130","6","0","yes","103.4083","16","0","58189","0","ZID00536","ZI014244","yes","0","","0",""
"1","01CEMCAZ50","125","300","0","yes","85.5602","16","0","58858","0","ZID00001","ZI000054","yes","0","","0",""
"1","01CEMCAZ50","125","60","0","yes","85.5602","16","0","58862","0","ZID00002","ZI000056","yes","0","","0",""
"1","01CEMCAZ50","125","60","0","yes","97.41","16","0","58866","0","ZID00003","ZI000059","yes","0","","0",""
"1","05ADAPHPK12","73","21","0","yes","46.18","16","0","74142","0","ZID01250","ZI030400","yes","0","","0",""
"1","03POL1214","25.8","192","0","yes","18.61","16","0","78793","0","ZID01249","ZI027642","yes","0","","0",""
"2","03POL56","25.8","66","0","yes","14.4","16","0","78793","0","ZID01249","ZI027642","yes","0","","0",""
"3","03VRED34","23.3","13.6","0","yes","15.65","16","0","78793","0","ZID01249","ZI027642","yes","0","","0",""
"4","04HDD412","28","2","0","yes","18.69","16","0","78793","0","ZID01249","ZI027642","yes","0","","0",""
"5","04HDDC412","25","2","0","yes","10","16","0","78793","0","ZID01249","ZI027642","yes","0","","0",""
"6","04HSO1818","50","5","0","yes","34.2","16","0","78793","0","ZID01249","ZI027642","yes","0","","0",""
"1","01EST1520","27","21.8","0","yes","13.7685","16","0","79361","0","ZID01248","ZI030359","yes","0","","0",""
"1","01CEMCAZ50","140","360","0","yes","94.181","16","0","85846","0","ZID00008","ZI000063","yes","0","","0",""
"1","01CEMCAZ50","140","360","0","yes","94.181","16","0","85858","0","ZID00009","ZI000083","yes","0","","0",""
"1","01ALAM","16","100","0","yes","8.55","16","0","92031","0","ZID00010","ZI000409","yes","0","","0",""
"2","01ARM1538","202","48","0","yes","136","16","0","92031","0","ZID00010","ZI000409","yes","0","","0",""
"3","01ARM204","103","90","0","yes","64.5794","16","0","92031","0","ZID00010","ZI000409","yes","0","","0",""
"4","01VAR112","172","40","0","yes","111.0398","16","0","92031","0","ZID00010","ZI000409","yes","0","","0",""
"5","01VAR38","96","670","0","yes","74.42475","16","0","92031","0","ZID00010","ZI000409","yes","0","","0",""
"1","04HSO1818","45","40","0","yes","27.8","16","0","94213","0","ZID00011","ZI000399","yes","0","","0",""
"1","04HPIM",".17","500","0","yes",".1","16","0","95519","0","ZID00012","ZI000568","yes","0","","0",""
"1","01CEMCAZ50","120","160","0","yes","94.181","16","0","95736","0","ZID00013","ZI000092","yes","0","","0",""
"2","01CEMMCA50","90","200","0","yes","66.1638","16","0","95736","0","ZID00013","ZI000092","yes","0","","0",""
"1","03VCUA12","14.2","390","0","yes","10.4","16","0","98055","0","ZID00014","ZI000511","yes","0","","0",""
"1","01CEMCAZ50","125","80","0","yes","95.181","16","0","100310","0","ZID00015","ZI000696","yes","0","","0",""
"1","01CEMCAZ50","123","1","0","yes","95.181","16","0","101443","0","ZID00016","ZI000744","yes","0","","0",""
"1","05LAVB","286","2","0","yes","178.91","16","0","103009","0","ZID00017","ZI000738","yes","0","","0",""
"2","0649174","825","1","0","yes","492.54","16","0","103009","0","ZID00017","ZI000738","yes","0","","0",""
"1","03TM18112","22","39.6","0","yes","13.9","16","0","104353","0","ZID00018","ZI000390","yes","0","","0",""
"2","04HSI2176","52","3.54","0","yes","34.2","16","0","104353","0","ZID00018","ZI000390","yes","0","","0",""
"1","01CEMCAZ50","120","160","0","yes","94.181","16","0","106282","0","ZID00019","ZI000600","yes","0","","0",""
"2","01CEMMCA50","90","120","0","yes","67.657","16","0","106282","0","ZID00019","ZI000600","yes","0","","0",""
"1","03PC10018","20.1","540","0","yes","17.99","16","0","110063","0","ZID00020","ZI000505","yes","0","","0",""
"1","03PTR211","21.4","676.8","0","yes","14.98","16","0","112643","0","ZID00021","ZI001173","yes","0","","0",""
"1","01CEMCAZ50","123","80","0","yes","94.181","16","0","114320","0","ZID00022","ZI000932","yes","0","","0",""
"1","01VAR112","187.5","5","0","yes","117.05","16","0","114324","0","ZID00023","ZI000936","yes","0","","0",""
"1","06CLA212","19","25","0","yes","13.4","16","0","114328","0","ZID00024","ZI000938","yes","0","","0",""
"1","01ALREC","18","71.4","0","yes","14.85","16","0","114332","0","ZID00025","ZI000945","yes","0","","0",""
"2","01VAR112","187.5","5","0","yes","117.05","16","0","114332","0","ZID00025","ZI000945","yes","0","","0",""
"3","01VAR38","105","20","0","yes","62.9875","16","0","114332","0","ZID00025","ZI000945","yes","0","","0",""
"1","01CEMBIG","2280","4","0","yes","1447.6319","16","0","114341","0","ZID00026","ZI000957","yes","0","","0",""
"1","01CEMCAZ50","125","40","0","yes","94.181","16","0","114345","0","ZID00027","ZI001124","yes","0","","0",""
"1","01CEMCAZ50","120","160","0","yes","103.2325","16","0","117683","0","ZID00028","ZI001038","yes","0","","0",""
"2","01CEMMCA50","90","120","0","yes","68.088","16","0","117683","0","ZID00028","ZI001038","yes","0","","0",""
"1","01CEMBIG","2360","4","0","yes","1447.9207","16","0","119362","0","ZID00029","ZI000467","yes","0","","0",""
"1","01CEMCAZ50","135","150","0","yes","94.181","16","0","119366","0","ZID00030","ZI000481","yes","0","","0",""
"1","01ALAM","17","300","0","yes","8.55","16","0","119370","0","ZID00031","ZI000881","yes","0","","0",""
"2","01ALREC","18","60","0","yes","14.85","16","0","119370","0","ZID00031","ZI000881","yes","0","","0",""
"3","01CEMBIG","2040","20","0","yes","1455.4274","16","0","119370","0","ZID00031","ZI000881","yes","0","","0",""
"4","01MALSOL10","17.8","500","0","yes","14.288","16","0","119370","0","ZID00031","ZI000881","yes","0","","0",""
"5","01VAR38","95","30","0","yes","62.9875","16","0","119370","0","ZID00031","ZI000881","yes","0","","0",""
"1","01CEMBIG","2040","20","0","yes","1455.4274","16","0","119382","0","ZID00032","ZI000911","yes","0","","0",""
"2","01MALSOL10","17.8","500","0","yes","14.288","16","0","119382","0","ZID00032","ZI000911","yes","0","","0",""
"1","03RNL3161","7400","6","0","yes","5430","16","0","119388","0","ZID00033","ZI000942","yes","0","","0",""
"2","03SOL3161","16.7","36","0","yes","12.9","16","0","119388","0","ZID00033","ZI000942","yes","0","","0",""
"1","01CEMBIG","2040","26","0","yes","1447.9207","16","0","119394","0","ZID00034","ZI001022","yes","0","","0",""
"2","01MALSOL10","17.8","500","0","yes","14.288","16","0","119394","0","ZID00034","ZI001022","yes","0","","0",""
"1","01ALAM","18","40","0","yes","8.55","16","0","119671","0","ZID00035","ZI000584","yes","0","","0",""
"2","01ALREC","19","60","0","yes","10.2","16","0","119671","0","ZID00035","ZI000584","yes","0","","0",""
"3","01CEMBIG","2200","4","0","yes","1438.68","16","0","119671","0","ZID00035","ZI000584","yes","0","","0",""
"4","01VAR38","100","30","0","yes","62.9875","16","0","119671","0","ZID00035","ZI000584","yes","0","","0",""
"1","03TAB310T","25.5","183.6","0","yes","14.69","16","0","129443","0","ZID00036","ZI001465","yes","0","","0",""
"1","03POL46","20.9","60","0","yes","14","16","0","129447","0","ZID00037","ZI001949","yes","0","","0",""
"2","03POL56","20.9","440","0","yes","14.78","16","0","129447","0","ZID00037","ZI001949","yes","0","","0",""
"1","03TC76","2380","1","0","yes","1544.67","16","0","132123","0","ZID00038","ZI001763","yes","0","","0",""
"1","01ALREC","13.5","2","0","yes","10.2","16","0","135796","0","ZID00039","ZI000213","yes","0","","0",""
"2","01BLO10","5.66","24","0","yes","5.568","16","0","135796","0","ZID00039","ZI000213","yes","0","","0",""
"3","01CEMCAZ50","114.3","4","0","yes","94.181","16","0","135796","0","ZID00039","ZI000213","yes","0","","0",""
"1","01CEMMCA50","93.6","8","0","yes","67.657","16","0","135814","0","ZID00040","ZI000240","yes","0","","0",""
"1","01ALREC","15.3","1","0","yes","10.2","16","0","135818","0","ZID00041","ZI000364","yes","0","","0",""
"2","01CEMCAZ50","115","3","0","yes","94.181","16","0","135818","0","ZID00041","ZI000364","yes","0","","0",""
"3","01MALSOL10","11.8","7.5","0","yes","9.3279","16","0","135818","0","ZID00041","ZI000364","yes","0","","0",""
"1","01ARM124","90","10","0","yes","63.285","16","0","135826","0","ZID00042","ZI000376","yes","0","","0",""
"1","01CEMCAZ50","127","3","0","yes","94.181","16","0","135830","0","ZID00043","ZI000393","yes","0","","0",""
"1","01BLO12","5.4","200","0","yes","4.2672","16","0","135834","0","ZID00044","ZI000407","yes","0","","0",""
"1","03TC76","2380","4","0","yes","1544.67","16","0","136156","0","ZID00045","ZI001763","yes","0","","0",""
"2","05ABRZT2","45","28","0","yes","23.3063","16","0","136156","0","ZID00045","ZI001763","yes","0","","0",""
"3","05BS6","290","2","0","yes","201.4826","16","0","136156","0","ZID00045","ZI001763","yes","0","","0",""
"4","05CEG2","43.5","14","0","yes","24.2027","16","0","136156","0","ZID00045","ZI001763","yes","0","","0",""
"5","05EMPNEO2","40.5","2","0","yes","6.3945","16","0","136156","0","ZID00045","ZI001763","yes","0","","0",""
"6","05RCS4062","420","1","0","yes","269.41","16","0","136156","0","ZID00045","ZI001763","yes","0","","0",""
"7","06POLH2","25.5","1600","0","yes","16.91","16","0","136156","0","ZID00045","ZI001763","yes","0","","0",""
"8","06VCB6","4900","1","0","yes","3418.735","16","0","136156","0","ZID00045","ZI001763","yes","0","","0",""
"9","08RON34","2.3","16","0","yes","1.1953","16","0","136156","0","ZID00045","ZI001763","yes","0","","0",""
"10","08t34312","15.5","16","0","yes","10.6487","16","0","136156","0","ZID00045","ZI001763","yes","0","","0",""
"11","08TUER34","6","16","0","yes","3.3697","16","0","136156","0","ZID00045","ZI001763","yes","0","","0",""
"1","01CEMCAZ50","120","160","0","yes","103.2325","16","0","136852","0","ZID00046","ZI001528","yes","0","","0",""
"2","01CEMMCA50","90","120","0","yes","68.088","16","0","136852","0","ZID00046","ZI001528","yes","0","","0",""
"1","01CEMCAZ50","127","100","0","yes","98.92119","16","0","136868","0","ZID00047","ZI001744","yes","0","","0",""
"2","01CEMMCA50","98","80","0","yes","68.088","16","0","136868","0","ZID00047","ZI001744","yes","0","","0",""
"1","01CEMCAZ50","127","160","0","yes","98.92119","16","0","136874","0","ZID00048","ZI001766","yes","0","","0",""
"1","01CEMMCA50","98","60","0","yes","68.088","16","0","136878","0","ZID00049","ZI002093","yes","0","","0",""
"1","01ALAM","423","423","0","yes","8.55","16","0","138488","0","ZID00050","ZI001963","yes","0","","0",""
"2","01CAL","56","50","0","yes","37.2","16","0","138488","0","ZID00050","ZI001963","yes","0","","0",""
"3","01CEMCAZ50","130","300","0","yes","98.92199","16","0","138488","0","ZID00050","ZI001963","yes","0","","0",""
"4","01VAR38","105","100","0","yes","74.6667","16","0","138488","0","ZID00050","ZI001963","yes","0","","0",""
"4","01CEMCAZ50","130","250","0","yes","98.92199","16","0","138553","0","ZID00051","ZI002064","yes","0","","0",""
"5","01MALSOL10","18.85","100","0","yes","13.175","16","0","138553","0","ZID00051","ZI002064","yes","0","","0",""
"6","01VAR112","187.5","2","0","yes","131.5084","16","0","138553","0","ZID00051","ZI002064","yes","0","","0",""
"7","01VAR38","105","100","0","yes","74.6667","16","0","138553","0","ZID00051","ZI002064","yes","0","","0",""
"1","01ALAM","18","80","0","yes","10.3","16","0","138553","0","ZID00051","ZI002064","yes","0","","0",""
"2","01ALREC","19","50","0","yes","14.8","16","0","138553","0","ZID00051","ZI002064","yes","0","","0",""
"3","01CAL","56","25","0","yes","37.2","16","0","138553","0","ZID00051","ZI002064","yes","0","","0",""
"8","06CLA212","23","25","0","yes","14.5724","16","0","138553","0","ZID00051","ZI002064","yes","0","","0",""
"1","01ALAM","18","40","0","yes","10.3","16","0","138564","0","ZID00052","ZI002074","yes","0","","0",""
"2","01ALREC","19","30","0","yes","14.8","16","0","138564","0","ZID00052","ZI002074","yes","0","","0",""
"3","01BLO15","7","500","0","yes","5.0862","16","0","138564","0","ZID00052","ZI002074","yes","0","","0",""
"4","01CAL","56","15","0","yes","37.2","16","0","138564","0","ZID00052","ZI002074","yes","0","","0",""
"5","01CEMCAZ50","130","280","0","yes","98.92199","16","0","138564","0","ZID00052","ZI002074","yes","0","","0",""
"6","01MALSOL10","18.85","80","0","yes","13.175","16","0","138564","0","ZID00052","ZI002074","yes","0","","0",""
"7","01VAR112","187.5","3","0","yes","131.5084","16","0","138564","0","ZID00052","ZI002074","yes","0","","0",""
"8","01VAR38","105","60","0","yes","74.6667","16","0","138564","0","ZID00052","ZI002074","yes","0","","0",""
"9","06CLA212","20","15","0","yes","14.5724","16","0","138564","0","ZID00052","ZI002074","yes","0","","0",""
"1","01LAD","3.1","4500","0","yes","1.5","16","0","138584","0","ZID00053","ZI002124","yes","0","","0",""
"1","01ALAM","18","50","0","yes","10.3","16","0","138588","0","ZID00054","ZI002130","yes","0","","0",""
"2","01ALREC","19","20","0","yes","14.8","16","0","138588","0","ZID00054","ZI002130","yes","0","","0",""
"3","01CEMCAZ50","130","25","0","yes","98.92119","16","0","138588","0","ZID00054","ZI002130","yes","0","","0",""
"4","01LAD","3.1","1500","0","yes","1.5","16","0","138588","0","ZID00054","ZI002130","yes","0","","0",""
"5","01VAR38","105","15","0","yes","74.6667","16","0","138588","0","ZID00054","ZI002130","yes","0","","0",""
"6","06CLA212","20","6","0","yes","14.5724","16","0","138588","0","ZID00054","ZI002130","yes","0","","0",""
"1","01ALREC","19","100","0","yes","14.8","16","0","138634","0","ZID00055","ZI002135","yes","0","","0",""
"2","01CEMCAZ50","130","70","0","yes","98.92119","16","0","138634","0","ZID00055","ZI002135","yes","0","","0",""
"3","01SON30","200","16","0","yes","125.31","16","0","138634","0","ZID00055","ZI002135","yes","0","","0",""
"4","01VAR112","187.5","6","0","yes","131.5084","16","0","138634","0","ZID00055","ZI002135","yes","0","","0",""
"5","01VAR34","425.7","50","0","yes","291.6107","16","0","138634","0","ZID00055","ZI002135","yes","0","","0",""
"6","01VAR38","105","110","0","yes","74.6667","16","0","138634","0","ZID00055","ZI002135","yes","0","","0",""
"1","01ALREC","18","209.8","0","yes","14","16","0","148883","0","ZID00056","ZI002652","yes","0","","0",""
"2","05VALER112","251","1","0","yes","186.07","16","0","148883","0","ZID00056","ZI002652","yes","0","","0",""
"3","05VALER2","402","1","0","yes","267.7","16","0","148883","0","ZID00056","ZI002652","yes","0","","0",""
"1","01CEMCAZ50","132","600","0","yes","97.629","16","0","149893","0","ZID00057","ZI002615","yes","0","","0",""
"1","01CEMCAZ50","142","60","0","yes","103.23","16","0","150823","0","ZID00058","ZI001412","yes","0","","0",""
"1","01CEMCAZ50","130","210","0","yes","103.2325","16","0","150827","0","ZID00059","ZI001520","yes","0","","0",""
"1","01ALAM","18","120","0","yes","8.55","16","0","150831","0","ZID00060","ZI001521","yes","0","","0",""
"2","01CEMCAZ50","130","320","0","yes","103.2325","16","0","150831","0","ZID00060","ZI001521","yes","0","","0",""
"3","01MALSOL6","37.88","100","0","yes","28.999","16","0","150831","0","ZID00060","ZI001521","yes","0","","0",""
"4","01VAR38","105","20","0","yes","74.6667","16","0","150831","0","ZID00060","ZI001521","yes","0","","0",""
"1","01CEMCAZ50","140","45","0","yes","103.2325","16","0","150841","0","ZID00061","ZI001656","yes","0","","0",""
"1","01CEMCAZ50","130","120","0","yes","98.92199","16","0","150845","0","ZID00062","ZI002069","yes","0","","0",""
"1","01CEMCAZ50","130","280","0","yes","98.92199","16","0","150849","0","ZID00063","ZI002145","yes","0","","0",""
"1","01CEMCAZ50","130","300","0","yes","97.629","16","0","150853","0","ZID00064","ZI002209","yes","0","","0",""
"1","01CEMCAZ50","130","320","0","yes","97.62899","16","0","150857","0","ZID00065","ZI002298","yes","0","","0",""
"1","03ANG3161","16.7","31.8","0","yes","12.3","16","0","150861","0","ZID00066","ZI002389","yes","0","","0",""
"1","01CEMCAZ50","133","150","0","yes","97.629","16","0","150865","0","ZID00067","ZI002394","yes","0","","0",""
"1","01ALAM","18","350","0","yes","10.3","16","0","150869","0","ZID00068","ZI002414","yes","0","","0",""
"2","01ALREC","19","100","0","yes","14","16","0","150869","0","ZID00068","ZI002414","yes","0","","0",""
"3","01CEMCAZ50","130","300","0","yes","97.629","16","0","150869","0","ZID00068","ZI002414","yes","0","","0",""
"4","01VAR38","105","60","0","yes","69.71851","16","0","150869","0","ZID00068","ZI002414","yes","0","","0",""
"1","03POL46","18.9","300","0","yes","13.48","16","0","150879","0","ZID00069","ZI002490","yes","0","","0",""
"1","01CEMCAZ50","130","320","0","yes","97.629","16","0","150915","0","ZID00070","ZI002512","yes","0","","0",""
"1","01CEMCAZ50","130","400","0","yes","97.629","16","0","150919","0","ZID00071","ZI002530","yes","0","","0",""
"1","01CEMCAZ50","130","360","0","yes","97.629","16","0","150923","0","ZID00072","ZI002570","yes","0","","0",""
"1","01CEMCAZ50","140","200","0","yes","97.629","16","0","150927","0","ZID00073","ZI002616","yes","0","","0",""
"1","01CEMCAZ50","140","100","0","yes","97.629","16","0","150931","0","ZID00074","ZI002723","yes","0","","0",""
"1","01CEMCAZ50","132","300","0","yes","94.181","16","0","154149","0","ZID00075","ZI000448","yes","0","","0",""
"1","01CEMCAZ50","132","300","0","yes","94.181","16","0","154153","0","ZID00076","ZI000483","yes","0","","0",""
"1","01CEMCAZ50","132","300","0","yes","94.181","16","0","154157","0","ZID00077","ZI000506","yes","0","","0",""
"1","01CEMCAZ50","132","120","0","yes","94.181","16","0","154161","0","ZID00078","ZI000889","yes","0","","0",""
"1","01CEMCAZ50","142","150","0","yes","94.181","16","0","154165","0","ZID00079","ZI001156","yes","0","","0",""
"1","01PW3000","573","1","0","yes","332.9783","16","0","154706","0","ZID00080","ZI002880","yes","0","","0",""
"1","01BAB1030","10.5","462","0","yes","6.9","16","0","157201","0","ZID00081","ZI002972","yes","0","","0",""
"1","01VAR112","178.6","50","0","yes","122.0123","16","0","157357","0","ZID00082","ZI002699","yes","0","","0",""
"1","06POLH2","25.5","500","0","yes","16.91","16","0","160915","0","ZID00083","ZI002609","yes","0","","0",""
"1","05ADAPMPH12","2.5","20","0","yes","1.62","16","0","160921","0","ZID00084","ZI002893","yes","0","","0",""
"1","01CEMCAZ50","140","80","0","yes","104.0945","16","0","162915","0","ZID00086","ZI002997","yes","0","","0",""
"1","08POL12","2.9","100","0","yes","1.6679","16","0","164649","0","ZID00085","ZI003262","yes","0","","0",""
"1","03LAP101268","1320","70","0","yes","968.72","16","0","168447","0","ZID00090","ZI003044","yes","0","","0",""
"2","04HPPB141","1","840","0","yes",".576","16","0","168447","0","ZID00090","ZI003044","yes","0","","0",""
"1","01CEMCAZ50","130","80","0","yes","97.629","16","0","168461","0","ZID00087","ZI002405","yes","0","","0",""
"1","03POL1010","18.5","2588","0","yes","15.2","16","0","168465","0","ZID00088","ZI002901","yes","0","","0",""
"2","03POL1214","18.5","564","0","yes","14.78","16","0","168465","0","ZID00088","ZI002901","yes","0","","0",""
"1","05TANB","475","5","0","yes","313.89","16","0","168471","0","ZID00089","ZI002902","yes","0","","0",""
"2","05TAZB","475","5","0","yes","313.89","16","0","168471","0","ZID00089","ZI002902","yes","0","","0",""
"1","01CEMCAZ50","125.8","6","0","yes","104.0945","16","0","169163","0","ZID00091","ZI003351","yes","0","","0",""
"1","01CAL","56","100","0","yes","37.2","16","0","170503","0","ZID00092","ZI002629","yes","0","","0",""
"1","03SOL182","17","368","0","yes","11.8","16","0","171441","0","ZID00093","ZI002509","yes","0","","0",""
"1","01ALREC","22.5","4","0","yes","14.8","16","0","171769","0","ZID00141","ZI004915","yes","0","","0",""
"2","01ARM204","164.7","8","0","yes","93","16","0","171769","0","ZID00141","ZI004915","yes","0","","0",""
"3","01BLO15","7.8","400","0","yes","5.43103","16","0","171769","0","ZID00141","ZI004915","yes","0","","0",""
"10","08CAB12","8.5","20","0","yes","5.28","16","0","171769","0","ZID00141","ZI004915","yes","0","","0",""
"11","08CAJCHR","10","1","0","yes","6.41","16","0","171769","0","ZID00141","ZI004915","yes","0","","0",""
"12","08CAJO4R","13.5","1","0","yes","7.91","16","0","171769","0","ZID00141","ZI004915","yes","0","","0",""
"13","08POL12","3","7","0","yes","1.6679","16","0","171769","0","ZID00141","ZI004915","yes","0","","0",""
"14","GTRAS","600","1","0","yes","100","16","0","171769","0","ZID00141","ZI004915","yes","0","","0",""
"4","01CEMCAZ50","150","25","0","yes","107.7585","16","0","171769","0","ZID00141","ZI004915","yes","0","","0",""
"5","01MALSOL10","23.9","16","0","yes","14.5435","16","0","171769","0","ZID00141","ZI004915","yes","0","","0",""
"6","01VAR38","110","17","0","yes","76.70618","16","0","171769","0","ZID00141","ZI004915","yes","0","","0",""
"7","0647350","18","1","0","yes","9.43","16","0","171769","0","ZID00141","ZI004915","yes","0","","0",""
"8","067593","12.5","1","0","yes","5.41","16","0","171769","0","ZID00141","ZI004915","yes","0","","0",""
"9","06CLA212","23","2","0","yes","14.5725","16","0","171769","0","ZID00141","ZI004915","yes","0","","0",""
"1","01ALAM","18","400","0","yes","10.3","16","0","177571","0","ZID00094","ZI002767","yes","0","","0",""
"2","01ALREC","19","50","0","yes","14","16","0","177571","0","ZID00094","ZI002767","yes","0","","0",""
"3","01CEMBIG","2240","6","0","yes","1659.04444","16","0","177571","0","ZID00094","ZI002767","yes","0","","0",""
"4","01VAR38","100","15","0","yes","69.7185","16","0","177571","0","ZID00094","ZI002767","yes","0","","0",""
"1","01CEMBIG","2240","6","0","yes","1659.04444","16","0","177581","0","ZID00095","ZI002846","yes","0","","0",""
"1","01ALREC","19","71.4","0","yes","14","16","0","177585","0","ZID00096","ZI002925","yes","0","","0",""
"2","01CEMBIG","2300","16","0","yes","1652.1105","16","0","177585","0","ZID00096","ZI002925","yes","0","","0",""
"1","03PTR210","16.82","3040","0","yes","14.3","16","0","177591","0","ZID00097","ZI002949","yes","0","","0",""
"1","01CAL","56","3","0","yes","37.2","16","0","177603","0","ZID00098","ZI002953","yes","0","","0",""
"2","01CEMBIG","2300","6","0","yes","1652.1105","16","0","177603","0","ZID00098","ZI002953","yes","0","","0",""
"1","01BLO15","7","400","0","yes","5.25862","16","0","177609","0","ZID00099","ZI002955","yes","0","","0",""
"1","06PL4","31","10.2","0","yes","21.28","16","0","177613","0","ZID00100","ZI002960","yes","0","","0",""
"1","01BLO15","7","400","0","yes","5.2586","16","0","177617","0","ZID00101","ZI002964","yes","0","","0",""
"1","01BLO15","7.2","700","0","yes","5.25862","16","0","177621","0","ZID00102","ZI002980","yes","0","","0",""
"1","01VAR112","178.6","4","0","yes","122.0123","16","0","178150","0","ZID00103","ZI002626","yes","0","","0",""
"2","01VAR34","397.4999","6","0","yes","276.8892","16","0","178150","0","ZID00103","ZI002626","yes","0","","0",""
"1","03P3858","19.2","360","0","yes","11.31819","16","0","182437","0","ZID00104","ZI002554","yes","0","","0",""
"2","03S126","15.9","188","0","yes","12","16","0","182437","0","ZID00104","ZI002554","yes","0","","0",""
"3","03TC1414","14850","6","0","yes","12673.51","16","0","182437","0","ZID00104","ZI002554","yes","0","","0",""
"1","03PL31058","19.2","360","0","yes","14.4","16","0","182444","0","ZID00105","ZI002554","yes","0","","0",""
"2","03S126","15.9","188","0","yes","12","16","0","182444","0","ZID00105","ZI002554","yes","0","","0",""
"3","03TC1414","14850","6","0","yes","12673.51","16","0","182444","0","ZID00105","ZI002554","yes","0","","0",""
"1","01CEMCAZ50","150","400","0","yes","97.8445","16","0","192794","0","ZID00106","ZI003114","yes","0","","0",""
"1","03PTR11211","20.4","114","0","yes","13.7","16","0","193089","0","ZID00107","ZI003007","yes","0","","0",""
"2","03PTR210","20.4","58","0","yes","15.5","16","0","193089","0","ZID00107","ZI003007","yes","0","","0",""
"1","01TAR","200","10","0","yes","100","16","0","195631","0","ZID00108","ZI000898","yes","0","","0",""
"1","01TAR","200","8","0","yes","100","16","0","195635","0","ZID00109","ZI000935","yes","0","","0",""
"1","01CEMCAZ50","143","50","0","yes","107.7585","16","0","198602","0","ZID00115","ZI004318","yes","0","","0",""
"1","01CEMCAZ50","147","50","0","yes","107.7585","16","0","198606","0","ZID00116","ZI004371","yes","0","","0",""
"2","01VAR38","110","20","0","yes","71.9829","16","0","198606","0","ZID00116","ZI004371","yes","0","","0",""
"1","01CEMCAZ50","147","100","0","yes","107.7585","16","0","198612","0","ZID00117","ZI004450","yes","0","","0",""
"1","01VAR38","110","20","0","yes","68.37252","16","0","198625","0","ZID00118","ZI004494","yes","0","","0",""
"1","01CEMCAZ50","147","400","0","yes","107.7585","16","0","199000","0","ZID00119","ZI004383","yes","0","","0",""
"1","01ALAM","18","100","0","yes","10.3","16","0","201250","0","ZID00110","ZI003954","yes","0","","0",""
"2","01ALREC","20","50","0","yes","14.8","16","0","201250","0","ZID00110","ZI003954","yes","0","","0",""
"3","01CEMCAZ50","135","120","0","yes","107.7585","16","0","201250","0","ZID00110","ZI003954","yes","0","","0",""
"1","01ALAM","18","100","0","yes","10.3","16","0","201257","0","ZID00111","ZI003954","yes","0","","0",""
"2","01ALREC","20","50","0","yes","14.8","16","0","201257","0","ZID00111","ZI003954","yes","0","","0",""
"3","01CEMCAZ50","135","120","0","yes","107.7585","16","0","201257","0","ZID00111","ZI003954","yes","0","","0",""
"1","01CEMCAZ50","136.591","48","0","yes","107.7585","16","0","201943","0","ZID00112","ZI003904","yes","0","","0",""
"1","01BAB1030","10.7996","1675.84","0","yes","6.9","16","0","202221","0","ZID00113","ZI003926","yes","0","","0",""
"1","MATV","1990","1","0","yes","0","16","0","208238","0","ZID00114","ZI004782","yes","0","","0",""
"1","01CEMBIG","2450","8","0","yes","1854.24741","16","0","213641","0","ZID00120","ZI004491","yes","0","","0",""
"1","01MS135305","340","192","0","yes","229","16","0","216457","0","ZID00121","ZI004515","yes","0","","0",""
"2","01VAR38","110","2","0","yes","76.66666","16","0","216457","0","ZID00121","ZI004515","yes","0","","0",""
"3","04HSO1318","45","60","0","yes","26.95","16","0","216457","0","ZID00121","ZI004515","yes","0","","0",""
"1","01CEMCAZ50","150","280","0","yes","94.54","16","0","221749","0","ZID00122","ZI005190","yes","0","","0",""
"1","01ALREC","22","2.5","0","yes","15","16","0","221875","0","ZID00123","ZI005237","yes","0","","0",""
"2","01BLO15","8","1","0","yes","5.43103","16","0","221875","0","ZID00123","ZI005237","yes","0","","0",""
"3","01CEMCAZ50","150","12","0","yes","94.54","16","0","221875","0","ZID00123","ZI005237","yes","0","","0",""
