"Numren","Claart","Precio","Cant","Des","Estado","Costo","Piva","Pimp2","Nummov","facren","Nncre","Numfac","Tipo","canfon","observacion","Clauni","objimp"
"1","0649491","355","1","0","yes","215.26","16","0","2649760","0","ZID01732","ZI058264","yes","0","","0",""
"1","03PTR114","38","84","0","yes","27.7","16","0","2654756","0","ZID01733","ZI058271","yes","0","","0",""
"1","01ARM15254","243","1","0","yes","150.45","16","0","2654915","0","ZID01734","ZI058337","yes","0","","0",""
"1","01CEMCAZ50","180","1","0","yes","133.6206","16","0","2656297","0","ZID01735","ZI058394","yes","0","","0",""
"1","01BAB1030","15.4","635","0","yes","10.48","16","0","2667235","0","ZID01736","ZI058528","yes","0","","0",""
"1","03TC30L","821.7","1","0","yes","588","16","0","2667318","0","ZID01737","ZI058588","yes","0","","0",""
"1","03PTR2114","38","19.8","0","yes","27.2","16","0","2667329","0","ZID01738","ZI058666","yes","0","","0",""
"2","03PTR34","44.7","12.6","0","yes","38.5","16","0","2667329","0","ZID01738","ZI058666","yes","0","","0",""
"1","05PLJLR20","523","6","0","yes","316.1376","16","0","2668072","0","ZID01739","ZI058559","yes","0","","0",""
"1","0623209","172","1","0","yes","103.6499","16","0","2668307","0","ZID01740","ZI058600","yes","0","","0",""
"1","03VCUA12","34.5","28","0","yes","25.12219","16","0","2670305","0","ZID01741","ZI058775","yes","0","","0",""
"1","03TC302","1118.7","1","0","yes","860.44","16","0","2672747","0","ZID01742","ZI058498","yes","0","","0",""
"1","03ANG18112","39.5","35.4","0","yes","27.15","16","0","2673770","0","ZID01743","ZI058852","yes","0","","0",""
"1","03LN41020","1492","1","0","yes","1178.8725","16","0","2676015","0","ZID01744","ZI058882","yes","0","","0",""
"1","06MACI102","195","120","0","yes","126.995","16","0","2676962","0","ZID01747","ZI058784","yes","0","","0",""
"1","03PR12518","44.5","84","0","yes","43.7","16","0","2677028","0","ZID01748","ZI058860","yes","0","","0",""
"1","01ARM124","245","3","0","yes","153.459","16","0","2677293","0","ZID01745","ZI058905","yes","0","","0",""
"1","01VAR38","183","10","0","yes","135.14344","16","0","2677297","0","ZID01746","ZI058894","yes","0","","0",""
"1","0846122","16","2","0","yes","9.486","16","0","2680195","0","ZID01749","ZI058931","yes","0","","0",""
"1","03MD1834","285","3.8","0","yes","186.88273","16","0","2687363","0","ZID01750","ZI059122","yes","0","","0",""
"1","03PC10020","43","4.6","0","yes","37","16","0","2687490","0","ZID01751","ZI059007","yes","0","","0",""
"1","01EST1525","30","50","0","yes","22.36637","16","0","2695341","0","ZID01752","ZI059282","yes","0","","0",""
"1","08PVAL12","136.5","9","0","yes","82.32833","16","0","2695392","0","ZID01753","ZI059230","yes","0","","0",""
"1","01ES","115","1","0","yes","87.41","16","0","2697499","0","ZID01754","ZI059342","yes","0","","0",""
"1","01BLO15","10.4","25","0","yes","6.7241","16","0","2697539","0","ZID01755","ZI059133","yes","0","","0",""
"1","067228","130.48","1","0","yes","78.74","16","0","2709565","0","ZID01756","ZI059677","yes","0","","0",""
"1","03LA10126400","917.7","3","0","yes","672.41397","16","0","2709761","0","ZID01757","ZI059339","yes","0","","0",""
"1","01ARM1543","245","7","0","yes","140.42","16","0","2717027","0","ZID01759","ZI059901","yes","0","","0",""
"1","01CEMCAZ50","185","1","0","yes","133.6206","16","0","2717380","0","ZID01760","ZI059766","yes","0","","0",""
"1","03K30020","44.5","36","0","yes","33.93232","16","0","2717479","0","ZID01758","ZI059836","yes","0","","0",""
"1","04HSO11332","70","2.06","0","yes","40.85","16","0","2718466","0","ZID01761","ZI059917","yes","0","","0",""
"1","04HBISL3","12","6","0","yes","8.09","16","0","2718982","0","ZID01762","ZI059863","yes","0","","0",""
"2","04HCR","7","8","0","yes","3.89","16","0","2718982","0","ZID01762","ZI059863","yes","0","","0",""
"3","04HPER","14","8","0","yes","9.77","16","0","2718982","0","ZID01762","ZI059863","yes","0","","0",""
"1","04MANTUB","15","12","0","yes","8.87","16","0","2718990","0","ZID01763","ZI059862","yes","0","","0",""
"2","06CLAP2","77","10","0","yes","54.5354","16","0","2718990","0","ZID01763","ZI059862","yes","0","","0",""
"1","05CODPVC445","22","1","0","yes","13.15","16","0","2721541","0","ZID01764","ZI059939","yes","0","","0",""
"2","05TUBPVCN4","73.5","6","0","yes","44.33338","16","0","2721541","0","ZID01764","ZI059939","yes","0","","0",""
"1","06CLA212","52","6","0","yes","25.453","16","0","2731177","0","ZID01765","ZI060056","yes","0","","0",""
"1","01VAR38","200","1","0","yes","135.1434","16","0","2731181","0","ZID01766","ZI060173","yes","0","","0",""
"1","01VAR38","199.9","2","0","yes","135.1434","16","0","2732225","0","ZID01767","ZI060185","yes","0","","0",""
"1","05VALPVCER112","120","1","0","yes","72.22","16","0","2733878","0","ZID01768","ZI060210","yes","0","","0",""
"1","04HSI2178","65","5","0","yes","45","16","0","2734018","0","ZID01769","ZI060305","yes","0","","0",""
"1","03SOL316114","45","7.4","0","yes","25.63","16","0","2740860","0","ZID01770","ZI060382","yes","0","","0",""
"2","03TC3031","309.4","1","0","yes","204.4","16","0","2740860","0","ZID01770","ZI060382","yes","0","","0",""
"3","03VRED34","40.5","13.8","0","yes","25.25","16","0","2740860","0","ZID01770","ZI060382","yes","0","","0",""
"1","06CLA112","52","1","0","yes","41.99","16","0","2747529","0","ZID01771","ZI060517","yes","0","","0",""
"1","03M22518","52.4","3.8","0","yes","30.8","16","0","2747533","0","ZID01772","ZI060601","yes","0","","0",""
"1","03SOL38112","41.5","17","0","yes","27.98","16","0","2755862","0","ZID01773","ZI060793","yes","0","","0",""
"2","04HRG","430","2","0","yes","154.62","16","0","2755862","0","ZID01773","ZI060793","yes","0","","0",""
"1","03101AL18","52.4","11.1","0","yes","30.8","16","0","2755892","0","ZID01774","ZI060765","yes","0","","0",""
"2","03103TS18","52.4","8.4","0","yes","30.8","16","0","2755892","0","ZID01774","ZI060765","yes","0","","0",""
"3","03121CH20","52.4","18","0","yes","32.3","16","0","2755892","0","ZID01774","ZI060765","yes","0","","0",""
"4","03122ES18","52.4","7.6","0","yes","37","16","0","2755892","0","ZID01774","ZI060765","yes","0","","0",""
"5","03124GVC18","52.4","4.2","0","yes","37","16","0","2755892","0","ZID01774","ZI060765","yes","0","","0",""
"6","03PC10018","52.4","17.4","0","yes","30.8","16","0","2755892","0","ZID01774","ZI060765","yes","0","","0",""
"7","03SOL181","45","4","0","yes","28.17","16","0","2755892","0","ZID01774","ZI060765","yes","0","","0",""
"8","03SOL1812","45","6","0","yes","28.17","16","0","2755892","0","ZID01774","ZI060765","yes","0","","0",""
"9","03TM1812","58","28.6","0","yes","45.2","16","0","2755892","0","ZID01774","ZI060765","yes","0","","0",""
"10","03VCAR12","39.9","7.7","0","yes","26.35","16","0","2755892","0","ZID01774","ZI060765","yes","0","","0",""
"11","04FLBAR","17","8","0","yes","7.56","16","0","2755892","0","ZID01774","ZI060765","yes","0","","0",""
"12","04HCR","7","10","0","yes","3.89","16","0","2755892","0","ZID01774","ZI060765","yes","0","","0",""
"13","04HPER","14","10","0","yes","9.77","16","0","2755892","0","ZID01774","ZI060765","yes","0","","0",""
"14","04MEDCV","11","10","0","yes","5.99","16","0","2755892","0","ZID01774","ZI060765","yes","0","","0",""
"15","GTRAS","200","1","0","yes","172.41379","16","0","2755892","0","ZID01774","ZI060765","yes","0","","0",""
"1","03R400C20","43.5","11.8","0","yes","33.2","16","0","2755982","0","ZID01775","ZI060840","yes","0","","0",""
"2","03TM181","58","8.8","0","yes","43.7","16","0","2755982","0","ZID01775","ZI060840","yes","0","","0",""
"2","04HRG","430","2","0","yes","154.62","16","0","2756087","0","ZID01776","ZI060793","yes","0","","0",""
"1","03SOL38112","41.5","17","0","yes","27.98","16","0","2756087","0","ZID01776","ZI060793","yes","0","","0",""
"1","01ARE","620",".5","0","yes","413.7931","16","0","2761575","0","ZID01777","ZI060949","yes","0","","0",""
"1","08CONCO114","28","2","0","yes","0","16","0","2761579","0","ZID01778","ZI060894","yes","0","","0",""
"2","08TUBC114PD","446","1","0","yes","268.6","16","0","2761579","0","ZID01778","ZI060894","yes","0","","0",""
"1","03SOL316112","41.5","17","0","yes","26.65","16","0","2763619","0","ZID01779","ZI060793","yes","0","","0",""
"2","04HRG","430","2","0","yes","154.62","16","0","2763619","0","ZID01779","ZI060793","yes","0","","0",""
"1","03ANG3162","42","35","0","yes","27.15","16","0","2764075","0","ZID01780","ZI060772","yes","0","","0",""
"1","06PIJ8112",".3","200","0","yes",".25","16","0","2767969","0","ZID01781","ZI061101","yes","0","","0",""
"1","06MED12","600","1","0","yes","361.794","16","0","2768034","0","ZID01782","ZI061107","yes","0","","0",""
"1","01TAR","200","8","0","yes","130","16","0","2770055","0","ZID01783","ZI057037","yes","0","","0",""
"1","03PP30018","56.5","14","0","yes","33.2","16","0","2771010","0","ZID01784","ZI060861","yes","0","","0",""
"1","03SOL316112","41.5","17","0","yes","26.65","16","0","2772932","0","ZID01785","ZI060787","yes","0","","0",""
"2","04HRG","430","2","0","yes","154.62","16","0","2772932","0","ZID01785","ZI060787","yes","0","","0",""
"1","05VAL12","180","1","0","yes","108.112","16","0","2779512","0","ZID01786","ZI061319","yes","0","","0",""
"1","03TM183","58","14.4","0","yes","32.3","16","0","2781603","0","ZID01787","ZI061353","yes","0","","0",""
"1","04HSO1818","85","5","0","yes","48.7","16","0","2781607","0","ZID01788","ZI060979","yes","0","","0",""
"1","01CEMCAZ50","195","3","0","yes","148.7068","16","0","2785417","0","ZID01789","ZI061466","yes","0","","0",""
"1","05E308","64","5","0","yes","38.53","16","0","2791617","0","ZID01790","ZI061570","yes","0","","0",""
"1","08E362560","17","2","0","yes","10.59","16","0","2796320","0","ZID01791","ZI061454","yes","0","","0",""
"1","04HSO1818","85","5","0","yes","48.7","16","0","2803169","0","ZID01792","ZI061402","yes","0","","0",""
"1","06PIJ10112",".8","500","0","yes",".4","16","0","2804708","0","ZID01794","ZI061952","yes","0","","0",""
"1","01ARM1543","275","2","0","yes","185.555","16","0","2804843","0","ZID01793","ZI061944","yes","0","","0",""
"1","06CLASC34","44",".84","0","yes","0","16","0","2807346","0","ZID01795","ZI062013","yes","0","","0",""
"1","02CINJ","75","1","0","yes","49.98","16","0","2809762","0","ZID01796","ZI062028","yes","0","","0",""
"1","01BAB1030","15","1","0","yes","10.1656","16","0","2817083","0","ZID01798","ZI062172","yes","0","","0",""
"1","0848133","21","10","0","yes","14.59389","16","0","2817124","0","ZID01797","ZI062053","yes","0","","0",""
"2","087595","18.5","10","0","yes","13.1345","16","0","2817124","0","ZID01797","ZI062053","yes","0","","0",""
"3","08APASA","15.5","10","0","yes","10.9455","16","0","2817124","0","ZID01797","ZI062053","yes","0","","0",""
"1","03103TS18","56","8.4","0","yes","41","16","0","2819787","0","ZID01799","ZI062297","yes","0","","0",""
"2","03127TDC18","56","11.2","0","yes","41","16","0","2819787","0","ZID01799","ZI062297","yes","0","","0",""
"1","01ARM124","280","10","0","yes","153.459","16","0","2824473","0","ZID01800","ZI062349","yes","0","","0",""
"1","01MALSOL10","35","7.5","0","yes","18.09","16","0","2824477","0","ZID01801","ZI062142","yes","0","","0",""
"1","01PPS","150","5","0","yes","99.1389","16","0","2829714","0","ZID01802","ZI059814","yes","0","","0",""
"1","01VAR112","337.4","1","0","yes","232.14","16","0","2829850","0","ZID01803","ZI062510","yes","0","","0",""
"1","08CAJCHR","12.5","10","0","yes","8.66882","16","0","2829857","0","ZID01804","ZI062429","yes","0","","0",""
"1","01CEMCAZ50","200","1","0","yes","148.7068","16","0","2831687","0","ZID01805","ZI062553","yes","0","","0",""
"1","01COMB34","460","1","0","yes","301.72","16","0","2835936","0","ZID01806","ZI062549","yes","0","","0",""
"1","01VAR112","377.4","1","0","yes","232.14","16","0","2836097","0","ZID01807","ZI062510","yes","0","","0",""
"1","03PR10018","56.5","17.6","0","yes","33.2","16","0","2836706","0","ZID01808","ZI062709","yes","0","","0",""
"1","01VAR38","235","1","0","yes","135.1443","16","0","2845889","0","ZID01809","ZI062788","yes","0","","0",""
"1","01EST1520","40","29.2","0","yes","22.25","16","0","2847715","0","ZID01810","ZI062944","yes","0","","0",""
"1","06ESPA34","190","1","0","yes","114.91","16","0","2853281","0","ZID01811","ZI063034","yes","0","","0",""
"2","08RON34","3.8","2","0","yes","2.16","16","0","2853281","0","ZID01811","ZI063034","yes","0","","0",""
"3","08TUER34","5.8","2","0","yes","3.54","16","0","2853281","0","ZID01811","ZI063034","yes","0","","0",""
"1","03CABG","65","35","0","yes","42.05","16","0","2858963","0","ZID01812","ZI061484","yes","0","","0",""
"1","03VRED14","40","14","0","yes","25.5","16","0","2859749","0","ZID01813","ZI063119","yes","0","","0",""
"1","03PC10018","43.5","272.6","0","yes","41","16","0","2864498","0","ZID01814","ZI063374","yes","0","","0",""
"1","03PERC050","53.1","5.6","0","yes","34.70007","16","0","2864502","0","ZID01815","ZI063374","yes","0","","0",""
"1","04CUEF12","26","20","0","yes","14.65","16","0","2866889","0","ZID01816","ZI063411","yes","0","","0",""
"1","05CODPVC645","60","6","0","yes","37.014","16","0","2875010","0","ZID01817","ZI063338","yes","0","","0",""
"1","03TM181","51.3181","2.2","0","yes","30.8","16","0","2876225","0","ZID01818","ZI063468","yes","0","","0",""
"1","03LAMGT366","2123","2","0","yes","826.53966","16","0","2879777","0","ZID01819","ZI063680","yes","0","","0",""
"1","05EXXTGT","40","1","0","yes","24.0756","16","0","2879783","0","ZID01820","ZI063681","yes","0","","0",""
"1","01ALREC","44.5","20","0","yes","23.15","16","0","2889267","0","ZID01821","ZI063944","yes","0","","0",""
"1","03127TDC18","48.5","10.8","0","yes","41","16","0","2897903","0","ZID01822","ZI064024","yes","0","","0",""
"1","03LN31018","1430","1","0","yes","920.97","16","0","2897907","0","ZID01823","ZI063997","yes","0","","0",""
"1","01ARECARR","93","2","0","yes","60.34483","16","0","2899597","0","ZID01824","ZI064089","yes","0","","0",""
"2","01CCOMB34","93","2","0","yes","51.725","16","0","2899597","0","ZID01824","ZI064089","yes","0","","0",""
"1","01EST1520","40","9.8","0","yes","22.25","16","0","2901766","0","ZID01825","ZI064211","yes","0","","0",""
"2","01SON20","194","4","0","yes","125.42","16","0","2901766","0","ZID01825","ZI064211","yes","0","","0",""
"1","01ES","125","1","0","yes","81.9045","16","0","2905187","0","ZID01826","ZI064124","yes","0","","0",""
"1","03103TS20","51","6.4","0","yes","35","16","0","2906618","0","ZID01827","ZI064328","yes","0","","0",""
"2","03K30020","51","2","0","yes","33.93232","16","0","2906618","0","ZID01827","ZI064328","yes","0","","0",""
"3","03LN31018","1476","1","0","yes","920.97","16","0","2906618","0","ZID01827","ZI064328","yes","0","","0",""
"4","03M22520","51","5.8","0","yes","35","16","0","2906618","0","ZID01827","ZI064328","yes","0","","0",""
"5","03PP10020","51","12.4","0","yes","35","16","0","2906618","0","ZID01827","ZI064328","yes","0","","0",""
"1","01ARM1543","260","2","0","yes","178.5","16","0","2910124","0","ZID01828","ZI064321","yes","0","","0",""
"1","06TAQ516","10.5","12","0","yes","7.14","16","0","2916360","0","ZID01829","ZI064568","yes","0","","0",""
"1","04CHPAV","200","1","0","yes","112.2","16","0","2917858","0","ZID01830","ZI064587","yes","0","","0",""
"1","04HTAQ14",".3125","10","0","yes",".17513","16","0","2920386","0","ZID01831","ZI064661","yes","0","","0",""
"2","05AO2","6.5","4","0","yes","3.7944","16","0","2920386","0","ZID01831","ZI064661","yes","0","","0",""
"3","06PIJ8112",".4143","10","0","yes",".25","16","0","2920386","0","ZID01831","ZI064661","yes","0","","0",""
"1","01ARM1530","275","3","0","yes","108.54","16","0","2921096","0","ZID01832","ZI064679","yes","0","","0",""
"1","03TAB33","49","4","0","yes","31.5","16","0","2923252","0","ZID01834","ZI064687","yes","0","","0",""
"1","01BLO10","10","100","0","yes","6.4655","16","0","2923273","0","ZID01833","ZI064687","yes","0","","0",""
"1","03P10018","49","16","0","yes","41","16","0","2929782","0","ZID01835","ZI064744","yes","0","","0",""
"1","01ARM124","238","1","0","yes","185.555","16","0","2929842","0","ZID01836","ZI064825","yes","0","","0",""
"2","01SON15","121","1","0","yes","75.11","16","0","2929842","0","ZID01836","ZI064825","yes","0","","0",""
"1","05TINRTT1100","3295","1","0","yes","2411.79","16","0","2937039","0","ZID01837","ZI064970","yes","0","","0",""
"1","03TC30114","596","1.5","0","yes","513.52","16","0","2939698","0","ZID01838","ZI064963","yes","0","","0",""
"1","03TM18112","49","21","0","yes","30.8","16","0","2943052","0","ZID01839","ZI065100","yes","0","","0",""
"1","05CODPVCH3490","4.8","3","0","yes","2.83","16","0","2954045","0","ZID01840","ZI065273","yes","0","","0",""
"2","05COPPVCH34","4.5","3","0","yes","2.7838","16","0","2954045","0","ZID01840","ZI065273","yes","0","","0",""
"3","05PEGAD120","68","1","0","yes","41.3958","16","0","2954045","0","ZID01840","ZI065273","yes","0","","0",""
"4","05TEEPVCH34","6","2","0","yes","3.83","16","0","2954045","0","ZID01840","ZI065273","yes","0","","0",""
"5","05TUBPVCHA34","160","4","0","yes","98.01","16","0","2954045","0","ZID01840","ZI065273","yes","0","","0",""
"1","04HBISTU12","6","15","0","yes","3.31","16","0","2954057","0","ZID01841","ZI065194","yes","0","","0",""
"1","05CODC3490CX","19.5","2","0","yes","11.85767","16","0","2954061","0","ZID01842","ZI065399","yes","0","","0",""
"2","05CODCP9034","3.5","2","0","yes","2.1891","16","0","2954061","0","ZID01842","ZI065399","yes","0","","0",""
"1","03122ES18","47.5605","3.8","0","yes","41","16","0","2954078","0","ZID01843","ZI065339","yes","0","","0",""
"1","060025","240","1","0","yes","150.43","16","0","2954570","0","ZID01844","ZI065436","yes","0","","0",""
"1","06BOQUILCH","185","3","0","yes","113.30172","16","0","2954574","0","ZID01845","ZI065436","yes","0","","0",""
"1","06MANAS3","146","7","0","yes","87.8613","16","0","2956958","0","ZID01846","ZI065491","yes","0","","0",""
"1","03k30018","48.9975","16","0","yes","33.2","16","0","2957355","0","ZID01847","ZI065419","yes","0","","0",""
"1","04CERRSEGINX","650","1","0","yes","363.84","16","0","2965193","0","ZID01848","ZI065436","yes","0","","0",""
"1","03LA10126300","825","2","0","yes","550.85117","16","0","2973277","0","ZID01850","ZI065715","yes","0","","0",""
"2","04HPPB141","2.55","100","0","yes","1.431","16","0","2973277","0","ZID01850","ZI065715","yes","0","","0",""
"3","0614240","96","1","0","yes","57.64667","16","0","2973277","0","ZID01850","ZI065715","yes","0","","0",""
"4","06PES300T","96","1","0","yes","58.1014","16","0","2973277","0","ZID01850","ZI065715","yes","0","","0",""
"5","06TAQA383","7","4","0","yes","4.12","16","0","2973277","0","ZID01850","ZI065715","yes","0","","0",""
"1","05TUBCPVC34","23.3","21.2","0","yes","15.86885","16","0","2973292","0","ZID01849","ZI065741","yes","0","","0",""
"1","01CEMCAZ50","200","175","0","yes","143.5342","16","0","2976908","0","ZID01851","ZI065806","yes","0","","0",""
"1","03RIEL18","54","14.8","0","yes","35","16","0","2976929","0","ZID01852","ZI065908","yes","0","","0",""
"2","04HCR16","68","2","0","yes","38.28","16","0","2976929","0","ZID01852","ZI065908","yes","0","","0",""
"1","08POL1234","6.8","200","0","yes","4.12","16","0","2977762","0","ZID01853","ZI065948","yes","0","","0",""
"1","0847289","248","2","0","yes","191.4375","16","0","2989673","0","ZID01854","ZI066166","yes","0","","0",""
"1","08POL12","3.35","700","0","yes","1.69","16","0","2994086","0","ZID01855","ZI066272","yes","0","","0",""
"1","03POL88","41.4","43.2","0","yes","35.62","16","0","2998280","0","ZID01856","ZI066366","yes","0","","0",""
"1","06RODRUG","44.7","2","0","yes","25.53958","16","0","2998287","0","ZID01857","ZI066418","yes","0","","0",""
"1","01BLO10","10","40","0","yes","6.4655","16","0","3001431","0","ZID01858","ZI065694","yes","0","","0",""
"1","02CINJ","77","1","0","yes","49.98","16","0","3003791","0","ZID01859","ZI066502","yes","0","","0",""
"2","02COMP12","150","1","0","yes","96.55","16","0","3003791","0","ZID01859","ZI066502","yes","0","","0",""
"3","02PANN2","167.55","1","0","yes","108.33","16","0","3003791","0","ZID01859","ZI066502","yes","0","","0",""
"1","05TINT750","3500","1","0","yes","2221.85","16","0","3007529","0","ZID01860","ZI066653","yes","0","","0",""
"1","03TC3012","260","2","0","yes","218.736","16","0","3007555","0","ZID01861","ZI066219","yes","0","","0",""
"1","01SON20","118","3","0","yes","125.42","16","0","3008055","0","ZID01862","ZI066260","yes","0","","0",""
"1","04HDCM14","71","3","0","yes","41.01","16","0","3009793","0","ZID01863","ZI066515","yes","0","","0",""
"1","01ARM204","250","4","0","yes","170.85","16","0","3015298","0","ZID01864","ZI064577","yes","0","","0",""
"2","01CEMCAZ50","200","2","0","yes","143.5342","16","0","3015298","0","ZID01864","ZI064577","yes","0","","0",""
"3","03PTR11210","43.6","130.8","0","yes","15.5","16","0","3015298","0","ZID01864","ZI064577","yes","0","","0",""
"4","03PTR11214","43.6","104","0","yes","26.8","16","0","3015298","0","ZID01864","ZI064577","yes","0","","0",""
"5","04HSI2178","82.6","2","0","yes","54.2","16","0","3015298","0","ZID01864","ZI064577","yes","0","","0",""
"1","01CEMCAZ50","200","4","0","yes","143.5342","16","0","3015310","0","ZID01865","ZI065471","yes","0","","0",""
"2","03SOL141211","44.5","3.8","0","yes","31.87","16","0","3015310","0","ZID01865","ZI065471","yes","0","","0",""
"3","03VCUA38","42.4","4.4","0","yes","24.22","16","0","3015310","0","ZID01865","ZI065471","yes","0","","0",""
"1","05VALPVCER12","21.3333","3","0","yes","13.86417","16","0","3022689","0","ZID01866","ZI067011","yes","0","","0",""
"1","01TAR","200","6","0","yes","200","16","0","3027814","0","ZID01867","ZI067146","yes","0","","0",""
"1","03SOL18112","42.387","6.2","0","yes","31.87","16","0","3029589","0","ZID01868","ZI066917","yes","0","","0",""
"1","08POL1234","5.8","30","0","yes","4.12","16","0","3029812","0","ZID01869","ZI067167","yes","0","","0",""
"1","03P10018","47.6","28","0","yes","41","16","0","3032883","0","ZID01870","ZI067080","yes","0","","0",""
"1","08ROS225","200","4","0","yes","0","16","0","3038721","0","ZID01871","ZI067300","yes","0","","0",""
"1","05CONP34","58.36","1","0","yes","37.72975","16","0","3042083","0","ZID01872","ZI066886","yes","0","","0",""
"1","03PERC050","40","5.6","0","yes","32.8","16","0","3042087","0","ZID01873","ZI067451","yes","0","","0",""
"1","03LPCR723","594.7","1","0","yes","351.36","16","0","3043564","0","ZID01874","ZI067315","yes","0","","0",""
"1","03LG416","1","7","0","yes","1504.25","16","0","3052034","0","ZID01875","ZI065569","yes","0","","0",""
"2","03SOL14112","44.5","24","0","yes","25.63","16","0","3052034","0","ZID01875","ZI065569","yes","0","","0",""
"3","03SOL14114","44.5","30.6","0","yes","26.65","16","0","3052034","0","ZID01875","ZI065569","yes","0","","0",""
"4","04HDCM14","73","2","0","yes","41.01","16","0","3052034","0","ZID01875","ZI065569","yes","0","","0",""
"5","04HDDC7","45","5","0","yes","25.51","16","0","3052034","0","ZID01875","ZI065569","yes","0","","0",""
"6","04HSI2110","106","5","0","yes","59.4","16","0","3052034","0","ZID01875","ZI065569","yes","0","","0",""
"1","03122ES20","40","2.9","0","yes","30.8","16","0","3058173","0","ZID01877","ZI067688","yes","0","","0",""
"1","03PR10020","41","6.4","0","yes","44.2","16","0","3058181","0","ZID01876","ZI067763","yes","0","","0",""
"1","06MP61","16.74234","45","0","yes","9.64889","16","0","3060582","0","ZID01878","ZI067819","yes","0","","0",""
"1","0647665","6580","1","0","yes","0","16","0","3064898","0","ZID01879","ZI067730","yes","0","","0",""
"1","06IMPTR19","1346","2","0","yes","796.55","16","0","3073044","0","ZID01880","ZI068133","yes","0","","0",""
"1","01CAL","84","5","0","yes","60.194","16","0","3078245","0","ZID01881","ZI068240","yes","0","","0",""
"1","01CEMCAZ50","200","1","0","yes","143.5342","16","0","3082053","0","ZID01882","ZI068058","yes","0","","0",""
"1","04HSI2178","97","5","0","yes","54.2","16","0","3083976","0","ZID01883","ZI068288","yes","0","","0",""
"1","03PC12518","40","7.2","0","yes","30.8","16","0","3085633","0","ZID01884","ZI068418","yes","0","","0",""
"2","03PC12520","40","11.2","0","yes","35","16","0","3085633","0","ZID01884","ZI068418","yes","0","","0",""
"1","04PRR5","46","12","0","yes","23.26","16","0","3088278","0","ZID01885","ZI068377","yes","0","","0",""
"1","03121CH20","40","12","0","yes","35","16","0","3088323","0","ZID01886","ZI068440","yes","0","","0",""
"1","03PERC050","40","2.8","0","yes","32.8","16","0","3089251","0","ZID01887","ZI068454","yes","0","","0",""
"1","05COFLEXWCC","52","1","0","yes","33.22","16","0","3090070","0","ZID01888","ZI068518","yes","0","","0",""
"1","05CONTD","50","1","0","yes","32.83667","16","0","3091273","0","ZID01889","ZI068528","yes","0","","0",""
"1","03TAB3Z","42.5","6.2","0","yes","33","16","0","3091278","0","ZID01890","ZI068496","yes","0","","0",""
"1","04HDCM14","73","5","0","yes","41.01","16","0","3092766","0","ZID01891","ZI068496","yes","0","","0",""
"1","03PP40018","40","17.6","0","yes","31.3","16","0","3097745","0","ZID01892","ZI068588","yes","0","","0",""
"1","05TUBGALV522","473.98",".5","0","yes","286.23","16","0","3101877","0","ZID01893","ZI068713","yes","0","","0",""
"1","01CAS651","40","467","0","yes","25.14","16","0","3105861","0","ZID01896","ZI068685","yes","0","","0",""
"1","01CEMCAZ50","188","1","0","yes","146.1206","16","0","3105895","0","ZID01894","ZI068705","yes","0","","0",""
"1","03SOLP12","53","34.2","0","yes","32.3","16","0","3105899","0","ZID01895","ZI068775","yes","0","","0",""
"1","06CLA8","62.5","4","0","yes","40.5372","16","0","3118344","0","ZID01897","ZI069116","yes","0","","0",""
"2","06CLAC212","71.5","2","0","yes","47.4","16","0","3118344","0","ZID01897","ZI069116","yes","0","","0",""
"1","0611987","220","1","0","yes","0","16","0","3121578","0","ZID01898","ZI069195","yes","0","","0",""
"1","01ALREC","41.992","25","0","yes","23.15","16","0","3132427","0","ZID01899","ZI067219","yes","0","","0",""
"2","01VAR38","222.9984","50","0","yes","160.8","16","0","3132427","0","ZID01899","ZI067219","yes","0","","0",""
"2","01VAR38","222.9984","50","0","yes","160.8","16","0","3132433","0","ZID01900","ZI067220","yes","0","","0",""
"1","01ALREC","41.992","25","0","yes","23.15","16","0","3132433","0","ZID01900","ZI067220","yes","0","","0",""
"1","08POL12","2.65","100","0","yes","1.69","16","0","3135562","0","ZID01901","ZI069443","yes","0","","0",""
"1","03127TDC18","47.6","11.2","0","yes","54.741","16","0","3136135","0","ZID01902","ZI069541","yes","0","","0",""
"2","03131MOS20","38","8","0","yes","25","16","0","3136135","0","ZID01902","ZI069541","yes","0","","0",""
"1","01BLO12","10","500","0","yes","6.4655","16","0","3136776","0","ZID01903","ZI069573","yes","0","","0",""
"1","04HHROS","4","100","0","yes","2","16","0","3146345","0","ZID01904","ZI069735","yes","0","","0",""
"1","03TC30114","428.8","4","0","yes","370.734","16","0","3146643","0","ZID01905","ZI069226","yes","0","","0",""
"1","01ALREC","38","6","0","yes","23.4","16","0","3154946","0","ZID01906","ZI069874","yes","0","","0",""
"2","01ARE","640","1","0","yes","413.7931","16","0","3154946","0","ZID01906","ZI069874","yes","0","","0",""
"3","01ARM124","215","8","0","yes","150.45","16","0","3154946","0","ZID01906","ZI069874","yes","0","","0",""
"4","01BLO12","10","400","0","yes","6.4655","16","0","3154946","0","ZID01906","ZI069874","yes","0","","0",""
"5","01CAL","92","1","0","yes","60.194","16","0","3154946","0","ZID01906","ZI069874","yes","0","","0",""
"6","01CEMCAZ50","210","10","0","yes","146.1206","16","0","3154946","0","ZID01906","ZI069874","yes","0","","0",""
