"Clapro","Refori","Fecfac","Fecven","Monto","Estado","Miva","MImp2","MDes","Mcosto","Piva","Pimp2","PDes","Nummov","Numfac","Facpro","Mfondo","Numuser","nusercan"
"ROT78","","07/07/18","07/07/18","12553.86","yes","10822.29","0","0","0","16","0","0","635329","00003208","151003249","0","17","0"
"THE7911","","07/07/18","07/07/18","9711.63","yes","8372.09","0","0","0","16","0","0","635346","00003209","344537923","0","69","0"
"OEVJ71","","09/07/18","09/07/18","2159.98","yes","1862.05","0","0","0","16","0","0","636161","00003210","A-365","0","75","0"
"OEVJ71","","09/07/18","09/07/18","7064.92","yes","6090.45","0","0","0","16","0","0","636361","00003211","0795","0","75","0"
"BLO17","","09/07/18","09/07/18","11039.86","yes","9517.12","0","0","0","16","0","0","636408","00003212","001571","0","75","0"
"OEVJ71","","10/07/18","10/07/18","133110.47","no","114750.41","0","0","0","16","0","0","636547","00003213","KD309257","0","75","0"
"CCA95","","10/07/18","10/07/18","133110","yes","114750","0","0","0","16","0","0","636651","00003214","KA635144","0","75","0"
"CCA95","","10/07/18","10/07/18","120048.26","yes","103489.88","0","0","0","16","0","0","636751","00003215","KA635511","0","75","0"
"OEVJ71","","10/07/18","10/07/18","1800","yes","1551.72","0","0","0","16","0","0","636776","00003216","A-366","0","75","0"
"CCA95","","10/07/18","10/07/18","0","no","0","0","0","0","0","0","0","637268","00003217","99999","0","0","0"
"CCA95","","10/07/18","10/07/18","0","no","0","0","0","0","0","0","0","637270","00003218","99999","0","0","0"
"CCA95","","10/07/18","10/07/18","80910.36","yes","69750.31","0","0","0","16","0","0","637393","00003219","KA635727","0","75","0"
"CCA95","","10/07/18","10/07/18","36000.53","yes","31034.94","0","0","0","16","0","0","637409","00003220","KU7723","0","75","0"
"CCA95","","10/07/18","10/07/18","10801.86","yes","9311.95","0","0","0","16","0","0","637421","00003221","KU7727","0","75","0"
"CCA95","","11/07/18","11/07/18","18840.02","yes","16241.4","0","0","0","16","0","0","637441","00003222","KA635676","0","75","0"
"CCA95","","12/07/18","12/07/18","120432.26","yes","103820.91","0","0","0","16","0","0","638424","00003223","KA636095","0","75","0"
"GFE00","","12/07/18","12/07/18","5987.91","yes","5161.99","0","0","0","16","0","0","638702","00003224","2967713","0","75","0"
"THE7911","","12/07/18","12/07/18","6771.03","yes","5837.09","0","0","0","16","0","0","638790","00003225","344652987","0","0","0"
"OEVJ71","","13/07/18","13/07/18","6799.92","yes","5862","0","0","5948.2","16","0","0","640040","00003226","0803","0","0","0"
"CCA95","","14/07/18","14/07/18","120864.27","yes","104193.34","0","0","0","16","0","0","640230","00003227","KA636791","0","75","0"
"CCA95","","14/07/18","14/07/18","133110.47","yes","114750.41","0","0","0","16","0","0","640602","00003228","KA636727","0","75","0"
"UAFA71","","16/07/18","16/07/18","64951.68","yes","55992.83","0","0","0","16","0","0","641113","00003229","AGFE-66","0","75","0"
"CCA95","","17/07/18","17/07/18","120264.26","yes","103676.09","0","0","0","16","0","0","641809","00003230","KA637441","0","75","0"
"CCA95","","17/07/18","17/07/18","133110.58","yes","114750.5","0","0","0","16","0","0","641813","00003231","KA637072","0","75","0"
"LME56","","17/07/18","17/07/18","59288.06","yes","51110.4","0","0","0","16","0","0","642146","00003232","PLA7661","0","75","0"
"CCA95","","18/07/18","18/07/18","18840.02","yes","16241.4","0","0","0","16","0","0","643208","00003233","KA637588","0","75","0"
"CCA95","","18/07/18","18/07/18","122670.44","yes","105750.38","0","0","0","16","0","0","643277","00003234","KA637663","0","75","0"
"THE7911","","18/07/18","18/07/18","17280.55","yes","14897.03","0","0","0","16","0","0","643393","00003235","344844295","0","0","0"
"ROT78","","18/07/18","18/07/18","12689.18","no","10938.95","0","0","0","16","0","0","643893","00003236","FEM0000186505","0","0","0"
"CCA95","","19/07/18","19/07/18","133110.47","yes","114750.41","0","0","0","16","0","0","644257","00003237","KA637663","0","75","0"
"CCA95","","19/07/18","19/07/18","121032.25","yes","104338.15","0","0","0","16","0","0","644261","00003238","KA638074","0","75","0"
"CCA95","","20/07/18","20/07/18","120444.25","yes","103831.25","0","0","0","16","0","0","645593","00003239","KA638400","0","75","0"
"OEVJ71","","21/07/18","21/07/18","6800","yes","5862.07","0","0","5948.2","16","0","0","646529","00003240","0809","0","75","0"
"CCA95","","21/07/18","21/07/18","133110.47","yes","114750.41","0","0","0","16","0","0","646535","00003241","KA638332","0","75","0"
"CCA95","","21/07/18","21/07/18","120444.25","yes","103831.25","0","0","0","16","0","0","646539","00003242","KA638400","0","75","0"
"THE7911","","21/07/18","21/07/18","3601.65","yes","3104.87","0","0","0","16","0","0","646516","00003243","34497911","0","75","0"
"CCA95","","23/07/18","23/07/18","120912.27","yes","104234.72","0","0","0","16","0","0","646665","00003244","KA638744","0","75","0"
"SMM7906","","23/07/18","23/07/18","3733.18","yes","3218.26","0","0","0","16","0","0","646671","00003245","FCEMTY6030166","0","0","0"
"ROT78","","23/07/18","23/07/18","12689.33","yes","10939.08","0","0","0","16","0","0","647030","00003246","FEM00001","0","75","0"
"VCI87","","23/07/18","23/07/18","6405.59","no","5522.06","0","0","0","16","0","0","635776","00003247","40149","0","0","0"
"CCA95","","23/07/18","23/07/18","133110.58","yes","114750.5","0","0","0","16","0","0","647500","00003248","KA638676","0","75","0"
"CCA95","","24/07/18","24/07/18","120768.26","yes","104110.57","0","0","0","16","0","0","648545","00003249","KA639375","0","75","0"
"CCA95","","24/07/18","24/07/18","120264.16","yes","103676","0","0","0","16","0","0","648551","00003250","KA639077","0","75","0"
"CCA95","","24/07/18","24/07/18","133110.47","yes","114750.41","0","0","0","16","0","0","648865","00003251","KA639330","0","75","0"
"CCA95","","24/07/18","24/07/18","133110.47","yes","114750.41","0","0","0","16","0","0","648870","00003252","KA639011","0","75","0"
"CCA95","","24/07/18","24/07/18","133110.47","yes","114750.41","0","0","0","16","0","0","648888","00003253","KA639641","0","75","0"
"OEVJ71","","25/07/18","25/07/18","6799.92","yes","5862","0","0","0","16","0","0","649026","00003254","0815","0","75","0"
"VCI87","","25/07/18","25/07/18","96.63","yes","83.3","0","0","0","16","0","0","649717","00003255","40149-","0","75","0"
"VCI87","","25/07/18","25/07/18","161.62","yes","139.33","0","0","0","16","0","0","649801","00003256","40149","0","75","0"
"PRM07","","25/07/18","25/07/18","232832.88","yes","200718","0","0","0","16","0","0","649834","00003257","15330","0","0","0"
"PRM07","","25/07/18","25/07/18","4326.8","yes","3730","0","0","0","16","0","0","650090","00003258","15331","0","0","0"
"OEVJ71","","26/07/18","26/07/18","6799.92","yes","5862","0","0","0","16","0","0","650582","00003259","0821","0","75","0"
"BLO17","","26/07/18","26/07/18","5519.93","yes","4758.56","0","0","0","16","0","0","650586","00003260","001659","0","75","0"
"CCA95","","26/07/18","26/07/18","120816.26","yes","104151.95","0","0","0","16","0","0","650593","00003261","838637","0","75","0"
"CAFE4808","","26/07/18","26/07/18","11757.1","yes","10135.43","0","0","0","16","0","0","651241","00003262","78280","0","75","0"
"OEVJ71","","26/07/18","26/07/18","8124.93","yes","7004.25","0","0","0","16","0","0","651337","00003263","0823","0","75","0"
"OEVJ71","","27/07/18","27/07/18","8569.04","yes","7387.11","0","0","7456.91","16","0","0","651909","00003264","0826","0","75","0"
"BLO17","","27/07/18","27/07/18","6799.99","yes","5862.06","0","0","0","16","0","0","651916","00003265","001668","0","75","0"
"MECM60","","27/07/18","27/07/18","7000.02","yes","6034.5","0","0","0","16","0","0","652001","00003266","4517","0","75","0"
"OEVJ71","","31/07/18","31/07/18","5369.94","yes","4629.26","0","0","0","16","0","0","653633","00003267","a-417","0","75","0"
"CCA95","","31/07/18","31/07/18","120696.26","yes","104048.5","0","0","0","16","0","0","653833","00003268","KA641362","0","75","0"
"CCA95","","31/07/18","31/07/18","133110.47","yes","114750.41","0","0","0","16","0","0","653837","00003269","KA641317","0","75","0"
"CCA95","","31/07/18","31/07/18","122670.44","yes","105750.38","0","0","0","16","0","0","653841","00003270","KA640998","0","75","0"
"CCA95","","31/07/18","31/07/18","120648.26","yes","104007.12","0","0","0","16","0","0","653845","00003271","KA640716","0","75","0"
"CCA95","","31/07/18","31/07/18","1200","yes","1034.48","0","0","0","16","0","0","653849","00003272","KU8087","0","75","0"
"VCI87","","31/07/18","31/07/18","6405.59","yes","5522.06","0","0","0","16","0","0","653892","00003273","40149","0","75","0"
"CCA95","","31/07/18","31/07/18","120312.26","yes","103717.47","0","0","0","16","0","0","654118","00003274","KA641678","0","75","0"
"YC050","","01/08/18","01/08/18","35264","yes","30400","0","0","0","16","0","0","654534","00003275","1025387","0","75","0"
"DEA71","","01/08/18","01/08/18","7221.02","yes","6225.02","0","0","0","16","0","0","654568","00003276","KT2564","0","0","0"
"DEA71","","01/08/18","01/08/18","11356.77","yes","9790.32","0","0","0","16","0","0","654625","00003277","KT2563","0","0","0"
"DEA710","","01/08/18","01/08/18","767.74","yes","661.84","0","0","0","16","0","0","654633","00003278","KT2566","0","0","0"
"DEA71","","01/08/18","01/08/18","7605.01","yes","6556.04","0","0","0","16","0","0","654638","00003279","KT2560","0","0","0"
"DEA710","","01/08/18","01/08/18","14552.12","yes","12544.93","0","0","0","16","0","0","654643","00003280","KT2565","0","0","0"
"OEVJ71","","01/08/18","01/08/18","6799.92","yes","5862","0","0","0","16","0","0","654653","00003281","0833","0","75","0"
"CCA95","","01/08/18","01/08/18","12000.01","yes","10344.84","0","0","0","16","0","0","654855","00003282","KU8087-","0","75","0"
"THE7911","","01/08/18","01/08/18","12128.23","yes","10455.37","0","0","0","16","0","0","644823","00003283","345211007","0","0","0"
"LSC","","02/08/18","02/08/18","45212.16","yes","38976","0","0","0","16","0","0","655676","00003284","48609","0","75","0"
"DDS15","","02/08/18","02/08/18","18866.36","yes","16264.1","0","0","0","16","0","0","655777","00003285","89748","0","75","0"
"PLO13","","02/08/18","02/08/18","4714.96","yes","4064.62","0","0","5071.37","16","0","0","655886","00003286","46445","0","75","0"
"THE7911","","03/08/18","03/08/18","5762.91","yes","4968.03","0","0","0","16","0","0","656422","00003287","345330781","0","0","0"
"CCA95","","04/08/18","04/08/18","240840.51","yes","207621.13","0","0","0","16","0","0","657217","00003288","KA642688","0","75","0"
"OEVJ71","","06/08/18","06/08/18","2275.04","yes","1961.25","0","0","0","16","0","0","658593","00003289","A-432","0","75","0"
"CCA95","","07/08/18","07/08/18","120240.26","yes","103655.4","0","0","0","16","0","0","659212","00003290","KA643351","0","75","0"
"CCA95","","07/08/18","07/08/18","133110.57","yes","114750.49","0","0","0","16","0","0","659218","00003291","KA643299","0","75","0"
"LSC","","07/08/18","07/08/18","25835.52","yes","22272","0","0","0","16","0","0","659388","00003292","G-48685","0","75","0"
"DEA710","","07/08/18","07/08/18","89212.66","no","76907.47","0","0","0","16","0","0","659424","00003293","KT2654","0","75","0"
"GFE00","","07/08/18","07/08/18","6104.77","yes","5262.73","0","0","0","16","0","0","659527","00003294","3004925","0","0","0"
"DEA710","","07/08/18","07/08/18","13308.98","yes","11473.26","0","0","0","16","0","0","659621","00003295","KT2662","0","75","0"
"FPL12","","08/08/18","08/08/18","7000","yes","6034.48","0","0","0","16","0","0","659993","00003296","A23451","0","75","0"
"TIS97","","08/08/18","08/08/18","4279.24","yes","3689","0","0","0","16","0","0","660075","00003297","23121","0","0","0"
"DDS15","","08/08/18","08/08/18","23167.67","yes","19972.13","0","0","0","16","0","0","655400","00003298","90157","0","0","0"
"ROT78","","09/08/18","09/08/18","12861.43","yes","11087.44","0","0","0","16","0","0","661368","00003299","188234","0","0","0"
"THE7911","","09/08/18","09/08/18","9775.53","no","8427.18","0","0","0","16","0","0","661523","00003300","345552533","0","0","0"
"CQM66","","09/08/18","09/08/18","62041.06","yes","53483.67","0","0","0","16","0","0","661868","00003301","090818","0","0","0"
"THE7911","","09/08/18","09/08/18","9775.53","yes","8427.18","0","0","0","16","0","0","661956","00003302","345552256","0","0","0"
"CCA95","","09/08/18","09/08/18","133110.58","yes","114750.5","0","0","0","16","0","0","662156","00003303","KA644276","0","75","0"
"DEA710","","10/08/18","10/08/18","1059.74","yes","913.57","0","0","0","16","0","0","662946","00003304","KT2747","0","75","0"
"DEA71","","10/08/18","10/08/18","34974.04","yes","30150.03","0","0","0","16","0","0","662951","00003305","KT2759","0","75","0"
"GFE00","","10/08/18","10/08/18","1197.82","yes","1032.6","0","0","0","16","0","0","662961","00003306","3013492","0","75","0"
"GFE00","","10/08/18","10/08/18","4495.57","yes","3875.49","0","0","0","16","0","0","662980","00003307","33013491","0","75","0"
"CCA95","","11/08/18","11/08/18","133110.58","yes","114750.5","0","0","0","16","0","0","663438","00003308","KA644629","0","75","0"
"CCA95","","11/08/18","11/08/18","119472.26","yes","102993.33","0","0","0","16","0","0","663442","00003309","KA644695","0","75","0"
"CCA95","","13/08/18","13/08/18","57499.92","no","49568.9","0","0","0","16","0","0","663861","00003310","5197049","0","75","0"
"CCA95","","13/08/18","13/08/18","30000.04","yes","25862.1","0","0","0","16","0","0","663892","00003311","5197049","0","75","0"
"CCA95","","13/08/18","13/08/18","107010.48","yes","92250.41","0","0","0","16","0","0","664270","00003312","KA644972","0","75","0"
"MECM60","","13/08/18","13/08/18","7000","yes","6034.48","0","0","0","16","0","0","664274","00003313","13/08/2018","0","75","0"
"OEVJ71","","14/08/18","14/08/18","6799.92","yes","5862","0","0","6034.48","16","0","0","664674","00003314","0387","0","75","0"
"CCA95","","14/08/18","14/08/18","133110.47","yes","114750.41","0","0","0","16","0","0","664845","00003315","KA645289","0","75","0"
"CCA95","","14/08/18","14/08/18","119712.23","yes","103200.2","0","0","0","16","0","0","664849","00003316","KA645343","0","75","0"
"LSC","","14/08/18","14/08/18","58129.92","yes","50112","0","0","0","16","0","0","664933","00003317","G-48814","0","75","0"
"CCA95","","15/08/18","15/08/18","120744.26","yes","104089.88","0","0","0","16","0","0","665794","00003318","KA645642","0","75","0"
"CCA95","","15/08/18","15/08/18","133110.58","yes","114750.5","0","0","0","16","0","0","665798","00003319","KA645582","0","75","0"
"OEVJ71","","15/08/18","15/08/18","6799.92","yes","5862","0","0","6034.48","16","0","0","665827","00003320","0841","0","75","0"
"CCA95","","16/08/18","16/08/18","120312.26","yes","103717.47","0","0","0","16","0","0","666280","00003321","KA645956","0","75","0"
"THE7911","","16/08/18","16/08/18","9208.76","yes","7938.58","0","0","0","16","0","0","662200","00003322","34574601","0","0","0"
"OEVJ71","","16/08/18","16/08/18","1325","yes","1142.24","0","0","0","16","0","0","666606","00003323","A-","0","75","0"
"CCA95","","16/08/18","16/08/18","7000","no","6034.48","0","0","0","16","0","0","666892","00003324","0844","0","75","0"
"CCA95","","17/08/18","17/08/18","133110.58","yes","114750.5","0","0","0","16","0","0","667045","00003325","KA646222","0","75","0"
"OEVJ71","","17/08/18","17/08/18","6799.92","yes","5862","0","0","6034.48","16","0","0","667247","00003326","0845","0","75","0"
"DEA71","","17/08/18","17/08/18","9583.48","yes","8261.62","0","0","0","16","0","0","667253","00003327","KT2869","0","0","0"
"DEA710","","17/08/18","17/08/18","12774.52","yes","11012.52","0","0","0","16","0","0","667258","00003328","KT2867","0","75","0"
"OEVJ71","","17/08/18","17/08/18","6799.92","yes","5862","0","0","6034.48","16","0","0","667265","00003329","0844","0","75","0"
"GFE00","","17/08/18","17/08/18","163.56","yes","141","0","0","0","16","0","0","667626","00003330","3024330","0","75","0"
"CCA95","","18/08/18","18/08/18","10801.86","yes","9311.95","0","0","0","16","0","0","667708","00003331","KD317391","0","75","0"
"CCA95","","18/08/18","18/08/18","120840.22","yes","104172.6","0","0","0","16","0","0","667642","00003332","KA646632","0","75","0"
"CCA95","","18/08/18","18/08/18","24000.03","yes","20689.68","0","0","0","16","0","0","667713","00003333","KA317390","0","75","0"
"CCA95","","18/08/18","18/08/18","234901.02","yes","202500.88","0","0","0","16","0","0","667717","00003334","KA646562","0","75","0"
"CCA95","","20/08/18","20/08/18","104040.41","yes","89690.01","0","0","0","16","0","0","668930","00003335","KA6468661","0","75","0"
"CCA95","","20/08/18","20/08/18","133110.58","yes","114750.5","0","0","0","16","0","0","668935","00003336","KA646891","0","75","0"
"CCA95","","21/08/18","21/08/18","120288.26","no","103696.78","0","0","0","16","0","0","669288","00003337","KA647246","0","75","0"
"CCA95","","21/08/18","21/08/18","120288.26","yes","103696.78","0","0","0","16","0","0","669901","00003338","KA647246","0","75","0"
"OEVJ71","","23/08/18","23/08/18","1230.01","no","1060.35","0","0","0","16","0","0","671466","00003339","A-464","0","75","0"
"OEVJ71","","23/08/18","23/08/18","5825","no","5021.55","0","0","0","16","0","0","671592","00003340","A-463","0","75","0"
"PRM07","","23/08/18","23/08/18","200650.4","yes","172974.48","0","0","0","16","0","0","671994","00003341","15764","0","75","0"
"OEVJ71","","23/08/18","23/08/18","5825","no","5021.55","0","0","0","16","0","0","672397","00003342","463","0","0","0"
"OEVJ71","","23/08/18","23/08/18","6799.99","yes","5862.06","0","0","5862","16","0","0","672507","00003343","0861","0","75","0"
"OEVJ71","","24/08/18","24/08/18","6799.99","yes","5862.06","0","0","5862","16","0","0","672705","00003344","0862","0","75","0"
"OEVJ71","","24/08/18","24/08/18","1832.92","yes","1580.11","0","0","0","16","0","0","672902","00003345","463","0","75","0"
"OEVJ71","","24/08/18","24/08/18","8124.99","yes","7004.3","0","0","7327.58","16","0","0","672993","00003346","0863","0","75","0"
"GFE00","","24/08/18","24/08/18","11959.93","yes","10310.29","0","0","0","16","0","0","672999","00003347","3035865","0","75","0"
"OEVJ71","","24/08/18","24/08/18","410","yes","353.45","0","0","560.4","16","0","0","673040","00003348","24082018","0","75","0"
"PLO13","","24/08/18","24/08/18","1410.08","yes","1215.59","0","0","0","16","0","0","673114","00003349","C-47346","0","75","0"
"OEVJ71","","24/08/18","24/08/18","8124.99","yes","7004.3","0","0","7327.58","16","0","0","673143","00003350","0864","0","75","0"
"THE7911","","29/08/18","29/08/18","25817.05","no","22256.08","0","0","0","16","0","0","675937","00003351","34618691","0","75","0"
"OEVJ71","","29/08/18","29/08/18","2020.01","yes","1741.39","0","0","0","16","0","0","676095","00003352","A-483","0","75","0"
"THE7911","","29/08/18","29/08/18","25817.05","yes","22256.08","0","0","0","16","0","0","676466","00003353","34618691-","0","0","0"
"ROT78","","29/08/18","29/08/18","1697.08","yes","1463","0","0","0","16","0","0","676807","00003354","29082018","0","75","0"
"DDS15","","30/08/18","30/08/18","33668.74","yes","29024.78","0","0","0","16","0","0","671827","00003355","92123","0","0","0"
"DDS15","","30/08/18","30/08/18","1600.24","yes","1379.52","0","0","0","16","0","0","677923","00003356","92155","0","0","0"
"DDS15","","30/08/18","30/08/18","5435.72","yes","4685.96","0","0","0","16","0","0","678018","00003357","92127","0","0","0"
"OEVJ71","","30/08/18","30/08/18","8499.99","yes","7327.58","0","0","0","16","0","0","678756","00003358","0870","0","0","0"
"CCA95","","31/08/18","31/08/18","266220.95","yes","229500.82","0","0","0","16","0","0","679368","00003359","KA650045","0","75","0"
"LSC","","01/09/18","01/09/18","18708.48","yes","16128","0","0","0","16","0","0","679720","00003360","G049191","0","0","0"
"CCA95","","01/09/18","01/09/18","266220.95","yes","229500.82","0","0","0","16","0","0","679886","00003361","KA650389","0","0","0"
"PEEF61","","04/09/18","04/09/18","551.75","no","475.65","0","0","0","16","0","0","681768","00003362","9094133","0","75","0"
"OEVJ71","","04/09/18","04/09/18","7420.06","no","6396.6","0","0","0","16","0","0","681903","00003363","A-497","0","75","0"
"OEVJ71","","04/09/18","04/09/18","13075.07","yes","11271.61","0","0","0","16","0","0","681969","00003364","A-496","0","75","0"
"OEVJ71","","04/09/18","04/09/18","6799.92","yes","5862","0","0","0","16","0","0","682200","00003365","0877","0","75","0"
"DDS15","","04/09/18","04/09/18","7316.35","yes","6307.2","0","0","0","16","0","0","677951","00003366","92484","0","75","0"
"GFE00","","04/09/18","04/09/18","8539.41","yes","7361.56","0","0","0","16","0","0","682266","00003367","3049172","0","0","0"
"CCA95","","05/09/18","05/09/18","120456.26","yes","103841.6","0","0","95566.95","16","0","0","682498","00003368","KA651326","0","75","0"
"CCA95","","05/09/18","05/09/18","131070.16","yes","112991.52","0","0","0","16","0","0","682554","00003369","KA651264","0","0","0"
"OEVJ71","","05/09/18","05/09/18","6799.92","yes","5862","0","0","0","16","0","0","682559","00003370","0879","0","0","0"
"CCA95","","06/09/18","06/09/18","120648.26","yes","104007.12","0","0","0","16","0","0","683423","00003371","KA651642","0","0","0"
"OEVJ71","","06/09/18","06/09/18","6799.92","yes","5862","0","0","0","16","0","0","683429","00003372","0881","0","75","0"
"OEVJ71","","06/09/18","06/09/18","6799.92","yes","5862","0","0","0","16","0","0","684036","00003373","0885","0","0","0"
"CCA95","","06/09/18","06/09/18","120264.26","yes","103676.09","0","0","0","16","0","0","684048","00003374","KA651983","0","0","0"
"CAFE4808","","06/09/18","06/09/18","15435.36","yes","13306.35","0","0","0","16","0","0","684053","00003375","E864","0","0","0"
"THE7911","","07/09/18","07/09/18","18389.99","yes","15853.44","0","0","0","16","0","0","680169","00003376","34642464","0","0","0"
"CCA95","","07/09/18","07/09/18","131070.16","yes","112991.52","0","0","0","16","0","0","684902","00003377","KA651907","0","0","0"
"CCA95","","07/09/18","07/09/18","120192.26","yes","103614.02","0","0","103676.09","16","0","0","684907","00003378","5220636","0","75","0"
"CQM66","","08/09/18","08/09/18","68653.06","yes","59183.67","0","0","0","16","0","0","685379","00003379","080918","0","0","0"
"YC050","","10/09/18","10/09/18","35264","yes","30400","0","0","0","16","0","0","686852","00003380","1029332","0","0","0"
"CCA95","","10/09/18","10/09/18","131070.16","yes","112991.52","0","0","0","16","0","0","686861","00003381","KA653007","0","0","0"
"CCA95","","10/09/18","10/09/18","120096.26","yes","103531.26","0","0","0","16","0","0","686507","00003382","KA653066","0","0","0"
"OEVJ71","","11/09/18","11/09/18","7250","yes","6250","0","0","0","16","0","0","687238","00003383","A-508","0","0","0"
"PRM07","","11/09/18","11/09/18","209696.17","no","180772.56","0","0","0","16","0","0","687442","00003384","16060","0","0","0"
"PRM07","","12/09/18","12/09/18","209696.17","yes","180772.56","0","0","0","16","0","0","687749","00003385","16060-","0","75","0"
"CCA95","","12/09/18","12/09/18","131070.16","yes","112991.52","0","0","0","16","0","0","688217","00003386","KA653702","0","0","0"
"OEVJ71","","12/09/18","12/09/18","6799.92","yes","5862","0","0","0","16","0","0","688235","00003387","0897","0","0","0"
"OEVJ71","","12/09/18","12/09/18","6799.92","yes","5862","0","0","0","16","0","0","688222","00003388","0898","0","75","0"
"DDS15","","13/09/18","13/09/18","35804.82","yes","30866.23","0","0","0","16","0","0","688682","00003389","93296","0","0","0"
"VCI87","","13/09/18","13/09/18","7318.46","yes","6309.02","0","0","0","16","0","0","689174","00003390","49272","0","0","0"
"CCA95","","13/09/18","13/09/18","131070.16","yes","112991.52","0","0","0","16","0","0","689326","00003391","KA653350","0","0","0"
"CCA95","","14/09/18","14/09/18","120648.26","yes","104007.12","0","0","0","16","0","0","690256","00003392","KA654137","0","0","0"
"THE7911","","14/09/18","14/09/18","20684.13","yes","17831.15","0","0","0","16","0","0","690265","00003393","346731839","0","0","0"
"UAFA71","","14/09/18","14/09/18","41297.43","yes","35601.23","0","0","0","16","0","0","690403","00003394","AGFE-88","0","0","0"
"CCA95","","15/09/18","15/09/18","120408.26","yes","103800.22","0","0","0","16","0","0","691003","00003395","KA654484","0","0","0"
"LSC","","15/09/18","15/09/18","47907.07","yes","41299.2","0","0","0","16","0","0","691009","00003396","G49425","0","0","0"
"PIM78","","15/09/18","15/09/18","1202.69","yes","1036.8","0","0","0","16","0","0","691023","00003397","544638","0","0","0"
"OEVJ71","","17/09/18","17/09/18","6799.92","yes","5862","0","0","0","16","0","0","691657","00003398","0906","0","0","0"
"OEVJ71","","17/09/18","17/09/18","5439.94","yes","4689.6","0","0","0","16","0","0","691861","00003399","0908","0","0","0"
"UAFA71","","17/09/18","17/09/18","24765.05","yes","21349.18","0","0","0","16","0","0","691876","00003400","AGFE-90","0","0","0"
"CCA95","","18/09/18","18/09/18","120936.26","yes","104255.4","0","0","0","16","0","0","692747","00003401","KA655099","0","0","0"
"CCA95","","18/09/18","18/09/18","131070.16","yes","112991.52","0","0","0","16","0","0","692773","00003402","KA654745","0","0","0"
"PERC80","","18/09/18","18/09/18","6301.58","yes","5432.4","0","0","0","16","0","0","693039","00003403","a1146","0","0","0"
"DDS15","","18/09/18","18/09/18","370.79","yes","319.65","0","0","0","16","0","0","693044","00003404","93656","0","0","0"
"CCA95","","18/09/18","18/09/18","139230.71","yes","120026.47","0","0","0","16","0","0","693058","00003405","KA655333","0","0","0"
"CCA95","","19/09/18","19/09/18","120528.26","yes","103903.67","0","0","0","16","0","0","694277","00003406","KA655706","0","0","0"
"OEVJ71","","19/09/18","19/09/18","9310","yes","8025.86","0","0","0","16","0","0","694289","00003407","A-530","0","0","0"
"EBA8202","","20/09/18","20/09/18","11553.88","yes","9960.24","0","0","0","16","0","0","694665","00003408","190413","0","0","0"
"THE7911","","20/09/18","20/09/18","5449.95","yes","4698.23","0","0","0","16","0","0","695097","00003409","346900004","0","0","0"
"CCA95","","21/09/18","21/09/18","139230.69","yes","120026.46","0","0","0","16","0","0","695777","00003410","KA655961","0","0","0"
"CCA95","","22/09/18","22/09/18","239978.57","yes","206878.08","0","0","207600.45","16","0","0","696100","00003411","KA656352","0","75","0"
"CCA95","","22/09/18","22/09/18","120098.35","yes","103533.06","0","0","103800.22","16","0","0","696705","00003412","KA","0","75","0"
"OEVJ71","","24/09/18","24/09/18","7099.99","yes","6120.68","0","0","0","16","0","0","697443","00003413","0923","0","0","0"
"PLO13","","24/09/18","24/09/18","187.68","yes","161.79","0","0","0","16","0","0","697543","00003414","A-4272","0","0","0"
"DEA71","","24/09/18","24/09/18","48488","no","41800","0","0","0","16","0","0","697493","00003415","AA-20","0","0","0"
"ROZG45","","24/09/18","24/09/18","48488","no","41800","0","0","0","16","0","0","697608","00003416","20","0","75","0"
"CCA95","","25/09/18","25/09/18","139230.69","yes","120026.46","0","0","0","16","0","0","692275","00003417","KA656610","0","0","0"
"AAL05","","25/09/18","25/09/18","2239.03","yes","1930.2","0","0","0","16","0","0","698668","00003418","116854","0","0","0"
"PIM78","","25/09/18","25/09/18","3619.72","yes","3120.45","0","0","0","16","0","0","698691","00003419","545610","0","0","0"
"PIM78","","25/09/18","25/09/18","228.47","yes","196.96","0","0","0","16","0","0","698710","00003420","54611","0","0","0"
"CCA95","","25/09/18","25/09/18","120000.24","yes","103448.48","0","0","0","16","0","0","698719","00003421","KA656947","0","0","0"
"CCA95","","25/09/18","25/09/18","139230.71","yes","120026.47","0","0","0","16","0","0","698786","00003422","KA656898","0","0","0"
"CCA95","","25/09/18","25/09/18","120408.26","yes","103800.22","0","0","0","16","0","0","698887","00003423","KA657192","0","0","0"
"CCA95","","25/09/18","25/09/18","139230.71","yes","120026.47","0","0","0","16","0","0","698893","00003424","KA656288","0","0","0"
"OEVJ71","","26/09/18","26/09/18","7099.99","yes","6120.68","0","0","0","16","0","0","699152","00003425","0926","0","0","0"
"ROT78","","26/09/18","26/09/18","24005.52","yes","20694.41","0","0","0","16","0","0","699560","00003426","260918","0","0","0"
"OEVJ71","","26/09/18","26/09/18","7099.99","yes","6120.68","0","0","0","16","0","0","699490","00003427","0928","0","0","0"
"DDS15","","27/09/18","27/09/18","9199.61","yes","7930.7","0","0","0","16","0","0","700020","00003428","94424","0","0","0"
"CCA95","","27/09/18","27/09/18","139230.69","yes","120026.46","0","0","0","16","0","0","700108","00003429","KA657457","0","0","0"
"CCA95","","27/09/18","27/09/18","120456.26","yes","103841.6","0","0","0","16","0","0","700124","00003430","KA657523","0","0","0"
