"Clapro","Refori","Fecfac","Fecven","Monto","Estado","Miva","MImp2","MDes","Mcosto","Piva","Pimp2","PDes","Nummov","Numfac","Facpro","Mfondo","Numuser","nusercan"
"LME56","0.00","11/07/23","11/07/23","94711.23","yes","81647.62","0","0","0","16","0","0","4060678","00010885","4482","0","134","0"
"OESM9709038W6","0.00","12/07/23","12/07/23","520","yes","448.28","0","0","0","16","0","0","4061067","00010886","ZI 89783","0","131","0"
"OESM9709038W6","0.00","12/07/23","12/07/23","1040","yes","896.55","0","0","0","16","0","0","4061071","00010887"," ZI 89760","0","131","0"
"FHR1810","0.00","12/07/23","12/07/23","2560","yes","0","2560","0","0","0","0","0","4061902","00010888","HB 352","0","131","0"
"CCA95","0.00","12/07/23","12/07/23","146227.49","yes","126058.18","0","0","0","16","0","0","4063144","00010889","1456017","0","134","0"
"OESM9709038W6","0.00","12/07/23","12/07/23","18000","yes","15517.24","0","0","0","16","0","0","4063168","00010890","3386","0","134","0"
"OESM9709038W6","0.00","12/07/23","12/07/23","1560","yes","1344.83","0","0","0","16","0","0","4063172","00010891","89756","0","134","0"
"CCA95","0.00","12/07/23","12/07/23","172379.93","yes","148603.39","0","0","0","16","0","0","4063305","00010892","1453394","0","131","0"
"OESM9709038W6","0.00","12/07/23","12/07/23","910","yes","784.48","0","0","0","16","0","0","4064001","00010893","89840","0","134","0"
"OESM9709038W6","0.00","12/07/23","12/07/23","260","yes","224.14","0","0","0","16","0","0","4064021","00010894","89869","0","134","0"
"FHR1810","0.00","12/07/23","12/07/23","2240","yes","0","2240","0","0","0","0","0","4064358","00010895","ADFHB358","0","134","0"
"OESM9709038W6","0.00","13/07/23","13/07/23","390","yes","336.21","0","0","0","16","0","0","4064593","00010896","ZI 89856","0","131","0"
"OESM9709038W6","0.00","13/07/23","13/07/23","520","yes","448.28","0","0","0","16","0","0","4065452","00010897","3032","0","134","0"
"VCI87","0.00","13/07/23","13/07/23","110.17","yes","94.97","0","0","0","16","0","0","4066089","00010898","8732","0","134","0"
"VCI87","0.00","13/07/23","13/07/23","330.14","yes","284.6","0","0","0","16","0","0","4066103","00010899","8736","0","134","0"
"GCA90","0.00","13/07/23","13/07/23","766.85","yes","661.08","0","0","0","16","0","0","4066147","00010900","8745","0","134","0"
"STC0912","0.00","13/07/23","13/07/23","1922.12","yes","1657","0","0","0","16","0","0","4066159","00010901","8750","0","134","0"
"OESM9709038W6","0.00","13/07/23","13/07/23","1950","yes","1681.03","0","0","0","16","0","0","4067201","00010902","3030","0","134","0"
"FHR1810","0.00","13/07/23","13/07/23","2480","no","0","2480","0","0","0","0","0","4067874","00010903","ADFHB351","0","134","0"
"GFE00","0.00","13/07/23","13/07/23","9437.58","yes","8135.85","0","0","0","16","0","0","4068173","00010904","6751659","0","134","0"
"FHR1810","0.00","14/07/23","14/07/23","2480","yes","0","2480","0","0","0","0","0","4069478","00010905","ADFHB261","0","134","0"
"CCA95","0.00","14/07/23","14/07/23","138192.6","yes","119131.55","0","0","0","16","0","0","4069575","00010906","1454759","0","134","0"
"OESM9709038W6","0.00","14/07/23","14/07/23","3400","yes","2931.03","0","0","0","16","0","0","4070049","00010907","89953","0","134","0"
"OESM9709038W6","0.00","14/07/23","14/07/23","18000","yes","15517.24","0","0","0","16","0","0","4071137","00010908","3392","0","131","0"
"ROT78","0.00","14/07/23","14/07/23","44326.59","yes","38212.58","0","0","0","16","0","0","4071266","00010909","338054","0","131","0"
"FHR1810","0.00","14/07/23","14/07/23","3200","yes","0","3200","0","0","0","0","0","4071459","00010910","HB 367 d","0","131","0"
"OESM9709038W6","0.00","15/07/23","15/07/23","1040","yes","896.55","0","0","0","16","0","0","4072097","00010911","ZI 89984","0","131","0"
"OESM9709038W6","0.00","15/07/23","15/07/23","520","yes","448.28","0","0","0","16","0","0","4072101","00010912","ZI 90041","0","131","0"
"AAL05","0.00","15/07/23","15/07/23","93783.17","yes","80847.56","0","0","0","16","0","0","4072163","00010913","290676","0","134","0"
"THE7911","0.00","15/07/23","15/07/23","27112.89","yes","23373.18","0","0","0","16","0","0","4073134","00010914"," 1135184222","0","134","0"
"AME75","0.00","15/07/23","15/07/23","391994.16","yes","337926","0","0","0","16","0","0","4073901","00010915","101357","0","134","0"
"OESM9709038W6","0.00","15/07/23","15/07/23","585","yes","504.31","0","0","0","16","0","0","4073992","00010916","90023","0","134","0"
"FOR15","0.00","15/07/23","15/07/23","9280","yes","8000","0","0","0","16","0","0","4074044","00010917","8715","0","134","0"
"CON09","0.00","15/07/23","15/07/23","42559.95","yes","36689.61","0","0","0","16","0","0","4074048","00010918","269999","0","134","0"
"AAL05","0.00","15/07/23","15/07/23","4638.32","yes","3998.55","0","0","0","16","0","0","4074053","00010919","290677","0","134","0"
"GFE00","0.00","15/07/23","15/07/23","5486.8","yes","4730","0","0","0","16","0","0","4074060","00010920","6757612","0","134","0"
"GFE00","0.00","15/07/23","15/07/23","2186.41","yes","1884.84","0","0","0","16","0","0","4074065","00010921","6758511","0","134","0"
"SUA94","0.00","15/07/23","15/07/23","157760","yes","136000","0","0","0","16","0","0","4074241","00010922"," 44603","0","134","0"
"APO69","0.00","15/07/23","15/07/23","90480","yes","78000","0","0","0","16","0","0","4074246","00010923","60305","0","134","0"
"CCA95","0.00","17/07/23","17/07/23","172379.93","yes","148603.39","0","0","0","16","0","0","4074785","00010924","1453396","0","131","0"
"OESM9709038W6","0.00","17/07/23","17/07/23","260","yes","224.14","0","0","0","16","0","0","4075120","00010925"," ZI90092","0","131","0"
"OESM9709038W6","0.00","17/07/23","17/07/23","6230","yes","5370.69","0","0","0","16","0","0","4075450","00010926","90090","0","134","0"
"FHR1810","0.00","17/07/23","17/07/23","1920","yes","0","1920","0","0","0","0","0","4076134","00010927","ADFHB370","0","134","0"
"OESM9709038W6","0.00","17/07/23","17/07/23","6230","yes","5370.69","0","0","0","16","0","0","4076618","00010928","ZI 90119","0","131","0"
"CAFC33","0.00","17/07/23","17/07/23","521.65","yes","449.7","0","0","0","16","0","0","4076964","00010929","199645","0","131","0"
"AEM87","0.00","17/07/23","17/07/23","23330.45","yes","20112.46","0","0","0","16","0","0","4076969","00010930","35545","0","131","0"
"OESM9709038W6","0.00","17/07/23","17/07/23","1040","yes","896.55","0","0","0","16","0","0","4076974","00010931","90127","0","131","0"
"CCA95","0.00","17/07/23","17/07/23","136773","yes","117907.75","0","0","0","16","0","0","4077508","00010932","1454760","0","131","0"
"ROT78","0.00","17/07/23","17/07/23","8375.88","yes","7220.59","0","0","0","16","0","0","4077544","00010933","1510184279","0","134","0"
"DDS15","0.00","18/07/23","18/07/23","1534.12","yes","1322.52","0","0","0","16","0","0","4078803","00010934","254308","0","131","0"
"DEA710","0.00","18/07/23","18/07/23","685881.44","yes","591277.1","0","0","0","16","0","0","4078991","00010935","G395169","0","134","0"
"CCA95","0.00","18/07/23","18/07/23","145470.89","yes","125405.94","0","0","0","16","0","0","4078996","00010936","1456018","0","134","0"
"OESM9709038W6","0.00","18/07/23","18/07/23","1010","yes","870.69","0","0","0","16","0","0","4080009","00010937","90178","0","134","0"
"OESM9709038W6","0.00","18/07/23","18/07/23","520","yes","448.28","0","0","0","16","0","0","4080409","00010938","90170","0","134","0"
"OESM9709038W6","0.00","18/07/23","18/07/23","585","yes","504.31","0","0","0","16","0","0","4080449","00010939","90167","0","134","0"
"DDS15","0.00","18/07/23","18/07/23","44594.96","yes","38443.93","0","0","0","16","0","0","4080903","00010940","254388","0","131","0"
"FHR1810","0.00","19/07/23","19/07/23","3520","yes","0","3520","0","0","0","0","0","4082105","00010941","FHB 376","0","131","0"
"PRE82","0.00","19/07/23","19/07/23","260620.84","yes","224673.14","0","0","0","16","0","0","4081962","00010942"," 1205140470","0","131","0"
"OESM9709038W6","0.00","19/07/23","19/07/23","260","yes","224.14","0","0","0","16","0","0","4081894","00010943"," ZI 90167.","0","131","0"
"DEA710","0.00","19/07/23","19/07/23","341569.75","yes","294456.68","0","0","0","16","0","0","4082437","00010944"," G395288","0","131","0"
"YC050","0.00","19/07/23","19/07/23","66816","yes","57600","0","0","0","16","0","0","4082442","00010945","185208","0","131","0"
"OESM9709038W6","0.00","19/07/23","19/07/23","780","yes","672.41","0","0","0","16","0","0","4081898","00010946","ZI 90255","0","131","0"
"CCA95","0.00","19/07/23","19/07/23","172379.93","yes","148603.39","0","0","0","16","0","0","4082467","00010947","1453397","0","131","0"
"TEMP84","0.00","19/07/23","19/07/23","178152.36","yes","153579.62","0","0","0","16","0","0","4084652","00010948"," 2313457611","0","131","0"
"CCA95","0.00","19/07/23","19/07/23","137018.7","yes","118119.57","0","0","106004.74","16","0","0","4084597","00010949","1454761","0","134","0"
"OESM9709038W6","0.00","19/07/23","19/07/23","390","yes","336.21","0","0","0","16","0","0","4084601","00010950","ZI 90306","0","131","0"
"fce090923s92","0.00","19/07/23","19/07/23","1960.28","yes","1689.9","0","0","0","16","0","0","4084565","00010951"," 3255","0","131","0"
"FHR1810","0.00","19/07/23","19/07/23","2240","yes","0","2240","0","0","0","0","0","4085207","00010952","381","0","134","0"
"OESM9709038W6","0.00","19/07/23","19/07/23","4120","yes","3551.72","0","0","0","16","0","0","4085298","00010953","3046","0","134","0"
"OESM9709038W6","0.00","19/07/23","19/07/23","2040","yes","1758.62","0","0","0","16","0","0","4085304","00010954","3048","0","134","0"
"OESM9709038W6","0.00","21/07/23","21/07/23","1560","yes","1344.83","0","0","0","16","0","0","4090565","00010955","90386","0","134","0"
"OESM9709038W6","0.00","21/07/23","21/07/23","195","yes","168.1","0","0","0","16","0","0","4090569","00010956","90436","0","134","0"
"OESM9709038W6","0.00","21/07/23","21/07/23","18000","yes","15517.24","0","0","0","16","0","0","4090707","00010957","3412","0","134","0"
"OESM9709038W6","0.00","21/07/23","21/07/23","18000","yes","15517.24","0","0","0","16","0","0","4076501","00010958","3414","0","134","0"
"OESM9709038W6","0.00","21/07/23","21/07/23","1040","yes","896.55","0","0","0","16","0","0","4091969","00010959","90502","0","134","0"
"OESM9709038W6","0.00","21/07/23","21/07/23","18000","yes","15517.24","0","0","0","16","0","0","4092888","00010960","3415","0","134","0"
"THE7911","0.00","21/07/23","21/07/23","24535.37","yes","21151.18","0","0","0","16","0","0","4093155","00010961","1135495610","0","134","0"
"FHR1810","0.00","21/07/23","21/07/23","640","yes","0","640","0","0","0","0","0","4093505","00010962","ADFHB386","0","134","0"
"CCA95","0.00","22/07/23","22/07/23","137155.2","yes","118237.24","0","0","0","16","0","0","4093923","00010963","1454753","0","134","0"
"FHR1810","0.00","22/07/23","22/07/23","1600","yes","0","1600","0","0","0","0","0","4093953","00010964","ADFHB388","0","134","0"
"LME56","0.00","22/07/23","22/07/23","94711.23","yes","81647.62","0","0","0","16","0","0","4094094","00010965","4504","0","134","0"
"CCA95","0.00","22/07/23","22/07/23","172379.93","yes","148603.39","0","0","0","16","0","0","4094796","00010966","1453398","0","134","0"
"TEBL63","0.00","22/07/23","22/07/23","4872","yes","4200","0","0","0","16","0","0","4095115","00010967","2207","0","134","0"
"TAB83","0.00","22/07/23","22/07/23","4315.88","yes","3720.59","0","0","0","16","0","0","4095450","00010968","24761","0","134","0"
"DEA710","0.00","22/07/23","22/07/23","106181.03","yes","91535.37","0","0","0","16","0","0","4095487","00010969"," RM31861","0","134","0"
"DEA710","0.00","22/07/23","22/07/23","121289.83","yes","104560.2","0","0","0","16","0","0","4095498","00010970","RM31862","0","134","0"
"GOPR82","0.00","22/07/23","22/07/23","3248","yes","2800","0","0","0","16","0","0","4095553","00010971","5043","0","134","0"
"INF89","0.00","22/07/23","22/07/23","32793.2","yes","28270","0","0","0","16","0","0","4095558","00010972","569163","0","134","0"
"CAFC33","0.00","22/07/23","22/07/23","1722.85","yes","1485.22","0","0","0","16","0","0","4095566","00010973"," 7039","0","134","0"
"PIM78","0.00","22/07/23","22/07/23","1869.92","yes","1612","0","0","0","16","0","0","4095514","00010974","829393","0","134","0"
"DEA710","0.00","22/07/23","22/07/23","153671.13","yes","132475.11","0","0","0","16","0","0","4095519","00010975","RM31860","0","134","0"
"CCA95","0.00","24/07/23","24/07/23","145208.99","yes","125180.16","0","0","0","16","0","0","4095812","00010976","1462222","0","134","0"
"CCA95","0.00","24/07/23","24/07/23","145121.69","yes","125104.9","0","0","125104.02","16","0","0","4096197","00010977","1462088","0","134","0"
"OESM9709038W6","0.00","24/07/23","24/07/23","18000","yes","15517.24","0","0","0","16","0","0","4097601","00010978","3417","0","134","0"
"IAL83","0.00","24/07/23","24/07/23","22652.65","yes","19528.15","0","0","0","16","0","0","4098593","00010979","2096","0","134","0"
"OESM9709038W6","0.00","24/07/23","24/07/23","2040","yes","1758.62","0","0","0","16","0","0","4099297","00010980","3050.","0","134","0"
"PEEF61","0.00","25/07/23","25/07/23","9689.48","yes","8353","0","0","0","16","0","0","4101600","00010981","67008591","0","134","0"
"OESM9709038W6","0.00","25/07/23","25/07/23","18000","yes","15517.24","0","0","0","16","0","0","4102411","00010982","3423","0","134","0"
"CCA95","0.00","25/07/23","25/07/23","177480","yes","153000","0","0","153000","16","0","0","4102657","00010983","1453399","0","134","0"
"OESM9709038W6","0.00","25/07/23","25/07/23","1950","yes","1681.03","0","0","0","16","0","0","4103107","00010984"," 90717","0","134","0"
"CCA95","0.00","26/07/23","26/07/23","145558.19","yes","125481.2","0","0","0","16","0","0","4104199","00010985","1456019","0","134","0"
"OESM9709038W6","0.00","26/07/23","26/07/23","2380","yes","2051.72","0","0","0","16","0","0","4104290","00010986","90733","0","134","0"
"CCA95","0.00","26/07/23","26/07/23","177480","yes","153000","0","0","153000","16","0","0","4105297","00010987","1453389","0","134","0"
"OESM9709038W6","0.00","26/07/23","26/07/23","1300","yes","1120.69","0","0","0","16","0","0","4105750","00010988","90704","0","134","0"
"OESM9709038W6","0.00","26/07/23","26/07/23","1170","yes","1008.62","0","0","0","16","0","0","4106851","00010989","90792","0","134","0"
"OESM9709038W6","0.00","26/07/23","26/07/23","270","yes","232.76","0","0","0","16","0","0","4107409","00010990","90795","0","134","0"
"LME56","0.00","26/07/23","26/07/23","732.89","yes","631.8","0","0","0","16","0","0","4108202","00010991","4503","0","134","0"
"OESM9709038W6","0.00","27/07/23","27/07/23","4410","yes","3801.72","0","0","0","16","0","0","4109124","00010992"," 3061","0","131","0"
"OESM9709038W6","0.00","27/07/23","27/07/23","1040","yes","896.55","0","0","0","16","0","0","4109137","00010993","3062 REM","0","131","0"
"OESM9709038W6","0.00","27/07/23","27/07/23","390","yes","336.21","0","0","0","16","0","0","4109145","00010994"," 3063","0","131","0"
"CCA95","0.00","27/07/23","27/07/23","177480","yes","153000","0","0","153000","16","0","0","4109841","00010995","1453400","0","134","0"
"PUMA82","0.00","27/07/23","27/07/23","3828","yes","3300","0","0","0","16","0","0","4109936","00010996","19117","0","131","0"
"FHR1810","0.00","27/07/23","27/07/23","2560","yes","0","2560","0","0","0","0","0","4112149","00010997","HB 400.","0","131","0"
"FAR88","0.00","27/07/23","27/07/23","4051.22","yes","3492.43","0","0","0","16","0","0","4112285","00010998"," 43071","0","131","0"
"HHI05","0.00","27/07/23","27/07/23","9155.07","yes","7892.3","0","0","0","16","0","0","4112304","00010999","65866","0","131","0"
"CCA95","0.00","27/07/23","27/07/23","145820.11","yes","125706.99","0","0","125706.97","16","0","0","4113130","00011000","1456020","0","134","0"
"OESM9709038W6","0.00","27/07/23","27/07/23","390","yes","336.21","0","0","0","16","0","0","4113189","00011001"," 3065","0","131","0"
"OESM9709038W6","0.00","27/07/23","27/07/23","520","yes","448.28","0","0","0","16","0","0","4113193","00011002"," 3064","0","131","0"
"DDS15","0.00","27/07/23","27/07/23","5093.65","yes","4391.08","0","0","0","16","0","0","4113377","00011003","255316","0","134","0"
"FHR1810","0.00","27/07/23","27/07/23","2560","yes","0","2560","0","0","0","0","0","4113811","00011004","ADFHB401","0","134","0"
"CCA95","0.00","28/07/23","28/07/23","137291.7","yes","118354.91","0","0","0","16","0","0","4113891","00011005","1454763","0","131","0"
"OESM9709038W6","0.00","28/07/23","28/07/23","3290","yes","2836.21","0","0","0","16","0","0","4113605","00011006"," ZI 90872","0","131","0"
"THE7911","0.00","28/07/23","28/07/23","31053.32","yes","26770.1","0","0","0","16","0","0","4115945","00011007","1135795290","0","131","0"
"OESM9709038W6","0.00","28/07/23","28/07/23","780","yes","672.41","0","0","0","16","0","0","4116120","00011008","ZI 90918","0","131","0"
"DEA710","0.00","28/07/23","28/07/23","15006.77","yes","12936.87","0","0","0","16","0","0","4116750","00011009"," KT35681","0","131","0"
"CCA95","0.00","29/07/23","29/07/23","177480","yes","153000","0","0","0","16","0","0","4117765","00011010","1453401","0","134","0"
"UNI74","0.00","29/07/23","29/07/23","122078.4","yes","105240","0","0","0","16","0","0","4117895","00011011"," 4000074186","0","134","0"
"OESM9709038W6","0.00","29/07/23","29/07/23","390","yes","336.21","0","0","0","16","0","0","4117923","00011012","91042","0","134","0"
"TME05","0.00","29/07/23","29/07/23","8.76","yes","7.55","0","0","0","16","0","0","4118120","00011013","88236.e","0","134","0"
"UHP90","0.00","29/07/23","29/07/23","4396.77","yes","3790.32","0","0","0","16","0","0","4118153","00011014","3140382","0","134","0"
"CQM66","0.00","29/07/23","29/07/23","105763","yes","91175","0","0","91181.03","16","0","0","4118415","00011015","20632","0","134","0"
"AEM87","0.00","29/07/23","29/07/23","22272","yes","19200","0","0","0","16","0","0","4118943","00011016","35684","0","131","0"
"OESM9709038W6","0.00","29/07/23","29/07/23","18000","yes","15517.24","0","0","0","16","0","0","4119784","00011017","3436","0","134","0"
"CCA95","0.00","29/07/23","29/07/23","136936.8","yes","118048.96","0","0","0","16","0","0","4119944","00011018"," 1454773","0","134","0"
"FHR1810","0.00","30/07/23","30/07/23","3360","yes","0","3360","0","0","0","0","0","4120366","00011019","ADFHB408","0","32","0"
"AAL05","0.00","31/07/23","31/07/23","49822.65","yes","42950.56","0","0","0","16","0","0","4120650","00011020"," 292282","0","131","0"
"AAL05","0.00","31/07/23","31/07/23","685.66","no","591.09","0","0","0","16","0","0","4120536","00011021","292281-","0","131","0"
"CTS98","0.00","31/07/23","31/07/23","25793.06","yes","22235.4","0","0","0","16","0","0","4120736","00011022"," 10902","0","131","0"
"AAL05","0.00","31/07/23","31/07/23","1108.19","yes","955.34","0","0","0","16","0","0","4120845","00011023"," 291826","0","131","0"
"AAL05","0.00","31/07/23","31/07/23","2853.67","yes","2460.06","0","0","0","16","0","0","4120852","00011024"," 17458","0","131","0"
"OESM9709038W6","0.00","31/07/23","31/07/23","3510","yes","3025.86","0","0","0","16","0","0","4121236","00011025","91084","0","131","0"
"GOPR82","0.00","31/07/23","31/07/23","14320.47","yes","12345.23","0","0","0","16","0","0","4121242","00011026","5073","0","131","0"
"PEEF61","0.00","31/07/23","31/07/23","1159.07","yes","999.2","0","0","0","16","0","0","4121292","00011027","67008583","0","131","0"
"AAL05","0.00","31/07/23","31/07/23","14034.62","yes","12098.81","0","0","0","16","0","0","4121507","00011028","17424","0","131","0"
"CCA95","0.00","31/07/23","31/07/23","177480","yes","153000","0","0","0","16","0","0","4121482","00011029","1453407","0","131","0"
"CCA95","0.00","31/07/23","31/07/23","177480","yes","153000","0","0","0","16","0","0","4122570","00011030","1465388","0","131","0"
"OESM9709038W6","0.00","31/07/23","31/07/23","14400","yes","12413.79","0","0","0","16","0","0","4124738","00011031","3440","0","131","0"
"OESM9709038W6","0.00","31/07/23","31/07/23","1450","yes","1250","0","0","0","16","0","0","4124802","00011032","ZI 91201","0","131","0"
"OESM9709038W6","0.00","31/07/23","31/07/23","390","yes","336.21","0","0","0","16","0","0","4125089","00011033","6304.R","0","134","0"
"TDM99","0.00","01/08/23","01/08/23","643148.47","yes","554438.34","0","0","0","16","0","0","4127893","00011034","176022","0","134","0"
"CCA95","0.00","01/08/23","01/08/23","177480","yes","153000","0","0","0","16","0","0","4128385","00011035","1453405","0","134","0"
"OESM9709038W6","0.00","01/08/23","01/08/23","910","yes","784.48","0","0","0","16","0","0","4128644","00011036","ZI 91228","0","131","0"
"OESM9709038W6","0.00","01/08/23","01/08/23","4410","yes","3801.72","0","0","0","16","0","0","4128621","00011037"," ZI91200","0","131","0"
"CCA95","0.00","02/08/23","02/08/23","137237.1","yes","118307.84","0","0","0","16","0","0","4130369","00011038","1454769","0","131","0"
"OESM9709038W6","0.00","02/08/23","02/08/23","195","yes","168.1","0","0","0","16","0","0","4130374","00011039","ZI 91326","0","131","0"
"OESM9709038W6","0.00","02/08/23","02/08/23","4410","yes","3801.72","0","0","0","16","0","0","4130378","00011040"," ZI 90963","0","131","0"
"OESM9709038W6","0.00","02/08/23","02/08/23","760","yes","655.17","0","0","0","16","0","0","4130382","00011041","ZI NS6305","0","131","0"
"CCA95","0.00","02/08/23","02/08/23","177480","yes","153000","0","0","0","16","0","0","4131366","00011042","1479590","0","131","0"
"CCA95","0.00","02/08/23","02/08/23","136745.7","yes","117884.22","0","0","0","16","0","0","4132995","00011043","1477366","0","134","0"
"USL91","0.00","02/08/23","02/08/23","81026.99","yes","69850.85","0","0","0","16","0","0","4133285","00011044","61741","0","131","0"
"OESM9709038W6","0.00","02/08/23","02/08/23","520","yes","448.28","0","0","0","16","0","0","4134282","00011045","3081","0","134","0"
"HHI05","0.00","02/08/23","02/08/23","1402.44","yes","1209","0","0","0","16","0","0","4134286","00011046","658661","0","134","0"
"FAR88","0.00","02/08/23","02/08/23","4227.84","yes","3644.69","0","0","0","16","0","0","4134291","00011047","43071","0","134","0"
"OESM9709038W6","0.00","02/08/23","02/08/23","180","yes","155.17","0","0","0","16","0","0","4134309","00011048","3078","0","134","0"
"YC050","0.00","03/08/23","03/08/23","33408","yes","28800","0","0","0","16","0","0","4135587","00011049","5036","0","131","0"
"OESM9709038W6","0.00","03/08/23","03/08/23","200","yes","172.41","0","0","0","16","0","0","4136490","00011050"," ZI 91418","0","131","0"
"OESM9709038W6","0.00","03/08/23","03/08/23","90","yes","77.59","0","0","0","16","0","0","4136495","00011051"," 91490","0","131","0"
"OESM9709038W6","0.00","03/08/23","03/08/23","1560","yes","1344.83","0","0","0","16","0","0","4136499","00011052","ZI 91450","0","131","0"
"CCA95","0.00","03/08/23","03/08/23","137264.4","yes","118331.38","0","0","0","16","0","0","4136503","00011053","1477380","0","131","0"
"FHR1810","0.00","03/08/23","03/08/23","7600","yes","0","7600","0","0","0","0","0","4138923","00011054"," ADFHB 420","0","134","0"
"CCA95","0.00","04/08/23","04/08/23","177480","yes","153000","0","0","0","16","0","0","4140140","00011055","1479608","0","131","0"
"CCA95","0.00","04/08/23","04/08/23","177480","yes","153000","0","0","0","16","0","0","4141097","00011056","1479591","0","134","0"
"OESM9709038W6","0.00","04/08/23","04/08/23","585","yes","504.31","0","0","0","16","0","0","4141060","00011057","91570","0","134","0"
"OESM9709038W6","0.00","04/08/23","04/08/23","2730","yes","2353.45","0","0","0","16","0","0","4141064","00011058","91486","0","134","0"
"THE7911","0.00","04/08/23","04/08/23","72960.45","yes","62896.94","0","0","0","16","0","0","4140707","00011059","1136175971","0","134","0"
"OESM9709038W6","0.00","04/08/23","04/08/23","390","yes","336.21","0","0","0","16","0","0","4141795","00011060","3087","0","134","0"
"OESM9709038W6","0.00","04/08/23","04/08/23","520","yes","448.28","0","0","0","16","0","0","4141801","00011061","3090","0","134","0"
"CCA95","0.00","04/08/23","04/08/23","137482.8","yes","118519.65","0","0","0","16","0","0","4142771","00011062","1477367","0","131","0"
"FHR1810","0.00","04/08/23","04/08/23","6400","yes","0","6400","0","0","0","0","0","4142790","00011063","ADFHB425","0","134","0"
"YC050","0.00","04/08/23","04/08/23","33408","yes","28800","0","0","0","16","0","0","4143084","00011064"," 5036","0","131","0"
"AME75","0.00","04/08/23","04/08/23","917457.92","yes","790912","0","0","0","16","0","0","4143107","00011065","101647","0","131","0"
"OESM9709038W6","0.00","05/08/23","05/08/23","26000.01","yes","22413.8","0","0","0","16","0","0","4143941","00011066","3083","0","134","0"
"OESM9709038W6","0.00","05/08/23","05/08/23","6580","yes","5672.41","0","0","0","16","0","0","4143946","00011067","3091","0","134","0"
"OESM9709038W6","0.00","05/08/23","05/08/23","455","yes","392.24","0","0","0","16","0","0","4143951","00011068","3088","0","134","0"
"OESM9709038W6","0.00","05/08/23","05/08/23","1560","yes","1344.83","0","0","0","16","0","0","4143853","00011069","3089.","0","134","0"
"GFE00","0.00","05/08/23","05/08/23","11770.03","yes","10146.58","0","0","0","16","0","0","4144832","00011070","6811169","0","131","0"
"ISL91","0.00","05/08/23","05/08/23","277.72","yes","239.41","0","0","0","16","0","0","4145181","00011071","FAC200687","0","131","0"
"CFI94","0.00","05/08/23","05/08/23","6155.98","yes","5306.88","0","0","0","16","0","0","4145240","00011072"," 109541","0","131","0"
"AAL05","0.00","05/08/23","05/08/23","103521.5","yes","89242.67","0","0","0","16","0","0","4137243","00011073"," 293176","0","131","0"
"TAB83","0.00","05/08/23","05/08/23","8505.12","yes","7332","0","0","0","16","0","0","4145385","00011074"," 25039","0","131","0"
"LME56","0.00","07/08/23","07/08/23","94711.23","yes","81647.62","0","0","0","16","0","0","4146338","00011075","4522","0","131","0"
"CCA95","0.00","07/08/23","07/08/23","177480","yes","153000","0","0","0","16","0","0","4146596","00011076","1479589","0","131","0"
"CCA95","0.00","07/08/23","07/08/23","145296.31","yes","125255.44","0","0","0","16","0","0","4146838","00011077","1476883","0","134","0"
"CCA95","0.00","07/08/23","07/08/23","146460.31","yes","126258.88","0","0","0","16","0","0","4147381","00011078","1476889","0","131","0"
"OESM9709038W6","0.00","07/08/23","07/08/23","3510","yes","3025.86","0","0","0","16","0","0","4148976","00011079","ZI 91724","0","131","0"
"OESM9709038W6","0.00","08/08/23","08/08/23","22500","yes","19396.55","0","0","0","16","0","0","4150370","00011080"," 3510 -3511","0","131","0"
"LME56","0.00","08/08/23","08/08/23","94711.23","yes","81647.62","0","0","0","16","0","0","4150600","00011081","4523","0","131","0"
"OESM9709038W6","0.00","08/08/23","08/08/23","10799.83","yes","9310.2","0","0","0","16","0","0","4151738","00011082"," 3513","0","131","0"
"OESM9709038W6","0.00","08/08/23","08/08/23","390","yes","336.21","0","0","0","16","0","0","4151854","00011083","ZI 91810","0","131","0"
"OESM9709038W6","0.00","08/08/23","08/08/23","1040","yes","896.55","0","0","0","16","0","0","4152431","00011084"," ZI 91661","0","131","0"
"OESM9709038W6","0.00","08/08/23","08/08/23","570","yes","491.38","0","0","0","16","0","0","4152561","00011085","ZI 91789","0","131","0"
"CCA95","0.00","08/08/23","08/08/23","177480","yes","153000","0","0","0","16","0","0","4153226","00011086","1479592","0","131","0"
"PIM78","0.00","08/08/23","08/08/23","38367","yes","33075","0","0","0","16","0","0","4153313","00011087","831573","0","131","0"
"CQM66","0.00","09/08/23","09/08/23","96383.1","yes","83088.88","0","0","91175","16","0","0","4154984","00011088","020380","0","134","0"
"FOR96","0.00","09/08/23","09/08/23","99862.08","yes","86088","0","0","0","16","0","0","4156258","00011089","340153","0","131","0"
"OESM9709038W6","0.00","09/08/23","09/08/23","1300","yes","1120.69","0","0","0","16","0","0","4157377","00011090","zi91868","0","131","0"
"OESM9709038W6","0.00","09/08/23","09/08/23","520","yes","448.28","0","0","0","16","0","0","4157383","00011091","ZI 91922","0","131","0"
"CCA95","0.00","09/08/23","09/08/23","177480","yes","153000","0","0","0","16","0","0","4157418","00011092","1479593","0","131","0"
"OESM9709038W6","0.00","09/08/23","09/08/23","17999.72","yes","15517","0","0","0","16","0","0","4157351","00011093","REM 3516","0","131","0"
"AVM101208","0.00","09/08/23","09/08/23","205876.8","yes","177480","0","0","0","16","0","0","4157897","00011094"," 03505","0","131","0"
