"Numren","Claart","Precio","Cant","Des","Estado","Costo","Piva","Pimp2","Nummov","Numfac","Numped","Pedren","canfon"
"2","05TUBGALV51126","232.74725","91","0","yes","225.18866","16","0","2759783","00007988","","0","0"
"1","03VIPR64179","34.102","876","0","yes","31.8","16","0","2759796","00007989","","0","0"
"1","03LAMGT427","1289.77","2","0","yes","809.83","16","0","2759876","00007990","","0","0"
"1","06ABMEBL","33.35","12","0","yes","0","16","0","2759930","00007991","","0","0"
"1","01CEMBIG","2439.6544","49.95","0","yes","2439.6544","16","0","2760809","00007992","","0","0"
"1","01CEMCAZ50","148.7068","1020","0","yes","148.7068","16","0","2760944","00007993","","0","0"
"1","05ADAPMPK12","52.8212","200","0","yes","49.8","16","0","2760950","00007994","","0","0"
"1","01VAR38R","180.6467","5076","0","yes","176.62176","16","0","2760955","00007995","","0","0"
"1","01BLO15","6.7241","1000","0","yes","6.7241","16","0","2760985","00007996","","0","0"
"1","01ARE","413.7931",".5","0","yes","413.7931","16","0","2761527","00007997","","0","0"
"1","01BLO15","6.7241","700","0","yes","6.7241","16","0","2761705","00007998","","0","0"
"1","01CEMCAZ50","148.7068","1020","0","yes","131.4653","16","0","2762241","00007999","","0","0"
"1","01ARE","413.79","3","0","yes","413.7931","16","0","2762405","00008000","","0","0"
"2","01COMB34","301.72","2","0","yes","301.72","16","0","2762405","00008000","","0","0"
"1","01ARE","370.69","6","0","yes","413.79","16","0","2762416","00008001","","0","0"
"1","01BLO15","6.7241","2000","0","yes","6.7241","16","0","2762946","00008002","","0","0"
"1","0883088","7600.45","1","0","yes","0","16","0","2763781","00008003","","0","0"
"2","0616062","3008","1","0","yes","0","16","0","2763781","00008003","","0","0"
"1","01COMB34","301.72","1","0","yes","301.72","16","0","2764329","00008004","","0","0"
"2","01ARE","413.7931",".5","0","yes","413.7931","16","0","2764329","00008004","","0","0"
"1","06ABRA2","7.07","300","0","yes","4.94","16","0","2764609","00008005","","0","0"
"2","06ABRC2","4.51","200","0","yes","4.11","16","0","2764609","00008005","","0","0"
"3","06TORNIN","6.94","300","0","yes","5.06","16","0","2764609","00008005","","0","0"
"4","06CMO2158","23.77","150","0","yes","23.77","16","0","2764609","00008005","","0","0"
"5","06COP112","9.04","50","0","yes","5.74","16","0","2764609","00008005","","0","0"
"1","01CEMCAZ50","148.7068","1020","0","yes","148.7068","16","0","2765570","00008006","","0","0"
"1","01CEMCAZ50","148.7068","1020","0","yes","148.7068","16","0","2766657","00008007","","0","0"
"1","01BLO15","6.7241","400","0","yes","6.7241","16","0","2766830","00008008","","0","0"
"1","01CEMAGR","2293.1045","50.31","0","yes","2293.1045","16","0","2768963","00008009","","0","0"
"1","05REDPVC42","10.16","100","0","yes","8.7325","16","0","2769553","00008010","","0","0"
"2","06MANJAR34","12.5436","200","0","yes","10.9756","16","0","2769553","00008010","","0","0"
"3","06MANG1ML","25.5344","100","0","yes","19.3291","16","0","2769553","00008010","","0","0"
"4","06MANGU","89.9884","50","0","yes","52.4414","16","0","2769553","00008010","","0","0"
"5","06MI114","39.689","50","0","yes","19.084","16","0","2769553","00008010","","0","0"
"6","06MANIN34","15.2539","100","0","yes","9.544","16","0","2769553","00008010","","0","0"
"7","06MANPNT38","5.6742","100","0","yes","4.59705","16","0","2769553","00008010","","0","0"
"8","05PEGACPVC50","21.372","30","0","yes","19.88333","16","0","2769553","00008010","","0","0"
"9","05PEGPVC18X","51.664","10","0","yes","29.12","16","0","2769553","00008010","","0","0"
"10","05PEGAMGRS","67.748","5","0","yes","35.7081","16","0","2769553","00008010","","0","0"
"1","01BLO15","6.7241","1000","0","yes","6.7241","16","0","2769959","00008011","","0","0"
"1","01CEMCAZ50","148.7068","1020","0","yes","131.4655","16","0","2770766","00008012","","0","0"
"1","08POL12","2.38875","2000","0","yes","2.38876","16","0","2770822","00008013","","0","0"
"2","08POL1234","4.3437","500","0","yes","3.5","16","0","2770822","00008013","","0","0"
"1","06PEG50","17.72","5","0","yes","16.3","16","0","2771014","00008014","","0","0"
"2","06LIJAMA","3.1478","50","0","yes","2.9188","16","0","2771014","00008014","","0","0"
"3","063116280","68.32","10","0","yes","72.24","16","0","2771014","00008014","","0","0"
"4","08FZA512","46.66","30","0","yes","47.87","16","0","2771014","00008014","","0","0"
"5","08FZA531","35.89","20","0","yes","35.75","16","0","2771014","00008014","","0","0"
"6","08FZA5129S","47.13","30","0","yes","48.37","16","0","2771014","00008014","","0","0"
"7","08FZA68S","30.37","30","0","yes","31.16","16","0","2771014","00008014","","0","0"
"8","08FZA90","15.64","10","0","yes","15.32","16","0","2771014","00008014","","0","0"
"9","08CON2023","29.02","20","0","yes","22.68","16","0","2771014","00008014","","0","0"
"10","05LLAND","40.11","30","0","yes","29.25","16","0","2771014","00008014","","0","0"
"11","06CINS6","1852.49","2","0","yes","820","16","0","2771014","00008014","","0","0"
"12","05CODC1245","6.46","50","0","yes","8.31","16","0","2771014","00008014","","0","0"
"13","05CODC1290","5.99","100","0","yes","5.99","16","0","2771014","00008014","","0","0"
"14","05CODC3445","16.13","50","0","yes","20.64","16","0","2771014","00008014","","0","0"
"15","05TUBCOL12","106.34557","30.5","0","yes","98.9346","16","0","2771014","00008014","","0","0"
"16","05COPCOB12","4.49","100","0","yes","4.195","16","0","2771014","00008014","","0","0"
"17","06COFRUF","24.94","30","0","yes","16.84","16","0","2771014","00008014","","0","0"
"18","06COFRUL","21.83","30","0","yes","15.85","16","0","2771014","00008014","","0","0"
"19","05COFVPF12","22.32","30","0","yes","16.95","16","0","2771014","00008014","","0","0"
"20","05COFLEXC","31.57","20","0","yes","31.49","16","0","2771014","00008014","","0","0"
"21","06PEGM20","33.24","5","0","yes","26.91","16","0","2771014","00008014","","0","0"
"22","06PEGM220","51.758","5","0","yes","51.75","16","0","2771014","00008014","","0","0"
"1","06FONDUK","67.94","6","0","yes","67.94","16","0","2771124","00008015","","0","0"
"2","06FONSN","228.82","6","0","yes","198.97","16","0","2771124","00008015","","0","0"
"3","06FONSDS","228.82","4","0","yes","199.632","16","0","2771124","00008015","","0","0"
"4","06PEB4","353.13","4","0","yes","307.07084","16","0","2771124","00008015","","0","0"
"5","06PEN12","56.4","12","0","yes","49.042","16","0","2771124","00008015","","0","0"
"6","06PEB12","56.4","12","0","yes","49.04","16","0","2771124","00008015","","0","0"
"7","06PESN","101.035","6","0","yes","101.04","16","0","2771124","00008015","","0","0"
"1","01BAB1030","10.1656","7680","0","yes","10.48","16","0","2771626","00008016","","0","0"
"1","01COMB34","301.72","1","0","yes","301.72","16","0","2771719","00008018","","0","0"
"2","01ARE","413.7931",".5","0","yes","413.7931","16","0","2771719","00008018","","0","0"
"1","01ARM204","190.51724","288","0","yes","142.426","16","0","2772067","00008017","","0","0"
"1","01COMB34","301.72",".5","0","yes","301.72","16","0","2772103","00008019","","0","0"
"1","01BLO15","6.7241","1000","0","yes","6.7241","16","0","2773188","00008020","","0","0"
"1","01CEMBIG","2439.6544","50.08","0","yes","2439.6544","16","0","2773321","00008021","","0","0"
"1","01VAR38R","180.65972","3016","0","yes","180.6467","16","0","2773435","00008022","","0","0"
"2","01VAR112R","322.49541","1006","0","yes","253.00852","16","0","2773435","00008022","","0","0"
"1","01CEMCAZ50","148.7068","1020","0","yes","148.7068","16","0","2773973","00008023","","0","0"
"1","01ARM124H","189.75466","900","0","yes","140.7","16","0","2774164","00008024","","0","0"
"2","01ARM12204H","189.75466","480","0","yes","140.42","16","0","2774164","00008024","","0","0"
"3","01ARM204H","189.75466","1680","0","yes","142.426","16","0","2774164","00008024","","0","0"
"4","01ARM1543H","189.75466","600","0","yes","140.42","16","0","2774164","00008024","","0","0"
"5","06REDG140","988.9","1","0","yes","1006.43715","16","0","2774164","00008024","","0","0"
"6","06MAG175050","15","45","0","yes","18.9095","16","0","2774164","00008024","","0","0"
"7","06POSTAC7","126","5","0","yes","59.5","16","0","2774164","00008024","","0","0"
"8","06CLAC212","47.8","25","0","yes","43.59822","16","0","2774164","00008024","","0","0"
"9","06CADP14","35.54545","55","0","yes","38.73542","16","0","2774164","00008024","","0","0"
"10","01ARM1525H","199.75466","300","0","yes","150.45","16","0","2774164","00008024","","0","0"
"1","01CEMCAZ50","148.7068","1020","0","yes","148.7068","16","0","2774949","00008025","","0","0"
"1","01CEMCAZ50","148.7068","1020","0","yes","148.7068","16","0","2774953","00008026","","0","0"
"1","01ES","76.87","900","0","yes","81.89655","16","0","2775147","00008027","","0","0"
"1","01MALSOL10","18.09","5000","0","yes","19.1573","16","0","2775845","00008028","","0","0"
"2","01ARM204H","140.7","2400","0","yes","189.75466","16","0","2775845","00008028","","0","0"
"1","01CEMB","144.82759","20","0","yes","144.82759","16","0","2776163","00008030","","0","0"
"1","01CEMAGR","2293.1045","50.22","0","yes","2293.1045","16","0","2776523","00008029","","0","0"
"1","01BLO15","6.7241","1000","0","yes","6.7241","16","0","2776840","00008031","","0","0"
"1","01COMB34","301.72","1","0","yes","301.72","16","0","2778758","00008032","","0","0"
"1","01COMB34","301.72","2","0","yes","301.72","16","0","2778762","00008033","","0","0"
"1","01ARECARR","60.34483","1","0","yes","60.34483","16","0","2778766","00008034","","0","0"
"1","01ARECARR","60.34483","1","0","yes","60.34483","16","0","2778868","00008035","","0","0"
"1","01BLO15","6.7241","1200","0","yes","6.7241","16","0","2780967","00008036","","0","0"
"1","01VAR38R","176.76016","4724","0","yes","180.65972","16","0","2781026","00008037","","0","0"
"1","05PEGAD120","41.39583","24","0","yes","42.4308","16","0","2781611","00008038","","0","0"
"2","05PEGF250","71.48417","24","0","yes","73.271","16","0","2781611","00008038","","0","0"
"1","03LA10126300","530.12562","50","0","yes","612.05","16","0","2782212","00008039","","0","0"
"2","03LA10126500","883.5427","50","0","yes","827.51073","16","0","2782212","00008039","","0","0"
"3","03LA10126600","1060.25124","60","0","yes","990.6523","16","0","2782212","00008039","","0","0"
"1","01CURA200","3830.17241","1","0","yes","3646.55172","16","0","2782223","00008040","","0","0"
"1","03LAMGT366","1178.903","30","0","yes","1171.32333","16","0","2782244","00008041","","0","0"
"2","03CABG","42.05","35","0","yes","55.2658","16","0","2782244","00008041","","0","0"
"1","01BLO15","6.7241","800","0","yes","6.7241","16","0","2782263","00008042","","0","0"
"1","01CEMCAZ50","148.7068","1020","0","yes","131.47","16","0","2782307","00008043","","0","0"
"1","01CEMAGR","2293.1045","50.09","0","yes","2293.1045","16","0","2782314","00008044","","0","0"
"1","01CEMBIG","2439.6544","50.16","0","yes","2439.6544","16","0","2782346","00008045","","0","0"
"1","01CEMB","144.82759","200","0","yes","144.82759","16","0","2783757","00008046","","0","0"
"1","01BAB15","11.3393","2016","0","yes","10.4178","16","0","2783870","00010669","","0","0"
"2","01BAB1030","10.6312","5760","0","yes","10.6312","16","0","2783870","00010669","","0","0"
"1","01BIOB0012","8.34","2016","0","yes","10.09","16","0","2784387","00008047","","0","0"
"2","01BAB1030","10.09","4992","0","yes","9.98","16","0","2784387","00008047","","0","0"
"1","03LPCR723","351.36","50","0","yes","488","16","0","2784401","00008048","","0","0"
"2","03LPCR724","491.904","30","0","yes","683.2","16","0","2784401","00008048","","0","0"
"3","03LPC72488","562.176","30","0","yes","780.8","16","0","2784401","00008048","","0","0"
"4","03LPCR726","702.72","50","0","yes","976","16","0","2784401","00008048","","0","0"
"1","01ARE","413.7931","2","0","yes","413.7931","16","0","2784454","00008049","","0","0"
"1","01COMB34","301.72","2","0","yes","301.72","16","0","2784990","00008050","","0","0"
"25","0614187","98.51","4","0","yes","98.51","16","0","2785800","00008054","","0","0"
"26","0610252","1076.30333","3","0","yes","1076.30333","16","0","2785800","00008054","","0","0"
"27","06LLANCARS","105.806","5","0","yes","105.806","16","0","2785800","00008054","","0","0"
"28","0611559","21.89167","12","0","yes","21.891","16","0","2785800","00008054","","0","0"
"29","06CINT12","2.9188","100","0","yes","2.9188","16","0","2785800","00008054","","0","0"
"30","06CINT34","4.01342","120","0","yes","4.0135","16","0","2785800","00008054","","0","0"
"31","0612590","14.59333","24","0","yes","14.59333","16","0","2785800","00008054","","0","0"
"32","0621459","16.05285","6","0","yes","16.05285","16","0","2785800","00008054","","0","0"
"33","0621462","18.2424","6","0","yes","18.2424","16","0","2785800","00008054","","0","0"
"34","0619285","193.37","4","0","yes","193.355","16","0","2785800","00008054","","0","0"
"35","0619710","105.805","4","0","yes","105.805","16","0","2785800","00008054","","0","0"
"36","06BRIC112","5.8375","24","0","yes","5.8383","16","0","2785800","00008054","","0","0"
"37","0614449","28.45833","6","0","yes","28.45833","16","0","2785800","00008054","","0","0"
"38","06AEROAL3","75.0975","8","0","yes","29.38","16","0","2785800","00008054","","0","0"
"39","0617437","116.02166","3","0","yes","116.02166","16","0","2785800","00008054","","0","0"
"40","0620401","14.59389","12","0","yes","14.59389","16","0","2785800","00008054","","0","0"
"41","06TALACOM","215.26","4","0","yes","215.26","16","0","2785800","00008054","","0","0"
"3","05CALEE85","3754.95","1","0","yes","3754.9","16","0","2785800","00008054","","0","0"
"4","05VALERO12","42.62167","48","0","yes","42.62167","16","0","2785800","00008054","","0","0"
"5","0649348","14.59375","24","0","yes","13.0575","16","0","2785800","00008054","","0","0"
"6","0643795","16.78333","12","0","yes","16.78333","16","0","2785800","00008054","","0","0"
"7","0643791","21.89","12","0","yes","21.89","16","0","2785800","00008054","","0","0"
"1","0649221","288.23","4","0","yes","288.23","16","0","2785800","00008054","","0","0"
"2","0649279","215.26","2","0","yes","215.26","16","0","2785800","00008054","","0","0"
"19","0646308","22.925","8","0","yes","22.92438","16","0","2785800","00008054","","0","0"
"20","0846315","23.35","20","0","yes","23.35","16","0","2785800","00008054","","0","0"
"21","0827107","8.75667","12","0","yes","0","16","0","2785800","00008054","","0","0"
"22","06BRF18","5.8375","30","0","yes","5.8375","16","0","2785800","00008054","","0","0"
"23","06BRF316","11.675","20","0","yes","11.675","16","0","2785800","00008054","","0","0"
"24","06BRF516","33.566","10","0","yes","33.566","16","0","2785800","00008054","","0","0"
"8","0623520","22.925","24","0","yes","22.925","16","0","2785800","00008054","","0","0"
"9","0643318","35.755","24","0","yes","35.755","16","0","2785800","00008054","","0","0"
"10","0643319","43.05167","12","0","yes","43.05167","16","0","2785800","00008054","","0","0"
"11","0643327","45.24167","6","0","yes","45.24167","16","0","2785800","00008054","","0","0"
"12","0622230","37.15333","6","0","yes","30.83","16","0","2785800","00008054","","0","0"
"13","06GRAPP5","4.013","10","0","yes","4.013","16","0","2785800","00008054","","0","0"
"14","06GRAPP8","4.378","10","0","yes","4.378","16","0","2785800","00008054","","0","0"
"15","06PINE8","105.80454","3","0","yes","105.80333","16","0","2785800","00008054","","0","0"
"16","0646102","11.67517","60","0","yes","11.675","16","0","2785800","00008054","","0","0"
"17","08APASA","10.9455","24","0","yes","10.9455","16","0","2785800","00008054","","0","0"
"18","08TAPDM","5.108","30","0","yes","5.108","16","0","2785800","00008054","","0","0"
"42","06ABRASNF12","4.7431","100","0","yes","4.7428","16","0","2785800","00008054","","0","0"
"43","0644247","9.486","20","0","yes","8.0267","16","0","2785800","00008054","","0","0"
"44","05ABRU34","1.09455","200","0","yes","1.0216","16","0","2785800","00008054","","0","0"
"45","06CADP14","38.73514","35","0","yes","35.54545","16","0","2785800","00008054","","0","0"
"46","06LAG125R","43.826","20","0","yes","44.15","16","0","2785800","00008054","","0","0"
"47","06ALAG16","46.1735","20","0","yes","53.75533","16","0","2785800","00008054","","0","0"
"48","04HTAQ14",".17513","2400","0","yes",".11675","16","0","2785800","00008054","","0","0"
"6","08PLAMON3","10.85","30","0","yes","11.43","16","0","2786115","00008053","","0","0"
"7","08APAGMON","8.97","30","0","yes","9.77","16","0","2786115","00008053","","0","0"
"1","08CABEX12","20.25999","200","0","yes","20.27","16","0","2786115","00008053","","0","0"
"2","08CABEX14","13.4","200","0","yes","8.3964","16","0","2786115","00008053","","0","0"
"3","08PLAMON2","10.85","30","0","yes","11.8","16","0","2786115","00008053","","0","0"
"4","08CONMON","12","30","0","yes","13.05","16","0","2786115","00008053","","0","0"
"5","08PLAMON1","10.85","30","0","yes","10.92","16","0","2786115","00008053","","0","0"
"1","01BLO15","6.7241","1000","0","yes","6.7241","16","0","2786218","00008051","","0","0"
"1","01CEMAGR","2293.1045","50.13","0","yes","2293.1045","16","0","2786256","00008052","","0","0"
"1","01COMB34","258.62","6","0","yes","301.72","16","0","2787220","00008055","","0","0"
"1","01CEMCAZ50","148.7068","1020","0","yes","148.7068","16","0","2787331","00008056","","0","0"
"1","05DO6060","441.59","1","0","yes","0","16","0","2787492","00008057","","0","0"
"1","03PP20018","41","433","0","yes","37","16","0","2787503","00008058","","0","0"
"2","03TM16134","41","203","0","yes","45.33","16","0","2787503","00008058","","0","0"
"3","03TM163","41","185","0","yes","20.4","16","0","2787503","00008058","","0","0"
"4","03TM183","41","429","0","yes","32.3","16","0","2787503","00008058","","0","0"
"5","03PC15018Z","47.5","259","0","yes","36.5","16","0","2787503","00008058","","0","0"
"6","03154JUN20Z","47.5","159","0","yes","41","16","0","2787503","00008058","","0","0"
"7","03PP10020Z","47.5","297","0","yes","38.5","16","0","2787503","00008058","","0","0"
"8","03M22520","41","283","0","yes","41","16","0","2787503","00008058","","0","0"
"9","03121CH20","41","359","0","yes","32.3","16","0","2787503","00008058","","0","0"
"10","03PR20020","41","392","0","yes","43.7","16","0","2787503","00008058","","0","0"
"11","03PR30020","41","387","0","yes","35","16","0","2787503","00008058","","0","0"
"12","03101AL20","41","273","0","yes","32.7","16","0","2787503","00008058","","0","0"
"13","03PR22520","41","264","0","yes","37","16","0","2787503","00008058","","0","0"
"14","03PR17520","41","267","0","yes","37","16","0","2787503","00008058","","0","0"
"15","03M22518","41","303","0","yes","30.8","16","0","2787503","00008058","","0","0"
"16","03PC10018","41","559","0","yes","30.8","16","0","2787503","00008058","","0","0"
"17","03PC7518","41","409","0","yes","32.3","16","16","2787503","00008058","","0","0"
"18","03PR30018","41","625","0","yes","37","16","0","2787503","00008058","","0","0"
"19","03101AL20Z","47.5","295","0","yes","32.3","16","0","2787503","00008058","","0","0"
"20","03PC20018","41","571","0","yes","44","16","0","2787503","00008058","","0","0"
"21","03PP15018","41","387","0","yes","38","16","0","2787503","00008058","","0","0"
"22","03121CH18","41","473","0","yes","44.2","16","0","2787503","00008058","","0","0"
"23","03127TDC18","41","339","0","yes","44","16","0","2787503","00008058","","0","0"
"24","03PR20018","41","859","0","yes","30.8","16","0","2787503","00008058","","0","0"
"25","03122ES18","41","370","0","yes","37","16","0","2787503","00008058","","0","0"
"26","03P10018","41","484","0","yes","37","16","0","2787503","00008058","","0","0"
"27","03103TS18","41","409","0","yes","30.8","16","0","2787503","00008058","","0","0"
"28","03101AL18","41","364","0","yes","30.8","16","0","2787503","00008058","","0","0"
"29","03123AR18","41","253","0","yes","44","16","0","2787503","00008058","","0","0"
"1","01BLO15","6.7241","1200","0","yes","6.7241","16","0","2788007","00008059","","0","0"
"1","01ARE","413.7931","2","0","yes","413.7931","16","0","2788200","00008060","","0","0"
"1","01ARE","413.7931","5","0","yes","413.7931","16","0","2788500","00008061","","0","0"
"1","01BLO15","6.7241","1200","0","yes","6.7241","16","0","2789633","00008062","","0","0"
"1","01BLO15","6.7241","1200","0","yes","6.7241","16","0","2790981","00008063","","0","0"
"1","05TINRTT1100","2411.79","25","0","yes","1859.91","16","0","2792033","00008064","","0","0"
"2","05TINT750","2086.06","10","0","yes","2086.06","16","0","2792033","00008064","","0","0"
"1","01CEMAGR","2293.1045","50.32","0","yes","2293.1045","16","0","2792271","00008067","","0","0"
"1","01COMB34","237.06897","24","0","yes","301.72","16","0","2792464","00008065","","0","0"
"1","01BAB1030","10.1656","7680","0","yes","10.09","16","0","2792475","00008066","","0","0"
"1","01BLO15","6.7241","1200","0","yes","6.7241","16","0","2793192","00008068","","0","0"
"6","01ARM1543H","185.555","500","0","yes","189.75466","16","0","2793922","00008072","","0","0"
"1","01ARM123H","177.531","400","0","yes","132.396","16","0","2793922","00008072","","0","0"
"2","01ARM124H","185.555","900","0","yes","189.75466","16","0","2793922","00008072","","0","0"
"3","01ARM12204H","187.561","400","0","yes","189.75466","16","0","2793922","00008072","","0","0"
"4","01ARM204H","187.561","2000","0","yes","140.7","16","0","2793922","00008072","","0","0"
"5","01ARM1525H","197.591","300","0","yes","199.75466","16","0","2793922","00008072","","0","0"
"1","01ARE","413.7931",".5","0","yes","413.7931","16","0","2794126","00008069","","0","0"
"1","01CEMBIG","2439.6544","50.19","0","yes","2439.6544","16","0","2794152","00008070","","0","0"
"1","01CEMCAZ50","148.7068","1020","0","yes","148.7068","16","0","2794168","00008071","","0","0"
"1","01CAL","55.237","1400","0","yes","55.237","16","0","2794473","00008073","","0","0"
"1","01BLO15","6.7241","940","0","yes","6.7241","16","0","2795209","00008074","","0","0"
"1","01ARE","413.7931","1","0","yes","413.7931","16","0","2798500","00008075","","0","0"
"1","01CEMAGR","2293.1045","49.68","0","yes","2293.1045","16","0","2798661","00008076","","0","0"
"1","03VCUA12","30.50491","2070","0","yes","25.12219","16","0","2799307","00008077","","0","0"
"2","03VRED58","30.31","285","0","yes","24.23","16","0","2799307","00008077","","0","0"
"3","03SOL1812","31.87","982","0","yes","28.17","16","0","2799307","00008077","","0","0"
"4","03SOL18112","31.87","290","0","yes","27.08","16","0","2799307","00008077","","0","0"
"5","03ANG181","31.35","720","0","yes","27.03","16","0","2799307","00008077","","0","0"
"1","03LAP10126550","1234.93","20","0","yes","1411.9","16","0","2799361","00008078","","0","0"
"1","03LN31012","1827.23","10","0","yes","1684.45","16","0","2799492","00008079","","0","0"
"2","03LN31018","920.97","20","0","yes","903.5029","16","0","2799492","00008079","","0","0"
"3","03LN41020","909.6","15","0","yes","1178.8725","16","0","2799492","00008079","","0","0"
"4","03LG31026","414.588","20","0","yes","482.98","16","0","2799492","00008079","","0","0"
"1","03VIPR84","35.82","182","0","yes","31.47","16","0","2799506","00008080","","0","0"
"1","03PTRC14","36.15","87","0","yes","29.12918","16","0","2799513","00008081","","0","0"
"1","03PTR3316","35.63","63","0","yes","26.5","16","0","2799531","00008082","","0","0"
"1","01VART6014","47.43449","445","0","yes","40.16205","16","0","2799536","00008083","","0","0"
"1","03POL1010","35.62","1500","0","yes","38.7","16","0","2799562","00008084","","0","0"
"2","03POL88","35.62","2000","0","yes","28.7","16","0","2799562","00008084","","0","0"
"3","03POL56","35.62","1010","0","yes","28.7","16","0","2799562","00008084","","0","0"
"4","03POL46","35.62","2500","0","yes","29.2","16","0","2799562","00008084","","0","0"
"5","03POL36","36.2001","2800","0","yes","26.8","16","0","2799562","00008084","","0","0"
"6","03PTR3112","35.62","600","0","yes","39.2","16","0","2799562","00008084","","0","0"
"7","03PTR214","35.62","700","0","yes","26.8","16","0","2799562","00008084","","0","0"
"8","03PTR114","35.62","1060","0","yes","26.8","16","0","2799562","00008084","","0","0"
"9","03TC30L","562.796","50","0","yes","504.075","16","0","2799562","00008084","","0","0"
"10","03TC301","311.675","40","0","yes","260.464","16","0","2799562","00008084","","0","0"
"11","03TC3031","249.34","40","0","yes","204.4","16","0","2799562","00008084","","0","0"
"12","03TC30212","1122.03","30","0","yes","1023","16","0","2799562","00008084","","0","0"
"13","03PTR21214","35.62","665","0","yes","33","16","0","2799562","00008084","","0","0"
"1","01CEMCAZ50","148.7068","1020","0","yes","148.7068","16","0","2799604","00008085","","0","0"
"1","01CEMCAZ50","148.7068","1020","0","yes","148.7068","16","0","2799610","00008086","","0","0"
"2","01CAS651","23.94","1000","0","yes","23.94","16","0","2800600","00008087","","0","0"
"1","01CAS661","28.728","500","0","yes","27.36","16","0","2800600","00008087","","0","0"
"1","01BLO15","6.7241","700","0","yes","6.7241","16","0","2802113","00008088","","0","0"
"1","01CEMCAZ50","148.7068","1020","0","yes","148.7068","16","0","2803227","00008089","","0","0"
"8","05BRAZZ","187.10258","4","0","yes","59.5","16","0","2803531","00008090","","0","0"
"9","0644489","5.59001","420","0","yes","4.24077","16","0","2803531","00008090","","0","0"
"10","05CODCP9012","1.0944","60","0","yes","1.09455","16","0","2803531","00008090","","0","0"
"11","06CINAIS6018","9.48606","32","0","yes","9.48625","16","0","2803531","00008090","","0","0"
"12","05EMPEPT","5.8375","12","0","yes","5.8375","16","0","2803531","00008090","","0","0"
"1","08CAJCHR","8.66882","768","0","yes","8.6723","16","0","2803531","00008090","","0","0"
"2","08CAJO4R","10.11363","600","0","yes","7.71","16","0","2803531","00008090","","0","0"
"3","0612077","83.91488","4","0","yes","83.915","16","0","2803531","00008090","","0","0"
"4","08EXTENCID","59.28714","5","0","yes","62.45","16","0","2803531","00008090","","0","0"
"5","0644351",".40134","1200","0","yes",".394","16","0","2803531","00008090","","0","0"
"6","0621606","35.57333","6","0","yes","35.57333","16","0","2803531","00008090","","0","0"
"7","06AEROCR","42.6875","8","0","yes","42.6875","16","0","2803531","00008090","","0","0"
"1","01COMB34","301.72","3","0","yes","301.72","16","0","2803684","00008091","","0","0"
"7","05NIPGAL1210","19.47","20","0","yes","21.51","16","0","2803927","00008092","","0","0"
"8","05NIPGAL125","9.74","15","0","yes","9.8609","16","0","2803927","00008092","","0","0"
"9","05NIPGALV128","15.7","15","0","yes","20.75","16","0","2803927","00008092","","0","0"
"10","05TUBCOM12","81.40164","61","0","yes","69.33279","16","0","2803927","00008092","","0","0"
"2","05COPGALV34","9.67","40","0","yes","5.73","16","0","2803927","00008092","","0","0"
"3","05COPGAL1","17.7","15","0","yes","10.65","16","0","2803927","00008092","","0","0"
"4","05COPGAL12","8.8","30","0","yes","4.2","16","0","2803927","00008092","","0","0"
"5","05NIPGAL16","20.41","15","0","yes","20.32","16","0","2803927","00008092","","0","0"
"6","05NIPG12112","3.89","20","0","yes","4.9","16","0","2803927","00008092","","0","0"
"1","05CODGALV1290","8.06","40","0","yes","4.89","16","0","2803927","00008092","","0","0"
"1","01CEMBIG","2439.6544","50.13","0","yes","2439.6544","16","0","2804452","00008093","","0","0"
"1","01CEMAGR","2293.1045","50.65","0","yes","2293.1045","16","0","2804558","00008094","","0","0"
"1","0619614","3.83","200","0","yes","3.47","16","0","2804872","00008127","","0","0"
"2","06KOLAL","16.97","10","0","yes","14.81","16","0","2804872","00008127","","0","0"
"3","06KOLAKK","19.51","10","0","yes","18.54","16","0","2804872","00008127","","0","0"
"4","06ESPON","11.33","30","0","yes","7.36","16","0","2804872","00008127","","0","0"
"5","06VACT010","31.379","40","0","yes","31.3789","16","0","2804872","00008127","","0","0"
"6","05JUEHPS","83.99","30","0","yes","83.99","16","0","2804872","00008127","","0","0"
"2","01SON20","125.42","15","0","yes","133.53","16","0","2805304","00008096","","0","0"
"3","01SON25","172.44","40","0","yes","183.63","16","0","2805304","00008096","","0","0"
"4","01SON30","222.1","30","0","yes","240.37","16","0","2805304","00008096","","0","0"
"5","01SON35","285.3","20","0","yes","264.17","16","0","2805304","00008096","","0","0"
"6","01SON40","376.26","11","0","yes","400.64","16","0","2805304","00008096","","0","0"
"1","01SON15","75.11","15","0","yes","69.55","16","0","2805304","00008096","","0","0"
"1","01CEMCAZ50","148.7068","1020","0","yes","148.7068","16","0","2805968","00008097","","0","0"
"1","01ALREC","29.65","8190","0","yes","23.15","16","0","2806656","00008098","","0","0"
"2","01ALAM","27.77","9350","0","yes","22.5","16","0","2806656","00008098","","0","0"
"1","01BLO15","6.7241","1200","0","yes","6.7241","16","0","2807524","00008099","","0","0"
"1","01ARE4","293.10345","4","0","yes","293.10345","16","0","2808519","00008100","","0","0"
"1","05TUBPL12","57.20038","160","0","yes","61.01375","16","0","2808964","00008131","","0","0"
"2","05CODPL12","3.31525","600","0","yes","3.3153","16","0","2808964","00008131","","0","0"
"3","05TERM","1973.154","5","0","yes","1291.2","16","0","2808964","00008131","","0","0"
