"Numren","Claart","Precio","Cant","Des","Estado","Costo","Piva","Pimp2","Nummov","Numfac","Numped","Pedren","canfon"
"1","05MEZCCL","149.6634","65","0","yes","149.6637","16","0","173823","00001061","","0","0"
"1","01MAS44","37.85","6200","0","yes","38.5687","16","0","174014","00001062","","0","0"
"1","05ATPVC2","9.7375","2700","0","yes","8.7638","16","0","174151","00001063","","0","0"
"2","05ATPVC4","22.02417","1800","0","yes","0","16","0","174151","00001063","","0","0"
"3","05PVCC2","1.1115","300","0","yes","0","16","0","174151","00001063","","0","0"
"4","05PVCC290","1.843","600","0","yes","0","16","0","174151","00001063","","0","0"
"5","05APVCC490","8.25553","150","0","yes","0","16","0","174151","00001063","","0","0"
"6","05APVCT4","11.96053","150","0","yes","0","16","0","174151","00001063","","0","0"
"7","05APVCR42","6.03253","150","0","yes","0","16","0","174151","00001063","","0","0"
"8","05APVCT2","1.938","150","0","yes","0","16","0","174151","00001063","","0","0"
"9","05APVCC245","1.54845","450","0","yes","0","16","0","174151","00001063","","0","0"
"10","05APVCTS4","5.928","180","0","yes","0","16","0","174151","00001063","","0","0"
"11","05APVCY2","3.971","480","0","yes","0","16","0","174151","00001063","","0","0"
"12","05APVCC4","4.56","150","0","yes","0","16","0","174151","00001063","","0","0"
"13","05CODPVC445","6.54553","150","0","yes","0","16","0","174151","00001063","","0","0"
"14","05APVCY4","16.5395","160","0","yes","0","16","0","174151","00001063","","0","0"
"1","01CEMCAZ50","103.448","1020","0","yes","103.448","16","0","174390","00001064","","0","0"
"1","05PEG500","54.0477","52","0","yes","54.0479","16","0","175107","00001065","","0","0"
"2","05LPV500","46.96441","127","0","yes","0","16","0","175107","00001065","","0","0"
"3","05REMVEN","11.55556","18","0","yes","0","16","0","175107","00001065","","0","0"
"4","05CESPC","15.47237","38","0","yes","0","16","0","175107","00001065","","0","0"
"5","05PEGC500","72.09486","142","0","yes","0","16","0","175107","00001065","","0","0"
"6","05MFC12","1.60511","1000","0","yes","0","16","0","175107","00001065","","0","0"
"1","05PEG500","54.0479","98","0","yes","54.0477","16","0","175121","00001066","","0","0"
"2","05LPV500","46.96435","23","0","yes","0","16","0","175121","00001066","","0","0"
"3","05REMVEN","11.55559","34","0","yes","0","16","0","175121","00001066","","0","0"
"4","05CESPC","15.47232","112","0","yes","0","16","0","175121","00001066","","0","0"
"5","05PEGC500","72.094","8","0","yes","72.09486","16","0","175121","00001066","","0","0"
"6","05MFC12","1.60511","2800","0","yes","1.60511","16","0","175121","00001066","","0","0"
"1","01BLO15","5.25862","1200","0","yes","5.25862","16","0","175189","00001067","","0","0"
"1","01BLO15","5.25862","900","0","yes","5.25862","16","0","176139","00001072","","0","0"
"1","01CEMCAZ50","103.448","1020","0","yes","103.448","16","0","176148","00001073","","0","0"
"1","01BLO15","5.25862","800","0","yes","5.25862","16","0","176192","00001074","","0","0"
"1","01CEMBIG","1663.6662","50","0","yes","1654.917","16","0","176196","00001075","","0","0"
"1","06CJCHP","2.31112","754","0","yes","2.3111","16","0","176215","00001076","","0","0"
"1","01CR200","1405","24","0","yes","1405","16","0","176272","00001079","","0","0"
"2","01C200","1320","78","0","yes","0","16","0","176272","00001079","","0","0"
"1","01ARE","336.21",".5","0","yes","212.3445","16","0","176290","00001077","","0","0"
"1","01CEMT","106.8965","1020","0","yes","106.8965","16","0","176294","00001078","","0","0"
"1","05TUBPVCN2","7.76524","378","0","yes","7.7789","16","0","176401","00001080","","0","0"
"2","05TUBPVCN4","19.18767","72","0","yes","19.19","16","0","176401","00001080","","0","0"
"1","05TUBPVCN6","49.0173","60","0","yes","49.02","16","0","176409","00001081","","0","0"
"1","05TUBPVCN6","49.0173","60","0","yes","49.0173","16","0","176414","00001082","","0","0"
"1","05TUBPVCN4","19.16412","1524","0","yes","19.18767","16","0","176450","00001083","","0","0"
"1","05TANQV1LTS","14570.27586","2","0","yes","13745.52","16","0","176460","00001084","","0","0"
"1","06POLH1","5.71698","3000","0","yes","5.56","16","0","176466","00001085","","0","0"
"2","05TUBPVCN4","19.18772","510","0","yes","19.16412","16","0","176466","00001085","","0","0"
"3","05TUBPVCN6","49.01741","540","0","yes","49.0173","16","0","176466","00001085","","0","0"
"1","01ARE","336.21","5.18","0","yes","336.21","16","0","176652","00001086","","0","0"
"1","01ARE","336.21","4.45","0","yes","336.21","16","0","176705","00001087","","0","0"
"1","01SELL","142.24","1.59","0","yes","142.24","16","0","176711","00001088","","0","0"
"1","01ARE","336.21","5.6","0","yes","336.21","16","0","176736","00001089","","0","0"
"1","03SOL148","12.53","125","0","yes","13.5","16","0","176807","00001090","","0","0"
"2","03VIPR64","12.3","584","0","yes","0","16","0","176807","00001090","","0","0"
"1","03LAP101268","968.76","7","0","yes","968.72","16","0","176818","00001091","","0","0"
"2","03LA10126600","554.4","75","0","yes","0","16","0","176818","00001091","","0","0"
"3","03LG41024","323.8","15","0","yes","0","16","0","176818","00001091","","0","0"
"1","01ARE","336.21","5.42","0","yes","336.21","16","0","176829","00001092","","0","0"
"1","01CEMT","106.8965","1020","0","yes","106.8965","16","0","177061","00001093","","0","0"
"1","01CEMBIG","1663.6662","50","0","yes","1663.6662","16","0","177066","00001094","","0","0"
"1","01CEMCAZ50","103.448","1020","0","yes","103.448","16","0","177070","00001095","","0","0"
"1","01BLO15","5.25862","400","0","yes","5.25862","16","0","177074","00001096","","0","0"
"1","01CR200","1405","24","0","yes","1405","16","0","177078","00001097","","0","0"
"2","01C200","1320","78","0","yes","1320","16","0","177078","00001097","","0","0"
"1","01ARE","336.21","5.6","0","yes","336.21","16","0","177090","00001098","","0","0"
"1","01SELL","223.5849","1.59","0","yes","225","16","0","177094","00001099","","0","0"
"1","01ARE","336.21","4.45","0","yes","336.21","16","0","177099","00001100","","0","0"
"1","01ARE","336.21","5.18","0","yes","336.21","16","0","177103","00001101","","0","0"
"1","01CEMMCA50","70.2585","1020","0","yes","70.2585","16","0","177140","00001102","","0","0"
"1","01ARE","300","5.7","0","yes","336.21","16","0","177224","00001103","","0","0"
"1","01SELL","225","1.54","0","yes","142.24","16","0","177235","00001104","","0","0"
"1","01ARE","336.21","5.42","0","yes","300","16","0","178035","00001105","","0","0"
"1","05MFC12","1.6051","5200","0","yes","1.60511","16","0","178221","00001106","","0","0"
"1","06SPP122","5.48172","500","0","yes","4.72","16","0","178258","00001107","","0","0"
"1","01MALSOL10","12.41176","1100","0","yes","12.4118","16","0","178263","00001108","","0","0"
"1","01CEMM","106.8965","1020","0","yes","104.82437","16","0","178476","00001109","","0","0"
"1","06MACI12125","25.5491","800","0","yes","29.8","16","0","178528","00001110","","0","0"
"1","04HPPB141",".6369","600","0","yes",".58","16","0","178558","00001111","","0","0"
"2","04HPPB14112",".7607","1600","0","yes",".69","16","0","178558","00001111","","0","0"
"1","05NIPGALC3412","21.49698","73","0","yes","21.4971","16","0","178796","00001112","","0","0"
"2","050075","46.38871","93","0","yes","46.3886","16","0","178796","00001112","","0","0"
"1","06REDG140","540","100","0","yes","531.29","16","0","178895","00001116","","0","0"
"1","01SELL","225","6.94","0","yes","225","16","0","178900","00001117","","0","0"
"1","01ALREC","14","2030","0","yes","14","16","0","179491","00001118","","0","0"
"1","01TAP","295","60","0","yes","295","16","0","179560","00001119","","0","0"
"1","01SELL","225","1.38","0","yes","225","16","0","179695","00001120","","0","0"
"1","01ARE","300","5.21","0","yes","336.21","16","0","179729","00001121","","0","0"
"1","01HC","17.525","118","0","yes","15.5172","16","0","179853","00001122","","0","0"
"1","01CI6",".83662","6096","0","yes",".8015","0","0","179876","00001123","","0","0"
"1","01CI6",".87271","15240","0","yes",".83662","0","0","179881","00001124","","0","0"
"2","01CPMV","13.0585","200","0","yes","13.059","0","0","179881","00001124","","0","0"
"1","01CM5","79.31034","10","0","yes","97.5","16","0","180032","00001125","","0","0"
"1","01BAB1030","6.9","7040","0","yes","6.45","16","0","180068","00001126","","0","0"
"1","06PES300A","26.88","400","0","yes","25.53","16","0","180140","00001127","","0","0"
"1","01BLO15","5.3448","2000","0","yes","5.25862","16","0","180147","00001128","","0","0"
"2","01BLO12","5.0862","2500","0","yes","4.9569","16","0","180147","00001128","","0","0"
"1","01C200","1320","221","0","yes","1320","16","0","180182","00001129","","0","0"
"2","01CR200","1405","6","0","yes","1405","16","0","180182","00001129","","0","0"
"1","01CEMBIG","1657.723","50","0","yes","1661.355","16","0","180189","00001130","","0","0"
"1","01CEMT","106.8965","1020","0","yes","103.448","16","0","180523","00001131","","0","0"
"1","03LA10126500","462","54","0","yes","484.3","16","0","180963","00001132","","0","0"
"2","03LA10126400","369.6","54","0","yes","0","16","0","180963","00001132","","0","0"
"1","03LAMC2836","317.88","62","0","yes","253.8","16","0","180982","00001133","","0","0"
"2","03LA10126600","586.8","80","0","yes","0","16","0","180982","00001133","","0","0"
"1","03LAR101C28244","215.452","120","0","yes","173.728","16","0","181017","00001134","","0","0"
"2","03LAR101C2828","247.24","155","0","yes","0","16","0","181017","00001134","","0","0"
"1","05PEGPVC250","34.42298","13","0","yes","32.68","16","0","181142","00001135","","0","0"
"2","05CODPVC490","5.90349","400","0","yes","5.9","16","0","181142","00001135","","0","0"
"3","05COPPVC4","3.00851","100","0","yes","3.21366","16","0","181142","00001135","","0","0"
"4","05TEEPVC4","8.3403","215","0","yes","8.41","16","0","181142","00001135","","0","0"
"1","01CEMCAZ50","103.448","1020","0","yes","103.448","16","0","181253","00001136","","0","0"
"1","05TUBPVCN6","49.0174","420","0","yes","49.01741","16","0","181259","00001137","","0","0"
"1","05TUBPVCN4","19.16412","600","0","yes","19.19","16","0","181263","00001138","","0","0"
"1","01ARE","300","36","0","yes","300","16","0","181351","00001139","","0","0"
"1","03TC1414","12673.51","8","0","yes","11306.1","16","0","181708","00001140","","0","0"
"1","JIGS68","2885","4","0","yes","0","0","0","181742","00001141","","0","0"
"1","JIGS68","2487.07","4","0","yes","2885","16","0","181746","00001142","","0","0"
"1","01PICFORR","11635","4","0","yes","0","0","0","181907","00001143","","0","0"
"1","01MOLNIXT","4949.13","4","0","yes","0","16","0","181916","00001144","","0","0"
"1","05NIPGAL346","9.67","36","0","yes","8.88","16","0","182121","00001145","","0","0"
"2","05COPGALV34","8.3","36","0","yes","0","16","0","182121","00001145","","0","0"
"3","05NIPG1146","20.1","36","0","yes","0","16","0","182121","00001145","","0","0"
"4","05TCGH114","11.55","36","0","yes","0","16","0","182121","00001145","","0","0"
"5","05GRC212","32.55","34","0","yes","0","16","0","182121","00001145","","0","0"
"6","05NIPGALC3412","21.5","10","0","yes","0","16","0","182121","00001145","","0","0"
"7","05GALVN312","174.563","3","0","yes","0","16","0","182121","00001145","","0","0"
"1","01CEMCAZ50","103.448","1020","0","yes","103.448","16","0","182209","00001146","","0","0"
"1","06MAG10175","16.77234","810","0","yes","14.44444","16","0","182213","00001147","","0","0"
"1","05REGADD","60.47","11","0","yes","60.47","16","0","182488","00001148","","0","0"
"1","05REGADD","57.45","69","0","yes","60.47","16","0","182496","00001149","","0","0"
"1","03S126","12.46","365","0","yes","12","16","0","182698","00001150","","0","0"
"1","01CEMT","106.8965","1020","0","yes","106.8965","16","0","182703","00001151","","0","0"
"1","01BLO12","5.0862","1000","0","yes","5.08621","16","0","182790","00001180","","0","0"
"1","01BLO12","4.95689","2550","0","yes","5.0862","16","0","182795","00001181","","0","0"
"1","01ALREC","14","4020","0","yes","13","16","0","182799","00001182","","0","0"
"1","03LA10126400","391.2","100","0","yes","369.6","16","0","182804","00001183","","0","0"
"1","03CAN4","12.45","149","0","yes","11.6","16","0","182809","00001184","","0","0"
"2","03ANG14114","12.25","34","0","yes","11.8","16","0","182809","00001184","","0","0"
"3","03ANG142","12.25","348","0","yes","11.8","16","0","182809","00001184","","0","0"
"4","03ANG14112","12.25","42","0","yes","11.3","16","0","182809","00001184","","0","0"
"5","03SOL144","12.45","94","0","yes","11.8","16","0","182809","00001184","","0","0"
"6","03SOL38112","12.45","70","0","yes","13.4","16","0","182809","00001184","","0","0"
"7","03TC40114","322.5","2","0","yes","240.1574","16","0","182809","00001184","","0","0"
"1","01CEMCAZ50","103.448","1020","0","yes","103.44799","16","0","182833","00001185","","0","0"
"1","01CEMCAZ50","103.448","1020","0","yes","103.448","16","0","182838","00001186","","0","0"
"1","01BLO12","4.9569","1275","0","yes","5.0862","16","0","183022","00001189","","0","0"
"2","01BLO15","5.34482","700","0","yes","5.3448","16","0","183022","00001189","","0","0"
"1","01BLO12","5.0862","1000","0","yes","4.9569","16","0","183029","00001190","","0","0"
"1","03VIP128","12.39823","2179","0","yes","10.8","16","0","183058","00001191","","0","0"
"1","01COT","2068.96","4","0","yes","0","16","0","183174","00001192","","0","0"
"1","05TIN1100","1193.03017","8","0","yes","1012.067","16","0","183180","00001193","","0","0"
"1","05GNI11412","65.21","63","0","yes","58.32","16","0","183185","00001194","","0","0"
"1","01BLO15","5.34482","1000","0","yes","5.34482","16","0","183346","00001195","","0","0"
"1","05TUBPVCN4","19.18771","1890","0","yes","19.16412","16","0","183350","00001196","","0","0"
"1","01CEMCAZ50","97.8445","1020","0","yes","103.448","16","0","183355","00001197","","0","0"
"1","01CEMT","104.74149","1020","0","yes","106.8965","16","0","183359","00001198","","0","0"
"1","01CEMBIG","1652.44086","50","0","yes","1661.355","16","0","183364","00001199","","0","0"
"1","06MC10555250","87.83703","240","0","yes","84.955","16","0","183372","00001200","","0","0"
"1","06MC10555250","87.83701","160","0","yes","87.83703","16","0","183377","00001201","","0","0"
"1","06REDG140","536.87069","35","0","yes","536.87069","16","0","183381","00001202","","0","0"
"1","05PEGPVC250","34.4229","24","0","yes","34.42298","16","0","183536","00001152","","0","0"
"1","01CEMBIG","1661.355","50","0","yes","1661.355","16","0","183778","00001153","","0","0"
"1","01CR200","1405","42.5","0","yes","1405","16","0","183782","00001154","","0","0"
"2","01C200","1320","136.5","0","yes","1320","16","0","183782","00001154","","0","0"
"1","01BLO12","5.0862","1000","0","yes","5.0862","16","0","183809","00001155","","0","0"
"1","01BLO12","5.0862","1000","0","yes","5.0862","16","0","183825","00001156","","0","0"
"1","06REDG140","536.87069","65","0","yes","540","16","0","183842","00001157","","0","0"
"1","01MCR","3515","1","0","yes","0","16","0","183848","00001158","","0","0"
"1","01ARV2","225","2","0","yes","0","0","0","183855","00001159","","0","0"
"1","01LC","1044","4","0","yes","0","16","0","183885","00001160","","0","0"
"2","01M12","40","8","0","yes","0","16","0","183885","00001160","","0","0"
"3","01M1","50","12","0","yes","0","16","0","183885","00001160","","0","0"
"4","01TC50","7995.4","4","0","yes","0","16","0","183885","00001160","","0","0"
"5","01AL","280","4","0","yes","0","16","0","183885","00001160","","0","0"
"6","01FR","2978.8","4","0","yes","0","16","0","183885","00001160","","0","0"
"7","01TER","435.68","4","0","yes","453.973","16","0","183885","00001160","","0","0"
"1","01MS135305","200","160","0","yes","0","16","0","183909","00001161","","0","0"
"1","03TC114","7977.22","2","0","yes","7977.22","16","0","184176","00001187","","0","0"
"1","01BLO12","5.0862","1000","0","yes","4.95689","16","0","184181","00001188","","0","0"
"1","01CEMM","104.82437","1020","0","yes","104.82437","16","0","184227","00001162","","0","0"
"1","01MOLNIXT","4949.13","4","0","yes","4949.13","16","0","184243","00001163","","0","0"
"2","01MQE","3867.25","4","0","yes","0","16","0","184243","00001163","","0","0"
"1","01BLO12","5.0862","500","0","yes","5.0862","16","0","184252","00001164","","0","0"
"1","01BLO12","4.95689","1125","0","yes","5.0862","16","0","184343","00001165","","0","0"
"1","01BLO12","4.95689","2500","0","yes","4.95689","16","0","184347","00001166","","0","0"
"1","01BLO12","4.95689","1000","0","yes","4.95689","16","0","184355","00001167","","0","0"
"1","01CEMM","106.8965","1020","0","yes","104.82437","16","0","184492","00001168","","0","0"
"1","01CEMM","106.8965","1020","0","yes","106.8965","16","0","184496","00001169","","0","0"
"1","01CEMBIG","1661.355","50","0","yes","1661.355","16","0","184524","00001170","","0","0"
"1","01CEMCAZ50","106.8965","1020","0","yes","103.448","16","0","184528","00001171","","0","0"
"1","01ARE","300","6.74","0","yes","300","16","0","184939","00001172","","0","0"
"1","01CR200","1405","30","0","yes","1405","16","0","185160","00001173","","0","0"
"1","03LAR101C28244","215.452","560","0","yes","215.452","16","0","185166","00001174","","0","0"
"2","03LAR101C2828","247.24","880","0","yes","247.24","16","0","185166","00001174","","0","0"
"1","01VAR38","74.0345","4294","0","yes","58.6436","16","0","185259","00001175","","0","0"
"1","01BLO12","5.08621","1000","0","yes","4.95689","16","0","185264","00001176","","0","0"
"1","06TANEST","3341","4","0","yes","3125","16","0","185284","00001177","","0","0"
"1","01CEMCAZ50","103.44799","1020","0","yes","103.448","16","0","185289","00001178","","0","0"
"1","01T244","102.99","266","0","yes","135.34482","16","0","185293","00001179","","0","0"
"1","05GNI11412","46.38873","80","0","yes","65.21","16","0","186273","00001203","","0","0"
"1","05TGAH3","57.41","3","0","yes","64.8","16","0","186277","00001204","","0","0"
"2","05GRC212","32.55","2","0","yes","31.9","16","0","186277","00001204","","0","0"
"1","05PEGPVC250","34.42322","59","0","yes","34.4229","16","0","186323","00001205","","0","0"
"1","01T196","75","176","0","yes","0","16","0","186373","00001206","","0","0"
"2","01TABLC","104","150","0","yes","88","16","0","186373","00001206","","0","0"
"1","06ALAPJ34","509.31384","64","0","yes","509.31366","16","0","186497","00001207","","0","0"
"1","01C200","1320","182","0","yes","1320","16","0","186502","00001208","","0","0"
"2","01CR200","1405","48","0","yes","1405","16","0","186502","00001208","","0","0"
"1","03TUBMOF58","22.8276","13.2","0","yes","26.4801","16","0","186725","00001209","","0","0"
"1","01C804025","44","500","0","yes","0","16","0","187046","00001210","","0","0"
"1","01BLO12","4.95689","1375","0","yes","5.0862","16","0","187113","00001211","","0","0"
"1","01ARM1543","81.8","1250","0","yes","81.8","16","0","187128","00001214","","0","0"
"2","01ARM1538","172.5527","480","0","yes","0","16","0","187128","00001214","","0","0"
"1","01BLO12","5.0862","1000","0","yes","4.95689","16","0","187139","00001212","","0","0"
"1","01EST1525","11.5575","1210","0","yes","11.06","16","0","187169","00001213","","0","0"
"1","01EST1530","11.55749","911","0","yes","11.06","16","0","187187","00001215","","0","0"
"1","01CEMM","106.8965","1020","0","yes","106.8965","16","0","187373","00001216","","0","0"
"1","01BLO12","4.95689","1000","0","yes","5.0862","16","0","187378","00001217","","0","0"
"1","01BLO12","4.95689","1250","0","yes","4.95689","16","0","187382","00001218","","0","0"
"1","01ENSM","6000","3","0","yes","6000","0","0","187503","00001219","","0","0"
"1","01BLO15","6.03449","3067","0","yes","5.34482","16","0","187568","00001220","","0","0"
"1","01BLO15","6.03451","3000","0","yes","6.03449","16","0","187587","00001221","","0","0"
"1","01ENS","18308.00666","3","0","yes","15210","0","0","187596","00001222","","0","0"
"1","01BLO15","5.34482","1000","0","yes","6.03451","16","0","187603","00001223","","0","0"
"1","01CEMCAZ50","97.84449","1020","0","yes","97.8445","16","0","188003","00001224","","0","0"
"1","01BLO15","6.8","7560","0","yes","5.34482","16","0","188022","00001225","","0","0"
"1","05TUBGALV2","781.08","125","0","yes","724.56465","16","0","188046","00001226","","0","0"
"1","01CEMCAZ50","97.84449","1020","0","yes","97.84449","16","0","188051","00001227","","0","0"
"1","01INC311","11474.02","3","0","yes","0","16","0","188304","00001228","","0","0"
"2","01OV","418.37","3","0","yes","0","16","0","188304","00001228","","0","0"
"3","01CGC","2637","3","0","yes","0","16","0","188304","00001228","","0","0"
"4","01CP","225.556","9","0","yes","0","16","0","188304","00001228","","0","0"
"1","01POLINM","95","47","0","yes","98","16","0","188327","00001229","","0","0"
"2","01TABLC","104","12","0","yes","104","16","0","188327","00001229","","0","0"
"1","0610615","100.7028","8","0","yes","101.2077","16","0","189881","00001248","","0","0"
"2","06CEPPP","34.2936","12","0","yes","0","16","0","189881","00001248","","0","0"
"3","0614685","16.0578","6","0","yes","0","16","0","189881","00001248","","0","0"
"4","0615400","54.7272","6","0","yes","0","16","0","189881","00001248","","0","0"
"5","0617882","69.3198","6","0","yes","0","16","0","189881","00001248","","0","0"
"6","0618085","27.7299","6","0","yes","0","16","0","189881","00001248","","0","0"
"7","0618122","31.3731","6","0","yes","0","16","0","189881","00001248","","0","0"
"8","06TS","134.9964","6","0","yes","0","16","0","189881","00001248","","0","0"
"9","06AERVB","24.0768","4","0","yes","0","16","0","189881","00001248","","0","0"
"10","0611752","375.7941","6","0","yes","0","16","0","189881","00001248","","0","0"
"11","06TALACOM","79.5366","8","0","yes","0","16","0","189881","00001248","","0","0"
"12","06CORT18","142.2927","6","0","yes","0","16","0","189881","00001248","","0","0"
"13","06CUCH","29.9178","18","0","yes","0","16","0","189881","00001248","","0","0"
"14","06BRIC5","22.3245","12","0","yes","0","16","0","189881","00001248","","0","0"
"15","0621602","29.1852","6","0","yes","0","16","0","189881","00001248","","0","0"
"16","06NIV18","40.1346","6","0","yes","0","16","0","189881","00001248","","0","0"
"17","0622511","43.0551","6","0","yes","0","16","0","189881","00001248","","0","0"
"18","06PALCD","47.4309","6","0","yes","0","16","0","189881","00001248","","0","0"
"19","0617301","32.8383","6","0","yes","0","16","0","189881","00001248","","0","0"
"20","06RAF1","19.701","6","0","yes","0","16","0","189881","00001248","","0","0"
"21","05VALESR1","69.3218","12","0","yes","0","16","0","189881","00001248","","0","0"
"1","01EST1520","11.55749","1441","0","yes","11.06","16","0","189946","00001249","","0","0"
"2","01EST1515","11.55751","1200","0","yes","10.2","16","0","189946","00001249","","0","0"
"1","01TABLC","104","160","0","yes","104","16","0","189990","00001250","","0","0"
"1","01BLO12","4.95689","2000","0","yes","5.0862","16","0","190037","00001251","","0","0"
"2","01BLO15","5.34482","1000","0","yes","6.03449","16","0","190037","00001251","","0","0"
"1","01CEMCAZ50","97.8445","1020","0","yes","97.8445","16","0","190050","00001252","","0","0"
"1","01TAP","295","58","0","yes","295","16","0","190054","00001253","","0","0"
"1","01CEMBIG","1885.43362","50","0","yes","1652.4409","16","0","190087","00001254","","0","0"
"1","01CGHF08","6250","1","0","yes","0","16","0","190172","00001256","","0","0"
"1","01BAR8","1629.31","8","0","yes","1508.62","16","0","190181","00001255","","0","0"
"2","01LI5S","8271.55","1","0","yes","7870.69","16","0","190181","00001255","","0","0"
"3","01RVR17","12060.35","4","0","yes","0","16","0","190181","00001255","","0","0"
"4","01MI1387090","7200","8","0","yes","0","16","0","190181","00001255","","0","0"
"1","01MALSOL6","27.497","800","0","yes","24.6124","16","0","190317","00001257","","0","0"
"2","01MALSOL10","13.91921","4000","0","yes","15.84","16","0","190317","00001257","","0","0"
"1","01CEMM","104.74149","1020","0","yes","106.8965","16","0","190351","00001258","","0","0"
"1","01CEMM","104.74149","1020","0","yes","104.74149","16","0","190355","00001259","","0","0"
"1","01BLO12","5.0862","1000","0","yes","4.95689","16","0","190465","00001260","","0","0"
"1","01BLO12","4.95689","1000","0","yes","5.0862","16","0","190481","00001261","","0","0"
"1","01BLO12","4.95689","1000","0","yes","4.95689","16","0","190485","00001262","","0","0"
"1","01VAR112","128.43101","1411","0","yes","122.1","16","0","190502","00001230","","0","0"
"1","01VAR38","71.98288","2492","0","yes","74.0345","16","0","190507","00001231","","0","0"
"1","01BLO12","4.95689","1000","0","yes","4.9569","16","0","190512","00001232","","0","0"
"1","01CEMCAZ50","97.8445","1020","0","yes","97.84449","16","0","190517","00001233","","0","0"
"1","01LAD","1.5","2280","0","yes","1.6","16","0","190521","00001234","","0","0"
"1","01GM","45.126","3000","0","yes","39.397","16","0","190571","00001235","","0","0"
"2","01GT","9.12","3000","0","yes","8.65","16","0","190571","00001235","","0","0"
"1","01CEMBIG","1653.4313","50","0","yes","1652.4409","16","0","190764","00001236","","0","0"
"1","01BLO12","4.95689","1750","0","yes","4.95689","16","0","190854","00001237","","0","0"
"1","01FM","87","6","0","yes","61.94","0","0","191555","00001238","","0","0"
"1","01BLO12","4.9569","2000","0","yes","4.95689","16","0","191599","00001239","","0","0"
"1","01BLO12","5.0862","1000","0","yes","4.9569","16","0","191671","00001240","","0","0"
"1","01BLO12","5.0862","1000","0","yes","5.0862","16","0","191681","00001241","","0","0"
"1","01CEMCAZ50","97.8445","1020","0","yes","97.8445","16","0","191693","00001242","","0","0"
"1","01TABLC","104","285","0","yes","104","16","0","191864","00001243","","0","0"
"2","01POLMAD448","60","180","0","yes","60","16","0","191864","00001243","","0","0"
"1","01C200","1320","84.5","0","yes","1320","16","0","191926","00001244","","0","0"
"2","01CR200","1405","54","0","yes","0","16","0","191926","00001244","","0","0"
"1","01BLO15","6.03449","3000","0","yes","5.34","16","0","191956","00001245","","0","0"
"1","01BLO12","5.0862","1000","0","yes","5.0862","16","0","192068","00001246","","0","0"
"1","01TM1335","66","16","0","yes","45","16","0","192072","00001247","","0","0"
"1","01VPP","39","6","0","yes","39","16","0","193073","00001267","","0","0"
"1","01CEMCAZ50","107.7585","1020","0","yes","97.8445","16","0","193078","00001268","","0","0"
"1","01BEBEDS","23.02043","280","0","yes","27.5","16","0","193096","00001263","","0","0"
"1","01ARE","336.21","3","0","yes","300","16","0","193101","00001264","","0","0"
"2","01COMB34","215.52","6","0","yes","275.86","16","0","193101","00001264","","0","0"
"1","01BLO15","5.34482","1000","0","yes","5.34482","16","0","193111","00001265","","0","0"
"1","01BLO15","5.34482","3000","0","yes","5.34482","16","0","193115","00001266","","0","0"
"1","01BLO12","5.0862","1000","0","yes","5.60344","16","0","193137","00001269","","0","0"
"1","01T244","102.98709","200","0","yes","102.99","16","0","193354","00001270","","0","0"
"1","01MM126","6161","23","0","yes","0","16","0","194299","00001271","","0","0"
"1","01BLO12","4.95689","1000","0","yes","4.95689","16","0","194341","00001272","","0","0"
"2","01BLO15","5.34482","200","0","yes","5.3348","16","0","194341","00001272","","0","0"
"1","01CEMCAZ50","112.5245","1020","0","yes","112.5245","16","0","194523","00003163","","0","0"
"1","01CEMBIG","2064.4182","50","0","yes","2075.17689","16","0","194527","00003164","","0","0"
"1","01CEMCAZ50","112.5245","1020","0","yes","112.5245","16","0","194531","00003165","","0","0"
"1","01MALSOL10","16","13000","0","yes","15.835","16","0","194578","00001321","","0","0"
"2","01MALSOL6","32","3000","0","yes","27.479","16","0","194578","00001321","","0","0"
"1","01BLO12","5.0862","1000","0","yes","4.95689","16","0","194704","00001273","","0","0"
"1","01LAD","3.01724","1050","0","yes","1.5","16","0","194708","00001274","","0","0"
"1","01BLO12","4.95689","1000","0","yes","5.0862","16","0","194712","00001275","","0","0"
"1","01FU","395","37","0","yes","0","0","0","194788","00001276","","0","0"
"1","01GS","1.9","100","0","yes",".5","16","0","194820","00001277","","0","0"
"2","01NG","243","2","0","yes","221.13","0","0","194820","00001277","","0","0"
"3","05INT16MM","5.28","100","0","yes","0","0","0","194820","00001277","","0","0"
"1","05INT16MM","5.28","400","0","yes","5.28","0","0","194831","00001278","","0","0"
"1","01TI","2.325","50","0","yes","2.325","0","0","194868","00001279","","0","0"
"2","01GI","3.185","100","0","yes","3","0","0","194868","00001279","","0","0"
"3","01CIG","6.5429","327","0","yes","4.5","0","0","194868","00001279","","0","0"
"4","01IC","2.325","50","0","yes","2.275","0","0","194868","00001279","","0","0"
"5","01TU16","2.8936","915","0","yes","2.80835","0","0","194868","00001279","","0","0"
"6","01FD2","582","1","0","yes","0","0","0","194868","00001279","","0","0"
"1","01VAL","14","300","0","yes","12","0","0","194888","00001280","","0","0"
"1","01CCH","37","360","0","yes","0","16","0","194981","00001281","","0","0"
"1","01FM112","201.37","10","0","yes","255","0","0","194986","00001282","","0","0"
"2","01GOT","1.1715","3400","0","yes","4","0","0","194986","00001282","","0","0"
"1","01LAD","1.5","2720","0","yes","1.6","16","0","194998","00001283","","0","0"
"1","05TIN1100","1100","61","0","yes","1193.03017","16","0","195007","00001284","","0","0"
